Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Rickey Henderson,194,115749,LF,- - -,8.375387283894492,,8.66,39.23429234198001,18.137861251831055,9.616674112156034,,,,,138.51638391521908,0.3733920775721426,,,,,0.810239856,0.399260628,0.410979228,0.273567467,0.125693161,0.292473118,150,674,541,113,57,12,41,216,148,107,26,3,77,126,5,68,0.100890207,0.18694362,1.852941176,,,4.155371904373169,0.5811754934263993,,,,,25.0,,,,,,,,1271.0
Wade Boggs,1001124,111153,3B,BOS,8.29235205259815,,8.43,34.343973824675466,19.594533503055573,-2.336816741153598,,,,,143.33013625045265,0.391419386467993,,,,,0.879194499,0.449275362,0.429919137,0.330112721,0.119162641,0.351916376,156,742,621,113,54,3,61,279,205,144,51,7,2,107,19,51,0.068733153,0.144204851,2.098039215,,,1.598915696144104,-1.7904487777356404,,,,,19.0,,,,,,,,1339.1
Lonnie Smith,1012176,122430,LF,ATL,8.134401991360015,,8.81,42.051398830309765,17.123817920684814,0.0816006641834974,,,,,166.52647277387788,0.4203745242188738,,,,,0.948125575,0.53319502,0.414930555,0.315352697,0.217842323,0.351206434,134,577,482,89,79,21,59,257,152,93,34,4,25,76,3,95,0.164644714,0.131715771,0.8,,,5.804168701171875,-0.5540967337730942,,,,,23.0,,,,,,,,1142.1
Will Clark,1002318,112345,1B,SFG,8.075377659897352,,8.61,54.97410143218135,-0.4238672256469726,0.0997004974633455,,,,,174.3531632210449,0.4163983908796094,,,,,0.953325774,0.545918367,0.407407407,0.333333333,0.212585034,0.368085106,159,675,588,104,111,23,70,321,196,126,38,9,8,74,14,103,0.152592592,0.109629629,0.718446601,,,8.289473533630371,1.5820374384034004,,,,,9.0,,,,,,,,1374.0
Barry Bonds,1109,111188,LF,PIT,7.108390301459118,,7.99,17.54080930412538,30.11728525161743,2.28380992077291,,,,,120.55099173943113,0.3411693455787694,,,,,0.776894516,0.425862068,0.351032448,0.248275862,0.177586206,0.264830508,159,679,580,96,58,19,59,247,144,85,34,6,32,93,22,93,0.136966126,0.136966126,1.0,,,0.9474101662635804,-1.1063492187539512,,,,,37.0,,,,,,,,1338.0
Howard Johnson,1006462,116593,3B,NYM,7.043498051617384,,6.91,52.280709410572854,-8.104940533638,4.854660447686911,,,,,166.22303424502144,0.4058676411784966,,,,,0.928134649,0.558669001,0.369465648,0.287215411,0.27145359,0.308433734,153,655,571,104,101,36,80,319,164,84,41,3,41,77,8,126,0.192366412,0.117557251,0.611111111,,,4.697408676147461,-1.010244862790322,,,,,-10.0,,,,,,,,1320.1
Kevin Mitchell,1009004,119195,LF,SFG,6.892140066122822,,6.93,57.969383221822575,-14.577141761779783,-1.1685906667262316,,,,,184.51229539023652,0.4311570433997794,,,,,1.022859116,0.635359116,0.3875,0.290976058,0.344383058,0.286082474,154,640,543,100,125,47,87,345,158,71,34,6,3,87,32,115,0.1796875,0.1359375,0.756521739,,,6.908391952514648,0.495500691547285,,,,,-8.0,,,,,,,,1293.1
Ozzie Smith,1012186,122439,SS,STL,6.739259152815352,,7.3,4.0766097080847,40.24895000457764,2.7967368215322495,,,,,101.76291831536112,0.3168966880211463,,,,,0.696252088,0.360876897,0.335375191,0.273187183,0.087689714,0.287253141,155,664,593,82,50,2,40,214,162,122,30,8,29,55,3,37,0.055722891,0.082831325,1.486486486,,,0.7975932955741882,0.0722118908796288,,,,,32.0,,,,,,,,1336.1
Fred McGriff,293,118730,1B,TOR,6.395156923584743,,6.63,43.19046093928832,-5.907406806945801,-0.4866470713168382,,,,,156.29894216520535,0.4069174368163456,,,,,0.923617254,0.524500907,0.399116347,0.26860254,0.255898367,0.288659793,161,680,551,98,92,36,66,289,148,82,27,3,7,119,12,132,0.194117647,0.175,0.901515151,,,4.374974250793457,0.0193169238639763,,,,,4.0,,,,,,,,1413.0
Cal Ripken Jr.,1010978,121222,SS,BAL,5.827942226756571,,6.65,2.4709889427812985,29.847715377807617,-0.4789039529860019,,,,,103.63146219224932,0.322930896636283,,,,,0.718344522,0.400928792,0.31741573,0.256965944,0.143962848,0.259391771,162,712,646,80,93,21,51,259,166,115,30,0,3,57,5,72,0.101123595,0.080056179,0.791666666,,,0.6352205276489258,0.1716691906278326,,,,,21.0,,,,,,,,1433.1
