Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Carl Yastrzemski,1014326,124650,1B,BOS,8.85792350067737,,9.51,65.09613991836012,-1.5125713348388672,-0.2733011862728745,,,,,179.3165743673378,0.4550036278084247,,,,,1.043809663,0.591872791,0.451936872,0.328621908,0.263250883,0.316017316,161,697,566,125,102,40,69,335,186,117,29,0,23,128,12,66,0.094691535,0.183644189,,,,,,,,,7.0,,,,,,,,1375.1
Tony Perez,1010188,120404,3B,CIN,8.207111375387973,,7.18,52.90270074441359,2.320063352584839,0.6437513639684767,,,,,161.74802580699404,0.4271833762794197,,,,,0.990318876,0.589437819,0.400881057,0.316865417,0.272572402,0.347619047,158,681,587,107,129,40,74,346,186,112,28,6,8,83,13,134,0.196769456,0.121879588,,,,,,,,,-1.0,,,,,,,,1348.3
Johnny Bench,1000826,110849,C,CIN,7.90224265881814,,7.44,37.30774372490954,15.807955741882324,0.3803572000470012,,,,,144.28285028116926,0.399174177700741,,,,,0.931552978,0.586776859,0.344776119,0.292561983,0.294214876,0.281449893,158,671,605,97,148,45,84,355,177,93,35,4,5,54,9,102,0.152011922,0.0804769,,,,,,,,,9.0,,,,,,,,1364.0
Willie McCovey,1008423,118605,1B,SFG,6.829998441989445,,6.54,54.96280546165555,-11.513921737670898,0.2078982536913827,,,,,169.05766394451564,0.4427907789829981,,,,,1.055694879,0.612121212,0.443573667,0.288888888,0.323232324,0.270833333,152,638,495,98,126,39,80,303,143,63,39,2,0,137,40,75,0.117554858,0.214733542,,,,,,,,,-3.0,,,,,,,,1241.1
Jim Fregosi,1004330,114414,SS,CAL,6.823115374797183,,7.69,22.40478982763866,22.644237518310547,-0.5711757373064756,,,,,128.61712184705556,0.3617472315223705,,,,,0.812262672,0.459234608,0.353028064,0.277870216,0.181364392,0.295315682,158,679,601,95,82,22,60,276,167,107,33,5,0,69,3,92,0.135493372,0.101620029,,,,,,,,,14.0,,,,,,,,1366.1
Tommy Harper,1005383,115495,3B,MIL,6.784613892249546,,7.4,39.41194867351962,4.2725183963775635,1.4707195874070749,,,,,146.36894943441516,0.3957582920441153,,,,,0.898881668,0.521523178,0.37735849,0.296357615,0.225165563,0.314893617,154,692,604,104,82,31,70,315,179,109,35,4,38,77,5,107,0.154624277,0.111271676,,,,,,,,,1.0,,,,,,,,1321.4
Rico Carty,1002025,112071,LF,ATL,6.736908090174245,,5.82,50.31609547091663,-4.935089111328125,-0.344391296734102,,,,,172.79320577214006,0.4552192174785834,,,,,1.037253436,0.583682008,0.453571428,0.366108786,0.217573222,0.365853658,136,560,478,84,101,25,51,279,175,124,23,3,1,77,6,46,0.082142857,0.1375,,,,,,,,,1.0,,,,,,,,1081.2
Billy Williams,1013975,124290,LF,CHC,6.441053580757858,,6.56,42.98647030576308,-5.582971572875977,1.2445079919416455,,,,,147.0418252639045,0.4247670981900912,,,,,0.977234289,0.586477987,0.390756302,0.322327044,0.264150943,0.305816135,161,714,636,137,129,42,80,373,205,125,34,4,7,72,9,65,0.091036414,0.100840336,,,,,,,,,2.0,,,,,,,,1381.3
Tony Oliva,1009772,119980,RF,MIN,6.349252134017264,,7.03,27.426507576689353,13.579314708709717,-0.3783096004044637,,,,,134.88848432193325,0.3826695538144248,,,,,0.878372814,0.51433121,0.364041604,0.324840764,0.189490446,0.333948339,157,674,628,96,107,23,66,323,204,138,36,7,5,38,12,67,0.099406528,0.056379821,,,,,,,,,21.0,,,,,,,,1375.2
Reggie Smith,1012201,122360,CF,BOS,6.270510532149281,,6.73,21.99689587476117,19.293100357055664,-0.5692409366602078,,,,,129.8194204194361,0.3794777963269671,,,,,0.857489224,0.496551724,0.3609375,0.303448275,0.193103449,0.306163021,147,640,580,109,74,22,61,288,176,115,32,7,10,51,1,60,0.09375,0.0796875,,,,,,,,,21.0,,,,,,,,1244.1
