Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Mickey Mantle,1008082,118258,CF,NYY,10.328415661912874,,10.43,80.83697501809496,1.0,2.2752598812803626,,,,,196.1700728557843,0.4776270014684905,,,,,1.134832443,0.686770428,0.448062015,0.317120622,0.369649806,0.308781869,153,646,514,132,128,54,76,353,163,87,16,6,12,126,9,112,0.173374613,0.195046439,,,,,,,,,1.0,,,,,,,,1294.0
Norm Cash,1002043,112090,1B,DET,10.174695552146972,,9.18,80.15558863680084,-0.5336065292358398,0.4647366916760802,,,,,193.7779432387227,0.4877378595406375,,,,,1.148249406,0.661682242,0.486567164,0.360747663,0.300934579,0.369829683,159,672,535,119,132,41,71,354,193,122,22,8,11,124,19,85,0.126488095,0.184523809,,,,,,,,,9.0,,,,,,,,1390.0
Hank Aaron,1000001,110001,CF,MIL,8.872924907797913,,9.45,45.45361699786099,19.983537197113037,0.6897476445883512,,,,,152.78655618866145,0.4100822006739102,,,,,0.974295189,0.593698175,0.380597014,0.326699834,0.266998341,0.317120622,155,671,603,115,120,34,83,358,197,114,39,10,21,56,20,64,0.095380029,0.083457526,,,,,,,,,24.0,,,,,,,,1375.3000000000002
Willie Mays,1008315,118495,CF,SFG,8.330325973836601,,8.73,46.34988494533647,14.0,0.1138503954280167,,,,,155.51538998946674,0.4165904235950908,,,,,0.976935809,0.583916083,0.393019726,0.307692307,0.276223776,0.296296296,154,659,572,129,123,40,75,334,176,101,32,3,18,81,15,77,0.116843702,0.122913505,,,,,,,,,14.0,,,,,,,,1335.0
Rocky Colavito,1002404,112455,LF,DET,8.035151555844623,,7.63,47.33136099811498,10.203704833984377,-0.3372956139501184,,,,,153.24283375780905,0.4237179489467632,,,,,0.98202615,0.579759862,0.402266288,0.289879931,0.289879931,0.263269639,163,708,583,129,140,45,77,338,169,92,30,2,1,113,2,75,0.105932203,0.159604519,,,,,,,,,19.0,,,,,,,,1425.0
Jim Gentile,1004612,114696,1B,BAL,8.025375029066128,,6.91,61.015783465271085,-0.4041824340820312,0.0355611853301525,,,,,180.2372504289497,0.4533187379973046,,,,,1.068719485,0.646090534,0.422628951,0.302469135,0.343621399,0.295321637,148,601,486,96,141,46,73,314,147,74,25,2,1,96,5,106,0.176372712,0.159733777,,,,,,,,,8.0,,,,,,,,1225.1
Al Kaline,1006678,116822,RF,DET,7.730108039809183,,8.4,34.06077627149438,21.936214447021484,2.656828365055844,,,,,137.34428164343907,0.3986082626040318,,,,,0.90870178,0.515358361,0.393343419,0.324232081,0.19112628,0.322641509,153,665,586,116,82,19,67,302,190,123,41,7,14,66,2,42,0.063157894,0.09924812,,,,,,,,,29.0,,,,,,,,1309.1
Ken Boyer,1001283,111321,3B,STL,7.1129170324305315,,7.96,31.488377483104955,16.705541610717773,0.2317174163181334,,,,,137.30330156971846,0.4030460396308782,,,,,0.929788709,0.53310696,0.396681749,0.329371816,0.203735144,0.354906054,153,663,589,109,95,24,61,314,194,133,26,11,6,68,9,91,0.137254901,0.102564102,,,,,,,,,13.0,,,,,,,,1350.2
Frank Robinson,1011066,121311,RF,CIN,7.072663601682854,,7.65,48.51079705710215,0.120028018951416,3.38209413504228,,,,,156.14537226369774,0.4254068789629913,,,,,1.015097224,0.611009174,0.40408805,0.322935779,0.288073395,0.3061674,153,636,545,117,124,37,76,333,176,100,32,7,22,71,23,64,0.10062893,0.11163522,,,,,,,,,8.0,,,,,,,,1303.0
Roger Maris,1008110,118287,RF,NYY,7.072611093693004,,6.89,55.02002068127393,-6.91357946395874,0.253787882393226,,,,,162.04673773867222,0.4237336509548832,,,,,0.992831819,0.620338983,0.372492836,0.269491525,0.350847458,0.208955223,161,698,590,132,142,61,81,366,159,78,16,4,0,94,0,67,0.095988538,0.134670487,,,,,,,,,1.0,,,,,,,,1402.0
