Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Jim Rice,1010897,121140,LF,BOS,7.741267109598631,,7.57,51.20181534093438,-2.916440963745117,-0.4321518775832373,,,,,161.88393033031164,0.4249018437171047,,,,,0.970174377,0.599704579,0.370469798,0.314623338,0.285081241,0.32745098,163,746,677,121,139,46,86,406,213,127,25,15,7,58,7,126,0.168900804,0.077747989,,,6.56702995300293,0.8494212433965345,,,,,8.0,,,,,,,
Amos Otis,1009893,120111,CF,KCR,7.178122204462099,,7.37,35.092123597381146,14.312181115150452,3.4085173678176943,,,,,149.96118948133233,0.3972310900474917,,,,,0.904550015,0.524691358,0.379858657,0.298353909,0.226337449,0.292857142,141,567,486,74,96,22,59,255,145,86,30,7,32,66,7,54,0.095238095,0.116402116,,,4.552859783172607,1.2977629793615495,,,,,16.0,,,,,,,
Dave Parker,1010000,120225,RF,PIT,6.8048785822737425,,7.01,49.22533527637373,-7.153195858001709,1.393151678959839,,,,,166.79672786406863,0.4237545045011455,,,,,0.97927893,0.585197934,0.394080996,0.333907056,0.251290878,0.355748373,148,642,581,102,117,30,74,340,194,120,32,12,20,57,23,92,0.14330218,0.088785046,,,6.271412372589111,0.0915618407701082,,,,,0.0,,,,,,,
Doug DeCinces,1003123,113183,3B,BAL,6.578343914508963,,6.79,29.425347100245645,14.250123262405396,-1.2193740252987482,,,,,148.83981762557946,0.3876661271230053,,,,,0.872229837,0.526418786,0.345811051,0.285714285,0.240704501,0.292079207,142,561,511,72,80,28,66,269,146,80,37,1,7,46,2,81,0.144385026,0.081996434,,,3.234734296798706,-0.2293304854600575,,,,,11.0,,,,,,,
Graig Nettles,1009517,119720,3B,NYY,6.045571029747224,,5.67,19.748894388601475,15.89621376991272,-0.1111504395666997,,,,,126.8227595427726,0.3580956446305486,,,,,0.80338499,0.459965928,0.343419062,0.275979557,0.183986371,0.27,159,662,587,81,93,27,52,270,162,110,23,2,1,59,6,69,0.104229607,0.089123867,,,2.590847969055176,-0.5209958741673528,,,,,12.0,,,,,,,
Ted Simmons,1011986,122247,C,STL,5.858193956955965,,5.51,29.151542331976923,5.341588497161865,-0.1215884941630065,,,,,143.45124694604556,0.3870969105010544,,,,,0.889111349,0.511627906,0.377483443,0.286821705,0.224806201,0.272138228,152,604,516,71,80,22,67,264,148,81,40,5,1,77,17,39,0.064569536,0.127483443,,,3.645639657974243,0.3101279365942231,,,,,-1.0,,,,,,,
Jack Clark,1002288,112326,RF,SFG,5.710975923803693,,5.94,35.12812948528989,-3.2976675033569336,-1.1374528020678554,,,,,149.48793070323455,0.3917458013115283,,,,,0.894960327,0.537162162,0.357798165,0.305743243,0.231418919,0.309523809,156,657,592,90,98,25,79,318,181,102,46,8,15,50,8,72,0.109589041,0.0761035,,,4.933073997497559,-0.494978656473636,,,,,4.0,,,,,,,
Carlton Fisk,1004101,114182,C,BOS,5.710930248360588,,5.96,21.66437334787324,10.157200813293455,0.7075554088805802,,,,,128.47611041239009,0.3753099382750242,,,,,0.841018167,0.474605954,0.366412213,0.283712784,0.19089317,0.299578059,157,658,571,94,88,20,64,271,162,98,39,5,7,71,6,83,0.126139817,0.107902735,,,2.4636356830596924,0.1475088211698496,,,,,1.0,,,,,,,
Ron Cey,1002108,112162,3B,LAD,5.669296263959197,,5.35,26.209834521711045,4.679012060165405,-1.429646759381285,,,,,137.15130412495225,0.3740811077196423,,,,,0.832703379,0.452252252,0.380451127,0.27027027,0.181981982,0.286681715,159,667,555,84,84,23,55,251,150,95,32,0,2,96,9,96,0.143928035,0.143928035,,,0.9982677102088928,-1.8306816932084375,,,,,1.0,,,,,,,
John Stearns,1012446,122702,C,NYM,5.589199343034227,,5.27,15.949374806255612,18.25009059906006,0.1045516328886151,,,,,125.23184517580373,0.3534121502665686,,,,,0.776634266,0.412997903,0.363636363,0.264150943,0.14884696,0.270072992,143,563,477,65,73,15,40,197,126,86,24,1,25,70,4,57,0.101243339,0.124333925,,,3.0426759719848633,0.7235692279717583,,,,,10.0,,,,,,,
