Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Ewell Blackwell,1001013,111048.0,CIN,7.319820880889893,,9.39,2.4725274725274726,,2.819289109121749,,,,0.17771639,0.08747698,0.09023941,273.0,33,33,,,,,0.3296703296703296,0.2767857142857143,0.75320513,,0,0.2299898682877406,1.1794871794871795,61.9800155979608,68.15600690951187,,,,,,193,95,4,10,,23,6
Hal Newhouser,1009535,119739.0,DET,6.747529029846191,,5.82,2.873684210526316,,3.0234919238508793,,,,0.14473684,0.09046053,0.05427632,285.0,40,36,,,,,0.2842105263157894,0.2818280739934711,0.74850299,,2,0.2427536231884058,1.326315789473684,75.41794678484035,72.91637597604273,,,,,,176,110,2,9,,24,3
Warren Spahn,1012299,122557.0,BSN,5.846480369567871,,9.49,2.330264508368172,,3.373363677023202,,,,0.10477002,0.07155026,0.03321976,289.2,40,35,,,,,0.4660529016736344,0.241850683491062,0.78640777,,3,0.2249770431588613,1.1357881825972276,57.52094405552333,80.79113410196356,,,,,,123,84,1,15,,22,7
Red Munger,1009320,119517.0,STL,4.884708404541016,,4.51,3.369985676007881,,3.31100799246391,,,,0.13141026,0.08119658,0.05021368,224.1,40,31,,,,,0.481426525143983,0.284923928077455,0.7234957,,3,0.2540792540792541,1.310549985114176,81.01869883813663,77.18737288249191,,,,,,123,76,2,12,,13,6
Johnny Sain,1011373,121623.0,BSN,4.866667747497559,,4.05,3.518796992481203,,3.5412864100664185,,,,0.11671088,0.06984969,0.04686119,266.0,38,35,,,,,0.6428571428571429,0.2742474916387959,0.71873055,,1,0.2528625954198473,1.2932330827067668,86.85903433726243,84.93618892228241,,,,,,132,79,4,19,,22,3
Dutch Leonard,1007533,117689.0,PHI,4.793872833251953,,6.71,2.6808510638297873,,3.320169788725833,,,,0.10922587,0.06044539,0.04878049,235.0,32,29,,,,,0.5361702127659574,0.2737940026075619,0.74791192,,0,0.253393665158371,1.195744680851064,66.87231197780112,80.31566048825198,,,,,,103,57,2,14,,19,3
Ralph Branca,1001343,111378.0,BRO,4.544480800628662,,6.92,2.6678571428571427,,3.747677387510027,,,,0.12780656,0.08462867,0.04317789,280.0,43,36,,,,,0.7071428571428572,0.2590497737556561,0.78655151,,1,0.2381404174573055,1.2464285714285714,65.15791394321886,89.07892179475772,,,,,,148,98,6,22,,15,4
Bob Feller,1003975,114055.0,CLE,4.437077522277832,,4.94,2.678929765886288,,3.411580875326558,,,,0.16091954,0.10426929,0.05665025,299.0,42,37,,,,,0.5117056856187291,0.2437070938215103,0.78291815,,3,0.2115915363385464,1.193979933110368,76.43712468164074,90.34753128656727,,,,,,196,127,4,17,,20,5
Fred Hutchinson,1006238,116367.0,DET,4.295180797576904,,3.93,3.0318659729313757,,3.329196898991226,,,,0.12403952,0.06695939,0.05708013,219.2,33,25,,,,,0.5735962651491792,0.2732316227461858,0.74685535,,2,0.2488207547169811,1.2382395565125135,79.56932281137044,80.93940142279945,,,,,,113,61,2,14,,18,3
Walt Masterson,1008230,118410.0,WAS,4.275355339050293,,5.33,3.130434782608696,,3.3410427178318796,,,,0.13043478,0.09371981,0.03671498,253.0,35,31,,,,,0.391304347826087,0.2582278481012658,0.72337575,,1,0.2297008547008547,1.233201581027668,87.22040423602535,86.25865381085623,,,,,,135,97,2,11,,14,4
