Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Tristram Speaker,1012309,122566,OF,CLE,7.998089285575589,,8.89,50.80774969688164,-2.7283949851989746,-4.936244145035744,,,,,182.05695429584873,0.4644364320401904,,,,,0.971768209,0.501831501,0.469936708,0.386446886,0.115384615,0.398854961,151,647,546,102,79,2,51,274,211,160,41,8,35,82,,20,0.030911901,0.126738794,,,,,,,,,1.0,,,,,,,
Ty Cobb,1002378,112431,OF,DET,7.772925222607448,,8.0,54.08073737326338,-8.561728477478027,2.803644448518753,,,,,176.7870304789892,0.4519485712434701,,,,,0.944388414,0.492619926,0.451768488,0.370848708,0.121771218,0.393574297,145,636,542,113,68,5,46,267,201,155,31,10,68,78,,39,0.061320754,0.122641509,,,,,,,,,-5.0,,,,,,,
Joe Jackson,1006301,116432,OF,CHW,6.518535113603581,,7.06,40.37432453832221,-4.629629611968994,-2.0902354419231415,,,,,161.37094441954824,0.4227578632568312,,,,,0.88840055,0.494932432,0.393468118,0.341216216,0.153716216,0.352836879,155,659,592,91,78,3,64,293,202,138,40,21,24,46,,25,0.037936267,0.069802731,,,,,,,,,3.0,,,,,,,
Zack Wheat,1013828,124134,OF,BRO,6.390577522615727,,6.17,33.3602819217799,2.666501998901367,1.837506040930748,,,,,150.57012160124788,0.3966423133976842,,,,,0.827556097,0.461267605,0.366288492,0.311619718,0.149647887,0.329411764,149,626,568,76,73,9,54,262,177,123,32,13,19,43,,49,0.07827476,0.068690095,,,,,,,,,10.0,,,,,,,
Eddie Collins Sr.,1002451,112506,2B,CHW,6.368713951288192,,7.03,26.928176376831857,8.0,-1.6792868375778198,,,,,140.48422937717794,0.3894726177119306,,,,,0.801693051,0.396330275,0.405362776,0.30825688,0.088073395,0.330058939,155,673,545,87,52,0,31,216,168,137,14,17,40,86,,36,0.053491827,0.127786032,,,,,,,,,8.0,,,,,,,
Art Fletcher,1004149,114232,SS,NYG,5.978301223289751,,6.17,11.91811225915626,24.20987606048584,1.4482605904340744,,,,,119.39925801095464,0.339982171891084,,,,,0.704580645,0.382,0.322580645,0.286,0.096,0.303687635,133,542,500,53,66,3,34,191,143,109,23,8,15,13,,36,0.066420664,0.023985239,,,,,,,,,16.0,,,,,,,
Heinie Groh,1005078,115179,3B,CIN,5.385265089389485,,5.14,19.82953319157278,5.7037036418914795,0.3522597998380661,,,,,130.00022012908104,0.3633630428224941,,,,,0.744056669,0.37432188,0.369734789,0.269439421,0.104882459,0.284332688,149,652,553,85,28,2,40,207,149,109,24,14,13,84,,34,0.052147239,0.128834355,,,,,,,,,2.0,,,,,,,
Rogers Hornsby,1006030,116156,3B,STL,5.295417821862248,,4.97,27.814675613993792,-1.2927813529968262,1.5630143731832504,,,,,147.933371677989,0.3903194460223026,,,,,0.81364667,0.444444444,0.369202226,0.313131313,0.131313131,0.349765258,139,550,495,63,65,6,38,220,155,117,17,15,17,40,,63,0.114545454,0.072727272,,,,,,,,,-6.0,,,,,,,
Max Carey,1001944,111989,OF,PIT,4.884292933792944,,5.02,17.035023413505307,4.6823577880859375,4.087590172886848,,,,,119.14951517334936,0.3459613138571717,,,,,0.710798699,0.373956594,0.336842105,0.263772954,0.11018364,0.282771535,154,679,599,90,42,7,41,224,158,117,23,11,63,59,,58,0.085419734,0.086892488,,,,,,,,,9.0,,,,,,,
Larry Gardner,1004528,114617,3B,BOS,4.80080148374754,,4.21,18.255211351622645,5.537036895751953,0.4146863222122192,,,,,130.0201454983186,0.3680553594346863,,,,,0.759431301,0.387423935,0.372007366,0.30831643,0.079107505,0.323275862,148,566,493,47,62,2,28,191,152,124,19,7,12,48,,27,0.04770318,0.084805653,,,,,,,,,1.0,,,,,,,
