Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Harry Brecheen,1001375,111412.0,STL,7.729544162750244,,8.74,2.237143198503819,,2.4665933089119982,,,,0.16004296,0.05263158,0.10741139,233.1,33,30,,,,,0.2314286067417743,0.2579310344827586,0.77249576,,1,0.2193181818181818,1.037143015398322,54.86827985000787,55.89306110860428,,,,,,149,49,2,6,,21,7
Hal Newhouser,1009535,119739.0,DET,6.362182140350342,,6.45,3.007344165916427,,3.2825000192612843,,,,0.12478185,0.08638743,0.03839442,272.1,39,35,,,,,0.330477380869937,0.2676371780515117,0.71641791,,1,0.2380497131931166,1.27784587269709,69.63871138892543,75.87330529573761,,,,,,143,99,1,10,,19,2
Joe Dobson,1003344,113409.0,BOS,5.249588489532471,,3.67,3.5584244294575194,,3.687160258375424,,,,0.11111111,0.08812261,0.02298851,245.1,38,32,,,,,0.5135870310557245,0.271619975639464,0.69265464,,2,0.2492113564668769,1.3410328033121697,77.5668569593229,80.2441113213831,,,,,,116,92,1,14,,16,5
Johnny Sain,1011373,121623.0,BSN,5.063615798950195,,8.48,2.6027540690047655,,3.5069141272736943,,,,0.1043412,0.06321401,0.04112719,314.2,42,39,,,,,0.5434321682537423,0.2600561272217025,0.78125,,1,0.2424489795918367,1.2076270405638716,69.59369946474688,88.75164535767773,,,,,,137,83,5,19,,28,4
Larry Jansen,1006358,116491.0,NYG,4.846267223358154,,3.92,3.606498194945849,,3.634602635862165,,,,0.11081794,0.0474934,0.06332454,277.0,42,36,,,,,0.8122743682310469,0.2777179763186221,0.70491803,,2,0.262037037037037,1.2166064981949458,90.60495602477276,86.59632131821431,,,,,,126,54,3,25,,15,4
Dutch Leonard,1007533,117689.0,PHI,4.7035088539123535,,6.34,2.5125549950224126,,3.227886799758976,,,,0.1,0.05869565,0.04130435,225.2,34,30,,,,,0.3589364278603446,0.2851511169513798,0.73323508,,0,0.2621809744779582,1.2407678987765,65.17681425710134,78.86468532363747,,,,,,92,54,4,9,,16,1
Bob Lemon,1007517,117671.0,CLE,4.646379470825195,,4.69,2.8195230736776034,,3.6322832545660297,,,,0.12108731,0.1062603,0.01482702,293.2,43,37,,,,,0.3677638791753396,0.2372697724810401,0.74812247,,2,0.2134935304990758,1.225879597251132,69.82939487272871,89.81202766287488,,,,,,147,129,3,12,,20,10
Jack Kramer,1007137,117290.0,BOS,4.330545425415039,,1.54,4.3463414634146345,,3.748858161088897,,,,0.08080808,0.07182941,0.00897868,205.0,29,29,,,,,0.526829268292683,0.297442799461642,0.68879372,,0,0.2817412333736396,1.448780487804878,94.74194359677684,81.58900777466981,,,,,,72,64,0,12,,14,2
Mel Parnell,1010017,120242.0,BOS,4.259006023406982,,3.48,3.141509433962264,,3.786755077793914,,,,0.08406114,0.09825328,-0.01419214,212.0,35,27,,,,,0.2971698113207547,0.2682926829268293,0.73305671,,0,0.2493917274939172,1.3915094339622642,68.47890624943324,82.41508818624833,,,,,,77,90,4,7,,16,1
Vic Raschi,1010702,120935.0,NYY,4.11356258392334,,2.3,3.839819745303897,,3.553137279651951,,,,0.13347686,0.07965554,0.05382131,222.2,36,31,,,,,0.6062873282058785,0.270687237026648,0.68939394,,1,0.244131455399061,1.2664668633633906,91.84273888511224,84.84423996142746,,,,,,124,74,3,15,,18,6
Lou Brissie,1001442,111479.0,PHA,4.051262378692627,,1.92,4.128865979381444,,3.346519715024024,,,,0.14733179,0.11020882,0.03712297,194.0,39,25,,,,,0.2783505154639175,0.310126582278481,0.68479009,,5,0.2640522875816993,1.5309278350515465,97.1861936191668,78.63191376973339,,,,,,127,95,2,6,,11,0
Bob Feller,1003975,114055.0,CLE,3.970369577407837,,2.02,3.5636150029795464,,3.773950314826492,,,,0.13827993,0.09780776,0.04047218,280.1,44,38,,,,,0.642092793329648,0.2658371040723982,0.72463768,,3,0.2387640449438202,1.3234245906961075,88.25786231033095,93.32060866500986,,,,,,164,116,2,20,,18,2
Dizzy Trout,1013196,123479.0,DET,3.897446632385254,,2.96,3.430126376811209,,3.4125382600188394,,,,0.11332503,0.09090909,0.02241594,183.2,32,23,,,,,0.2940108322981036,0.2963549920760697,0.6972265,,2,0.2651098901098901,1.448275581320288,79.42874762706302,78.88449889980568,,,,,,91,73,2,6,,11,2
Virgil Trucks,1013203,123486.0,DET,3.7379186153411865,,3.84,3.7842513319659057,,3.6844447147349073,,,,0.13651498,0.09433962,0.04217536,211.2,43,26,,,,,0.5952754904216031,0.259970457902511,0.6993007,,2,0.2334152334152334,1.2992123798884196,87.62894161454408,85.18082352382423,,,,,,123,85,2,14,,7,0
Johnny Schmitz,1011585,121841.0,CHC,3.6375038623809814,,5.43,2.6404958677685952,,3.745471747059468,,,,0.10141988,0.09837728,0.0030426,242.0,34,30,,,,,0.4090909090909091,0.2255154639175257,0.71587537,,1,0.209695603156708,1.1694214876033058,68.02904841022476,91.66236272457677,,,,,,100,97,2,11,,18,2
Preacher Roe,1011122,121369.0,BRO,3.6158926486968994,,4.85,2.6341458135888796,,3.4010156298751992,,,,0.12061711,0.04628331,0.0743338,177.2,34,22,,,,,0.7091931036585445,0.245674740484429,0.76429405,,2,0.2300884955752212,1.0637896554878166,64.94897659320405,79.23013284216897,,,,,,86,33,2,14,,8,2
Ed Lopat,1007748,117909.0,NYY,3.4858217239379883,,2.18,3.6529406026821314,,3.8390301570430614,,,,0.08663883,0.06889353,0.0177453,226.2,33,31,,,,,0.635294017857762,0.2907711757269279,0.7133059,,0,0.2764044943820224,1.3764703720251508,87.372869610682,91.68236951671656,,,,,,83,66,2,16,,13,3
Warren Spahn,1012299,122557.0,BSN,3.449676513671875,,3.29,3.712062256809338,,3.738172007534754,,,,0.10714286,0.07236842,0.03477444,257.0,36,35,,,,,0.6653696498054474,0.2555685814771395,0.69348128,,1,0.2403651115618661,1.2217898832684826,99.2549193069175,94.93513061638936,,,,,,114,77,1,19,,16,3
Joe Coleman,1002427,112481.0,PHA,3.348923444747925,,2.51,4.089643837989044,,3.885111602691751,,,,0.09110169,0.09533898,-0.00423729,215.2,33,29,,,,,0.4590416552844845,0.2817460317460317,0.70093458,,0,0.2626025791324736,1.455950300599274,96.26297386668378,91.30941304870731,,,,,,86,90,1,11,,13,3
Cliff Fannin,1003921,113998.0,SLB,3.346501588821411,,3.92,4.170046107006275,,4.125030833161011,,,,0.11074919,0.11292074,-0.00217155,213.2,34,29,,,,,0.5897034898796754,0.2628571428571428,0.69513056,,1,0.2426470588235294,1.413416301140174,92.84269478063716,91.70876827163195,,,,,,102,104,1,14,,10,3
Howie Pollet,1010423,120653.0,STL,3.252219915390014,,1.16,4.540251314760572,,3.7036469459363137,,,,0.0968523,0.0811138,0.0157385,186.1,36,26,,,,,0.4830054590170821,0.3088455772113943,0.67527675,,0,0.285336856010568,1.5187838322426026,111.35441839139116,86.23309709338807,,,,,,80,67,2,10,,11,0
Rex Barney,1000571,110593.0,BRO,3.241518497467041,,4.52,3.101350903702683,,4.087519801134983,,,,0.13424125,0.11867704,0.0155642,246.2,44,34,,,,,0.6202701807405365,0.236241610738255,0.74024226,,0,0.2144444444444444,1.277026842701105,76.46864733636785,96.15696472834324,,,,,,138,122,6,17,,12,4
Ellis Kinder,1006922,117071.0,BOS,3.2095258235931396,,1.66,3.741573033707865,,3.9840732885210706,,,,0.06955381,0.08267717,-0.01312336,178.0,28,22,,,,,0.5056179775280899,0.2728706624605678,0.7008547,,0,0.2625538020086083,1.3820224719101124,81.5591467689879,86.7162483570929,,,,,,53,63,2,10,,10,1
Schoolboy Rowe,1011259,121507.0,PHI,2.950576066970825,,2.01,4.074324324324325,,3.2402226963558713,,,,0.0722135,0.04866562,0.02354788,148.0,30,20,,,,,0.304054054054054,0.2929475587703435,0.65284974,,2,0.2764900662251656,1.337837837837838,105.68981782916464,79.18468406706138,,,,,,46,31,2,5,,8,0
Fred Sanford,1011430,121683.0,SLB,2.9192728996276855,,3.16,4.638766519823789,,4.374881584318724,,,,0.07923771,0.09127382,-0.01203611,227.0,42,33,,,,,0.7533039647577092,0.2866004962779156,0.69532238,,2,0.2765486725663716,1.502202643171806,103.2783746527507,97.27149262412162,,,,,,79,91,2,19,,9,1
Joe Hatten,1005495,115609.0,BRO,2.8799080848693848,,2.83,3.5798715936556893,,4.009327049946748,,,,0.07969432,0.10262009,-0.02292576,208.2,42,30,,,,,0.3881788475048338,0.2971506105834464,0.74263764,,0,0.2783882783882784,1.543130727117981,88.26732185574748,94.2290003990779,,,,,,73,94,3,9,,11,1
Bill Byrd,1014768,,BEG,2.8745083808898926,,0.0,1.6783788628924412,,2.2429252515977725,,,,0.16221766,0.04517454,0.11704312,123.1,17,12,,,,,0.1459459880776036,0.2663185378590078,0.70048309,,0,0.2241379310344827,1.021621916543225,49.81528584394217,73.33270987471042,,,,,,79,22,1,2,,11,0
Ray Scarborough,1011496,121748.0,WAS,2.844468116760254,,5.19,2.81654730366854,,3.8490601612960393,,,,0.09620253,0.09113924,0.00506329,185.1,31,26,,,,,0.4856116040807828,0.2480127186009539,0.74889868,,1,0.2321678321678321,1.284172908569181,66.92386488126311,91.31680882226412,,,,,,76,72,3,10,,9,0
Jim LaMarque,1015715,,KCM,2.8253285884857178,,0.0,3.1271186440677967,,2.541871803089724,,,,0.16161616,0.04848485,0.11313131,118.0,16,13,,,,,0.2288135593220339,0.3,0.67679558,,1,0.2526997840172786,1.194915254237288,65.6023226815195,79.4640109964017,,,,,,80,24,8,3,,12,1
Art Houtteman,1006066,116192.0,DET,2.733470916748047,,0.54,4.655173422365446,,3.7091116704071303,,,,0.10335196,0.0726257,0.03072626,164.1,43,20,,,,,0.6024342076002343,0.3032928942807625,0.61887801,,10,0.2809667673716012,1.4482761758470275,107.7962017449094,85.75201687986565,,,,,,74,52,2,11,,4,0
Ewell Blackwell,1001013,111048.0,CIN,2.7009403705596924,,1.28,4.543268064246675,,3.4460437244212594,,,,0.1903172,0.08681135,0.10350584,138.2,22,20,,,,,0.7788459538708585,0.2925659472422062,0.67551963,,1,0.2467771639042357,1.3413458094442563,114.90773152698137,82.41043760587601,,,,,,114,52,4,12,,4,1
Al Brazle,1001371,111409.0,STL,2.661170721054077,,1.84,3.7995744260945266,,3.674845161649876,,,,0.08172363,0.07429421,0.00742942,156.1,42,23,,,,,0.4605544758902456,0.2910714285714286,0.68636797,,1,0.2744783306581059,1.4136463773853372,93.18854200362073,85.5267031703416,,,,,,55,50,0,8,,6,2
Johnny Vander Meer,1013350,123638.0,CIN,2.6487858295440674,,5.52,3.413793103448276,,4.176150002972833,,,,0.12084592,0.12487412,-0.0040282,232.0,33,33,,,,,0.5818965517241379,0.2578444747612551,0.75324675,,0,0.2350230414746544,1.4137931034482758,86.34120106332267,100.8761884829109,,,,,,120,124,1,15,,14,3
Gene Bearden,1000717,110740.0,CLE,2.6318798065185547,,4.44,2.4296077510738674,,3.990310764179382,,,,0.0855615,0.11336898,-0.02780749,229.2,37,29,,,,,0.3526849961236259,0.2415196743554952,0.79040226,,1,0.2263922518159806,1.2757617761015112,60.17260174937618,98.67907492256656,,,,,,80,106,3,9,,15,6
Nels Potter,1010471,120703.0,- - -,2.574750103056431,,3.0,2.858824379403126,,2.815500934115749,,,,0.14035088,0.0372807,0.10307018,113.1,28,9,,,,,0.476470729900521,0.2697547683923705,0.70934256,,3,0.2402745995423341,1.0764709082937698,72.27565662390343,67.99712594286004,,,,,,64,17,2,6,,3,0
Ken Raffensberger,1010646,120881.0,CIN,2.525349378585815,,2.7,3.842884307697463,,3.8350672921219178,,,,0.0738342,0.04792746,0.02590674,180.1,40,24,,,,,0.7486138261748304,0.2598187311178248,0.67156863,,0,0.2547683923705722,1.2421444226900888,97.19371872268516,92.24956993152443,,,,,,57,37,1,15,,7,4
