Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,bWAR,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,TZ
Ryan Klesko,SDP,137,520,18,61,58,3,0.144230769,0.153846153,0.169300226,0.265895953,0.248306997,0.357692307,0.417607223,0.3432360728735169,,114.66273545436955,-0.187261999817565,9.38763757732062,-11.398738384246826,1.4966680421697136,Ryan Klesko,1041,117148,443,110,72,19,1,75,2,80,1,1,0,6,4,0.9375,0.77529953,2.4064881770270574,-0.7000000476837158,1.7999999523162842,,-1.2872619044501334,69.789950751302,7.471680544850589,1.390390157699585,-8.069133758544922,9.459524154663086,15.39799976348877,1.4842149019241333,0.968339502811432,1.4476768970489502,13,1.4681202173233032,-0.0322703385743821,928.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-2.0,0.0,-6.0,-1.078089952468872,0.0,-4.485988415777683,-0.7334962734021248,-6.297572858631611,4.488445114535141,0.0,,,LF,2005,1.69,185,38,,,,,,,,,,,,,,,
Dmitri Young,DET,126,509,21,61,72,1,0.056974459,0.196463654,0.200426439,0.303724928,0.270788912,0.324803149,0.471215351,0.3390751699963492,,108.71698365694816,0.1430652335984632,5.560940775505715,-8.121175050735474,1.4668107275071738,Dmitri Young,505,124693,469,127,78,25,3,29,7,100,9,1,0,16,0,0.29,0.7960185,3.3767629650094637,0.4000000059604645,-0.3000000119209289,,0.0430652395589277,66.55995866523355,5.559959559303225,-0.9248700737953186,-10.110152244567873,9.18528175354004,4.47599983215332,0.5009380578994751,1.043177843093872,2.004857063293457,7,-0.1196041405200958,-0.7669849295202775,400.1,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.7873860001564026,-0.0033333199098706,2.047885939478874,-0.3426965790858959,2.4892480252310634,21.686213644666292,0.0,,,1B,2005,1.4,221,49,,,,,,,,,,,,,,,
Jeromy Burnitz,CHC,160,671,24,84,87,5,0.084947839,0.162444113,0.176859504,0.276729559,0.257851239,0.322388059,0.434710743,0.3278049240405413,,93.93805352987474,0.298340464476496,-4.809654990881126,-2.5295891761779785,1.455499007860975,Jeromy Burnitz,867,111742,605,156,99,31,2,57,3,109,3,5,1,12,4,0.522935779,0.757098802,3.4493768924813173,1.2000000476837158,0.0,,-0.9016595832072198,81.48229585101883,1.067758719232489,0.9285753965377808,-12.973465919494627,13.9020414352417,0.6220008134841919,0.0902415737509727,1.0837064981460571,0.8545999526977539,2,0.4285739362239837,0.4282774327826008,1378.4,0.0,0.0,0.0,0.0,-5.0,-1.0,0.0,0.0,-6.0,-2.041105106472969,0.0,5.902660012245178,0.5693261036649345,4.430874988436699,114.34834278045501,0.0,,,RF,2005,0.25,263,57,,,,,,,,,,,,,,,
Toby Hall,TBD,135,463,5,28,48,0,0.034557235,0.084233261,0.081018518,0.301265822,0.287037037,0.315217391,0.368055555,0.2994592774148081,,81.78456841334413,-4.271332352771424,-14.569630639809064,13.445120334625244,1.4550310474650476,Toby Hall,1210,150134,432,124,99,20,0,16,1,39,5,7,3,15,0,0.41025641,0.683272946,0.5826719524999999,-2.6999999284744263,-1.399999976158142,,-0.1713324481388554,45.357016888614865,-10.130212160590917,-1.352679967880249,-8.358626365661621,7.005945682525635,-7.204000473022461,-0.7076632380485535,0.9777584075927734,0.6882666349411011,3,-1.3179110288619995,-0.0655390722836677,1066.2,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.3366999924182892,0.0491779590956866,0.3858779966831207,57.88169950246811,0.0,,,C,2005,2.8,159,25,,,,,,,,,,,,,,,
Justin Morneau,MIN,141,543,22,62,79,0,0.081031307,0.173112338,0.197959183,0.25065963,0.23877551,0.303867403,0.436734693,0.3144697447803533,,91.03878822118608,-1.294022865127772,-7.23573463967328,3.408567428588867,1.454883756223492,Justin Morneau,1737,408047,490,117,68,23,4,44,8,94,4,5,0,12,2,0.468085106,0.740602096,3.1508133562467044,0.199999988079071,-0.5,,-0.9940228532068432,59.943023198765914,-5.131632036047774,-0.3801003694534302,-11.015323638916016,10.635224342346191,-2.79699969291687,-0.2409914433956146,1.1279008388519287,2.280400037765503,4,-0.6812950372695923,0.3442969995339985,1166.1,0.0,0.0,0.0,0.0,0.0,-1.0,9.0,0.0,9.0,0.0,0.5410910248756409,12.199299812316896,0.7756659686565399,13.515991270542145,16.581587900000226,0.0,,,1B,2005,1.21,214,49,,,,,,,,,,,,,,,
Chris Duffy,PIT,39,136,1,22,9,2,0.051470588,0.161764705,0.087301587,0.40776699,0.341269841,0.385185185,0.428571428,0.3600758141941494,,118.99656676639484,0.3966826022369787,3.6410491271594,6.206460893154144,1.4317663516330423,Chris Duffy,3605,434659,126,43,36,4,2,7,0,22,2,0,1,1,2,0.318181818,0.813756613,5.791414941916846,0.6000000238418579,0.3000000119209289,,-0.5033174335258082,20.14909499715524,3.850470481621792,0.1633537709712982,-1.811241865158081,1.9745959043502808,4.325999736785889,0.4478206932544708,0.8375107645988464,1.1634666919708252,9,0.4435137510299682,-0.2484669792436475,249.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.4361349940299988,0.0,5.234079837799072,0.1161515042185783,5.786365211009979,27.932593511838107,0.0,,,CF,2005,1.36,54,7,,,,,,,,,,,,,,,
Aaron Hill,TOR,105,407,3,49,40,2,0.083538083,0.1007371,0.110803324,0.29906542,0.274238227,0.341584158,0.385041551,0.3222237053779092,,93.32993164148844,3.026680898037739,-0.2882135499886504,0.7651505470275879,1.4260094411343056,Aaron Hill,6104,431094,361,99,68,25,3,34,0,41,5,4,3,5,1,0.829268292,0.726625709,4.052819156354973,2.200000047683716,1.0,,-0.1733191496459767,47.54279062618378,-1.2332400930964655,-0.7617824077606201,-7.52701997756958,6.765238285064697,-0.2419998049736023,-0.0648113191127777,1.019650101661682,1.276900053024292,4,-0.5722458958625793,-0.1748558859341119,584.4,0.0,0.0,0.0,-1.0,0.0,2.0,2.0,0.0,3.0,0.0,-1.2994909584522245,3.527904987335205,0.7909669205546379,3.019379109144211,27.700593302190843,0.0,,,3B,2005,1.54,139,31,,,,,,,,,,,,,,,
Craig Monroe,DET,157,623,20,69,89,8,0.064205457,0.152487961,0.169312169,0.29525862,0.276895943,0.321543408,0.446208112,0.3280005016180304,,101.20720231760352,0.8363212734693661,1.7546816076529446,-8.602153301239014,1.4228804236692072,Craig Monroe,1464,407155,567,157,104,30,3,40,4,95,3,12,1,16,3,0.421052631,0.76775152,4.134466132206894,1.2999999523162842,-0.6000000238418579,,0.1363213449949398,75.7543481256026,1.092266705181007,-0.1383056491613388,-11.085179328918455,10.946871757507324,8.562000274658203,0.8984682559967041,0.997925579547882,2.5999999046325684,1,0.3660497963428497,-0.5046429459682951,1362.4,0.0,0.0,0.0,0.0,-2.0,5.0,-8.0,0.0,-5.0,-2.45373797416687,0.0,-0.3577404022216797,-0.24246504157781598,-3.0540285110473633,21.787103594302792,0.0,,,RF,2005,1.64,253,53,,,,,,,,,,,,,,,
Tony Graffanino,- - -,110,417,7,68,38,7,0.074340527,0.122302158,0.116094986,0.341614906,0.308707124,0.36626506,0.42480211,0.3476024483653015,,109.79689813029748,1.0843806286575273,6.072876962759874,-6.157055288553238,1.4035985429820093,Tony Graffanino,235,115017,379,117,90,17,3,31,2,51,4,1,2,14,2,0.607843137,0.79106717,5.579161802796026,1.5,-0.800000011920929,,0.3843806405784562,57.46740554347296,7.492946550991729,0.7845104336738586,-6.700732469558716,7.485241889953613,13.575499296188354,1.318183273077011,0.9491274674004372,1.0871000289916992,8,0.7420792430639267,0.0844803715498536,857.1,0.0,0.0,0.0,1.0,0.0,-1.0,-10.0,0.0,-11.0,0.0,0.2944559082388877,-5.366418123245239,-1.179971106350422,-6.251933075487614,-36.57666377122434,0.0,,,2B,2005,1.67,161,27,,,,,,,,,,,,,,,
Aaron Guiel,KCR,33,121,4,18,7,1,0.049586776,0.173553719,0.155963303,0.329411764,0.293577981,0.3553719,0.449541284,0.3498220562934875,,111.79872156361787,1.8524875718867408,3.5957602873815655,6.1537961810827255,1.3874862132171493,Aaron Guiel,1503,408224,109,32,23,5,0,6,1,21,5,1,0,3,0,0.285714285,0.804913184,3.939301330558179,1.8999999314546585,-0.2000000029802322,,0.1524876434123143,16.89943827061434,2.3984561648823752,-0.6030840873718262,-2.16012191772461,1.5570379495620728,-0.3398999571800232,-0.0356449335813522,0.9407858848571776,2.008159875869751,5,0.1690120100975036,-0.8100548840170899,232.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.4226189106702805,0.0,3.619764059782028,0.0393888019025325,6.0817800015211105,58.839438392927775,0.0,,,CF,2005,1.34,49,9,,,,,,,,,,,,,,,
Joey Gathright,TBD,76,218,0,29,13,20,0.045871559,0.178899082,0.064039409,0.341463414,0.275862068,0.316279069,0.339901477,0.2927346467971802,,77.22456681319562,2.7201738187577575,-3.3425550947259435,9.70874172449112,1.3766372124413429,Joey Gathright,3913,431157,203,56,46,7,3,10,0,39,2,0,3,5,5,0.256410256,0.656180546,8.335985852989657,0.9999999776482582,-0.1000000014901161,,1.8201738425996157,20.14214950615398,-5.983586849627576,-0.4844282269477844,-4.598114013671875,4.1136860847473145,-9.371499061584473,-0.9224032163619996,1.0867133140563965,0.6500000357627869,3,-0.9000305533409119,0.4542568422049458,505.2,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,16.0,-3.4213900566101074,0.0,12.92870044708252,-0.5576089918613434,8.949710369110107,19.26771477098375,0.0,,,CF,2005,2.33,69,10,,,,,,,,,,,,,,,
Reed Johnson,TOR,142,439,8,55,58,5,0.050113895,0.186788154,0.14321608,0.320388349,0.268844221,0.33180778,0.412060301,0.3267755687510201,,96.416570216198,1.5274817243916914,-0.3934345212325176,-0.710674524307251,1.3758085144239027,Reed Johnson,1702,407862,398,107,72,21,6,22,1,82,16,1,2,8,6,0.268292682,0.743868081,5.505882582529069,2.900000035762787,0.3000000119209289,,-1.6725183232920244,52.93540745849929,0.324406264975881,-0.7761139273643494,-8.729687690734863,7.953574180603027,7.562000274658203,0.6606366038322449,1.0512909889221191,1.412942886352539,21,-0.235330268740654,-0.5029181663192652,890.2,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,10.0,-0.7880290001630783,0.0,3.6460729241371155,0.6493843209464102,3.507433071732521,-25.390785078589733,0.0,,,LF,2005,1.96,164,35,,,,,,,,,,,,,,,
So Taguchi,STL,143,424,8,45,53,11,0.047169811,0.146226415,0.123737374,0.321212121,0.287878787,0.322274881,0.411616161,0.3180471675736563,,92.30420802265304,1.913176010013558,-2.1844758867699365,1.8962452411651611,1.3559075089775037,So Taguchi,1186,408039,396,114,83,21,2,20,2,62,2,4,2,11,2,0.322580645,0.733891042,5.1343977853297895,0.7999999895691872,-0.1000000014901161,,1.213176021934487,48.062304022005414,-2.751054761716509,0.1685603111982345,-6.362040042877197,6.530600070953369,10.93299961090088,1.1204136610031128,0.8636645078659058,0.80621737241745,23,0.0059900879859924,0.1891786490213242,872.3,0.0,0.0,0.0,0.0,-2.0,2.0,7.0,0.0,7.0,-0.6622430086135864,0.0,4.495124883949757,0.6748180091381073,4.5076989978551865,17.524439279354073,0.0,,,RF,2005,1.06,163,31,,,,,,,,,,,,,,,
Dan Johnson,OAK,109,434,15,54,58,0,0.115207373,0.119815668,0.176,0.278481012,0.274666666,0.354838709,0.450666666,0.3495476229361519,,116.84176974862154,-1.087716840323992,7.837575816409949,-8.996937215328217,1.353336458955567,Dan Johnson,2167,430681,375,103,67,21,0,50,1,52,1,8,0,11,1,0.961538461,0.805505375,1.4714830214135848,0.199999988079071,-0.699999988079071,,-0.5877168403239921,60.51589340062375,8.504106343700837,1.8278993368148804,-6.917001724243164,8.744901657104492,7.433000564575195,0.710472822189331,0.998942494392395,1.0582332611083984,6,1.3991485834121704,0.4306858135384737,883.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.1265659928321838,0.0945029035210609,-1.101865977048874,-0.8807939887046814,-1.3930905434465726,0.0,,,1B,2005,2.05,169,36,,,,,,,,,,,,,,,
Sean Casey,CIN,137,587,9,75,58,2,0.08177172,0.08177172,0.111531191,0.327044025,0.311909262,0.371379897,0.423440453,0.3491145258080469,,109.32281006869542,-4.250519803492352,2.621759832155419,-8.70959997177124,1.3066492063506123,Sean Casey,314,112087,529,165,124,32,0,48,3,48,5,5,0,27,0,1.0,0.79482035,2.5708366146396435,-0.6000001430511475,-3.799999952316284,,0.1494802918750792,81.63933114616061,11.29159150926256,1.090468168258667,-9.50833797454834,10.59880542755127,7.227999687194824,0.7537156343460083,0.9776767492294312,2.3191332817077637,3,0.6924043893814087,0.4229623912218263,1138.2,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.0,-5.0,0.0,-0.2564750015735626,-3.3236401081085205,4.740793973207474,1.1606850326061249,1.1590712960006475,0.0,,,1B,2005,1.05,224,41,,,,,,,,,,,,,,,
Damian Jackson,SDP,118,313,5,44,23,15,0.095846645,0.143769968,0.087272727,0.287610619,0.254545454,0.33548387,0.341818181,0.3058613625544946,,90.01917115087024,4.333332744776271,0.4102557571395966,2.3033902645111084,1.2944241393668483,Damian Jackson,471,116423,275,70,56,9,0,30,1,45,4,1,3,4,2,0.666666666,0.677302051,5.53923991988251,2.299999952316284,0.0,,2.033332792459987,32.321751892196545,-5.189053058994402,0.3637998402118683,-4.847198009490967,5.210998058319092,-1.8291001319885256,-0.2762210965156555,0.9598479866981506,0.8066571354866028,7,-0.1235000416636467,0.5025182250150847,684.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.39920200407505024,0.2030050996690988,1.8049738481640811,-1.2554757379693913,1.1517004687339067,5.277225189381326,0.0,,,2B,2005,1.42,94,14,,,,,,,,,,,,,,,
Jason Marquis,STL,44,91,1,10,10,0,0.021978021,0.12087912,0.149425287,0.346666666,0.310344827,0.325842696,0.459770114,0.3387661676728323,,105.9655851113306,-0.0273556009633466,0.6543711303197233,9.253565788269045,1.2908532859220083,Jason Marquis,105,150302,87,27,17,8,1,2,0,11,0,0,2,0,0,0.181818181,0.78561281,3.2767857087500003,,,,-0.0273556009633466,11.87643425158918,0.9707369654601824,0.1083519458770752,-1.4655519723892212,1.573904037475586,7.206000328063965,0.7208772897720337,0.9691781401634216,0.7119777798652649,9,0.2541278898715973,-0.1423301290814034,207.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,1.1,40,10,,,,,,,,,,,,,,,
Paul Lo Duca,FLA,132,496,6,45,57,4,0.068548387,0.0625,0.096629213,0.288461538,0.283146067,0.334012219,0.37977528,0.3111946637983675,,88.71537845560252,-3.143521908321418,-10.172376517520386,6.859138488769531,1.2876944552629546,Paul Lo Duca,662,134001,445,126,96,23,1,34,5,31,4,8,5,16,3,1.096774193,0.713787499,2.820423598241951,-0.7999999523162842,-1.7000000476837158,,-0.6435219083214179,53.40951347284754,-6.032528877921502,-0.058151688426733,-8.867172241210938,8.809020042419434,-5.822999954223633,-0.6131422519683838,1.0350749492645264,1.6416499614715576,12,-0.3986329138278961,0.342451775961452,1033.1,0.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,1.22,169,30,,,,,,,,,,,,,,,
Chris Burke,HOU,108,359,5,49,26,11,0.064066852,0.172701949,0.119496856,0.291338582,0.248427672,0.308571428,0.367924528,0.29934393457004,,78.26464729321934,2.666355586377904,-7.132537644574622,8.103367328643799,1.2698808555233545,Chris Burke,2164,429663,318,79,53,19,2,23,0,62,6,3,9,7,6,0.370967741,0.676495956,5.918518425604578,2.700000137090683,0.4000000059604645,,-0.4336445566732436,35.13454489131997,-7.889030116595531,-2.000084161758423,-6.749516010284424,4.74943208694458,-6.391099452972412,-0.7155491709709167,0.9431749582290648,1.1850800514221191,15,-0.921447455883026,-1.199139127028212,727.1,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,7.0,0.8641369193792344,0.0188456997275352,9.435486428439617,0.8861733465455471,11.204646930098534,41.773021147719454,0.0,,,LF,2005,0.43,117,26,,,,,,,,,,,,,,,
Magglio Ordonez,DET,82,343,8,38,46,0,0.087463556,0.102040816,0.134426229,0.312267657,0.301639344,0.358600583,0.436065573,0.3455298874113295,,113.09395592716623,-1.1396574821555987,4.344501106690105,-3.5138871669769287,1.244762714831813,Magglio Ordonez,248,120044,305,92,67,17,0,30,1,35,1,7,0,8,0,0.857142857,0.794666156,1.1625939775,-1.2999999523162842,0.3000000119209289,,-0.1396575417602434,46.68599456389663,5.579904793102715,0.9634515047073364,-5.323270320892334,6.286722183227539,9.482999801635742,0.954957127571106,1.0172746181488037,2.2669999599456787,2,-0.0433747507631778,0.9904656223122856,672.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-1.1487200260162354,0.0,0.3861500024795532,0.8152150213718414,0.0526399612426757,0.8551837547737011,0.0,,,RF,2005,1.57,133,25,,,,,,,,,,,,,,,
Junior Spivey,- - -,77,293,7,37,24,9,0.098976109,0.28327645,0.146718147,0.311764705,0.231660231,0.315068493,0.378378378,0.3054743146074229,,82.57669412734907,3.645743680302985,-2.7650834511438136,5.474564492702484,1.2286850574917365,Junior Spivey,74,150160,259,60,37,15,1,29,2,83,3,1,1,3,3,0.34939759,0.693446871,5.578134787900494,1.9999999105930328,1.2000000178813934,,0.4457437518285587,30.163410572830237,-4.950537831958731,0.3864242453128099,-5.364689946174622,5.7511138916015625,-0.5419996976852417,-0.0452307164669036,1.0837275895380205,1.2986999452114103,4,-0.0945937763899564,0.4511633138302072,594.0,0.0,0.0,0.0,0.0,0.0,-1.0,11.0,0.0,10.0,0.0,0.8142372164875269,4.8184827864170074,-1.176668331027031,4.45604626275599,11.167205034452293,0.0,,,2B,2005,1.79,98,23,,,,,,,,,,,,,,,
Luis Matos,BAL,121,433,4,53,32,17,0.062355658,0.133949191,0.092544987,0.317220543,0.280205655,0.339534883,0.372750642,0.3173272419807523,,92.840006925931,3.953852471895516,0.1681584541834073,-2.5480093955993652,1.227550579343702,Luis Matos,152,275928,389,109,83,20,2,27,0,58,10,4,3,4,9,0.465517241,0.712285525,5.517391602077719,3.200000047683716,1.2999999523162842,,-0.5461475281044841,48.824377157088286,-3.0675670725145263,-0.256967693567276,-7.440315723419189,7.183347702026367,-2.557999849319458,-0.2963343262672424,0.9384421110153198,0.362933337688446,3,-0.4884544014930725,0.2146306988362753,990.0,0.0,0.0,0.0,0.0,-2.0,0.0,3.0,0.0,1.0,-1.3028500080108645,0.0,-1.8603800535202024,-1.082309976220131,-4.245539903640747,-5.556205854505969,0.0,,,CF,2005,1.65,145,26,,,,,,,,,,,,,,,
Jayson Werth,LAD,102,395,7,46,43,11,0.121518987,0.288607594,0.139465876,0.328767123,0.234421364,0.337563451,0.37388724,0.3170305387097962,,91.23369810357693,2.31749535119161,-2.030903812696086,1.3670403957366943,1.2235202736619653,Jayson Werth,1327,150029,337,79,48,22,2,48,2,114,6,3,1,10,2,0.421052631,0.711450691,5.654835194509834,1.5000000298023224,-0.4000000059604645,,1.2174953273497522,44.44251655627709,-2.8954002351619765,-1.114313721656799,-8.482458114624023,7.3681440353393555,-1.6467996835708618,-0.1818044632673263,1.182993769645691,0.2944999933242798,2,-0.334896981716156,-0.6070468815981357,830.3,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,12.0,0.564796984195709,0.0,3.1531201601028447,0.5886560380458832,4.306566774845123,16.602488394766134,0.0,,,LF,2005,1.32,126,31,,,,,,,,,,,,,,,
Emil Brown,KCR,150,609,17,75,86,10,0.078817733,0.177339901,0.168807339,0.325526932,0.286238532,0.34868421,0.455045871,0.3485501813142264,,110.93625754582986,0.1532526344526559,8.285882968656248,-16.70645570755005,1.2177116130938987,Emil Brown,1197,111548,545,156,103,31,5,48,1,108,8,7,1,14,1,0.444444444,0.803730081,5.380038270377951,-1.1000000461935997,-0.1000000014901161,,1.3532526821363715,84.41448837608611,11.43020653814589,1.0732524394989014,-10.664323806762695,11.737576484680176,12.445300102233888,1.2189373970031738,1.029892921447754,2.0624001026153564,3,0.5198469161987305,0.522254080077849,1179.1999999999998,0.0,0.0,0.0,0.0,-9.0,-6.0,-7.0,0.0,-22.0,-7.738017797470093,0.0,0.6312819719314575,-2.5592752173542976,-9.66600787639618,21.0090735857406,0.0,,,RF,2005,0.23,248,53,,,,,,,,,,,,,,,
Mike Lieberthal,PHI,118,443,12,48,47,0,0.079006772,0.079006772,0.155612244,0.26,0.262755102,0.336343115,0.418367346,0.3195203175911537,,88.85876012552144,-0.7410973340738565,-6.939119656827393,4.561959266662598,1.2084695480496055,Mike Lieberthal,959,117759,392,103,66,25,0,35,14,35,11,5,0,6,0,1.0,0.754710461,1.30357142125,-2.200000047683716,1.600000023841858,,-0.1410973102319985,50.756410641571414,-2.333961861232388,-0.1398096531629562,-6.650155544281006,6.510345935821533,1.6929998397827148,0.1598629802465438,0.8860571980476379,0.0,1,0.4914162158966064,-0.6492047350475332,998.2,0.0,-8.0,-4.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,0.03,164,37,,,,,,,,,,,,,,,
Ramon Castro,NYM,99,240,8,26,41,1,0.104166666,0.241666666,0.19138756,0.294520547,0.244019138,0.320675105,0.435406698,0.324967107620645,,97.03529724822248,-0.8719884206075221,-1.7655166610919568,5.941126346588135,1.2026175736877145,Ramon Castro,514,135783,209,51,27,16,0,25,2,58,0,3,3,7,0,0.431034482,0.756081803,2.4194166339776095,-0.3999999761581421,-0.6000000238418579,,0.1280115793924778,28.58024380846576,-0.1820347483579699,0.3411139547824859,-4.350160121917725,4.691274166107178,2.437000274658203,0.1916337460279464,1.0365437269210815,1.6311999559402466,1,0.0989637449383735,0.2301241130294911,576.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,0.67,91,24,,,,,,,,,,,,,,,
Nick Green,TBD,111,375,5,53,29,3,0.088,0.229333333,0.106918239,0.308695652,0.23899371,0.328767123,0.345911949,0.3050538464768292,,85.57827030205199,2.939638864947483,-3.6641568390783545,2.889375329017639,1.1921198500155052,Nick Green,1502,407797,318,76,54,15,2,33,0,86,11,3,10,5,1,0.38372093,0.674679072,5.185857806069166,1.9000000953674316,1.0,,0.0396387695800513,38.47340341232338,-6.467656832713696,-0.5707421898841858,-5.783507823944092,5.212766170501709,-10.92739963531494,-1.129542589187622,0.9532448649406432,2.5470666885375977,6,-0.6048327684402466,0.0060965875537911,836.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-0.8854615017771721,1.0814800262451172,1.3747758269309998,1.5707886889576912,-20.015561170863002,0.0,,,2B,2005,0.82,110,22,,,,,,,,,,,,,,,
