Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,PB,WP,FP,TZ,Pos,Year,bWAR,TB,XBH,BatSpd,Squared-Up%,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,FRV,OAA,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,DRS
Luis Gonzalez,- - -,133,541,13,69,69,6,0.105360443,0.116451016,0.178343949,0.291770573,0.276008492,0.357407407,0.454352441,0.3522473321597379,,113.20115123641916,-2.422781159752049,6.608626498820234,-0.425239086151123,2.40970485717033,Luis Gonzalez,55,114935,471,130,80,29,8,57,8,63,6,6,1,16,8,0.904761904,0.811759848,4.921034835928677,,,,-2.422781159752049,76.15470388960371,8.641485039706316,0.4947584271430969,-9.88857364654541,10.383331775665283,14.7669997215271,1.3534647822380066,1.0812350245933058,2.6166399240493776,5,0.8261285126209259,-0.3685421267847894,125.0,1100.0,267.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9775280899999998,5.0,LF,1995,2.1999999999999997,214,50,,,,,,,,,,,,,,,,,,
Harold Baines,BAL,127,459,24,60,63,0,0.152505446,0.098039215,0.241558442,0.284375,0.298701298,0.403050108,0.54025974,0.4011315513619393,,138.5019319559893,-0.9953829497098924,22.083596429300663,-13.179011344909668,2.388274264630622,Harold Baines,1000434,110456,385,115,71,19,1,70,13,45,0,4,0,17,2,1.555555555,0.943309848,1.6978664755366704,,,,-0.9953829497098924,83.33654954142607,26.056387892437336,1.2378414869308472,-7.61139440536499,8.849236488342285,21.325000762939453,2.0288994312286377,0.9571104049682616,1.296239972114563,5,2.337242603302002,-1.0439315281059334,,,,,,,,,,,,,,,,,,1995,2.23,208,44,,,,,,,,,,,,,,,,,,
Lee Tinsley,BOS,100,391,7,61,41,18,0.099744245,0.189258312,0.117302052,0.344827586,0.284457478,0.358638743,0.40175953,0.3417471672293395,,98.08887591865684,-0.4367324007907882,-1.412591315199959,12.281434774398804,2.3871804121364,Lee Tinsley,1013077,123355,341,97,72,17,1,39,1,74,1,1,9,8,9,0.527027027,0.760398273,5.41396837387701,,,,-0.4367324007907882,51.617392045702445,2.823180270637979,0.4249036908149719,-6.580259799957275,7.00516414642334,-4.5634002685546875,-0.4169627130031585,0.9519606232643129,0.2104800045490265,5,-0.1508499681949615,0.5971958363233716,83.0,747.1,228.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97890295,11.0,CF,1995,2.82,137,25,,,,,,,,,,,,,,,,,,
Charlie Hayes,PHI,141,589,11,58,85,5,0.084889643,0.149405772,0.130434783,0.309633027,0.275992438,0.339558573,0.406427221,0.3311187034977356,,97.23647328102678,0.4166651556733995,-1.641713818055107,5.291151523590088,2.320426033352975,Charlie Hayes,1005525,115640,529,146,102,30,3,50,2,88,4,6,0,22,1,0.568181818,0.745985794,3.758644660204845,,,,0.4166651556733995,72.53295810359111,-0.9703430102528025,0.1713083982467651,-11.678631782531738,11.849940299987791,-1.6039997339248655,-0.0594714656472206,1.0996509790420532,,0,0.1294922977685928,0.0262920388179105,141.0,1255.0,104.0,264.0,14.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96335079,4.0,3B,1995,1.95,215,44,,,,,,,,,,,,,,,,,,
Jon Nunnally,KCR,119,360,14,51,42,6,0.141666666,0.238888888,0.227722772,0.295566502,0.244224422,0.356741573,0.471947194,0.3600137153921643,,110.93042848243348,-0.6299466375494376,4.508845834071508,6.679011344909668,2.315014246834018,Jon Nunnally,1009660,119869,303,74,39,15,6,51,5,86,2,0,4,4,4,0.593023255,0.828688767,5.8952883943703895,,,,-0.6299466375494376,53.01160998794785,8.08599300834885,0.9927160739898682,-6.033956050872803,7.026671886444092,10.634499549865724,1.0440144538879397,0.9715008735656738,1.609677791595459,18,1.2288233041763306,-0.2069857526090028,84.0,778.2,194.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9668508300000003,11.0,RF,1995,2.51,143,35,,,,,,,,,,,,,,,,,,
Mike Devereaux,- - -,121,418,11,55,63,8,0.064593301,0.148325358,0.152061855,0.330188679,0.298969072,0.342105263,0.451030927,0.3458395914859082,,106.94262932251615,-1.119702740572393,2.749393754646397,6.470624253153801,2.313745575860366,Mike Devereaux,1003242,113306,388,116,80,24,1,27,3,62,0,3,0,11,6,0.43548387,0.79313619,3.922800992174676,,,,-1.119702740572393,56.633099928505935,4.46946687997154,0.8387459628283978,-8.465686440467834,9.304436087608336,-1.962999388575554,-0.119419926777482,1.1577409680429804,1.798199995358785,15,0.4983711689710617,0.2260965539308886,88.0,850.3000000000001,228.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98351648,10.0,RF,1995,2.19,175,36,,,,,,,,,,,,,,,,,,
Sean Berry,MON,103,348,14,38,55,3,0.07183908,0.15229885,0.210191083,0.341269841,0.318471337,0.367052023,0.52866242,0.3859907628833384,,132.55738230284254,-2.9790078833466396,11.34864652176645,0.5294924378395081,2.3049941638834266,Sean Berry,1000910,110937,314,100,63,22,1,25,1,53,2,5,2,5,8,0.471698113,0.895714443,2.739042030690263,,,,-2.9790078833466396,58.78708450364672,15.358988090034352,0.9486223459243774,-5.8086137771606445,6.757236003875732,14.242198944091797,1.4627472162246704,1.006880760192871,1.525473713874817,19,1.397010087966919,-0.4548703794450619,81.0,698.2,76.0,166.0,12.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94736842,0.0,3B,1995,2.37,166,37,,,,,,,,,,,,,,,,,,
Tony Gwynn,SDP,135,577,9,82,90,17,0.060658578,0.025996533,0.11588785,0.363636363,0.368224299,0.403812824,0.484112149,0.3865800472584141,,137.39098357730398,1.0447657187469304,28.327574358873186,-23.795626640319824,2.29656665033659,Tony Gwynn,1005166,115270,535,197,154,33,1,35,10,15,1,6,0,20,5,2.333333333,0.887924973,4.349922895533246,,,,1.0447657187469304,97.75538198006538,25.749601432208088,4.297945976257324,-9.09395980834961,13.391905784606934,43.32899856567383,4.4472880363464355,1.0364021062850952,3.3464999198913574,2,3.063638925552368,1.0833479921633682,132.0,1126.2,241.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99203187,-18.0,RF,1995,2.3,259,43,,,,,,,,,,,,,,,,,,
Vinny Castilla,COL,139,571,32,82,90,2,0.052539404,0.152364273,0.25426945,0.31642512,0.309297912,0.34744268,0.563567362,0.3882936392210226,,112.34420717788016,-3.215168426395394,5.698278534033694,-1.5877885818481443,2.283233271526605,Vinny Castilla,84,112106,527,163,95,34,2,30,2,87,4,6,4,15,8,0.344827586,0.911010042,3.0761463320522107,,,,-3.215168426395394,97.55523980913532,26.298219544271365,0.7180700898170471,-10.198840141296388,10.916910171508787,10.574000358581545,0.5320003628730774,0.9598063826560974,2.9000000953674316,1,2.028134346008301,-1.279993780585186,137.0,1208.4,86.0,264.0,15.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95774648,-3.0,3B,1995,2.49,297,68,,,,,,,,,,,,,,,,,,
Pat Meares,MIN,116,425,12,57,49,10,0.035294117,0.16,0.161538461,0.295238095,0.269230769,0.311163895,0.43076923,0.3247256682491076,,88.25434922075686,0.1614890359342098,-6.357607403488771,14.883056640625,2.266959069629916,Pat Meares,1008712,118897,390,105,70,19,4,15,0,68,11,5,4,17,4,0.220588235,0.741933125,6.1263964480102,,,,0.1614890359342098,50.07006367510377,-2.9671230369228287,-1.3199819326400757,-8.415911674499512,7.095930099487305,-19.436500549316406,-1.6515072584152222,0.9820473790168762,1.7402666807174685,3,-1.0247802734375,-0.3193319973589501,109.0,960.1,187.0,317.0,18.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96545106,9.0,SS,1995,2.83,168,35,,,,,,,,,,,,,,,,,,
Terry Pendleton,FLA,133,557,14,70,78,1,0.068222621,0.150807899,0.148148148,0.322195704,0.290448343,0.339317773,0.438596491,0.3382844011350111,,102.66993135241678,-0.8020440988475457,1.078578560810596,3.1618614196777344,2.265160534703335,Terry Pendleton,1010157,120381,513,149,102,32,1,38,7,84,2,4,0,7,2,0.452380952,0.777914264,2.420924986530107,,,,-0.8020440988475457,71.92242108735914,2.4125081494795757,1.7517735958099363,-9.061326026916504,10.81309986114502,12.701000213623049,1.1937423944473269,1.0109161138534546,1.9583200216293335,5,0.3633579909801483,1.3694995347867016,128.0,1129.1,104.0,250.0,18.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516129,2.0,3B,1995,1.91,225,47,,,,,,,,,,,,,,,,,,
Rico Brogna,NYM,134,540,22,72,76,0,0.072222222,0.205555555,0.195959596,0.332417582,0.288888888,0.342007434,0.484848484,0.3561191244538445,,116.5505286404984,-0.1199007381219416,11.182013416015293,-6.47373104095459,2.250899308455488,Rico Brogna,1001464,111502,495,143,92,27,2,39,7,111,2,2,2,10,0,0.351351351,0.826855918,2.2209821400000003,,,,-0.1199007381219416,77.76271238788472,10.374286918486217,2.3804962635040283,-9.85993766784668,12.240433692932127,24.44499969482422,2.660137891769409,1.116938829421997,1.8894363641738892,11,2.1990010738372803,-0.0677328245850739,120.0,1089.2,1112.0,93.0,3.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99751656,1.0,1B,1995,2.29,240,51,,,,,,,,,,,,,,,,,,
Stan Javier,OAK,130,504,8,81,56,36,0.097222222,0.125,0.108597286,0.306666666,0.278280542,0.35270541,0.386877828,0.3317538849528759,,97.63528394263705,4.879974722280167,3.323539937525094,2.401117593050003,2.2362492505447467,Stan Javier,1006372,116506,442,123,93,20,2,49,3,63,4,4,5,8,5,0.777777777,0.739583238,6.934439144031113,,,,4.879974722280167,62.332654739990865,-0.5632090314477312,1.0152040719985962,-8.953770637512207,9.968974113464355,11.26300048828125,1.1298857927322388,1.0959529876708984,1.3053714036941528,14,1.278964638710022,-0.3526438170878359,111.0,1004.3,332.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,CF,1995,3.45,171,30,,,,,,,,,,,,,,,,,,
Roberto Alomar,TOR,130,577,13,71,66,30,0.081455805,0.077989601,0.14893617,0.30472103,0.299806576,0.353765323,0.448742746,0.3511037584131872,,107.0484482071716,4.542134611750953,9.853310908457985,-6.454499363899231,2.222108545048594,Roberto Alomar,860,110183,517,155,111,24,7,47,3,45,0,7,6,16,3,1.044444444,0.802508069,6.813564894476493,,,,4.542134611750953,80.67640297525728,8.670622427399989,0.6026996374130249,-10.065641403198242,10.668341636657717,8.492300033569336,0.7815113067626953,1.027500867843628,2.360300064086914,2,0.9103267192840576,-0.3237582245265935,128.0,1126.2,272.0,367.0,4.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99377916,-8.0,2B,1995,2.7,232,44,,,,,,,,,,,,,,,,,,
Fred McGriff,ATL,144,604,27,85,93,3,0.107615894,0.163907284,0.208333333,0.296568627,0.28030303,0.360927152,0.488636363,0.3680470840986756,,120.8803890176475,-2.1701371929375455,13.778438301325618,-11.509395599365234,2.2144043207561035,Fred McGriff,293,118730,528,148,93,27,1,65,6,99,5,6,0,19,6,0.656565656,0.849563515,2.676307527106266,,,,-2.1701371929375455,92.99009310958148,17.614891288254253,1.5687575340270996,-10.91395378112793,12.482711791992188,19.89099884033203,1.9043002128601072,1.073447585105896,,0,1.193658709526062,0.2677610708094082,144.0,1240.2,1285.0,96.0,5.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963925,-3.0,1B,1995,1.44,258,55,,,,,,,,,,,,,,,,,,
Mickey Tettleton,TEX,134,547,32,76,78,0,0.195612431,0.201096892,0.272727273,0.24137931,0.237762237,0.395604395,0.51048951,0.3947323302905352,,131.7919917381623,-0.151303312391974,22.559184074889917,-18.209534645080566,2.211293866382704,Mickey Tettleton,1012939,123211,429,102,50,19,1,107,5,110,7,3,1,8,0,0.972727272,0.906093905,1.5715294525,,,,-0.151303312391974,96.3933926738324,28.13141354094171,3.492664098739624,-8.02908992767334,11.521753311157228,30.152999877929688,2.8416125774383545,0.9762336611747742,2.955066680908203,3,2.485607862472534,1.0920848945428745,73.0,572.2,187.0,10.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.97115385,-9.0,RF,1995,2.52,219,52,,,,,,,,,,,,,,,,,,
Eric Young Sr.,COL,120,424,6,68,36,35,0.115566037,0.068396226,0.155737705,0.331325301,0.31693989,0.403800475,0.472677595,0.3873202558339497,,111.70198475481794,1.6338672487763688,7.90826084603896,0.3414501249790191,2.2057920718070423,Eric Young Sr.,716,124695,366,116,80,21,9,49,3,29,5,1,3,4,12,1.689655172,0.87647807,8.04074051273981,,,,1.6338672487763688,72.0959700733597,19.18357674183199,1.2123262882232666,-7.262731552124023,8.475057601928711,6.581200122833252,0.6307666301727295,1.0221364498138428,0.918936014175415,25,1.0102368593215942,0.1758340301805483,83.0,715.3000000000001,180.0,231.0,11.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97277228,0.0,2B,1995,2.23,173,36,,,,,,,,,,,,,,,,,,
Bret Boone,CIN,138,571,15,63,68,5,0.071803852,0.147110332,0.161793372,0.291169451,0.26705653,0.325663716,0.428849902,0.3325526630983943,,98.47633862052407,0.4366486120270565,-0.6635496182771841,3.6657474040985103,2.1917020327032257,Bret Boone,1067,111214,513,137,86,34,2,41,0,84,6,5,5,14,1,0.488095238,0.754513618,3.843648350635713,,,,0.4366486120270565,70.9994888468008,-0.2575314180631632,0.1944261640310287,-9.723594665527344,9.918020248413086,-0.1479997336864471,-0.0039958474226295,0.9475650787353516,,0,0.3720394372940063,-0.1668544126511441,138.0,1214.1,311.0,362.0,4.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99409158,2.0,2B,1995,1.85,220,51,,,,,,,,,,,,,,,,,,
Jeff Branson,CIN,122,384,12,43,45,2,0.114583333,0.1796875,0.175226586,0.2890625,0.259818731,0.344647519,0.435045317,0.330228099978067,,96.94262993027512,-0.1186265184078365,-1.6032817341116266,10.690672039985657,2.1826223531665043,Jeff Branson,1001355,111394,331,86,54,18,2,44,14,69,2,6,1,9,1,0.637681159,0.779692836,3.512139828792863,,,,-0.1186265184078365,47.00270001653498,-0.917958095037286,-0.851494312286377,-6.424086093902588,5.572592258453369,-4.421999931335449,-0.4236016273498535,0.9142387509346008,1.1444833278656006,12,-0.024153621867299,-0.9072161230881822,94.0,845.5,84.0,245.0,9.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95018008,9.0,3B,1995,2.2,144,32,,,,,,,,,,,,,,,,,,
John Olerud,TOR,135,581,8,72,54,0,0.144578313,0.092943201,0.113821138,0.313225058,0.290650406,0.397590361,0.404471544,0.360180924631877,,112.8477646384498,-0.1722383619053289,9.57597656513631,-7.045267105102539,2.179772735418417,John Olerud,1093,119976,492,143,103,32,0,84,10,54,4,1,0,17,0,1.555555555,0.802061905,1.3443411525,,,,-0.1722383619053289,85.63590418221962,13.130950112366785,-0.6101799607276917,-10.68935203552246,10.079172134399414,0.3560002446174621,-0.0548841580748558,1.0579036474227903,2.9698667526245117,3,0.3432268798351288,-0.9200090491888124,132.0,1173.0,1099.0,89.0,4.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966443,1.0,1B,1995,2.21,199,40,,,,,,,,,,,,,,,,,,
Gerald Williams,NYY,100,208,6,33,28,4,0.10576923,0.163461538,0.21978022,0.268965517,0.247252747,0.326923076,0.467032967,0.3427992143492768,,104.86406372331857,-0.1125943328952416,1.208652570054343,13.355969190597534,2.1524941499165857,Gerald Williams,1395,124314,182,45,19,18,2,22,1,34,1,3,0,4,2,0.647058823,0.793956043,6.248135578855003,,,,-0.1125943328952416,27.64144555807806,1.6844224143097528,0.1411416083574295,-2.8930180072784424,3.0341598987579346,3.0290000438690186,0.261002779006958,0.868975043296814,0.7520933151245117,15,0.1375827342271804,0.0248403519663548,47.0,485.1,140.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97058824,16.0,LF,1995,2.1,85,26,,,,,,,,,,,,,,,,,,
Mike Bordick,OAK,126,478,8,46,44,11,0.073221757,0.10041841,0.086448598,0.28,0.264018691,0.324840764,0.350467289,0.3050096656467869,,80.54865285901064,0.7659243841189891,-11.376320086281964,16.517468452453613,2.1185791389482764,Mike Bordick,129,111234,428,113,92,13,0,35,2,48,5,3,7,8,3,0.729166666,0.675308053,3.6770962014594777,,,,0.7659243841189891,48.450979324893815,-11.20025655357375,-1.5144959688186646,-8.812849998474121,7.298354148864746,-12.03600025177002,-1.170530080795288,1.0282520055770874,1.8215999603271484,1,-1.5432277917861938,0.0703437510994151,124.0,1073.1,245.0,338.0,10.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98313659,10.0,SS,1995,2.86,150,21,,,,,,,,,,,,,,,,,,
Kirby Puckett,MIN,137,602,23,83,99,3,0.093023255,0.147840531,0.200743494,0.338747099,0.314126394,0.378737541,0.514869888,0.3796221674100993,,123.3272080771346,-0.4144148039631545,17.924796139979644,-16.57304286956787,2.1038233382844025,Kirby Puckett,1010557,120790,538,169,107,39,0,56,18,89,3,5,0,15,2,0.629213483,0.893607429,2.356250966668449,,,,-0.4144148039631545,98.49609185910774,23.37047679877831,1.6159498691558838,-10.57219409942627,12.188143730163574,21.204999923706055,1.8547236919403076,1.0162010192871094,1.3450000286102295,1,1.3620357513427734,0.2281514640661555,108.0,931.4,193.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97959184,-9.0,RF,1995,3.1,277,62,,,,,,,,,,,,,,,,,,
Jeff Reboulet,MIN,87,246,4,39,23,1,0.109756097,0.138211382,0.106481482,0.331460674,0.291666666,0.372950819,0.398148148,0.3501217050141975,,104.47963911330976,-0.7459001024253666,0.6932282405456429,12.16198182106018,2.097488211288937,Jeff Reboulet,1389,120975,216,63,48,11,0,27,0,34,1,0,2,3,2,0.794117647,0.771098967,2.632890364285714,,,,-0.7459001024253666,34.194265726908846,3.4950941241828626,0.1784139573574066,-3.94321608543396,4.1216301918029785,-0.0562995001673698,-0.0166628267616033,0.9497005343437196,1.1680933237075806,15,-0.1161411106586456,0.3040044959106058,57.0,531.3,164.0,160.0,4.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,3.93147702,11.0,SS,1995,2.57,86,15,,,,,,,,,,,,,,,,,,
Ryan Klesko,ATL,107,381,23,48,70,5,0.12335958,0.188976377,0.29787234,0.333333333,0.310030395,0.396325459,0.607902735,0.4205764559401335,,155.53840857498352,-0.8337530131684616,25.92493284380417,-17.018060207366943,2.085681745328627,Ryan Klesko,1041,117148,329,102,52,25,2,47,10,72,2,3,0,8,4,0.652777777,1.004228194,3.5097746840690727,,,,-0.8337530131684616,75.35606700173467,27.809789031659065,3.616499900817871,-6.232716083526611,9.84921646118164,35.71099853515625,3.553605556488037,1.0918396711349487,1.9941333532333376,6,3.3320090770721436,-0.019709664962872,100.0,774.1,132.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8986705000000001,-13.0,LF,1995,1.62,200,50,,,,,,,,,,,,,,,,,,
Troy O'Leary,BOS,112,434,10,60,49,5,0.066820276,0.147465437,0.182957394,0.345565749,0.308270676,0.354988399,0.49122807,0.3656634224940798,,113.36874727827492,-0.4074310252908617,7.169648308508142,-1.0306353569030762,2.0468196301262984,Troy O'Leary,789,119975,399,123,76,31,6,29,4,64,1,2,3,8,3,0.453125,0.846216469,5.305834697050795,,,,-0.4074310252908617,65.95424280359042,11.793915667073843,-0.1657895594835281,-8.041788101196289,7.875998020172119,5.48069953918457,0.3995417952537536,0.9826655387878418,1.2719091176986694,11,-0.2343885898590088,0.0656744618678752,98.0,854.1,195.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93590361,3.0,RF,1995,1.88,196,47,,,,,,,,,,,,,,,,,,
Darren Daulton,PHI,98,404,9,44,55,3,0.136138613,0.128712871,0.152046784,0.268551236,0.248538011,0.358910891,0.400584795,0.3418426313507023,,104.31194531182398,0.4934215750545263,2.6963530265362787,4.587564468383789,2.0427421856872714,Darren Daulton,1003010,113074,342,85,54,19,3,55,2,52,5,2,0,4,0,1.057692307,0.759495686,4.391454115926212,,,,0.4934215750545263,53.36575009195225,2.94922437040227,1.4814400672912598,-7.6630539894104,9.14449405670166,10.550999641418455,1.0215147733688354,1.1764482259750366,3.705559968948364,5,0.682626485824585,0.5766215070596297,93.0,814.2,631.0,45.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,31.0,0.99411765,-1.0,C,1995,2.03,137,31,,,,,,,,,,,,,,,,,,
Wally Joyner,KCR,131,550,12,69,83,3,0.125454545,0.118181818,0.137634408,0.332493702,0.309677419,0.394495412,0.447311827,0.368781388474402,,116.53201264921933,-0.4305918876780197,11.44375713042098,-9.552606105804443,2.005299854771428,Wally Joyner,1006637,116780,465,144,104,28,0,69,10,65,2,9,5,10,2,1.061538461,0.841807239,2.272797302741292,,,,-0.4305918876780197,85.01337577915399,16.377016504766633,2.011673927307129,-8.57874584197998,10.59041976928711,32.60200119018555,3.250192165374756,0.9964895248413086,1.7918332815170288,6,1.677506923675537,0.3412538130492057,120.0,1069.2,1111.0,118.0,3.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99756494,-2.0,1B,1995,2.17,208,40,,,,,,,,,,,,,,,,,,
Scott Servais,- - -,80,304,13,38,47,2,0.105263157,0.171052631,0.231060606,0.282178217,0.265151515,0.347682119,0.496212121,0.3572094758757118,,115.89796635688728,-0.5325777952093631,5.5791152137956,4.609053134918213,1.9953388078562435,Scott Servais,1011756,122011,264,70,35,22,0,32,8,52,3,3,2,9,2,0.615384615,0.84389424,2.3354123364813075,,,,-0.5325777952093631,44.08159560637273,6.144407934711349,1.5047582387924194,-5.417937994003296,6.922695755958557,11.4229998588562,1.0709989964962006,1.0557604428309544,1.382200002670288,2,1.651589184999466,-0.2263054011540455,76.0,672.0,526.0,50.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,14.0,0.97959184,0.0,C,1995,1.93,131,35,,,,,,,,,,,,,,,,,,
John Cangelosi,HOU,90,256,2,46,18,21,0.1875,0.1640625,0.074626865,0.392405063,0.31840796,0.456692913,0.393034825,0.3936755054053806,,144.24736969394328,1.9161352176452056,16.24044809639291,-4.417239397764206,1.9817700864644152,John Cangelosi,1001913,111956,201,64,55,5,2,48,2,42,4,1,2,3,5,1.142857142,0.849727738,7.0125081358643016,,,,1.9161352176452056,44.88708181490493,12.939976407190086,1.8249115943908691,-4.329582214355469,6.154493808746338,16.556299209594727,1.6834921836853027,1.2036616802215576,1.5837368965148926,38,1.3416776657104492,0.1744556667513421,38.0,399.4,93.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89907095,-4.0,CF,1995,1.8,79,9,,,,,,,,,,,,,,,,,,
Dean Palmer,TEX,36,145,9,30,24,1,0.144827586,0.144827586,0.277310925,0.344444444,0.336134453,0.448275862,0.613445378,0.4556181948218081,,170.69140000081646,-0.2834175744792446,13.102741337027812,2.3113856315612793,1.9810866516085128,Dean Palmer,482,120194,119,40,25,6,0,21,1,21,4,1,0,2,1,1.0,1.06172124,2.9800759000899215,,,,-0.2834175744792446,32.91819047741168,14.823150305073188,1.7315400838851929,-1.9681899547576904,3.6997299194335938,13.402999877929688,1.268855333328247,0.9840236902236938,0.2275999933481216,1,1.27210795879364,0.4875448840068919,35.0,302.2,19.0,72.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94791667,2.0,3B,1995,2.1,73,15,,,,,,,,,,,,,,,,,,
Carlos Baerga,CLE,135,600,15,87,90,11,0.058333333,0.051666666,0.138240575,0.310077519,0.314183123,0.355,0.452423698,0.3522078151052648,,106.96097766354076,1.172262915642932,6.6266113994822184,-6.509945273399353,1.9807269418333329,Carlos Baerga,175,110427,557,175,130,28,2,35,6,31,3,5,0,15,2,1.129032258,0.807423698,4.935162965905128,,,,1.172262915642932,84.44497481898333,9.568946519651664,3.8021419048309326,-8.888666152954102,12.690808296203612,27.72100067138672,2.6801652908325195,0.9892714023590088,5.813199996948242,1,1.2138261795043943,2.629549759357656,133.0,1165.0,231.0,444.0,19.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97262248,-8.0,2B,1995,2.65,252,45,,,,,,,,,,,,,,,,,,
Javy Lopez,ATL,100,352,14,37,51,0,0.039772727,0.161931818,0.183183183,0.343396226,0.315315315,0.34375,0.498498498,0.3653452094982971,,119.09773639000876,-0.5243360833264887,7.976681845546997,0.1897592544555664,1.9430267282583735,Javy Lopez,103,117919,333,105,76,11,4,14,0,57,2,3,0,13,1,0.245614035,0.842248498,2.870509243078213,,,,-0.5243360833264887,53.39938581064838,9.472115875040478,0.9860219359397888,-6.6376519203186035,7.623673915863037,11.92400074005127,1.2935810089111328,1.060731053352356,2.0750362873077393,11,1.1564288139343262,-0.2268605385231886,86.0,756.2,625.0,50.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,29.0,0.98828697,-5.0,C,1995,1.78,166,29,,,,,,,,,,,,,,,,,,
Luis Alicea,BOS,132,511,6,64,44,13,0.123287671,0.119373776,0.105011933,0.296398891,0.269689737,0.367469879,0.37470167,0.338206984072804,,95.82708607645272,-1.4776509215589613,-4.2623721016062746,6.578422427177429,1.938906835062438,Luis Alicea,584,110136,419,113,84,20,3,63,0,61,7,9,13,10,9,1.032786885,0.742171549,4.920478676683314,,,,-1.4776509215589613,65.94968096986838,2.1802635349375805,-1.2912402153015137,-8.219854354858398,6.928614139556885,-14.825599670410156,-1.370972752571106,0.8846203088760376,,0,-0.5576084852218628,-0.9020462416090312,130.0,1150.2,254.0,429.0,16.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97711016,5.0,2B,1995,2.28,157,29,,,,,,,,,,,,,,,,,,
Glenallen Hill,SFG,132,539,24,71,86,25,0.072356215,0.181818181,0.219315896,0.283819628,0.263581488,0.317254174,0.482897384,0.3438572679724648,,109.0474096815136,2.7113772637676448,8.878170618790232,-7.567557334899902,1.9090706350997049,Glenallen Hill,1005820,115935,497,131,74,29,4,39,4,98,1,2,0,11,5,0.397959183,0.800151558,6.5431440245111165,,,,2.7113772637676448,72.10437545297017,4.840743364070573,-0.2742044031620025,-11.633188247680664,11.358983993530272,5.812000274658203,0.6390317678451538,1.1032917499542236,2.0948572158813477,7,0.8903582096099854,-1.138891204779558,124.0,1093.0,227.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95934959,-2.0,RF,1995,2.04,240,57,,,,,,,,,,,,,,,,,,
