Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Honus Wagner,1013485,123784.0,SS,PIT,9.608470618821928,,9.31,46.67191675596749,18.38888931274414,5.488541200757027,,,,,165.89981874180197,0.424057881513687,,,,,0.875398215,0.459302325,0.41609589,0.339147286,0.120155039,,142,590,516,103,71,2,49,237,175,126,38,9,53,58,,,,0.098305084,,,,,,,,,10.0,,,,,,,,0.0
Nap Lajoie,1007259,117414.0,2B,CLE,9.424986962202144,,10.0,41.78277997047675,20.8950617313385,-1.0851111710071564,,,,,162.8769575507792,0.4130101369279305,,,,,0.856965808,0.465116279,0.391849529,0.355481727,0.109634552,,152,655,602,88,91,0,57,280,214,157,48,9,20,30,,,,0.045801526,,,,,,,,,20.0,,,,,,,,0.0
George Stone,1012564,122825.0,OF,SLB,8.91990194126699,,8.75,57.81728244933687,-1.60493803024292,1.308891162276268,,,,,182.50642130192824,0.4413513737730682,,,,,0.918048085,0.500860585,0.4171875,0.358003442,0.142857143,,154,658,581,91,71,6,51,291,208,157,25,20,35,52,,,,0.079027355,,,,,,,,,6.0,,,,,,,,0.0
Terry Turner,1013233,123517.0,SS,CLE,8.561721642801313,,9.33,14.68770913514512,43.074073791503906,0.7891479283571243,,,,,120.76632138701468,0.3458300948143005,,,,,0.709175342,0.371575342,0.3376,0.29109589,0.080479452,,147,643,584,85,62,2,36,217,170,134,27,7,27,35,,,,0.054432348,,,,,,,,,34.0,,,,,,,,0.0
Art Devlin,1003248,113312.0,3B,NYG,7.9454521740997075,,7.92,32.02262684764557,19.567901134490967,5.635845750570297,,,,,142.15151851462983,0.3863828567897572,,,,,0.785752003,0.389558232,0.396193771,0.299196787,0.090361445,,148,591,498,76,65,2,33,194,149,116,23,8,54,74,,,,0.125211505,,,,,,,,,15.0,,,,,,,,0.0
Frank Chance,1002131,112183.0,1B,CHC,7.692079295335205,,7.33,42.566010428402606,6.802469253540039,6.235845759510994,,,,,159.75438285884786,0.4148307061023849,,,,,0.849444494,0.430379746,0.419064748,0.3185654,0.111814346,,136,574,474,103,71,3,37,204,151,114,24,10,57,70,,,,0.121951219,,,,,,,,,11.0,,,,,,,,0.0
Harry Steinfeldt,1012466,122729.0,3B,CHC,7.499198838812188,,6.97,34.773000745232466,10.629629611968994,0.6094979494810104,,,,,151.60558038846753,0.401601655781269,,,,,0.825426716,0.430426716,0.395,0.326530612,0.103896104,,151,625,539,81,83,3,40,232,176,136,27,10,29,47,,,,0.0752,,,,,,,,,6.0,,,,,,,,0.0
Elmer Flick,1004158,114241.0,OF,CLE,6.743729954826437,,6.48,39.01504954343177,-3.266247272491455,2.583150252699852,,,,,150.00166576065504,0.3924698952340731,,,,,0.812967901,0.440705128,0.372262773,0.310897435,0.129807693,,157,700,624,98,62,1,57,275,194,137,34,22,39,54,,,,0.077142857,,,,,,,,,2.0,,,,,,,,0.0
Harry Lumley,1007830,118000.0,OF,BRO,6.40651420951427,,6.14,41.31945308536704,-3.4691357612609863,2.731668397784233,,,,,165.75887478619703,0.4167626600775441,,,,,0.863764284,0.477272727,0.386491557,0.324380165,0.152892562,,133,554,484,72,61,9,44,231,157,113,23,12,35,48,,,,0.086642599,,,,,,,,,3.0,,,,,,,,0.0
George Davis,1003049,113106.0,SS,CHW,6.100808259746569,,6.36,13.375496131806422,23.962963104248047,1.5268842726945877,,,,,121.04121954388371,0.3399859212747368,,,,,0.693746191,0.3553719,0.338374291,0.276859504,0.078512396,,133,541,484,63,80,0,32,172,134,102,26,6,27,41,,,,0.075785582,,,,,,,,,16.0,,,,,,,,0.0
Sherry Magee,1007965,118135.0,OF,PHI,5.742702753146601,,5.67,28.468658872335272,2.39506196975708,6.6262775510549545,,,,,132.732089249039,0.3678906435928037,,,,,0.755136651,0.406749555,0.348387096,0.28241563,0.124333925,,154,630,563,77,67,6,50,229,159,109,36,8,55,52,,,,0.082539682,,,,,,,,,10.0,,,,,,,,0.0
Bobby Wallace,1013542,123864.0,SS,SLB,5.513595709367119,,6.14,11.761689521465993,19.518518447875977,0.7161024510860443,,,,,119.25918498506216,0.3404516394918292,,,,,0.688403986,0.344537815,0.343866171,0.258403361,0.086134454,,139,551,476,64,67,2,30,164,123,93,21,7,24,58,,,,0.105263157,,,,,,,,,11.0,,,,,,,,0.0
Harry Davis,1003053,113111.0,1B,PHA,5.120072659157974,,4.89,31.3523488686519,-7.475308418273926,0.5424501746892929,,,,,148.20838682730252,0.3944292014295404,,,,,0.814537054,0.459165154,0.3553719,0.292196007,0.166969147,,145,614,551,94,96,12,61,253,161,100,42,7,23,49,,,,0.07980456,,,,,,,,,-3.0,,,,,,,,0.0
Roger Bresnahan,1001396,111433.0,C,NYG,4.6544143284925585,,5.57,23.395028999051892,0.4197530746459961,0.1520183831453323,,,,,143.36667798307556,0.3883555890795238,,,,,0.774717231,0.355555555,0.419161676,0.281481481,0.074074074,,124,506,405,69,43,0,26,144,114,88,22,4,25,81,,,,0.160079051,,,,,,,,,-1.0,,,,,,,,0.0
Miller Huggins,1006148,116275.0,2B,CIN,4.531685055518475,,4.23,14.491880918733582,5.0,2.5352389067411423,,,,,117.63776467482826,0.3540382396808926,,,,,0.714028248,0.337614678,0.37641357,0.291743119,0.045871559,,146,640,545,81,26,0,18,184,159,141,11,7,41,71,,,,0.1109375,,,,,,,,,5.0,,,,,,,,0.0
Sammy Strang,1012599,122855.0,2B,NYG,4.513497707894486,,4.32,25.43869920572412,1.8024691343307495,0.7221001535654068,,,,,162.06048412173837,0.4187037663731148,,,,,0.857269019,0.434504792,0.422764227,0.319488817,0.115015975,,113,376,313,50,49,4,24,136,100,76,16,4,21,54,,,,0.143617021,,,,,,,,,3.0,,,,,,,,0.0
Charlie Hemphill,1005624,115739.0,OF,SLB,4.4627350477389545,,4.56,19.08887052789812,-0.790123462677002,1.936452493071556,,,,,125.50900592378824,0.3504221189743394,,,,,0.720485599,0.382905982,0.337579617,0.288888888,0.094017094,,154,646,585,90,62,4,35,224,169,134,19,12,33,43,,,,0.066563467,,,,,,,,,4.0,,,,,,,,0.0
Claude Ritchey,1010987,121232.0,2B,PIT,4.215731401821857,,4.52,10.065691049463094,9.0,-3.542590767145157,,,,,121.92400891567384,0.3526660170997103,,,,,0.707826932,0.338842975,0.368983957,0.268595041,0.070247934,,152,586,484,46,62,1,27,164,130,103,21,5,6,68,,,,0.116040955,,,,,,,,,9.0,,,,,,,,0.0
Joe Tinker,1013075,123353.0,SS,CHC,4.163435268411287,,4.14,-9.390289250567807,29.10493850708008,2.232275187969208,,,,,81.80303574399822,0.2882817687180938,,,,,0.581487888,0.288718929,0.292768959,0.233269598,0.055449331,,148,603,523,75,64,1,23,151,122,99,18,4,30,43,,,,0.071310116,,,,,,,,,20.0,,,,,,,,0.0
Fielder Jones,1006555,116685.0,OF,CHW,4.0172549158327655,,4.14,9.0966676698304,7.444444417953491,0.6154956519603729,,,,,113.27052793803868,0.3275891627146773,,,,,0.648309764,0.302419354,0.34589041,0.229838709,0.072580645,,144,614,496,77,34,2,28,150,114,86,22,4,26,83,,,,0.135179153,,,,,,,,,11.0,,,,,,,,0.0
Cy Seymour,1011777,122034.0,OF,- - -,4.007956500263429,,3.85,13.15160383511925,2.271604895591736,1.0837570279836657,,,,,118.02714706176566,0.3510624508574078,,,,,0.717700517,0.378472222,0.339228295,0.286458333,0.092013889,,151,632,576,70,80,8,32,218,165,133,19,5,29,42,,,,0.066455696,,,,,,,,,6.0,,,,,,,,0.0
Jimmy Sheckard,1011843,122100.0,OF,CHC,3.949061994707437,,3.08,13.64247154028876,0.6419754028320312,1.2837570309638977,,,,,117.62501933115632,0.3464364270496982,,,,,0.702244361,0.353369763,0.348874598,0.262295081,0.091074682,,149,662,549,90,45,1,38,194,144,106,27,10,30,67,,,,0.101208459,,,,,,,,,8.0,,,,,,,,0.0
Roy Thomas,1012992,123262.0,OF,PHI,3.931591270674379,,3.64,14.356037738898802,0.4938271045684814,-1.4228475093841553,,,,,124.02696522004462,0.3537584414379824,,,,,0.69497051,0.302231237,0.392739273,0.253549695,0.048681542,,142,620,493,81,16,0,17,149,125,108,10,7,22,107,,,,0.172580645,,,,,,,,,4.0,,,,,,,,0.0
Fred Clarke,1002280,112352.0,OF,PIT,3.891581748113261,,3.63,19.49868699731089,-0.4320988655090332,-0.1413771212100982,,,,,138.790849998495,0.3800482355611293,,,,,0.783649062,0.412470023,0.371179039,0.309352517,0.103117506,,118,478,417,69,39,1,28,172,129,101,14,13,18,40,,,,0.083682008,,,,,,,,,5.0,,,,,,,,0.0
Frank Schulte,1011631,121879.0,OF,CHC,3.882924048873336,,3.26,13.924377114944756,0.790123462677002,0.8897547274827957,,,,,119.53314599897836,0.3495341464752745,,,,,0.719965483,0.396092362,0.323873121,0.280639431,0.115452931,,146,630,563,77,60,7,38,223,158,120,18,13,25,31,,,,0.049206349,,,,,,,,,8.0,,,,,,,,0.0
Johnny Evers,1003876,113949.0,2B,CHC,3.756841684938579,,3.74,0.7285186211334134,15.03086419776082,5.8478411585092545,,,,,91.87712409671713,0.3046363953324834,,,,,0.619925544,0.315196998,0.304728546,0.255159474,0.060037524,,154,595,533,65,51,1,24,168,136,112,17,6,49,36,,,,0.060504201,,,,,,,,,15.0,,,,,,,,0.0
Chick Stahl,1012381,122638.0,OF,BOS,3.6955787097066337,,4.07,12.629985872576562,-1.8271605968475344,-2.4324157387018204,,,,,121.695471310606,0.3494713775011209,,,,,0.7125404,0.366386554,0.346153846,0.285714285,0.080672269,,155,667,595,63,51,4,34,218,170,136,24,6,13,47,,,,0.070464767,,,,,,,,,2.0,,,,,,,,0.0
Johnny Kling,1007008,117158.0,C,CHC,3.663101898449646,,4.65,14.207988959710772,5.814814805984497,0.0071410238742828,,,,,135.75174966291556,0.3758639936875907,,,,,0.7767733,0.419825072,0.356948228,0.311953352,0.10787172,,107,375,343,45,46,2,25,144,107,82,15,8,14,23,,,,0.061333333,,,,,,,,,3.0,,,,,,,,0.0
Frank Isbell,1006283,116413.0,2B,CHW,3.5926701489002455,,3.42,12.52808729417592,-1.4711795151233673,3.1580161303281784,,,,,114.59010526376532,0.3296943140111278,,,,,0.67578035,0.351548269,0.324232081,0.278688524,0.072859745,,143,617,549,71,57,0,29,193,153,124,18,11,37,30,,,,0.048622366,,,,,,,,,-1.0,,,,,,,,2.0
Kid Elberfeld,1003722,113790.0,SS,NYH,3.461028921847154,,3.53,12.78897366565662,4.04938268661499,0.4274910539388656,,,,,130.2189042017633,0.3744539467164272,,,,,0.762631404,0.384393063,0.378238341,0.306358381,0.078034682,,99,393,346,59,31,2,18,133,106,88,11,5,19,30,,,,0.076335877,,,,,,,,,-2.0,,,,,,,,0.0
Danny Murphy,1009352,119546.0,2B,PHA,3.3346240772637454,,3.41,13.980808792731604,-1.0,0.0801865011453628,,,,,127.4788576026222,0.3613589186417429,,,,,0.745070488,0.404017857,0.341052631,0.301339285,0.102678572,,119,486,448,48,60,2,36,181,135,99,28,6,17,21,,,,0.043209876,,,,,,,,,-1.0,,,,,,,,0.0
Bill Dahlen,1002924,112991.0,SS,NYG,3.3261940413467235,,3.15,3.684897579644206,6.827160835266113,-1.463547557592392,,,,,108.60284172451055,0.3319187640501738,,,,,0.65451101,0.297239915,0.357271095,0.239915074,0.057324841,,143,565,471,63,49,1,22,140,113,91,18,3,16,76,,,,0.134513274,,,,,,,,,-2.0,,,,,,,,0.0
Tim Jordan,1006619,116761.0,1B,BRO,3.3055075872496884,,3.09,22.674962684209454,-11.888888835906982,-0.4886816740036011,,,,,141.8938889175893,0.378019409137778,,,,,0.773784722,0.422222222,0.3515625,0.262222222,0.16,,129,522,450,67,78,12,40,190,118,78,20,8,16,59,,,,0.113026819,,,,,,,,,-8.0,,,,,,,,0.0
Sam Crawford,1002748,112806.0,OF,DET,3.268807202405773,,3.27,18.613748736490628,-10.539917469024658,0.5316683650016785,,,,,128.47864095396352,0.3614036576494426,,,,,0.747281116,0.406749555,0.340531561,0.294849023,0.111900532,,145,610,563,65,72,2,43,229,166,123,25,16,24,38,,,,0.062295081,,,,,,,,,-4.0,,,,,,,,0.0
John Titus,1013085,123363.0,OF,PHI,3.199962925320373,,3.16,14.157596386339929,-4.814815044403076,-2.55337256193161,,,,,126.87681626580056,0.3583849890845878,,,,,0.717126687,0.338842975,0.378283712,0.266528925,0.07231405,,145,587,484,67,57,1,28,164,129,101,22,5,12,78,,,,0.132879045,,,,,,,,,2.0,,,,,,,,0.0
Fred Tenney,1012916,123188.0,1B,BSN,3.1669533808190415,,3.32,8.62085491598831,-0.4135799407958984,-1.7641543596982956,,,,,115.71218523684304,0.3446071031066102,,,,,0.69756941,0.340073529,0.357495881,0.283088235,0.056985294,,143,624,544,61,28,1,21,185,154,133,12,8,17,58,,,,0.092948717,,,,,,,,,4.0,,,,,,,,0.0
Jimmy Williams,1014005,124319.0,2B,NYH,3.1626997785685713,,3.52,6.429617685720636,3.0,-2.43120214343071,,,,,114.90865612580824,0.3500291646610606,,,,,0.715071674,0.373253493,0.341818181,0.277445109,0.095808384,,139,571,501,62,77,3,35,187,139,104,25,7,8,44,,,,0.077057793,,,,,,,,,3.0,,,,,,,,0.0
Bunk Congalton,1002499,112555.0,OF,CLE,3.122293756139517,,3.31,15.771291261746567,-3.654321193695069,-1.28868168592453,,,,,134.87234721614342,0.3683337541171788,,,,,0.757167931,0.396181384,0.360986547,0.319809069,0.076372315,,117,470,419,51,50,3,21,166,134,113,13,5,12,24,,,,0.051063829,,,,,,,,,2.0,,,,,,,,0.0
Topsy Hartsel,1005464,115576.0,OF,PHA,3.064523412695236,,2.76,13.341039418257964,-7.111111164093018,1.0621934086084366,,,,,118.66556646809636,0.3472988776754988,,,,,0.696719558,0.333958724,0.362760834,0.255159474,0.07879925,,144,632,533,96,30,1,31,178,136,105,21,9,31,88,,,,0.139240506,,,,,,,,,0.0,,,,,,,,0.0
Hal Chase,1002163,112216.0,1B,NYH,3.042284299678033,,2.85,13.070011160763638,-7.629629611968994,0.9628002047538756,,,,,118.26019357995584,0.3553759475127713,,,,,0.736256048,0.395309882,0.340946166,0.323283082,0.0720268,,151,637,597,84,76,0,33,236,193,160,23,10,28,13,,,,0.020408163,,,,,,,,,-3.0,,,,,,,,0.0
Socks Seybold,1011775,122031.0,OF,PHA,2.9096246558646204,,3.08,17.689814651073,-7.629629611968994,-1.704247608780861,,,,,140.59352820973515,0.382281046729904,,,,,0.785608601,0.418491484,0.367117117,0.316301703,0.102189781,,116,459,411,41,59,5,30,172,130,100,23,2,9,30,,,,0.065359477,,,,,,,,,-2.0,,,,,,,,0.0
Jiggs Donahue,1003370,113435.0,1B,CHW,2.854652100069988,,2.84,6.290219237533098,-1.7530865669250488,2.7472343146800995,,,,,105.29369641091904,0.3148635445159585,,,,,0.637949935,0.318345323,0.319604612,0.257194244,0.061151079,,154,643,556,70,57,1,25,177,143,118,17,7,36,48,,,,0.074650077,,,,,,,,,3.0,,,,,,,,0.0
