Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Dazzy Vance,1013342,123630.0,BRO,7.728236675262451,,10.49,2.160000142525347,,2.749120109629438,,,,0.21457821,0.06306306,0.15151515,308.1,35,34,,,,,0.3210811022672813,0.2633410672853828,0.76150356,,0,0.2096916299559471,1.021621689032259,57.44931669123411,67.93234861118492,,,,,,262,77,9,11.0,,30,3,74
Nip Winters,1016818,,HIL,7.201958656311035,,0.0,2.769230769230769,,,,,,,,,208.0,29,24,,,,,,,,,2,0.2236751548520303,1.0769230769230769,65.96945770477372,,,,,,,114,55,1,,,20,2,64
Dave Brown,1014707,,NLG,6.273197174072266,,0.0,2.0037101780717315,,,,,,,,,179.2,27,18,,,,,,,,,1,0.2236999012347874,1.0408161202761494,47.73299333289056,,,,,,,107,41,5,,,16,1,40
Red Ryan,1016321,,HIL,5.652004718780518,,0.0,3.221052631578947,,,,,,,,,190.0,25,21,,,,,,,,,1,0.2658262537681556,1.168421052631579,76.73289554081573,,,,,,,83,28,1,,,15,2,68
Howard Ehmke,1003707,113775.0,BOS,5.5386481285095215,,8.28,3.4571428571428573,,3.6401025469340977,,,,0.08641975,0.05882353,0.02759622,315.0,45,36,,,,,0.2571428571428571,0.2722558340535869,0.68666336,,4,0.2521400778210116,1.2857142857142858,80.98792583472459,84.7422131599794,,,,,,119,81,11,9.0,,26,4,121
Walter Johnson,1006511,116635.0,WAS,4.944126129150391,,6.8,2.722688876134765,,3.4181470782966734,,,,0.13763066,0.06707317,0.07055749,277.2,38,38,,,,,0.3241296281112815,0.2497200447928331,0.72875817,,0,0.2196041470311027,1.1164464968277474,67.42845716037935,84.08958008732462,,,,,,158,77,10,10.0,,20,6,84
Urban Shocker,1011918,122176.0,SLB,4.7023444175720215,,4.1,4.201624423250211,,3.6838984016039658,,,,0.08325449,0.04919584,0.03405866,246.1,40,33,,,,,0.4018945100500201,0.2868217054263566,0.64922481,,1,0.2694610778443114,1.3071720427889544,94.61599120848622,82.44618983627475,,,,,,88,52,3,11.0,,17,4,115
Herb Pennock,1010161,120386.0,NYY,4.396332740783691,,8.14,2.828870980978559,,3.7138132510663175,,,,0.08278689,0.05245902,0.03032787,286.1,40,34,,,,,0.4086146972524585,0.2776176753121998,0.75401376,,3,0.2614718614718614,1.2782305914051268,68.33034781539583,89.15749799011857,,,,,,101,64,1,13.0,,25,4,90
Sam Streeter,1016502,,BBB,4.311913967132568,,0.0,3.054909028784505,,2.933396753828557,,,,0.15590743,0.0316687,0.12423873,200.1,26,23,,,,,0.4043261949861844,0.2929447852760736,0.68824066,,1,0.2534854245880862,1.1281200008256504,71.04246274071978,78.57624201427684,,,,,,128,26,6,9.0,,20,2,68
Ray Kremer,1007156,117308.0,PIT,4.148564338684082,,3.49,3.192802307034946,,3.641612358373592,,,,0.06003752,0.0478424,0.01219512,259.1,41,30,,,,,0.2429306103178763,0.2712765957446808,0.69986979,,1,0.2591493570722057,1.2069409687221473,80.80981720983867,87.23437784211941,,,,,,64,51,4,7.0,,17,4,92
Sherry Smith,1012205,122459.0,CLE,4.038045406341553,,5.9,3.016150306649247,,3.72946562000781,,,,0.03238095,0.04,-0.00761905,247.2,39,27,,,,,0.1816958016053763,0.2723492723492723,0.66666667,,1,0.2667332667332667,1.2476445043569175,70.56892907048211,86.72727161043638,,,,,,34,42,7,5.0,,20,2,83
Eddie Rommel,1011174,121426.0,PHA,4.018205165863037,,4.7,3.949640287769784,,4.050916752712332,,,,0.06185567,0.08075601,-0.01890034,278.0,43,34,,,,,0.2589928057553957,0.2978723404255319,0.67044868,,1,0.2830365510777882,1.4244604316546765,90.15480987809872,91.9484048276826,,,,,,72,94,3,8.0,,21,3,122
Wilbur Cooper,1002602,112649.0,PIT,3.921259880065918,,2.63,3.282878163311437,,3.8180141902402864,,,,0.05590622,0.03606853,0.01983769,268.2,38,35,,,,,0.4354838379902926,0.2861476238624874,0.69702602,,1,0.2781954887218045,1.2506202526900714,83.08963687317471,91.69910769940468,,,,,,62,40,5,13.0,,25,4,98
Joe Shaute,1011813,122070.0,CLE,3.901134490966797,,5.74,3.752650176678445,,3.978427747450111,,,,0.05537459,0.06758958,-0.01221498,283.0,46,34,,,,,0.254416961130742,0.29068673565381,0.67882472,,2,0.2783143107989464,1.413427561837456,87.80083126512093,92.55224348732872,,,,,,68,83,6,8.0,,21,2,118
Carl Mays,1008313,118494.0,CIN,3.7276883125305176,,3.15,3.146017699115044,,3.29405675398565,,,,0.06702128,0.03829787,0.0287234,226.0,37,27,,,,,0.1194690265486725,0.2817745803357314,0.66106647,,0,0.2644444444444444,1.2123893805309736,85.37085059752012,84.09718505692557,,,,,,63,36,4,3.0,,15,2,79
Burleigh Grimes,1005061,115162.0,BRO,3.6701154708862305,,2.2,3.824034084334208,,3.843317979295007,,,,0.10037175,0.06765799,0.03271376,310.2,38,36,,,,,0.4345493277652509,0.3060109289617486,0.67213115,,1,0.28125,1.4227466879425252,101.70746789495242,97.03462443964744,,,,,,135,91,6,15.0,,30,1,132
Fred Heimach,1005591,115707.0,PHA,3.6116676330566406,,1.17,4.7272727272727275,,3.642988549820101,,,,0.06718925,0.06718925,0.0,198.0,40,26,,,,,0.0909090909090909,0.3142112125162972,0.60815253,,0,0.293124246079614,1.5303030303030305,107.90511107781052,82.63700254896266,,,,,,60,60,4,2.0,,10,0,104
Hal Carlson,1001961,112005.0,PHI,3.5865492820739746,,1.22,4.8608829473022706,,3.928726316104001,,,,0.07374302,0.06145251,0.0122905,203.2,38,24,,,,,0.3977086047792766,0.3385826771653543,0.64980794,,2,0.3189964157706093,1.581014453567001,111.04459140508077,85.29579444394716,,,,,,66,55,3,9.0,,12,1,110
Eppa Rixey,1011008,121255.0,CIN,3.5665788650512695,,5.06,2.756643768449399,,3.450137002097937,,,,0.05900621,0.04865424,0.01035197,238.1,35,29,,,,,0.1132867302102492,0.2520420070011668,0.6899166,,1,0.2388222464558342,1.1160840828120857,74.80473595971104,88.33260418586627,,,,,,57,47,2,3.0,,15,4,73
Lee Meadows,1008705,118890.0,PIT,3.5093438625335693,,2.46,3.2572679475490576,,3.7323414711645464,,,,0.06496273,0.0543131,0.01064963,229.1,36,30,,,,,0.2747093449740169,0.2855392156862745,0.68723703,,0,0.2714932126696832,1.268895545832364,82.44144238587357,89.530731425958,,,,,,61,51,4,7.0,,15,3,83
Stan Coveleski,1002682,112743.0,CLE,3.48514175415039,,2.37,4.044383400813803,,3.9510904914519474,,,,0.0538533,0.06778087,-0.01392758,240.1,37,33,,,,,0.224687966711878,0.2991452991452991,0.62887761,,0,0.286,1.4937588898067444,94.62651934708605,91.91263316178788,,,,,,58,73,4,6.0,,18,2,108
Dolf Luque,1007843,118012.0,CIN,3.4211909770965576,,2.6,3.15957498097115,,3.4124767877657387,,,,0.09307359,0.05735931,0.03571429,219.1,31,28,,,,,0.2051672065565682,0.2879177377892031,0.66787004,,0,0.2635212888377445,1.285714494421161,85.73874321432635,87.31065045301567,,,,,,86,53,2,5.0,,13,2,77
Rip Collins,1002463,112507.0,DET,3.3631107807159424,,3.44,3.2083333333333335,,3.745261277092828,,,,0.08398656,0.07054871,0.01343785,216.0,34,30,,,,,0.25,0.2590604026845637,0.64829193,,0,0.2409200968523002,1.212962962962963,76.74591424398429,89.04666260990389,,,,,,75,63,4,6.0,,11,1,77
Johnny Morrison,1009217,119409.0,PIT,3.3140530586242676,,1.2,3.748947544977842,,3.7875901512080152,,,,0.08664628,0.07441386,0.01223242,237.2,41,25,,,,,0.2650770991398474,0.2536945812807882,0.62812277,,2,0.2356194690265486,1.2033658786348629,94.88585158292328,90.92907535898522,,,,,,85,73,4,7.0,,10,0,99
Bullet Rogan,1016287,,KCM,3.2153100967407227,,0.0,3.137142857142857,,3.2051819120134626,,,,0.13648649,0.07702703,0.05945946,175.0,23,22,,,,,0.1028571428571428,0.2660869565217391,0.6162465,,0,0.2286135693215339,1.2114285714285715,72.95482531260934,84.89665509103357,,,,,,101,57,5,2.0,,17,1,61
Jesse Barnes,1000566,110581.0,BSN,3.179417133331299,,5.47,3.227895146930156,,3.715909497386096,,,,0.04418395,0.0477908,-0.00360685,267.2,37,32,,,,,0.2353673544636572,0.285,0.68615752,,0,0.2765151515151515,1.2889164649200275,87.79594282428404,95.76635442372036,,,,,,49,53,0,7.0,,21,4,96
Juan Padrón,1016079,,CAG,3.032937526702881,,0.0,2.1702127659574466,,2.8714433101897545,,,,0.12456747,0.05017301,0.07439446,141.0,26,18,,,,,0.0,0.2653927813163482,0.6875,,2,0.2302025782688766,1.0921985815602837,50.468690920826134,77.13550346203259,,,,,,72,29,6,0.0,,7,3,34
