Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Lefty Gomez,1004821,114917.0,NYY,5.021334171295166,,4.55,3.3514644351464433,,3.605798137936133,,,,0.12475822,0.09574468,0.02901354,239.0,32,32,,,,,0.2635983263598326,0.2907268170426065,0.69562576,,0,0.2558886509635974,1.4142259414225942,73.21597688935458,80.2179715690468,,,,,,129,99,1,7,,20,4,89
Paul Derringer,1003224,113285.0,CIN,4.994756698608398,,5.45,2.9315960912052117,,3.5151108278902035,,,,0.10451306,0.03879652,0.06571655,307.0,41,37,,,,,0.5863192182410424,0.2777777777777778,0.75595238,,3,0.2594728171334431,1.1856677524429968,79.88127445688862,87.23665602757744,,,,,,132,49,0,20,,26,4,100
Bobo Newsom,1009546,119749.0,SLB,4.739876747131348,,4.83,5.077856107252032,,4.653963846048843,,,,0.15322034,0.13016949,0.02305085,329.2,44,40,,,,,0.8190090495567792,0.2974559686888454,0.66666667,,1,0.2613458528951486,1.5955509632106144,101.44287360732032,94.29673460623404,,,,,,226,192,5,30,,31,0,186
Mel Harder,1005339,115451.0,CLE,4.516669273376465,,5.24,3.825,,3.903479448954264,,,,0.0994152,0.06042885,0.03898636,240.0,38,29,,,,,0.6,0.2865636147443519,0.69297082,,4,0.2679874869655891,1.3291666666666666,80.69629026359453,83.74824186073675,,,,,,102,62,5,16,,15,2,102
Red Ruffing,1011296,121547.0,NYY,4.497923374176025,,5.28,3.3113212313844547,,3.857938235617135,,,,0.12176414,0.07861937,0.04314477,247.1,31,31,,,,,0.5822103263972668,0.2811735941320293,0.73298429,,0,0.2559833506763788,1.326145743460441,72.339009839345,85.7262154791109,,,,,,127,82,0,16,,22,3,91
Bill Lee,1007447,117616.0,CHC,4.3319807052612305,,7.98,2.6597938144329896,,3.805326527992065,,,,0.10134003,0.06197655,0.03936348,291.0,44,37,,,,,0.5567010309278351,0.2686414708886619,0.78963231,,2,0.2513416815742397,1.2199312714776631,69.55316427996675,91.30867957469988,,,,,,121,74,2,18,,19,9,86
Bob Feller,1003975,114055.0,CLE,4.324789047241211,,5.11,4.084033314202147,,4.2521938466116875,,,,0.19230769,0.16666667,0.02564103,277.2,39,36,,,,,0.4213685165446659,0.2717948717948718,0.72072072,,1,0.217812197483059,1.5594236552464988,86.16113405726703,91.1050936914447,,,,,,240,208,7,13,,20,2,126
Lefty Grove,1005099,115201.0,BOS,4.277576923370361,,5.11,3.079429065339084,,3.446461372063472,,,,0.14022663,0.07365439,0.06657224,163.2,24,21,,,,,0.4399184379055834,0.2948717948717949,0.74478178,,1,0.2588055130168453,1.3503052052379714,62.370140822051624,71.14439502424764,,,,,,99,52,1,8,,12,1,56
Clay Bryant,1001603,111641.0,CHC,4.093777179718018,,5.09,3.096177791585321,,3.73735229152878,,,,0.11780105,0.10907504,0.008726,270.1,44,30,,,,,0.1997534059087304,0.2605233219567691,0.72603517,,2,0.230392156862745,1.331689372724869,80.96453244216082,89.53116463730836,,,,,,135,125,1,6,,17,3,93
Thornton Lee,1007468,117615.0,CHW,4.029268741607666,,5.47,3.485054853592416,,4.2436064338695605,,,,0.0716946,0.08752328,-0.01582868,245.1,33,30,,,,,0.4402174551906209,0.2702702702702703,0.68031306,,1,0.2579324462640737,1.4103262916292116,72.42952864507924,89.5698986350162,,,,,,77,94,3,12,,18,1,95
Bill McGee,1008507,118693.0,STL,3.9936139583587646,,3.56,3.2083333333333335,,3.424312782287598,,,,0.11158798,0.08369099,0.027897,216.0,47,25,,,,,0.1666666666666666,0.2845637583892617,0.67380788,,5,0.2532239155920281,1.3611111111111112,82.94709257525192,80.4238528141459,,,,,,104,78,1,4,,10,1,77
Dutch Leonard,1007533,117689.0,WAS,3.8662753105163574,,3.35,3.425373680402062,,3.8866263486081016,,,,0.07241747,0.05644302,0.01597444,223.1,33,31,,,,,0.4432836527579138,0.2625,0.64759036,,0,0.2514220705346985,1.2268658672289736,75.40090189941662,87.01105635483377,,,,,,68,53,7,11,,15,3,85
Bob Weiland,1013735,124042.0,STL,3.6507158279418945,,2.22,3.586861873165228,,3.7544223812858903,,,,0.11818182,0.06767677,0.05050505,228.1,35,29,,,,,0.5518249035638813,0.2969543147208122,0.67134269,,1,0.2698585418933623,1.379562258909703,92.7334328877125,88.95838729770662,,,,,,117,67,4,14,,11,1,91
Luke Hamlin,1005280,115388.0,BRO,3.5786828994750977,,3.85,3.678371338332087,,3.845661216359493,,,,0.09729188,0.06519559,0.03209629,237.1,44,30,,,,,0.5308989560479301,0.2796092796092796,0.68526171,,6,0.2612903225806451,1.2977530036727185,94.04227971184471,90.3022738477891,,,,,,97,65,2,14,,10,3,97
Russ Bauers,1000681,110700.0,PIT,3.4982199668884277,,3.05,3.074074074074074,,3.75713171232875,,,,0.11607143,0.09821429,0.01785714,243.0,40,34,,,,,0.2592592592592592,0.2567394094993581,0.69490404,,3,0.2292358803986711,1.2592592592592593,82.05729114334129,91.91997435322192,,,,,,117,99,6,7,,12,2,83
Ted Lyons,1007887,118055.0,CHW,3.402097225189209,,4.63,3.6986294605201246,,4.1640386058054695,,,,0.06264501,0.06032483,0.00232019,194.2,23,23,,,,,0.6010272873345203,0.3028263795423957,0.72479765,,0,0.2938271604938272,1.4897257549317169,76.86822724816906,87.91624882917331,,,,,,54,52,0,13,,17,1,80
George Caster,1002055,112103.0,PHA,3.399984836578369,,4.97,4.350711215102297,,4.687938493204395,,,,0.0896,0.0936,-0.004,281.1,42,40,,,,,0.7997630910114517,0.2870090634441087,0.69367089,,1,0.2743362831858407,1.517772621608399,90.31359544167502,98.68772596274763,,,,,,112,117,3,25,,20,2,136
Johnny Allen,1000150,110152.0,CLE,3.286548852920532,,2.68,4.185,,4.164312782287598,,,,0.13099415,0.09473684,0.03625731,200.0,30,27,,,,,0.675,0.2701863354037267,0.65873016,,0,0.245136186770428,1.35,88.29123522957988,89.25106078285118,,,,,,112,81,3,15,,13,0,93
