Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,Pace,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,TZ
Reggie Abercrombie,FLA,35,80,2,16,5,7,0.025,0.275,0.118421052,0.25,0.197368421,0.2375,0.315789473,0.2452919542789459,,40.327245004106885,1.7217918946407735,-4.476210070381276,2.1342795118689537,0.0292403074402896,Reggie Abercrombie,2187,430631,76,15,10,3,0,2,0,22,2,0,0,1,1,0.09090909,0.553289473,7.141791045298229,0.6000000089406967,0.2000000029802322,,0.9217918827198446,4.134406582379379,-5.757070048785172,-0.7523899674415588,-1.5222139358520508,0.7698239684104919,-7.049600124359131,-0.7048749327659607,0.9115617275238036,0.3918888866901397,9,-0.5316303372383118,-0.2937553110659184,0.26666667,0.63636364,0.48648649,0.75,0.85714286,0.16666667000000002,0.59459459,,144.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.2639160454273224,0.0,1.734029896557331,0.027736580930650196,2.025683969259262,80.28834581375122,0.0,,,CF,2007,24,5,,,,,,,,
Jerome Williams,WSN,6,9,0,0,0,0,0.0,0.444444444,0.0,0.333333333,0.142857142,0.25,0.142857142,0.2046221867203712,,17.24954172351792,-0.006453005131334,-0.9733908328205968,0.9695345163345336,0.0286168023626297,Jerome Williams,1137,425532,7,1,1,0,0,0,0,4,1,0,1,0,0,0.0,0.392857142,0.14285714,,,,-0.006453005131334,0.1579787556103739,-0.954812365395638,-0.1197960004210472,-0.2091239988803863,0.0893279984593391,-1.5929999351501465,-0.1574628055095672,1.2213555574417114,,0,-0.1049464270472526,0.0068619669642481,0.5,0.83333333,0.75,0.0,0.2,0.83333333,0.75,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Nick Gorneault,LAA,2,5,0,1,0,0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.1422467589378357,,-27.272323414785085,-0.003226502565667,-0.801296175495698,0.907773494720459,0.027266638562903,Nick Gorneault,3528,430951,4,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.2,2.64285714,0.0,0.0,,-0.003226502565667,-0.1739369205115129,-0.7921542099592973,-0.0554240122437477,-0.0832320004701614,0.0278079994022846,-0.675000011920929,-0.0650288984179496,0.7672802209854126,,0,-0.0611553080379962,-0.0110790735189361,,,,,,,,,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8818569779396057,0.0,0.3731949925422668,-0.270118311047554,0.9849339798092842,51.82362403720617,0.0,,,LF,2007,0,0,,,,,,,,
Robert Andino,FLA,7,13,0,0,0,0,0.0,0.153846153,0.076923077,0.454545454,0.384615384,0.384615384,0.461538461,0.3720976939568153,,122.28277533793042,-0.0129060102626681,0.3631896026811818,-0.5132133513689041,0.0272427016149337,Robert Andino,4900,435180,13,5,4,1,0,0,0,2,0,0,0,0,0,0.0,0.846153845,0.14285714,0.0,0.0,,-0.0129060102626681,2.055112001896582,0.4477470493323425,-0.0136240199208259,-0.1757639497518539,0.1621399521827697,-0.5950000286102295,-0.0626481026411056,0.9122169017791748,0.8137500286102295,4,-0.034367099404335,0.0194320330903324,0.4,0.66666667,0.5,0.5,1.0,0.25,0.375,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.1460870057344436,-0.8826860189437866,0.1205051597207784,-0.6160939782857895,-46.20704837143421,0.0,,,SS,2007,6,1,,,,,,,,
Tim Stauffer,SDP,2,5,0,1,2,0,0.0,0.4,0.0,0.5,0.25,0.25,0.25,0.2239876687526703,,34.614312900781364,-0.003226502565667,-0.4276880272945461,0.5386303067207336,0.026930604008097,Tim Stauffer,6432,431162,4,1,1,0,0,0,0,2,0,0,1,0,0,0.0,0.5,2.64285714,,,,-0.003226502565667,0.1690159628352078,-0.4492013266125765,0.0391499996185302,-0.0594820007681846,0.0986320003867149,0.0110000371932983,0.0065887048840522,0.8457197546958923,,0,-0.017545698210597,0.0638376281331846,0.25,0.77777778,0.61538462,0.0,0.57142857,0.5,0.69230769,,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Marcus Giles,SDP,116,476,4,52,39,10,0.092436974,0.172268907,0.088095238,0.272997032,0.228571428,0.304255319,0.316666666,0.2824964752856721,,72.4290070998966,4.723388018319383,-12.315646892940435,-3.137871265411377,0.025785290317379,Marcus Giles,89,279578,420,96,70,19,3,44,0,82,3,3,6,10,3,0.536585365,0.620921985,5.373248681523733,5.0000001192092896,-0.6000000238418579,,0.3233879229519516,39.460021904841255,-19.39426405058782,-0.3578916192054748,-7.748707771301269,7.390815734863281,-8.352499961853027,-0.8856809139251709,0.9500484466552734,0.9677000045776368,4,-1.0287641286849976,0.6520553192916843,0.26204239,0.67549669,0.48441674,0.59558824,0.85539216,0.20955882000000003,0.53784506,,947.2,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,-0.2116139978170395,-6.408080101013184,1.8568820357322693,-4.762813910841942,-5.54542497530813,0.0,,,2B,2007,133,26,,,,,,,,
Orlando Hernandez,NYM,28,54,0,1,3,2,0.0,0.333333333,0.041666667,0.266666666,0.166666666,0.166666666,0.208333333,0.1642216394344965,,-10.16580002438936,0.3806409905664623,-7.343073046544102,5.817207336425781,0.0250968238623697,Orlando Hernandez,823,133340,48,8,6,2,0,0,0,18,0,0,6,0,0,0.0,0.374999999,4.533804599686991,,,,0.3806409905664623,-0.8827803118727185,-7.55952703790879,-0.8009440898895264,-1.1642601490020752,0.363315999507904,-7.5370001792907715,-0.7500973343849182,0.9963470101356506,,0,-0.7908467650413513,-0.0130338927432085,0.375,0.65,0.57142857,0.66666667,0.84615385,0.1875,0.71428571,,147.2,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,10,2,,,,,,,,
Josh Beckett,BOS,30,11,0,1,1,0,0.0,0.09090909,0.090909091,0.2,0.181818181,0.181818181,0.272727272,0.1954016360369595,,4.811411516554701,-0.003226502565667,-1.3163766989847645,1.184986591339111,0.0243152654270397,Josh Beckett,510,277417,11,2,1,1,0,0,0,1,0,0,0,0,0,0.0,0.454545453,2.64285714,,,,-0.003226502565667,0.1079763331552969,-1.2521017036298288,-0.0858020037412643,-0.1587080061435699,0.0729060024023056,-1.6260000467300415,-0.1639952957630157,0.6059273481369019,,0,-0.1898187696933746,0.04821432816241,0.125,0.28571429,0.22727273,1.0,1.0,0.0,0.63636364,,200.2,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,3,1,,,,,,,,
Kendrys Morales,LAA,43,126,4,12,15,0,0.047619047,0.166666666,0.184873949,0.329787234,0.294117647,0.333333333,0.478991596,0.346237517652973,,109.2169900169616,-3.416926264297217,-1.960473201494004,-2.1628814339637756,0.023078716720454,Kendrys Morales,8610,434778,119,35,21,10,0,6,2,21,1,0,0,5,1,0.285714285,0.812324929,1.4136730986916075,-2.4000000953674316,-0.5,,-0.5169261689297855,17.18459842374987,1.605522729665701,0.3206899166107178,-2.193959951400757,2.5146498680114746,0.2540001571178436,0.047728918492794,0.9325937032699584,1.3285428285598757,7,-0.2107146233320236,0.554583465129133,0.35643564,0.63783784,0.49095607,0.58333333,0.86440678,0.24210526,0.47803618,,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841763988137245,-0.1272729933261871,0.298394212499261,0.3218757407739758,0.5771734192967415,65.88900148191236,0.0,,,1B,2007,57,14,,,,,,,,
Oscar Villarreal,ATL,51,5,0,0,0,0,0.0,0.2,0.0,0.333333333,0.25,0.25,0.25,0.2239876687526703,,26.93202918443986,-0.003226502565667,-0.4775587865432796,0.5386303067207336,0.02206528358791,Oscar Villarreal,1654,425629,4,1,1,0,0,0,0,1,0,0,1,0,0,0.0,0.5,0.14285714,,,,-0.003226502565667,0.1690159628352078,-0.4492013266125765,-0.0541119985282421,-0.1021320223808288,0.0480200015008449,-0.962000012397766,-0.0940719991922378,1.2293599843978882,,0,-0.0868716016411781,0.0428552035031299,0.0,0.42857143,0.375,,1.0,0.0,0.875,,76.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Jonathan Sánchez,SFG,33,7,0,0,1,0,0.0,0.428571428,0.166666667,0.333333333,0.166666666,0.166666666,0.333333333,0.2089112202326456,,16.023060564370645,0.0,-0.7632094097466952,0.7540823817253113,0.02165970609558,Jonathan Sanchez,7507,456043,6,1,0,1,0,0,0,3,0,0,1,0,0,0.0,0.499999999,0.14285714,,,,0.0,0.1480655151276106,-0.7174386900992876,-0.1185400187969207,-0.1418599933385849,0.0233200006186962,-0.4559999704360962,-0.0477540045976638,0.7551500201225281,,0,-0.0689129009842872,-0.088062555068388,0.28571429,0.125,0.2,0.5,1.0,0.33333333,0.53333333,,52.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,2,1,,,,,,,,
Félix Hernández,SEA,30,4,0,0,1,0,0.0,0.75,0.0,1.0,0.25,0.25,0.25,0.2239876687526703,,29.76760275372551,-0.003226502565667,-0.3555440829826203,0.4309042394161224,0.0208551198549525,Felix Hernandez,4772,433587,4,1,1,0,0,0,0,3,0,0,0,0,0,0.0,0.5,0.14285714,,,,-0.003226502565667,0.1352127702681663,-0.3593610612900612,-0.0050739981234073,-0.0667919963598251,0.0617179982364177,0.1279999911785125,0.0195038989186286,1.1384999752044678,,0,-0.0436353497207164,0.0391786099456487,0.6,0.57142857,0.58333333,1.0,0.75,0.14285714000000005,0.58333333,,190.1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Lenny DiNardo,OAK,35,4,0,0,0,0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.2239876687526703,,29.551525760426976,-0.003226502565667,-0.3566280232501832,0.4309042394161224,0.0207493721824189,Lenny DiNardo,1894,430837,4,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.5,0.14285714,,,,-0.003226502565667,0.1352127702681663,-0.3593610612900612,-0.0333199985325336,-0.0663200989365577,0.032999999821186,-0.3050000071525574,-0.0314301401376724,0.8759499788284302,,0,-0.0380380004644393,-6.996187533053755e-07,,,,,,,,,131.1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Elizardo Ramirez,CIN,4,5,0,2,0,1,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.1791901350021362,,-6.309886665384955,0.1967735004145652,-0.4933539355680241,0.5386303067207336,0.020524331289456,Elizardo Ramirez,1946,430579,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.4,7.5,,,,0.1967735004145652,-0.0189369655255122,-0.6371542549732967,-0.1743199974298477,-0.2034199982881546,0.0290999989956617,-1.7200000286102295,-0.166322112083435,1.3811999559402466,,0,-0.0880468040704727,-0.0381622916365858,0.33333333,0.75,0.57142857,1.0,1.0,0.0,0.57142857,,16.1,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Jered Weaver,LAA,28,4,0,0,0,0,0.0,0.25,0.0,0.333333333,0.25,0.25,0.25,0.2239876687526703,,27.42015741221621,-0.003226502565667,-0.3673199342323152,0.4309042394161224,0.019706284537157,Jered Weaver,4235,450308,4,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.5,0.14285714,,,,-0.003226502565667,0.1352127702681663,-0.3593610612900612,-0.1066319942474365,-0.1345199942588806,0.027888000011444,-1.065000057220459,-0.1084132045507431,1.4021999835968018,,0,-0.0420881994068622,-0.0339580104739233,0.5,1.0,0.83333333,1.0,0.5,0.4,0.66666667,,161.0,0.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Luis Figueroa,SFG,6,5,0,1,0,0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.1791901350021362,,-3.185906698081091,0.4967734974343329,-0.1730741287156834,0.2098520272411406,0.019695232373846,Luis Figueroa,776,292294,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.4,2.64285714,0.3999999985098839,0.1000000014901161,,-0.003226502565667,-0.0189369655255122,-0.6371542549732967,-0.1851000189781189,-0.1883199959993362,0.003220000071451,-0.7480000257492065,-0.0743698999285698,1.5891199111938477,1.5891199111938477,5,-0.0639013051986694,-0.0525782742680934,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1702399998903274,0.034468344412744,0.20470799505710602,0.0,0.0,,,SS,2007,1,0,,,,,,,,
Mike Mussina,NYY,28,3,0,0,0,0,0.333333333,0.0,0.0,0.0,0.0,0.333333333,0.0,0.2370779315630594,,35.98838205434315,-0.003226502565667,-0.2440599986170696,0.3231781721115112,0.0178459741457027,Mike Mussina,837,119608,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.333333333,0.14285714,,,,-0.003226502565667,0.1343625510758442,-0.2365678225928264,-0.0203999988734722,-0.0480999983847141,0.0276999995112419,-0.2170000076293945,-0.0166186988353729,0.8282666802406311,,0,-0.0128169022500514,-0.0118128448593523,,,,,,,,,152.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,0,0,,,,,,,,
Kelvin Jimenez,STL,34,3,0,0,0,0,0.333333333,0.666666666,0.0,0.0,0.0,0.333333333,0.0,0.2370779315630594,,37.057336097500034,-0.003226502565667,-0.2483878546213077,0.3231781721115112,0.0169607768254042,Kelvin Jimenez,2902,459376,2,0,0,0,0,1,0,2,0,0,0,0,0,0.5,0.333333333,0.14285714,,,,-0.003226502565667,0.1343625510758442,-0.2365678225928264,-0.0072279996238648,-0.0080519961193203,0.0008239580201916,-0.1340000033378601,-0.0136088309809565,0.1121333315968513,,0,0.0040627010166645,-0.0685216760683595,0.33333333,0.5,0.41666667,0.0,0.66666667,0.6,0.5,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,0,0,,,,,,,,
Wade Miller,CHC,3,4,0,0,0,0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.2239876687526703,,22.33283231026765,-0.003226502565667,-0.4065774606300202,0.4309042394161224,0.0152590722526425,Wade Miller,568,150063,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.14285714,,,,-0.003226502565667,0.1352127702681663,-0.3593610612900612,-0.0442079976201057,-0.0698400288820266,0.0256319995969533,-0.6299999952316284,-0.0593391992151737,0.7775000333786011,,0,-0.046645950525999,-0.0102132079591798,,,,,,,,,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Ramon Pena,ARI,75,4,0,1,1,0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.2239876687526703,,20.75708694899187,-0.003226502565667,-0.4147608207298127,0.4309042394161224,0.0144607152675266,Ramon Pena,4573,430963,4,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.5,2.64285714,,,,-0.003226502565667,0.1352127702681663,-0.3593610612900612,-0.0036700200289487,-0.0059340000152587,0.0022640000097453,-0.157999962568283,-0.0188351012766361,0.0666500031948089,,0,-0.0484395027160644,-0.0066245610953326,1.0,0.0,0.5,0.5,,0.5,0.5,,85.1,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2007,1,0,,,,,,,,
Victor Diaz,TEX,37,108,9,13,25,0,0.009259259,0.305555555,0.298076923,0.253968253,0.240384615,0.259259259,0.538461538,0.3329049409539611,,96.85476915681404,-0.8483975504059345,-1.274400996496997,-2.3155903816223145,0.0143489730857775,Victor Diaz,3424,429806,104,25,12,4,0,1,0,33,2,1,0,4,0,0.03030303,0.797720797,0.98844537125,0.199999988079071,-1.0,,-0.0483975384850055,13.52138901759302,0.167895565520876,-0.4686679542064667,-2.213965892791748,1.7452980279922483,-0.6549999713897705,-0.0124643007293343,0.9431669116020204,0.809181809425354,11,-0.1381443738937378,-0.3587644430307328,0.40909091,0.69158879,0.56410256,0.41666667,0.7972973,0.32727273,0.54871795,,171.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.308450996875763,0.0,-1.616098016500473,-0.5847594286315144,-0.8924100697040558,58.07303028558594,0.0,,,RF,2007,56,13,,,,,,,,
Paul Hoover,FLA,3,8,0,1,0,0,0.0,0.25,0.0,0.5,0.375,0.375,0.375,0.3359815031290054,,98.94060186494758,-0.2096795106772333,-0.2206831114381627,0.0833166503580287,0.0123702957669332,Paul Hoover,1212,150137,8,3,3,0,0,0,0,2,0,0,0,0,0,0.0,0.75,1.60119047125,-0.2000000029802322,0.0,,-0.0096795076970011,1.0222372539792135,0.0330895908627583,-0.0787680000066757,-0.1313759535551071,0.0526079982519149,-1.2580000162124634,-0.1208234056830406,0.7404249906539917,,0,-0.0290984399616718,-0.0772837067796242,,1.0,1.0,,1.0,0.0,1.0,,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002035899960901,0.0006438704258471,0.0004402810009196,0.0,0.0,,,C,2007,3,0,,,,,,,,
Tony Clark,ARI,113,245,17,31,51,0,0.085714285,0.240816326,0.262443439,0.256756756,0.248868778,0.310204081,0.511312217,0.34423997185447,,98.47708053609348,-2.0613251044414937,-2.5457524550128645,-5.42160964012146,0.0119698827324652,Tony Clark,182,112316,221,55,32,5,1,21,3,59,0,3,0,8,0,0.355932203,0.821516298,2.00090798375,-1.399999976158142,-0.5,,-0.1613251282833516,33.00383181590774,2.711184632966303,-0.0201922431588172,-5.20890998840332,5.188717842102051,2.5889999866485596,0.2074737697839737,1.0643699169158936,1.5888389348983765,36,0.4039613306522369,-0.4229324071904823,0.35344828,0.63157895,0.47867299,0.58536585,0.84166667,0.26237624000000004,0.45023697,,452.2,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,-1.0,0.0,-0.5354700088500977,-1.961069941520691,0.9558279663324356,-1.540719985961914,-4.030230906394778,0.0,,,1B,2007,113,23,,,,,,,,
