Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,Pace,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,TZ
Vladimir Guerrero,LAA,150,660,27,89,125,2,0.107575757,0.093939393,0.222996516,0.32382892,0.324041811,0.403030303,0.547038327,0.3962998243072365,,142.713457734854,-7.231483937939629,28.123080915609236,-18.386164665222168,3.177929575673698,Vladimir Guerrero,778,115223,574,186,113,45,1,71,28,62,9,6,0,19,3,1.14516129,0.95006863,1.985129344539313,-5.099999725818634,-0.699999988079071,,-1.431484224041924,117.74008817279324,36.135405965685706,6.117053508758545,-9.487801551818848,15.60485553741455,55.4379997253418,5.398830890655518,0.983113706111908,,0,3.6690831184387207,2.5530389725559504,0.42034314,0.74521073,0.5470852,0.72011662,0.86118252,0.20491802999999997,0.39013453,,930.2,0.0,0.0,0.0,0.0,1.0,-1.0,-3.0,0.0,-3.0,-0.6682720184326172,0.0,-6.059279918670654,-2.442218005657196,-9.169772148132324,-12.605488083579324,0.0,,,RF,2007,314,73,,,,,,,,
Rickie Weeks Jr.,MIL,118,506,16,87,36,25,0.154150197,0.229249011,0.19804401,0.286738351,0.234718826,0.373757455,0.432762836,0.3565169614721015,,113.01310117700623,7.2822156539186835,15.831247933361622,-0.6816803216934204,3.1080222568551137,Rickie Weeks Jr.,1849,430001,409,96,53,21,6,78,5,116,14,2,3,3,2,0.672413793,0.806520291,8.238403680922307,2.4000000953674316,1.2000000476837158,,3.682215510867536,73.3757718588821,10.812182166766318,0.2207916975021362,-7.97470760345459,8.195500373840332,2.311000108718872,0.2044569849967956,0.9369049072265624,1.5428000688552856,4,1.6036289930343628,-1.367968259699401,0.16059957,0.51612903,0.34371755,0.62666667,0.8359375,0.21148036000000003,0.51505711,,984.0,0.0,0.0,0.0,1.0,0.0,2.0,-13.0,0.0,-10.0,0.0,0.0497374013066291,0.7160720229148865,-3.134723961353302,-2.3689225241541862,-3.41601870686951,0.0,,,2B,2007,177,43,,,,,,,,
Ryan Howard,PHI,144,648,47,94,136,1,0.165123456,0.307098765,0.315689981,0.327586206,0.268431001,0.391975308,0.584120982,0.3968996487278339,,135.36731047916524,-5.871069753076881,23.884116594297744,-13.768561601638794,3.0743565504268817,Ryan Howard,2154,429667,529,142,69,26,0,107,35,199,5,7,0,13,0,0.537688442,0.97609629,1.5750499861201042,-6.900000333786011,1.2999999523162842,,-0.2710693716071546,115.92551436842412,35.80455365599126,3.2844555377960205,-10.97667407989502,14.261130332946776,39.03099822998047,3.9891836643218994,1.026641607284546,3.553200006484986,4,3.0357675552368164,0.1634555373118713,0.31485149,0.65555556,0.4566474,0.45283019,0.81779661,0.32911391999999995,0.41618497,,1241.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.0,-4.0,0.0,0.3802179992198944,-0.955709993839264,-2.4454721957445145,-3.020962029695511,-2.9121230844851143,0.0,,,1B,2007,309,73,,,,,,,,
Akinori Iwamura,TBD,123,559,7,82,34,12,0.103756708,0.203935599,0.126272913,0.354666666,0.285132382,0.358558558,0.411405295,0.3413530352953318,,106.67863987729108,3.316236400278285,7.9982930610026814,3.976888656616211,3.05533855074109,Akinori Iwamura,7781,493127,491,140,102,21,10,58,0,114,1,5,4,2,8,0.508771929,0.769963853,6.381108094373484,3.0000001192092896,1.899999976158142,,-1.5837636950891465,73.94844770706963,4.831754746807332,-0.3963866233825683,-8.914826393127441,8.518440246582031,-0.8637998700141907,-0.0957303270697593,0.9186490178108216,0.5964000225067139,1,0.2162360101938247,-0.6477246589567376,0.23809524,0.64238411,0.46716698,0.54545455,0.77835052,0.27309237,0.56660413,,1051.1,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,-0.4212490022182464,-1.3099570125341415,4.013432891573757,2.2822219282388687,-28.740133699916658,0.0,,,3B,2007,202,38,,,,,,,,
Gary Sheffield,DET,133,593,25,107,75,22,0.141652613,0.119730185,0.196356275,0.262376237,0.265182186,0.377740303,0.461538461,0.3684896423328548,,122.82851530627292,4.966950293630362,21.94427252095525,-11.902323603630066,2.9815113708145766,Gary Sheffield,114,122111,494,131,85,20,1,84,2,71,9,6,0,10,5,1.183098591,0.839278764,5.680045954921972,1.1000001430511477,2.200000047683716,,1.6669501028954985,91.94936076458876,18.628790236081525,0.8864462375640869,-9.383585929870604,10.270031929016112,18.982999801635746,1.854863524436951,0.9526762962341307,2.033599853515625,2,1.7747126817703247,-0.8442326844531323,0.24740125,0.54,0.39653415,0.68907563,0.88518519,0.17480720000000005,0.509684,,106.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-0.5131809711456298,0.0,1.862544983625412,0.1485231965780257,1.4978819787502289,42.64636442065239,0.0,,,LF,2007,228,46,,,,,,,,
Freddy Sanchez,PIT,147,653,11,77,81,0,0.049004594,0.116385911,0.137873755,0.328244274,0.30398671,0.342549923,0.441860465,0.340671286928268,,102.41349889565151,0.9378165723755956,2.9840063906924224,5.60436749458313,2.9414741641237705,Freddy Sanchez,1624,408108,602,183,126,42,4,32,2,76,8,9,2,13,1,0.421052631,0.784410388,2.6811863995000165,1.600000083446503,0.3000000119209289,,-0.962183522991836,86.00986653917445,5.270688537293801,-0.5433900952339172,-11.3441801071167,10.800789833068848,17.580799102783203,1.6882025003433228,0.976557195186615,,0,0.2808782458305359,-0.8373127259738912,0.34256055,0.67118644,0.50856164,0.68686869,0.89393939,0.17508418000000003,0.50513699,,1273.2,0.0,0.0,0.0,3.0,0.0,2.0,-4.0,0.0,1.0,0.0,1.5652999877929688,0.4907209873199463,1.4690042398869991,3.525030016899109,3.5688382553195153,0.0,,,2B,2007,266,57,,,,,,,,
Hideki Matsui,NYY,143,634,25,100,103,4,0.115141955,0.115141955,0.202925045,0.28540305,0.285191956,0.366508688,0.488117001,0.3689451518036106,,124.22015523932204,6.27574048214592,25.53337815210932,-17.56160068511963,2.9179550583432503,Hideki Matsui,1659,425686,547,156,99,28,4,73,2,73,3,10,0,9,2,1.0,0.854625689,4.265875211951208,4.199999570846558,2.700000047683716,,-0.624259136384353,98.5490689628549,20.159116660875835,1.4609379768371582,-9.937100410461426,11.398037910461426,23.588998794555664,2.309767007827759,0.9449936151504515,,0,2.4576430320739746,-0.911666473698431,0.18042813,0.57258065,0.38912732,0.69491525,0.88732394,0.15441176,0.53218884,,980.0,0.0,0.0,0.0,0.0,5.0,-1.0,-5.0,0.0,-1.0,3.5933399200439453,0.0,-12.708100318908691,0.051130011677742,-9.06365966796875,-11.471245018576802,0.0,,,LF,2007,267,57,,,,,,,,
Adrian Beltré,SEA,149,639,26,87,99,14,0.059467918,0.162754303,0.206722689,0.29424307,0.275630252,0.319248826,0.482352941,0.3433759062780503,,109.64974385807254,-0.7951989562716335,6.937898345372826,0.8535242080688477,2.917238751783603,Adrian Beltre,639,134181,595,164,95,41,2,38,2,104,2,4,0,18,2,0.365384615,0.801601767,5.195451442408277,-2.299999952316284,0.0,,1.504800996044651,85.61607082359232,6.60790123216547,1.882128119468689,-11.008383750915527,12.890511512756348,15.70699977874756,1.5211491584777832,0.966254949569702,,0,1.888515830039978,0.0593428798241715,0.39839265,0.63549416,0.52152318,0.67146974,0.84615385,0.21798942,0.51931567,,1279.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,-0.0554841011762619,-1.8553999662399292,0.7868300676345825,-1.1240641325712204,-1.1736457758683685,0.0,,,3B,2007,287,69,,,,,,,,
Casey Blake,CLE,156,662,18,81,78,4,0.081570996,0.185800604,0.166666666,0.311946902,0.270408163,0.339421613,0.437074829,0.3393916548663423,,106.14551111566723,1.7088947256561369,6.811040102409922,0.0935417413711547,2.908362599933562,Casey Blake,719,232694,588,159,101,36,4,54,2,123,10,5,5,14,5,0.43902439,0.776496442,3.6903919710879594,3.200000137090683,0.4000000059604645,,-1.8911054173950104,86.48446731562612,4.632498192739464,-0.0423058196902275,-11.806296348571776,11.76399040222168,-6.889999866485596,-0.6643704771995544,1.004369854927063,2.2287142276763916,7,0.509078860282898,-0.5512006140200207,0.3032967,0.5755814,0.44799176,0.6884058,0.88552189,0.17701149000000005,0.53141092,,1312.2,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0388224013149738,-0.8570450097322464,-3.18335622549057,2.8336930461227894,-1.1678883451968431,32.93206588887707,0.0,,,3B,2007,257,58,,,,,,,,
Kenny Lofton,- - -,136,559,7,86,38,23,0.10017889,0.091234347,0.118367347,0.315789473,0.295918367,0.367088607,0.414285714,0.3464691188672315,,107.58736951485626,2.3395940037444234,7.658715056400906,2.806687831878662,2.908046673115683,Kenny Lofton,246,117863,490,145,107,25,6,56,1,51,2,5,6,6,7,1.098039215,0.781374321,6.733744913531377,0.1000000685453414,1.2000000029802322,,1.0395939322188497,76.29292496028931,7.176232000027012,0.5268679391592741,-9.084251880645752,9.611119747161863,7.186299800872803,0.7008651494979858,0.9956291815978568,2.5058545632795854,11,0.8866359740495682,-0.3574550813062289,0.17537943,0.58977556,0.41362007,0.77884615,0.93446089,0.09358752000000004,0.57491039,,1077.3,0.0,0.0,0.0,0.0,-1.0,1.0,-5.0,0.0,-5.0,-0.3902689218521118,0.0,3.980660080909729,0.02676542103290558,3.6171611547470093,13.453032539389655,0.0,,,CF,2007,203,38,,,,,,,,
Adrián González,SDP,161,720,30,101,100,0,0.090277777,0.194444444,0.219814241,0.315352697,0.281733746,0.347222222,0.501547987,0.3610466696039031,,123.19660523488092,1.077306488994509,22.76146441898701,-16.734528064727783,2.907420877787379,Adrian Gonzalez,1908,408236,646,182,103,46,3,65,9,140,3,6,0,6,0,0.464285714,0.848770209,2.562788015,-1.2000000476837158,2.799999952316284,,-0.5226934156380594,107.144916139221,18.12162645874006,4.564897537231445,-11.11723518371582,15.682133674621582,37.082000732421875,3.7287611961364746,0.9787760972976683,,0,2.732933282852173,1.930950060677368,0.2920082,0.69444444,0.49647177,0.5754386,0.83571429,0.23959390999999997,0.50806452,,1462.2,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0,-8.0,0.0,0.749530017375946,-5.517270088195801,0.5732529908418655,-4.194489777088165,-3.591908334539864,0.0,,,1B,2007,324,79,,,,,,,,
Adam Dunn,CIN,152,632,40,101,106,9,0.159810126,0.261075949,0.28927203,0.30529595,0.264367816,0.386075949,0.553639846,0.3984664804660357,,135.4101114025963,1.7950998700689524,30.850710366909027,-22.09948492050171,2.8897113531148513,Adam Dunn,319,276055,522,138,69,27,2,101,8,165,5,4,0,12,2,0.612121212,0.939715795,4.508449647688998,0.699999988079071,0.699999988079071,,0.3950998939108103,113.8940859626146,35.75142057641466,2.383657455444336,-10.749361991882324,13.133020401000977,36.69599914550781,3.5280823707580566,1.0407240390777588,1.8432570695877075,7,3.5458314418792725,-1.2554476648728126,0.22267206,0.66046512,0.42640693,0.5,0.82042254,0.26903553,0.46536797,,1189.2,0.0,0.0,0.0,0.0,-4.0,-6.0,-16.0,0.0,-26.0,-6.849380016326904,0.0,-8.488380432128906,-0.3179509788751602,-15.655709743499756,-17.938834636930437,0.0,,,LF,2007,289,69,,,,,,,,
Shane Victorino,PHI,131,510,12,78,46,37,0.072549019,0.121568627,0.14254386,0.302083333,0.280701754,0.346534653,0.423245614,0.3396810498975572,,98.38648749744311,6.429047400131822,5.3606615078424955,6.992987632751465,2.8481422092951925,Shane Victorino,1677,425664,456,128,90,23,3,37,1,62,10,2,5,10,4,0.596774193,0.769780267,7.312239573354755,0.8000000417232513,0.4000000059604645,,5.229047352448106,66.75085375390704,3.692690230233029,1.3223845958709717,-7.956311702728272,9.278696060180664,17.317899703979492,1.702218770980835,0.9538267850875854,1.5888421535491943,19,1.583479404449463,-0.1970803050054865,0.38095238,0.57142857,0.48780488,0.89583333,0.91304348,0.09285714,0.56097561,,934.2,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,15.0,6.7751951813697815,0.0,4.493600010871887,0.4224129002541303,11.691205203533173,-109.34612275310681,0.0,,,RF,2007,193,38,,,,,,,,
Ryan Church,WSN,144,530,15,57,70,3,0.09245283,0.201886792,0.191489362,0.321937321,0.272340425,0.349056603,0.463829787,0.3521304315260607,,112.58526124514454,0.0402924795635044,8.70040905716617,2.927814483642578,2.841799649781352,Ryan Church,2106,425508,470,128,69,43,1,49,4,107,8,3,0,12,2,0.457943925,0.81288639,2.7566177797786713,0.8999999910593033,-0.2000000029802322,,-0.6597075085155666,74.9052042608035,9.374171579338352,0.339527279138565,-9.42762851715088,9.767155647277832,10.297000885009766,1.0454622507095337,1.0523844957351685,1.380186676979065,15,1.183550238609314,-0.860923593581272,0.375,0.64848485,0.49863014,0.53333333,0.80373832,0.30769230999999997,0.45205479,,1045.1,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,10.0,-1.4458535462617874,0.0,7.566670179367065,0.056313008069992065,6.177126571536064,15.59766966693195,0.0,,,LF,2007,218,59,,,,,,,,
Jeff Kent,LAD,136,562,20,78,79,1,0.101423487,0.108540925,0.198380567,0.307875894,0.301619433,0.375444839,0.5,0.3772711597890409,,127.49158551462234,-2.0830866885371506,17.976488739090087,-7.49173378944397,2.8333307687755895,Jeff Kent,1119,116999,494,149,92,36,1,57,4,61,5,6,0,17,3,0.934426229,0.875444839,2.4090903761499236,1.100000023841858,-1.600000023841858,,-1.5830866885371506,91.28380899534191,21.79618566141096,-0.1668365448713302,-10.527027130126951,10.36019229888916,13.94400119781494,1.3396093845367432,1.0631953477859497,3.476900100708008,4,1.4471360445022583,-1.60405597950645,0.20197044,0.68607955,0.46153846,0.59349593,0.90062112,0.16171617000000005,0.53617669,,1084.1,0.0,0.0,0.0,-3.0,0.0,1.0,-10.0,0.0,-12.0,0.0,-0.7899889945983887,-6.502399921417236,-2.0586209893226624,-9.351008892059326,-10.649111319004254,0.0,,,2B,2007,247,57,,,,,,,,
Lance Berkman,HOU,153,668,34,95,102,7,0.140718562,0.187125748,0.231729055,0.299754299,0.278074866,0.386227544,0.509803921,0.3838467479115026,,130.59753328080998,-3.402467360952869,23.13433023274021,-16.364784240722656,2.812353597426806,Lance Berkman,548,204020,561,156,96,24,2,94,11,125,8,5,0,11,3,0.752,0.896031465,3.61497080836821,-3.900000095367432,1.0,,-0.5024672655854374,112.18687624798234,29.593046377758327,3.511535882949829,-10.373780250549316,13.885315895080566,39.04100036621094,3.7987215518951416,1.028141975402832,3.172799825668335,3,3.452390670776367,-0.0369714320335963,0.25185185,0.72349272,0.47404505,0.51470588,0.84482759,0.24793388000000005,0.47110676,,1296.3,0.0,0.0,0.0,0.0,-3.0,-2.0,-7.0,0.0,-11.0,-2.3344900608062744,-0.1680590063333511,-3.6455155529547483,0.2130722290603444,-5.934999513439834,-45.93625166697926,0.0,,,1B,2007,286,60,,,,,,,,
Luis Castillo,- - -,135,615,1,91,38,19,0.086178861,0.073170731,0.058394161,0.325396825,0.30109489,0.361525704,0.359489051,0.3264013088955412,,96.1020118826308,7.479062543483451,4.48103859995329,3.2158469557762146,2.791348022783054,Luis Castillo,513,112116,548,165,140,19,5,53,0,45,0,2,12,5,6,1.177777777,0.721014755,5.9330095896492026,6.400000087916851,0.5000000074505806,,0.5790624481160194,73.67294607169764,-2.367780530379851,1.5109937489032743,-9.12134575843811,10.63233995437622,12.045399487018583,1.2106363102793694,0.9429249034583114,,0,0.588304340839386,1.0141496227387206,0.21259843,0.4378882,0.33854167,0.88888889,0.9787234,0.04615385000000005,0.55902778,,1158.1,0.0,0.0,0.0,-4.0,0.0,2.0,-2.0,0.0,-4.0,0.0,-1.679133057594299,0.9999159872531892,1.9088964629918337,1.2296798825263977,2.094547128921244,0.0,,,2B,2007,197,25,,,,,,,,
Jack Cust,OAK,124,507,26,61,82,0,0.207100591,0.3234714,0.248101266,0.355450236,0.255696202,0.408284023,0.503797468,0.3966238272072065,,145.0616149888238,-3.5823146626353264,25.069461052724176,-14.218297004699709,2.7701408130423126,Jack Cust,1564,400091,395,101,56,18,1,105,2,164,1,6,0,6,2,0.640243902,0.912081491,1.7383336371446934,-3.900000095367432,1.7000000476837158,,-1.3823146149516106,90.583637093612,27.896403943606668,3.2857038974761963,-7.577708244323731,10.863411903381348,31.00900077819824,3.121461868286133,0.993330717086792,1.9449111223220823,9,2.36182165145874,0.945942662034355,0.12259615,0.55872292,0.3464014,0.5,0.69795918,0.33614865000000005,0.51316559,,463.2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-4.0,-3.0962380319833755,0.0,-0.5742150098085402,-2.11334540694952,-5.78379799425602,-38.27591447957924,0.0,,,RF,2007,199,45,,,,,,,,
Khalil Greene,SDP,153,659,27,89,97,4,0.048558421,0.194233687,0.214402619,0.274089935,0.253682487,0.291350531,0.468085106,0.3212906770953318,,97.50199978354657,2.3289521930273622,0.1916618677384862,6.422675967216492,2.7682186910100026,Khalil Greene,1826,425867,611,155,81,44,3,32,3,128,5,11,0,12,0,0.25,0.759435637,4.589451586710804,1.2999999523162842,0.6000000238418579,,0.4289522168692201,76.08304253565778,-5.397996213560208,0.2410677820444107,-12.119653701782228,12.360721588134766,16.130001068115234,1.5733438730239868,1.0360087156295776,,0,1.2950868606567385,-1.0623979089060622,0.3205298,0.6461039,0.4997022,0.55371901,0.82579564,0.25268176,0.55032758,,1396.1,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,8.0,0.0,1.3873800039291382,-7.242300033569336,5.094830960035324,-0.7600899934768677,-0.7600899934768677,0.0,,,SS,2007,286,74,,,,,,,,
Troy Glaus,TOR,115,456,20,60,62,0,0.133771929,0.22368421,0.21038961,0.302238805,0.262337662,0.36622807,0.472727272,0.3649808249809668,,121.7578757316041,-3.5363499706145376,8.906451320527598,2.831314206123352,2.6844719954424834,Troy Glaus,15,136267,385,101,61,19,1,61,2,102,5,5,0,7,1,0.598039215,0.838955342,1.9589053190083547,-3.700000047683716,1.0,,-0.8363499229308218,69.36381023565355,12.98239343801561,1.08432936668396,-7.798671722412109,8.883002281188965,11.20699977874756,1.0957669019699097,1.023715257644653,0.4763999879360199,3,0.5926938652992249,0.4665160649881936,0.14638783,0.5528914,0.37975709,0.55844156,0.79336735,0.24520255999999996,0.57408907,,928.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.739441990852356,-1.1105899810791016,1.6112432423979044,1.240094006061554,1.7471541351943447,0.0,,,3B,2007,182,40,,,,,,,,
Casey Kotchman,LAA,137,508,11,64,68,2,0.104330708,0.084645669,0.171557563,0.304568527,0.29571106,0.372277227,0.467268623,0.3665127013883894,,122.7830256804396,-8.070952465757728,6.4438771744539185,3.404016494750977,2.6756389527602695,Casey Kotchman,1930,425773,443,131,80,37,3,53,1,43,4,5,3,17,4,1.232558139,0.83954585,3.048303079012718,-4.699999690055847,-1.600000023841858,,-1.7709527518600223,77.92671728593308,15.115840678038184,1.2133678197860718,-8.164361953735352,9.377730369567873,12.125999450683594,1.1771736145019531,0.9697314500808716,1.359386682510376,15,1.3020637035369873,-0.0508226308824064,0.26984127,0.61604096,0.43667763,0.78235294,0.91689751,0.12617701999999997,0.48190789,,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.6602510213851929,10.437999725341797,1.2701023146510124,12.368351340293884,16.327739207743594,0.0,,,1B,2007,207,51,,,,,,,,
Kazuo Matsui,COL,104,453,4,84,37,32,0.075055187,0.15231788,0.11707317,0.337278106,0.287804878,0.341573033,0.404878048,0.3294212478506672,,86.65876627051342,7.290350886294618,-0.556218660649554,12.95929729938507,2.6693420264802,Kazuo Matsui,1854,430565,410,118,84,24,6,34,1,69,0,1,8,1,4,0.492753623,0.746451081,8.622472173519864,0.5999999046325684,2.4000000953674316,,4.290350886294618,55.39048609744879,-0.6200003265204734,2.280778169631958,-7.560934543609619,9.84171199798584,12.731600761413574,1.1624563932418823,1.0341163873672483,0.8709333539009094,3,0.6543310880661011,1.5512022517918806,0.28246014,0.67119565,0.45972739,0.73387097,0.85425101,0.18598382999999996,0.45600991,,863.1,0.0,0.0,0.0,4.0,0.0,1.0,9.0,0.0,14.0,0.0,2.3512799739837646,6.036880016326904,3.0907939821481705,11.478959798812866,15.401589388572791,0.0,,,2B,2007,166,34,,,,,,,,
Jason Varitek,BOS,131,518,17,57,68,1,0.137065637,0.235521235,0.165517242,0.313333333,0.255172413,0.366795366,0.420689655,0.3450600042324403,,104.9471630230318,-1.13714357605204,2.0766857734115147,7.122084617614746,2.6460691331065793,Jason Varitek,217,123660,435,111,76,15,3,71,9,122,8,4,0,9,2,0.581967213,0.787485021,2.6503555908163268,-0.8999999761581421,0.8999999761581421,,-1.13714357605204,70.1359695603305,6.088658373540016,-0.110781691968441,-9.828359603881836,9.717577934265137,-5.3470001220703125,-0.5002208948135376,1.0768718719482422,1.4042222499847412,9,0.2638838589191437,-0.3667574642701854,0.24184783,0.57894737,0.41720991,0.59550562,0.80519481,0.25312500000000004,0.5202086,,1064.0,0.0,-2.0,-2.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2007,183,35,,,,,,,,
Carlos Lee,HOU,162,697,32,93,119,10,0.076040172,0.090387374,0.224880382,0.289908256,0.303030303,0.354375896,0.527910685,0.3713867349395585,,122.54453052497168,-6.38465220364742,14.0167307263036,-10.379451274871826,2.6001960742829895,Carlos Lee,243,150324,627,190,114,43,1,53,10,63,4,13,0,27,5,0.841269841,0.882286581,3.4170661460832523,-2.299999713897705,-3.4000000953674316,,-0.6846523943822831,109.76980332222588,23.590313173204727,1.9760591983795168,-13.413415908813477,15.38947582244873,19.030000686645508,1.946407437324524,1.11455500125885,2.158600091934204,2,1.8633644580841064,-0.0904064648512661,0.33411765,0.66666667,0.51403888,0.70422535,0.91017964,0.15126050000000002,0.54103672,,1369.1,0.0,0.0,0.0,0.0,-3.0,2.0,1.0,0.0,0.0,-1.1118600368499756,0.0,-2.2410800457000732,0.3414354138076305,-3.0115000009536743,-3.200171222405231,0.0,,,LF,2007,331,76,,,,,,,,
Mark Grudzielanek,KCR,116,486,6,70,51,1,0.047325102,0.12345679,0.123620309,0.336760925,0.302428256,0.345679012,0.426048565,0.338241362251526,,101.82116282877784,0.7306130493525416,1.8406102350436648,7.931000828742981,2.593929934829291,Mark Grudzielanek,653,115210,453,137,96,32,3,23,2,60,8,2,0,14,2,0.383333333,0.771727577,3.539462726255849,2.9000000953674316,-1.100000023841858,,-1.0693870221730322,63.022513511403325,2.9317929770786813,-0.3654760718345642,-8.842504501342773,8.477027893066406,3.005000352859497,0.2795880734920501,0.9909048676490784,2.1684000492095947,1,-0.0271451510488986,-0.3416854842285887,0.33823529,0.57627119,0.46590909,0.74637681,0.91176471,0.14390243999999996,0.53636364,,951.1,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,8.0,0.0,0.6609600186347961,4.851841628551483,0.7732613398693502,6.286054790019989,29.772284078354737,0.0,,,2B,2007,193,41,,,,,,,,
Orlando Hudson,ARI,139,601,10,69,63,10,0.116472545,0.144758735,0.147001934,0.332552693,0.294003868,0.375838926,0.441005802,0.3594971659804593,,108.33792310661144,0.0660613738000392,6.572120283206182,-0.1889461278915405,2.5588227898445335,Orlando Hudson,1307,407861,517,152,105,28,9,70,1,87,2,7,5,21,2,0.804597701,0.816844728,5.719874569833464,2.0,-2.5,,0.5660613738000393,88.65480894636103,14.345090754737337,1.1725239753723145,-9.675561904907228,10.8480863571167,14.248000144958496,1.3186596632003784,0.9614214301109314,4.001999855041504,2,0.8487454056739807,0.3708279662624296,0.20843672,0.65891473,0.42911392,0.70238095,0.92941176,0.12684366000000002,0.48987342,,1183.1,0.0,0.0,0.0,2.0,0.0,1.0,15.0,0.0,18.0,0.0,1.4602099657058716,-3.161829948425293,-0.4083320200443268,-2.1099499464035034,-2.3357174061636887,0.0,,,2B,2007,228,47,,,,,,,,
Jack Wilson,PIT,135,535,12,67,56,2,0.071028037,0.085981308,0.144654088,0.302816901,0.295597484,0.350378787,0.440251572,0.3398259775946365,,101.86716893527368,0.9056895582471044,2.2026389472308736,6.189144492149353,2.542164384388533,Jack Wilson,1017,333292,477,141,98,29,2,38,9,46,6,7,7,8,5,0.826086956,0.790630359,2.9936378838381943,1.7999999523162842,1.2999999523162842,,-2.194310346385464,70.0880168402224,3.9387668693094686,-1.737515926361084,-9.07172393798828,7.334208011627197,1.8860005140304563,0.209113597869873,0.9607033729553224,0.8995000123977661,4,0.1253247261047363,-1.933912033356636,0.33505155,0.58823529,0.46987952,0.72307692,0.92307692,0.14358974000000002,0.53253012,,1142.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,0.0,14.0,0.0,2.1016299724578857,-5.489120006561279,3.7021520733833313,0.3146599531173706,0.1470452927372938,0.0,,,SS,2007,210,43,,,,,,,,
Mark Teahen,KCR,144,608,7,78,60,13,0.090460526,0.208881578,0.125,0.3592233,0.28492647,0.352649006,0.40992647,0.3334987917602462,,98.64792991208289,1.821800715057179,0.7908459384556479,4.1454596519470215,2.534048649222088,Mark Teahen,4511,433597,544,155,109,31,8,55,8,127,3,2,4,23,5,0.433070866,0.762575476,6.190223519557104,3.900000095367432,-2.0,,-0.0781993803102523,76.42338663498906,1.2481642381384588,-0.3360041379928589,-10.886719703674316,10.550716400146484,5.586999893188477,0.4802005290985107,1.005221962928772,2.1053500175476074,4,-0.2179604470729828,-0.1162982046320511,0.30454545,0.68834081,0.49774266,0.67164179,0.81107492,0.23129252,0.503386,,1229.2,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,8.562122136354446,0.0,2.4445179998874664,-0.5734402611851693,10.43319907784462,110.4134169368532,0.0,,,RF,2007,223,46,,,,,,,,
Ryan Braun,MIL,113,492,34,91,97,15,0.058943089,0.227642276,0.310421286,0.361290322,0.323725055,0.369918699,0.634146341,0.4211834638764562,,154.80756184452525,1.2637666908558458,36.27369479972156,-26.90374982357025,2.499070231763888,Ryan Braun,3410,460075,451,146,80,26,6,29,1,112,7,5,0,13,5,0.258928571,1.00406504,7.073036050561989,1.399999976158142,-0.6000000238418579,,0.4637667385395616,98.04304248254964,37.21046120088766,2.351123571395874,-8.738636016845703,11.089759826660156,35.78300094604492,3.573998212814331,0.969007670879364,3.55679988861084,1,4.0534443855285645,-1.6271234780147417,0.33201581,0.6953271,0.51873199,0.63095238,0.81989247,0.23888889000000002,0.51392891,,945.1,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,0.0,-32.0,0.0,0.0543104000389575,-20.140300750732425,-8.43871009349823,-28.524690072983503,-42.759879909455776,0.0,,,3B,2007,286,66,,,,,,,,
