Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Casey Janssen,7355,445163,TOR,0.2212581932544708,,0.88,3.6699038640485986,,3.8496872865959846,3.49115234697348,92.17899133663366,,0.2114094,0.0704698,0.1409396,68.2,56,0,,,,0.466346153,1.0485439611567424,0.3267326732673267,0.79726651,0.123076923,0,0.271062271062271,1.3834955043040351,87.88970193638357,91.40514455949793,3.165194228883424,0.22912966,,0.19083969,,-1.039139986038208,-2.4650461825744108,63,21,4,8,0,0,0
Felix Doubront,1478,467094,BOS,0.2193628624081611,,-0.12,4.320000329589869,,4.117842505645758,4.16987945573374,92.01624378960254,,0.20353982,0.08849558,0.11504425,25.0,12,3,,,,0.474358974,1.0800000823974671,0.3157894736842105,0.65088757,0.09090909,2,0.2647058823529412,1.4800001129150475,99.391818495224,100.0060612287674,3.8107918375647647,0.22631579,,0.15760870000000005,,-0.0786681026220321,0.5102848386008204,23,10,1,3,0,0,0
Octavio Dotel,555,136734,- - -,0.2126630097627639,,0.43000000000000005,4.078125364612821,,4.202842526882896,4.073004544210214,92.53084265811214,,0.2688172,0.11469534,0.15412186,64.0,68,0,,,,0.31707317,1.265625113155703,0.26875,0.73924731,0.101123595,22,0.2131147540983606,1.3125001173466548,103.33624135314876,106.0493088010355,3.342020008115417,0.25984252,,0.27767695000000003,,-0.853374045342207,-0.4992804426878787,75,32,3,9,0,0,0
Kyle Drabek,4359,475138,TOR,0.2112276554107666,,0.08,4.764705882352941,,4.077842426300049,3.482320158008267,94.6385752918956,,0.17391304,0.07246377,0.10144928,17.0,3,3,,,,0.62,1.0588235294117647,0.32,0.69306931,0.153846153,0,0.28125,1.3529411764705883,114.10886914965464,96.86838198252389,3.5532131843725248,0.29936306,,0.28205128,,-0.2063600122928619,0.1499642568023095,12,5,0,2,2,0,0
Boof Bonser,2159,425818,- - -,0.1931174769997596,,-0.19,6.120001400757157,,3.717842572784458,4.14333080300542,93.01679040631676,,0.15178571,0.07142857,0.08035714,25.0,15,0,,,,0.48192771,0.7200001647949595,0.3647058823529411,0.62827225,0.066666666,0,0.3173076923076923,1.6400003753662968,149.27370061348233,90.896784402282,3.927001708015051,0.31188119,,0.19024390000000002,,-0.0004879776388406,0.2089775788547604,17,8,0,2,0,0,0
Travis Schlichting,3847,459411,LAD,0.1926697939634323,,0.33,3.573530714817588,,3.166077752591841,4.674669027661459,92.67950439453124,,0.14285714,0.10204082,0.04081633,22.2,14,0,,,,0.520547945,0.0,0.2702702702702703,0.7,0.0,0,0.2272727272727272,1.3235298943768845,93.27560194884124,80.87599053163906,4.407662495538809,0.25146199,,0.11320755000000005,,0.5535080432891846,0.6509905085522317,14,10,0,0,0,0,0
Guillermo Mota,1467,150407,SFG,0.1896906197071075,,-0.27,4.333334557804407,,3.8556204238546865,4.566208924487591,94.62254446342445,,0.16666667,0.09649123,0.07017544,54.0,56,0,,,,0.383233532,0.6666668550468318,0.274390243902439,0.64220183,0.054054054,1,0.2378640776699029,1.3148151863423627,112.65210579097636,99.93101523534862,4.240249801036118,0.25835189,,0.19143577,,-0.7784079909324646,-0.6211901760211314,38,22,0,4,0,0,0
Erick Threets,3158,408069,CHW,0.1888429224491119,,0.55,0.0,,2.834599308448543,3.7257740649611177,93.93431712962963,,0.13333333,0.06666667,0.06666667,12.1,11,0,,,,0.555555555,0.0,0.25,0.91666667,0.0,0,0.2142857142857142,0.9729724714060236,0.0,64.3929518882868,3.647235208739715,0.27777778,,0.13793102999999995,,0.3415319919586181,0.608333589142754,6,3,0,0,0,0,0
Shawn Camp,1855,425861,TOR,0.1868329048156738,,1.64,2.9861756401546566,,4.156183629689231,3.934007848283078,83.3677978515625,,0.15436242,0.06040268,0.09395973,72.1,70,0,,,,0.519650655,0.9953918800515522,0.2837837837837837,0.8190709,0.111111111,2,0.2572463768115942,1.230414962841502,71.51524853660489,98.74428359348828,3.5978065816399516,0.29718876,,0.19723866,,1.5390760898590088,1.5839270325876371,46,18,4,8,0,0,0
Kerry Wood,304,134268,- - -,0.1827002614736557,,0.85,3.1304351720107335,,4.16479908324822,4.388347929435616,95.06289556962024,,0.24378109,0.14427861,0.09950249,46.0,47,0,,,,0.389830508,0.7826087930026834,0.2672413793103448,0.81433225,0.078431372,8,0.2071005917159763,1.3913045208936592,77.52853315885896,98.99420358165251,3.919361454763431,0.25647668,,0.23323614999999998,,-0.5426720380783081,-0.6152697806951282,49,29,3,4,0,0,0
Brad Thomas,757,346801,DET,0.1821809932589531,,0.64,3.894230840650537,,4.390342450371156,5.014237586345607,92.89803235536571,,0.09771987,0.09446254,0.00325733,69.1,49,2,,,,0.504237288,0.519230778753405,0.3041666666666666,0.75670498,0.051282051,0,0.2810218978102189,1.5288461818850256,92.4130952108368,104.69418783545952,4.8521661978553485,0.22862454,,0.12774450999999998,,0.1934219598770141,0.1196073686347409,30,29,4,4,0,0,0
Chad Durbin,1442,239795,PHI,0.1808319240808487,,0.68,3.800972281510541,,3.966192269871478,4.0281834865329795,90.76466771175988,,0.21649485,0.09278351,0.12371134,68.2,64,0,,,,0.424083769,0.9174760679508202,0.2962962962962963,0.77464789,0.089743589,0,0.2432432432432432,1.3106800970726002,94.33985597690418,99.02606619906784,3.513976772505256,0.27469136,,0.19999999999999996,,1.075469970703125,0.961559542437693,63,27,5,7,0,0,0
Fernando Rodney,494,407845,LAA,0.1797255277633667,,0.13,4.235294592834315,,4.048430770491246,4.415167973017579,96.876474471831,,0.17207792,0.11363636,0.05844156,68.0,72,0,,,,0.504761904,0.5294118241042893,0.3127962085308057,0.73754789,0.063492063,14,0.2611940298507462,1.5441178203041772,106.32558636794056,99.32451127439438,4.12425741037693,0.2977707,,0.20855615000000005,,0.1194919943809509,0.3459436806759146,53,35,5,4,0,0,0
Tyler Walker,901,400104,WSN,0.1787745505571365,,0.19,3.566037864182593,,3.898597172818265,3.648890892850398,91.57374366554056,,0.20689655,0.05517241,0.15172414,35.1,24,0,,,,0.423076923,1.2735849514937834,0.2941176470588235,0.75,0.108695652,0,0.2554744525547445,1.2169811758718374,88.6531356350314,96.9635112710118,3.2176839821681,0.28632479,,0.21538462000000003,,0.0162260048091411,0.0294159777649038,30,8,0,5,0,0,0
Ryan Franklin,1076,211041,STL,0.1767738163471222,,0.68,3.4615392741368862,,3.831688757112082,3.934753532931661,91.56354403409092,,0.15909091,0.03787879,0.12121212,65.0,59,0,,,,0.446601941,0.9692309967583282,0.2487562189054726,0.75163399,0.0875,27,0.228,1.030769472742984,88.42140273048058,98.0258208559868,3.547060711070957,0.32032854,,0.15086206999999996,,2.4117579460144043,0.4641798689419762,42,10,4,7,0,0,0
Will Ohman,296,349193,- - -,0.1755063887685537,,0.77,3.214287538918733,,3.982604844662359,4.082058355689576,91.16942621152808,,0.2311828,0.12365591,0.10752688,42.0,68,0,,,,0.460869565,0.8571433437116621,0.3130434782608696,0.78767123,0.086956521,0,0.2469135802469135,1.5000008514954086,76.37334835593387,93.94667731517096,3.728648708029623,0.28139535,,0.24925816,,-0.3837979920208454,-0.432375449787781,43,23,1,4,0,0,0
Ramon Pena,4573,430963,CHW,0.1691390872001648,,-0.03,5.096027005027822,,4.627511457068744,4.682719929076638,94.0944976144175,,0.12612613,0.10135135,0.02477478,100.2,52,3,,,,0.486486486,0.8940398254434776,0.2951807228915662,0.65,0.09009009,0,0.271356783919598,1.519867703253912,117.59326514772656,105.59357691988262,4.655107956543759,0.22589532,,0.15796703,,-0.1448139548301696,0.317548237829191,56,45,1,10,1,0,0
Brian Sanches,2739,430083,FLA,0.1688919514417648,,1.49,2.2617800595392343,,4.130198426224554,4.388875851548112,89.03642236418048,,0.21259843,0.10629921,0.10629921,63.2,61,0,,,,0.325443786,0.989528776048415,0.2181818181818181,0.83333333,0.079545454,0,0.1902654867256637,1.0994764178315724,55.423378053710714,104.89903968525692,3.918693193515199,0.30418944,,0.23404254999999996,,0.5239779353141785,-0.2901033953274927,54,27,1,7,0,0,0
Ramon E Ramirez,7986,430673,- - -,0.1658357083797454,,1.25,2.985577470628568,,4.231688791760365,4.662978836611,92.90940504807692,,0.16197183,0.09507042,0.06690141,69.1,69,0,,,,0.360576923,0.9086540127999988,0.2205882352941176,0.79479769,0.07070707,3,0.2023346303501945,1.139423285892062,69.46632684889697,105.1731911910178,4.351501939881316,0.26811594,,0.22287968000000002,,1.026848005130887,0.4989663945383169,46,27,0,7,0,0,0
Bill Bray,8538,435538,CIN,0.1638101041316986,,0.17,4.12941333995206,,3.854313310735479,3.872430662113779,91.10011036245352,,0.25641026,0.08547009,0.17094017,28.1,35,0,,,,0.368421052,1.2705887199852492,0.2328767123287671,0.70866142,0.093023255,0,0.1962616822429906,1.0941180644317423,100.62245230745022,93.55500633411786,3.128208587758009,0.31906615,,0.29147981999999995,,0.6750779151916504,0.4820626232876728,30,10,0,4,0,0,0
Dan Cortes,4027,451135,SEA,0.155313104391098,,-0.01,3.37500201165796,,2.5153420910237227,4.805168663420521,97.75521995907738,,0.26086957,0.13043478,0.13043478,5.1,4,0,,,,0.214285714,0.0,0.2142857142857142,0.5,0.0,0,0.15,1.1250006705526534,87.05285346972748,62.11809881346084,4.074587465489256,0.25490196,,0.27272726999999997,,-0.6886299848556519,-0.3599024409298354,6,3,0,0,0,0,0
David Pauley,3625,456102,SEA,0.1544445063918829,,0.79,4.069852627246668,,4.941812870757195,4.3439809728127265,89.53846776208212,,0.13076923,0.07692308,0.05384615,90.2,19,15,,,,0.498327759,1.2904410769318704,0.2602739726027397,0.75381679,0.138297872,0,0.25,1.3124998987597656,104.97542910472058,122.82426645009625,4.486211168319537,0.27777778,,0.16996699999999998,,-0.6995937898755074,0.1612107864011185,51,30,4,13,6,0,0
Daniel Herrera,4552,502609,CIN,0.1511590182781219,,0.16,3.913044776267931,,3.773494830969903,4.023592430368716,84.12427277260639,,0.13461538,0.05769231,0.07692308,23.0,36,0,,,,0.428571428,0.7826089552535862,0.3536585365853658,0.78947368,0.076923076,0,0.3163265306122449,1.6086961857990385,95.3501451568198,91.60766453606188,3.968312673394176,0.24056604,,0.18589743999999997,,-0.3512019217014313,-0.2073884912487566,14,6,0,2,0,0,0
Justin Duchscherer,910,407113,OAK,0.151007130742073,,0.25,2.892857142857143,,4.577842426300049,4.493456830616508,85.41154296875,,0.15517241,0.10344828,0.05172414,28.0,5,5,,,,0.464285714,0.9642857142857144,0.2804878048780488,0.8045977,0.1,0,0.2524271844660194,1.3571428571428572,71.79172838532301,112.23490271685844,4.684528090471396,0.22123894,,0.13043477999999997,,0.2450620234012603,0.1147142944239588,18,12,1,3,2,0,0
Carlos Villanueva,4138,453646,MIL,0.1409741044044494,,-0.1,4.613924607617898,,3.74239946854954,3.2435207855445203,90.75497425093631,,0.29004329,0.0952381,0.1948052,52.2,50,0,,,,0.338235294,1.1962026760490847,0.3129770992366412,0.73208723,0.132075471,1,0.2341463414634146,1.329114084498983,114.49781496899286,92.24114459999063,2.7399484096004953,0.2611336,,0.31746032,,-0.0668499618768692,0.269954781137504,67,22,4,7,0,0,0
Matt Chico,6068,453889,WSN,0.1398411840200424,,0.09,3.6,,2.477842426300049,3.454834514856339,87.27659449084052,,0.13636364,0.0,0.13636364,5.0,1,1,,,,0.666666666,0.0,0.3333333333333333,0.71428571,0.0,0,0.2857142857142857,1.2,89.49744799169957,61.882939432817366,2.704733590394994,0.28571429,,0.11111110999999996,,-0.0322120003402233,-0.0802253621944739,3,0,1,0,0,0,0
Matt Maloney,9920,476011,CIN,0.134740974754095,,0.45,3.048386627876124,,3.948810034264655,4.286236578593269,87.74668115601504,,0.15116279,0.05813953,0.09302326,20.2,7,2,,,,0.359375,0.8709676079646067,0.2769230769230769,0.81896552,0.074074074,0,0.25,1.209677233284176,74.28080282263419,95.8319288899674,4.198218209391974,0.32867133,,0.15333333000000005,,0.4023759812116623,0.3572511894386903,13,5,1,2,1,0,0
Luke French,7529,448287,SEA,0.1347370194271206,,0.42,4.825095249495298,,5.290770271222243,5.466518453688671,88.2984529194079,,0.09973046,0.07816712,0.02156334,87.2,16,13,,,,0.323129251,1.334600813690189,0.2604166666666667,0.71984436,0.086092715,0,0.2603550295857988,1.334600813690189,124.45572129465182,131.55458648016173,5.5150844724148,0.21167883,,0.11577181000000003,,-0.3445539977401495,0.224290008962688,37,29,4,13,4,0,0
Mike McClendon,9587,501873,MIL,0.1337967216968536,,0.44,3.0000002724784007,,3.3159376860205567,3.2409282608223715,89.63835392441861,,0.25,0.08333333,0.16666667,21.0,17,0,,,,0.464285714,0.8571429349938288,0.2407407407407407,0.78125,0.1,0,0.1948051948051948,1.0476191427702353,74.4471367256477,81.80905859110413,2.948425812653141,0.23493976,,0.18852459,,0.5471580028533936,0.2517494014371803,21,7,0,2,0,0,0
Matt Reynolds,8887,519186,COL,0.1282116770744323,,0.74,2.0000010596386906,,3.800065031169576,3.4411671616367423,90.55760466746794,,0.24285714,0.07142857,0.17142857,18.0,21,0,,,,0.409090909,1.0000005298193453,0.1818181818181818,0.91549296,0.125,0,0.1587301587301587,0.8333337748494545,43.79510267243545,89.37629285179085,2.9371337806219744,0.234375,,0.24786324999999998,,0.2665579915046692,-0.2780934979564028,17,5,2,2,0,0,0
Dusty Hughes,6164,458250,KCR,0.1278318166732788,,0.82,3.834320911410508,,4.1074285969565745,5.127747937253327,90.50199808184144,,0.13492063,0.0952381,0.03968254,56.1,57,0,,,,0.356382978,0.4792901139263135,0.3010752688172043,0.71599045,0.037974683,0,0.2645739910313901,1.47337331318089,92.09357443066445,99.56735254319426,4.654971869040115,0.25925926,,0.15704388000000002,,0.2880441546440124,0.065416233435436,34,24,5,3,0,0,0
Jeremy Affeldt,583,346793,SFG,0.1265290230512619,,-0.13,4.140001895142469,,3.9778428382875424,3.865985271211687,94.33320483826756,,0.19298246,0.10526316,0.0877193,50.0,53,0,,,,0.557046979,0.7200003295899946,0.3398692810457516,0.74935401,0.105263157,4,0.2786069651741293,1.6000007324222103,107.6261076187792,103.07564451843184,3.614200998276335,0.2513369,,0.19374999999999998,,-1.1916279792785645,-0.4581395716572629,44,24,3,4,0,0,0
Bobby Cassevah,6950,445001,LAA,0.1208193004131317,,-0.04,3.1500015020377647,,3.627842688560611,4.482711173680424,92.81163787841795,,0.08510638,0.08510638,0.0,20.0,16,0,,,,0.613333333,0.0,0.2987012987012987,0.65625,0.0,0,0.2705882352941176,1.5500007390979476,79.07968369678909,88.92243121344693,4.0783148836620775,0.30978261,,0.13380282,,-0.4999959766864776,-0.148225464020226,8,8,1,0,0,0,0
Rich Thompson,6422,460366,LAA,0.1198153793811798,,0.59,1.372881400314635,,3.484622100467348,3.7150120791383,92.5287109375,,0.2,0.05333333,0.14666667,19.2,13,0,,,,0.363636363,0.9152542668764232,0.1851851851851851,0.90909091,0.08,0,0.1690140845070422,0.8135593483345985,34.46570638771227,85.38026706822562,3.35681985877434,0.28776978,,0.16800000000000004,,0.5423240065574646,0.4069466411580698,15,4,0,2,0,0,0
Mike Hampton,430,115399,ARI,0.1188116073608398,,0.28,0.0,,2.3855339975744236,4.076483641838854,88.459716796875,,0.1875,0.0625,0.125,4.1,10,0,,,,0.416666666,0.0,0.25,1.0,0.0,0,0.2,0.9230779049675004,0.0,59.18040070348829,3.6028610042780636,0.39130435,,0.19230769000000003,,0.0757720023393631,-0.0821304896999995,3,1,0,0,0,0,0
Nick Blackburn,4270,448147,MIN,0.1177408918738365,,-0.34,5.422359734542588,,5.071631057214334,4.456285901115352,91.507702504556,,0.0982659,0.05780347,0.04046243,161.0,28,26,,,,0.50788091,1.397515395500667,0.3045045045045045,0.67487685,0.135135135,0,0.2993827160493827,1.4534160113206935,130.08679375428832,123.25924689429776,4.654110463293326,0.26320845,,0.08895405999999995,,-1.045655995607376,0.7613582509607262,68,40,4,25,14,1,0
Raul Valdes,1953,447744,NYM,0.1135489791631698,,-0.34,4.909090643086723,,4.30511508707173,4.481755915927224,87.59923895474138,,0.21374046,0.10305344,0.11068702,58.2,38,1,,,,0.337209302,1.0738635781752208,0.3095238095238095,0.71072319,0.084337349,1,0.2554112554112554,1.4659090114772857,126.03591197330508,109.74217733949156,3.832191111953231,0.23420074,,0.24880382999999995,,-0.538627952337265,-0.511815361011558,56,27,4,7,0,0,0
Chris Leroux,7645,460092,- - -,0.1112307030707597,,-0.48,6.74999962133522,,3.563136516722842,4.0132936430819965,94.98124910132286,,0.20952381,0.13333333,0.07619048,22.2,23,0,,,,0.52173913,0.3970588012550129,0.3970588235294117,0.591133,0.052631578,0,0.3076923076923077,1.8529410725233937,166.71118004289812,90.6118283951662,3.926047791797438,0.32407407,,0.25773196,,-1.0594720244407654,-0.6464674440472598,22,14,0,1,0,0,0
Jose Veras,2063,407842,FLA,0.1102232038974762,,0.64,3.7500002980232474,,4.057009170783897,3.796870082607828,95.1136132040514,,0.26865672,0.14427861,0.12437811,48.0,48,0,,,,0.4,0.937500074505812,0.2410714285714285,0.76363636,0.116279069,0,0.1871345029239766,1.2708334343301009,91.89120018204184,103.0528697650816,3.617875673682157,0.23653396,,0.23364485999999995,,0.0940519571304321,-0.3891240936935687,54,29,1,5,0,0,0
Juan Cruz,273,407297,KCR,0.1053366959095001,,0.17,3.375003520403004,,2.70284203514416,3.847755833159216,93.7264623397436,,0.25,0.14285714,0.10714286,5.1,5,0,,,,0.3125,0.0,0.5294117647058824,0.84615385,0.0,0,0.375,2.437502542513281,81.06158693838972,65.2480401981258,3.813515089117819,0.11320755,,0.18604651000000005,,-0.5832079648971558,-0.6886576110054962,7,4,0,0,0,0,0
Kevin Correia,1767,429781,SDP,0.1028896942734718,,-1.74,5.400000071032295,,4.712325206420935,4.05623840430016,90.61210647841632,,0.17940718,0.09984399,0.07956318,145.0,28,26,,,,0.488839285,1.241379326674091,0.3020594965675057,0.68393782,0.148148148,0,0.2657342657342657,1.489655192008909,145.6293237785248,122.03535691822016,4.217419777169744,0.25241935,,0.18839201000000005,,-1.1795899784192443,0.5323374046742915,115,64,5,20,8,0,0
Trever Miller,1672,119125,STL,0.1026659160852432,,0.04,4.000001271566159,,4.077842744191589,4.712554180066878,88.37078993055556,,0.14569536,0.10596026,0.0397351,36.0,57,0,,,,0.411214953,0.5000001589457699,0.2568807339449541,0.68584071,0.05,0,0.225563909774436,1.277778183972523,102.17585165020992,104.2768262165222,4.553701410447226,0.25483871,,0.1640625,,1.0866738557815552,0.5455204471157957,22,16,2,2,0,0,0
Rich Hill,4806,448179,BOS,0.1005311012268066,,0.25,0.0,,2.327842247486072,3.5490826493478353,89.16248321533203,,0.16666667,0.05555556,0.11111111,4.0,6,0,,,,0.571428571,0.0,0.3571428571428571,1.0,0.0,0,0.2941176470588235,1.500000357627954,0.0,56.18891658414825,3.196565336807015,0.21212121,,0.10344827999999995,,0.2351340055465698,0.140257703742901,3,1,0,0,0,0,0
Matt Daley,7952,457935,COL,0.1002849712967872,,0.19,4.242860148685016,,4.320700449652225,4.828919813906625,,,0.16666667,0.09259259,0.07407407,23.1,28,0,,,,0.378378378,0.7714291179427302,0.3333333333333333,0.77956989,0.064516129,0,0.2842105263157894,1.585715409104501,92.9081986936615,101.53062666865968,4.1692664668265875,0.22727273,,0.21538462000000003,,0.2050020098686218,0.3726231162186907,18,10,3,2,0,0,0
Brian Moehler,480,119215,HOU,0.1001990446820855,,0.23,4.923528638397655,,4.666077470944454,5.006058022917864,86.54848942286532,,0.1124498,0.10441767,0.00803213,56.2,20,8,,,,0.416666666,0.7941175223222025,0.3227513227513227,0.70930233,0.072463768,0,0.2972972972972973,1.6235291567476138,123.81366672131864,115.74316357136132,5.198372127662478,0.22266402,,0.15151515000000004,,-0.4533260017633438,-0.0994596172768016,28,26,1,5,2,0,0
Mike Dunn,9948,445197,ATL,0.0998421683907508,,0.53,1.8947377931383,,3.604158479949577,4.269739989006551,95.2979921875,,0.30681818,0.19318182,0.11363636,19.0,25,0,,,,0.34090909,0.4736844482845749,0.3255813953488372,0.91503268,0.047619047,0,0.2112676056338028,1.6842113716784888,47.24716452343731,91.31547457614528,4.000508898837502,0.19459459,,0.32450331,,0.0122500332072377,0.0496464635597108,27,17,0,1,0,0,0
Carlos Fisher,9832,457567,CIN,0.0988816395401954,,-0.16,5.641792329655509,,3.659932111105776,4.718314590392605,93.04421756628788,,0.21,0.13,0.08,22.1,18,0,,,,0.415384615,0.4029851664039649,0.328125,0.63583815,0.033333333,0,0.2558139534883721,1.5671645360154192,137.47497111197166,88.87134195570894,4.123223985528064,0.26344086,,0.21264368,,-0.0397780016064643,-0.1629390289507051,21,13,1,1,0,0,0
Dan Wheeler,120,235095,TBR,0.0955191776156425,,0.32,3.351724755177288,,4.112325375428842,3.7203218521561223,89.49458451704545,,0.23589744,0.08205128,0.15384615,48.1,64,0,,,,0.346153846,1.3034485159022788,0.232,0.76388889,0.118644067,3,0.2022471910112359,1.0758622670939444,84.95548662974173,101.18111500667015,3.240505980886208,0.28333333,,0.23197491999999997,,-0.9618160724639891,-0.5873638438366253,46,16,1,7,0,0,0
Clayton Mortensen,3166,489150,OAK,0.0951944440603256,,-0.08,4.5,,3.911175759633383,3.169289222111306,89.7827899639423,,0.26923077,0.07692308,0.19230769,6.0,1,1,,,,0.294117647,1.5,0.3125,0.60606061,0.142857142,0,0.25,1.3333333333333333,111.67602193272468,95.77361167234584,3.169781229336649,0.33333333,,0.19565217000000001,,-0.2167440056800842,-0.2789599493368937,7,2,0,1,1,0,0
J.D. Martin,3685,455605,WSN,0.0944714620709419,,-0.28,4.125,,4.973675759633383,4.368035925676426,86.73251015183615,,0.14622642,0.05188679,0.09433962,48.0,9,9,,,,0.375,1.6875,0.29375,0.68592058,0.125,0,0.28,1.3958333333333333,102.54915915715576,123.50881874853197,4.358311434606793,0.23232323,,0.11641791000000001,,-0.8424739837646484,0.0755684022406277,31,11,1,9,2,0,0
Hideki Okajima,7763,506606,BOS,0.0928206145763397,,0.06,4.500003358594665,,4.643060985811236,4.6465254902340085,87.33656647245763,,0.15492958,0.09389671,0.06103286,46.0,56,0,,,,0.34868421,1.1739139196333908,0.3441558441558441,0.77903683,0.09375,0,0.3056994818652849,1.717392586130331,103.53321363931502,112.86280469041264,4.374311834764911,0.30361446,,0.21391753000000002,,-1.440553903579712,-1.0380602659404718,33,20,0,6,0,0,0
Matt Fox,7320,460257,- - -,0.0913576353341341,,0.0,4.90908920666462,,3.896023960744152,5.894416176130989,90.69193522135416,,0.0,0.06451613,-0.06451613,7.1,4,1,,,,0.344827586,0.0,0.2758620689655172,0.6,0.0,0,0.2758620689655172,1.3636358907401724,115.359109670041,94.52441839616588,6.587526235696265,0.28787879,,0.12903226,,-0.3588740080595016,-0.251743049230651,0,2,0,0,0,0,0
Scott Maine,885,453186,CHC,0.0909833833575248,,0.29,2.0769238387342006,,3.539381057129871,3.478796504673253,93.21229538690476,,0.2037037,0.09259259,0.11111111,13.0,13,0,,,,0.552631578,0.6923079462447336,0.2162162162162162,0.79365079,0.1,0,0.1836734693877551,1.0769234719362524,50.21295903878556,87.81430415185233,3.301457312074261,0.26966292,,0.18181818000000005,,0.2877800464630127,0.4710309837130949,11,5,0,1,0,0,0
Brad Ziegler,7293,446899,OAK,0.0908462330698967,,0.67,3.2637382475550973,,4.116304595976671,4.245548060646639,85.09952799479167,,0.15953307,0.10894942,0.05058366,60.2,64,0,,,,0.543956043,0.5934069541009268,0.2762430939226519,0.76826196,0.081632653,0,0.2389380530973451,1.3516491732298888,80.99584535925233,100.83863988734944,4.066561104764186,0.27459954,,0.17692308,,-0.6725062727928162,-0.8765010736156624,41,28,3,4,0,0,0
Jess Todd,3805,519357,CLE,0.0908349528908729,,-0.06,7.5,,1.5778424263000494,3.613242610792319,89.87081950984589,,0.3,0.1,0.2,6.0,5,0,,,,0.388888888,0.0,0.5,0.58333333,0.0,0,0.3333333333333333,2.0,187.0846421789996,37.93336332027157,2.7574192855280635,0.18644068,,0.15384615000000001,,0.0059999809600412,0.1569110385766527,9,3,0,0,0,0,0
Rick Van Den Hurk,5099,462995,- - -,0.0870505757629871,,-0.22,5.094340630976604,,4.209918122072628,4.328136402792234,93.27152709960936,,0.23684211,0.10526316,0.13157895,17.2,9,1,,,,0.354166666,1.0188681261953207,0.3043478260869565,0.51724138,0.086956521,0,0.2424242424242424,1.3584908349270943,120.18340827112009,97.74303499767932,3.602801666100485,0.29487179,,0.18518519,,0.0857840105891227,0.2077468352844132,18,8,2,2,0,0,0
Collin Balester,6883,444446,WSN,0.0848199352622032,,0.41,2.571429038534444,,3.5064139327224564,3.0824786914153357,94.54222693810097,,0.31460674,0.12359551,0.19101124,21.0,17,0,,,,0.568181818,0.8571430128448146,0.2826086956521739,0.87301587,0.142857142,0,0.1973684210526315,1.2380954629980656,63.92676017793958,87.27991713794059,2.746209906756997,0.29949239,,0.34751772999999997,,-0.357342004776001,-0.985812695912642,28,11,2,2,0,0,0
Matt Guerrier,2061,407825,MIN,0.0848174840211868,,1.09,3.1690147655679977,,4.232772251973719,4.361528463828417,91.15121351522842,,0.14685315,0.07692308,0.06993007,71.0,74,0,,,,0.465116279,0.8873241343590393,0.2311320754716981,0.74438202,0.085365853,1,0.21455938697318,1.0985917853969058,76.02722622524679,102.7406738933484,4.107436234888471,0.31743119,,0.21956087999999996,,0.5616680383682251,-0.7801805541828555,42,22,3,7,0,0,0
Jesse English,4454,450832,WSN,0.0834274068474769,,0.09,3.85714338263694,,2.792128101660276,4.711219965637077,90.32511393229169,,0.12121212,0.06060606,0.06060606,7.0,7,0,,,,0.407407407,0.0,0.3703703703703703,0.75,0.0,0,0.3225806451612903,1.71428594783864,95.8901359122438,69.64312551645297,4.355054515759861,0.38596491,,0.15254237000000004,,0.0561740063130855,0.1006942750682409,4,2,0,0,0,0,0
Jesus Colome,1198,400125,SEA,0.0804160833358764,,-0.08,5.294114083157203,,4.077841753118632,5.252751726236113,95.53734188988096,,0.20779221,0.14285714,0.06493507,17.0,12,0,,,,0.265306122,0.5294114083157203,0.2916666666666667,0.6640625,0.037037037,0,0.2307692307692307,1.5294107351343031,136.55332232134126,101.2091800708822,4.5837356877011395,0.26143791,,0.21323528999999997,,-0.5789440274238586,-0.96709121297484,16,11,1,1,0,0,0
Jerry Blevins,7841,460283,OAK,0.0757302045822143,,0.47,3.6986314899193977,,4.2285277787194175,3.8141151563151103,91.38379706711063,,0.20909091,0.08181818,0.12727273,48.2,63,0,,,,0.375838926,1.294521021471789,0.3175675675675675,0.83860759,0.120689655,1,0.2686567164179104,1.479452595967759,91.78854475317884,103.60964759695422,3.485342252011852,0.30081301,,0.21169916,,-0.3782801032066345,-0.3223444489304383,46,18,1,7,0,0,0
Gustavo Chacin,2060,407860,HOU,0.0716771706938743,,-0.09,4.695653264238866,,4.043060041726927,4.841599870007109,88.17038855088495,,0.16666667,0.10752688,0.05913979,38.1,44,0,,,,0.358778625,0.70434798963583,0.3636363636363636,0.73353293,0.052631578,1,0.3072289156626506,1.852174343116442,118.08320637423022,100.38256565174066,4.397127292576111,0.28493151,,0.19374999999999998,,-1.1507118940353394,-0.9824931040898,31,20,0,3,0,0,0
