Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Mike Schmidt,1011586,121836,3B,PHI,7.766342879375687,,7.69,47.38374143359229,9.58253288269043,0.933873580157524,,,,,197.87331408620133,0.4668419607556783,,,,,1.079551666,0.644067796,0.43548387,0.31638418,0.327683616,0.317647058,102,434,354,78,91,31,52,228,112,60,19,2,12,73,18,71,0.16359447,0.168202764,1.028169014,,,5.349958419799805,0.5430135838927246,,,,,9.0,,,,,,,,849.1
Rickey Henderson,194,115749,LF,OAK,6.675794735886943,,6.67,30.49757535369702,17.10288143157959,3.060830367205199,,,,,151.93753563019297,0.3850000843192414,,,,,0.845060155,0.437352245,0.40770791,0.319148936,0.118203309,0.365439093,108,493,423,89,35,6,31,185,135,104,18,7,56,64,4,68,0.137931034,0.129817444,0.94117647,,,2.413910388946533,-0.5479438249614605,,,,,22.0,,,,,,,,952.0
Andre Dawson,1003091,113151,CF,MON,6.675436318602994,,7.46,29.83219900346553,18.0,3.7307835791434623,,,,,154.12463869846223,0.4011979964354557,,,,,0.918378857,0.553299492,0.365079365,0.302030456,0.251269036,0.292307692,103,441,394,71,64,24,48,218,119,71,21,3,26,35,14,50,0.113378684,0.079365079,0.7,,,3.306839942932129,-1.2421542510098311,,,,,18.0,,,,,,,,898.0
Dwight Evans,1003865,113936,RF,BOS,6.588391326170725,,6.69,36.71673083729445,8.967423915863037,-0.1172267498332075,,,,,168.2045768571488,0.4229376701116561,,,,,0.93701432,0.52184466,0.41516966,0.296116504,0.225728156,0.324675324,108,504,412,84,71,22,45,215,122,77,19,4,3,85,1,85,0.168650793,0.168650793,1.0,,,5.287611961364746,0.8238285842518858,,,,,14.0,,,,,,,,978.1
Buddy Bell,1000799,110815,3B,TEX,5.489202544458402,,6.19,11.262161101952117,28.585505425930023,-0.4957709048758261,,,,,126.44103916085584,0.3515337356814632,,,,,0.791633198,0.427777777,0.363855421,0.294444444,0.133333333,0.29090909,97,415,360,44,64,10,27,154,106,79,16,1,3,42,10,30,0.072289156,0.101204819,1.4,,,2.2996113300323486,0.5731910547066552,,,,,28.0,,,,,,,,837.2
Bobby Grich,1005033,115130,2B,CAL,5.279667700073995,,5.46,28.028156248633792,7.953816652297974,-1.0676714710134547,,,,,167.21172210502576,0.411240732971626,,,,,0.921059751,0.542613636,0.378446115,0.303977272,0.238636364,0.32442748,100,404,352,56,61,22,38,191,107,69,14,2,2,40,4,71,0.175742574,0.0990099,0.563380281,,,1.8708420991897583,-1.4454260022058365,,,,,5.0,,,,,,,,861.1
Tom Paciorek,1009938,120157,LF,SEA,4.599853100772274,,4.3,24.156906584897392,4.682444095611572,-1.092122221016325,,,,,152.1317032731809,0.3969685259674276,,,,,0.887799402,0.508641975,0.379157427,0.325925925,0.18271605,0.339080459,104,452,405,50,66,14,44,206,132,88,28,2,13,35,3,50,0.110619469,0.077433628,0.7,,,1.8315043449401855,-0.346565719956861,,,,,9.0,,,,,,,,927.1
Robin Yount,1014396,124721,SS,MIL,4.490501739337509,,4.91,6.365730497867853,23.71296262741089,0.4437041645869612,,,,,113.44696219807729,0.329569913924034,,,,,0.731137455,0.419098143,0.312039312,0.273209549,0.145888594,0.276785714,96,411,377,50,49,10,30,158,103,73,15,5,4,22,1,37,0.09002433,0.05352798,0.594594594,,,2.0614163875579834,1.5075404480201264,,,,,19.0,,,,,,,,816.0
Dwayne Murphy,1009359,119551,CF,OAK,4.328770762783612,,4.37,16.764823515942723,8.891975313425064,0.5369636169343721,,,,,131.7496207672721,0.355561414753644,,,,,0.776562243,0.407692307,0.368869936,0.251282051,0.156410256,0.288194444,107,477,390,58,60,15,28,159,98,70,10,3,10,73,6,91,0.190775681,0.153039832,0.802197802,,,4.620972633361816,2.1422251108202035,,,,,9.0,,,,,,,,954.0
Keith Hernandez,1005706,115826,1B,STL,4.063686640736651,,4.19,22.17468482598371,0.9614753723144532,0.5649085576005746,,,,,144.5078731230234,0.3889093551461555,,,,,0.863666857,0.462765957,0.4009009,0.305851063,0.156914894,0.326219512,103,444,376,65,48,8,39,174,115,76,27,4,12,61,6,45,0.101351351,0.137387387,1.355555555,,,1.984728217124939,-0.1553440076385048,,,,,7.0,,,,,,,,882.2
Rick Burleson,1001696,111737,SS,CAL,4.02527964683909,,4.51,6.786104616248323,15.853907108306885,-1.4042109909350984,,,,,115.59912466544807,0.3359775761888212,,,,,0.729086759,0.372093023,0.356993736,0.293023255,0.079069768,0.309462915,109,490,430,53,33,5,23,160,126,103,17,1,4,42,2,38,0.07755102,0.085714285,1.105263157,,,-0.1139480918645858,-0.3431595870136353,,,,,10.0,,,,,,,,948.1
Chet Lemon,1007518,117669,CF,CHW,3.930294070319188,,4.06,20.36660444051755,4.0,-1.9524926762387624,,,,,154.38429707889313,0.3954864212129482,,,,,0.874451541,0.490853658,0.383597883,0.301829268,0.18902439,0.327272727,94,383,328,50,50,9,38,161,99,61,23,6,5,33,0,48,0.12532637,0.086161879,0.6875,,,1.6738815307617188,-0.6058282905997898,,,,,4.0,,,,,,,,781.0
Cecil Cooper,1002592,112651,1B,MIL,3.8971174404290014,,4.23,24.51802314480452,-2.5323519706726074,-0.4668989513884298,,,,,151.47252453256792,0.385020017226537,,,,,0.858024165,0.495192307,0.362831858,0.319711538,0.175480769,0.319261213,106,453,416,70,60,12,48,206,133,85,35,1,5,28,2,30,0.066225165,0.061810154,0.933333333,,,1.9719380140304563,-0.0646764755828241,,,,,4.0,,,,,,,,873.2
Tony Armas,1000305,110318,RF,OAK,3.857996147683218,,4.22,12.469715690951643,10.000000953674316,0.641386635514209,,,,,123.8933526955867,0.3441051508773837,,,,,0.773917748,0.479545454,0.294372294,0.261363636,0.218181818,0.305921052,109,462,440,51,76,22,49,211,115,66,24,3,5,19,6,115,0.248917748,0.041125541,0.165217391,,,2.9441580772399902,1.6597925785277186,,,,,15.0,,,,,,,,983.0
Gary Carter,1002015,112061,C,MON,3.857512210012687,,3.81,3.807639729341706,18.871055603027344,-1.6420440713409334,,,,,111.89396955517054,0.3383515381697312,,,,,0.756350267,0.443850267,0.3125,0.251336898,0.192513369,0.237082066,100,419,374,48,68,16,38,166,94,56,20,2,1,35,4,35,0.083532219,0.083532219,1.0,,,1.2082642316818235,0.1650820175203395,,,,,13.0,,,,,,,,866.0
George Foster,1004250,114333,LF,CIN,3.806593980422343,,3.67,27.78064277037596,-8.951989650726318,0.8191582768922672,,,,,152.23617196924693,0.3987026358824981,,,,,0.892205026,0.519323671,0.372881355,0.29468599,0.224637681,0.311526479,108,472,414,64,90,22,47,215,122,75,23,2,4,51,5,75,0.158898305,0.108050847,0.68,,,4.011431694030762,0.4134744298465693,,,,,-4.0,,,,,,,,962.2
Tim Raines Sr.,1406,120891,LF,MON,3.7083823073422586,,3.5,24.527370772223257,-2.612823486328125,10.134895873721687,,,,,136.2575451600563,0.3746087054966548,,,,,0.828884253,0.43769968,0.391184573,0.303514376,0.134185304,0.321428571,88,363,313,61,37,5,25,137,95,70,13,7,71,45,5,31,0.085399449,0.123966942,1.451612903,,,3.252328395843506,0.2217451494258724,,,,,1.0,,,,,,,,712.1
Alan Trammell,1013157,123437,SS,DET,3.613974800386019,,3.78,-0.350041248621588,20.594647884368896,0.9068556523125152,,,,,97.46653834149188,0.3125925668169943,,,,,0.668812491,0.326530612,0.342281879,0.257653061,0.068877551,0.273480662,105,463,392,52,31,2,20,128,101,81,15,3,10,49,2,31,0.066954643,0.105831533,1.580645161,,,-1.2126364707946775,-1.3926129320430505,,,,,15.0,,,,,,,,906.1
