Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Jackie Robinson,1011070,121314,2B,BRO,8.999714390016859,,9.65,46.75556087188001,20.62962961196899,2.3296232908032835,,,,,155.4411684588878,0.436086836663432,,,,,0.956617545,0.527372262,0.429245283,0.33759124,0.189781022,0.33067729,153,642,548,106,88,19,59,289,185,126,33,7,25,79,,27,0.042056074,0.123052959,,,,,,,,,16.0,,,,,,,,0.0
Stan Musial,1009405,119602,OF,STL,8.600566504272985,,8.81,66.86150700625315,-4.808841228485107,-0.5830985032953322,,,,,179.69816563963462,0.4753591195519249,,,,,1.063226732,0.614186851,0.449039881,0.35467128,0.259515571,0.341897233,152,678,578,124,108,32,74,355,205,131,30,12,4,98,,40,0.05899705,0.144542772,,,,,,,,,3.0,,,,,,,,0.0
Ralph Kiner,1006923,117072,OF,PIT,7.600771277273019,,7.98,66.50575250830167,-14.168128967285156,0.6520855650305748,,,,,178.74735236529213,0.4790586893238238,,,,,1.079357449,0.627118644,0.452238805,0.308851224,0.31826742,0.282407407,151,670,531,124,109,42,79,333,164,85,31,6,2,137,,57,0.085074626,0.204477611,,,,,,,,,-6.0,,,,,,,,0.0
Ted Williams,1014040,124341,OF,BOS,7.14505609834912,,7.13,56.039583666152055,-7.259259223937988,0.5322824276518077,,,,,166.0513891507036,0.4625727205806308,,,,,1.019259258,0.555555555,0.463703703,0.318267419,0.237288136,0.304824561,148,675,531,109,126,30,62,295,169,107,28,4,1,144,,45,0.066666666,0.213333333,,,,,,,,,0.0,,,,,,,,0.0
Roy Campanella,1001871,111915,C,BRO,7.09938613760538,,6.87,40.49418588550958,10.641975402832031,-0.169083637651056,,,,,157.96912969346954,0.4401243078751072,,,,,0.983337443,0.590099009,0.393238434,0.324752475,0.265346534,0.311163895,143,562,505,90,108,33,67,298,164,97,33,1,1,53,,51,0.09074733,0.094306049,,,,,,,,,2.0,,,,,,,,0.0
Monte Irvin,1006275,116403,OF,NYG,6.429915219645164,,6.91,42.36188485525778,-0.9258460998535156,2.2210126691497862,,,,,148.94994811771568,0.4237322507471573,,,,,0.928971063,0.514336917,0.414634146,0.311827956,0.202508961,0.306122448,151,657,558,94,121,24,54,287,174,120,19,11,12,89,,44,0.06697108,0.135464231,,,,,,,,,7.0,,,,,,,,0.0
Larry Doby,1003346,113411,OF,CLE,6.316430909441755,,6.37,41.46086719072042,3.1851852536201477,0.9332753997296096,,,,,159.0792285147006,0.4301231694957089,,,,,0.940616409,0.51230425,0.428312159,0.295302013,0.217002237,0.323699421,134,551,447,84,69,20,52,229,132,80,27,5,4,101,,81,0.147005444,0.183303085,,,,,,,,,4.0,,,,,,,,0.0
Eddie Joost,1006604,116744,SS,PHA,6.268338138981285,,6.09,27.819146341044203,12.641975402832031,-0.6525552282109857,,,,,134.28650402771632,0.4032882971871168,,,,,0.870143713,0.461121157,0.409022556,0.289330922,0.171790235,0.30387931,140,667,553,107,78,19,52,255,160,108,28,5,10,106,,70,0.104947526,0.158920539,,,,,,,,,4.0,,,,,,,,0.0
Richie Ashburn,1000335,110349,OF,PHI,6.063218342337738,,6.68,25.00823375183839,11.04938280582428,4.0125609340611845,,,,,123.6254779675252,0.3799682364189367,,,,,0.818933282,0.426127527,0.392805755,0.343701399,0.082426128,0.360465116,154,712,643,92,63,4,40,274,221,181,31,5,29,50,,37,0.051966292,0.070224719,,,,,,,,,12.0,,,,,,,,0.0
Minnie Minoso,1008984,119176,OF,- - -,5.4827195940092635,,5.42,41.4014514063977,-7.358974367380142,2.6704477115999907,,,,,150.01542726341535,0.4225281242606709,,,,,0.922330097,0.5,0.422330097,0.326415094,0.173584906,0.341004184,146,622,530,112,76,10,58,265,173,115,34,14,31,72,,42,0.067524115,0.115755627,,,,,,,,,-4.0,,,,,,,,0.0
