Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Bert Blyleven,1001098,111126,MIN,8.074355125427246,,7.83,2.6583629893238436,,2.3718139105420097,,,,0.21671018,0.0670148,0.14969539,281.0,37,37,,,,,7.97508896797153,2.4661921708185055,3.23376623,0.4483985765124555,0.2875,0.74420103,,0,0.2295390404515522,1.1423487544483986,71.2627418749236,65.02857509872617,,,,3.544139862060547,0.3754203950961545,249,77,9,14,24,19,3,83
Fergie Jenkins,1006388,116522,TEX,7.368151664733887,,7.69,2.8233501663331886,,2.760960715581714,,,,0.17241379,0.03448276,0.13793104,328.1,41,41,,,,,6.167512499271528,1.2335024998543056,5.0,0.7401014999125834,0.259,0.73705179,,0,0.2284345047923322,1.0081217961772226,78.61929068184135,77.21240156416748,,,,5.686416149139404,1.0475004067210616,225,45,8,27,27,29,6,103
Jon Matlack,1008246,118428,NYM,7.174518585205078,,9.06,2.408291364955754,,2.4161593091978255,,,,0.18122677,0.07063197,0.1105948,265.1,34,34,,,,,6.614321354455944,2.577889348403342,2.56578947,0.2713567735161413,0.2689393939393939,0.7565337,,0,0.2221105527638191,1.1193466907540828,69.20645995025447,68.12697697925918,,,,2.5127360820770264,-1.386909285513048,195,76,5,8,27,14,7,71
Phil Niekro,1009583,119786,ATL,6.7540499567985535,,7.85,2.3814772953502725,,3.0379770267889765,,,,0.15996719,0.07219032,0.08777687,302.1,41,39,,,,,5.804850907416289,2.6196250248852997,2.21590909,0.5656008576456897,0.2524698133918771,0.79646018,,1,0.2213333333333333,1.1146636785181137,61.95179673459421,78.29458760537022,,,,2.1590660512447357,-1.27299436101455,195,88,6,19,31,18,6,80
Nolan Ryan Jr.,1011348,121597,CAL,6.297653794288635,,5.88,2.8947895504587957,,2.9780191997268917,,,,0.26364943,0.14511494,0.11853448,332.2,42,41,,,,,9.928857616994188,5.464929805539035,1.81683168,0.4869739430678348,0.2550251256281407,0.74975418,,0,0.187129551227773,1.2715430735660131,85.39527215348683,84.32665002107892,,,,2.307397946715355,-0.5754951264444284,367,202,9,18,28,26,3,107
Luis Tiant,1013054,123331,BOS,6.101889133453369,,7.72,2.9197004049297326,,3.15316610887329,,,,0.13902054,0.06477093,0.07424961,311.1,38,38,,,,,5.087794765026069,2.3704498337053277,2.14634146,0.6070664208269742,0.2644964394710071,0.77310427,,0,0.2381355932203389,1.1659529669851407,75.52557400887451,83.79278470059968,,,,5.801608085632324,1.1883183957818853,176,82,4,21,25,25,7,101
Steve Busby,1001745,111787,KCR,5.949467182159424,,6.47,3.386545275596716,,2.8826666040155287,,,,0.16229508,0.07540984,0.08688525,292.1,38,38,,,,,6.095781496074089,2.8323833214081624,2.15217391,0.4310148532577639,0.2976846747519294,0.73070608,,0,0.2537980339588919,1.2862030541660254,91.06156296603947,81.32951371340431,,,,2.454483985900879,0.073281094202235,198,92,9,14,25,20,3,110
Catfish Hunter,1006199,116334,OAK,5.8107781410217285,,6.86,2.4879580356791062,,3.1719368630065197,,,,0.11532258,0.03709677,0.07822581,318.1,41,41,,,,,4.0429318079785475,1.3005235186504418,3.10869565,0.7068062601361097,0.2377690802348336,0.78091873,,0,0.2252100840336134,0.9863874030343932,72.89323646389714,86.27274286070698,,,,2.8664181232452393,-1.4151078288758043,143,46,4,25,31,23,6,88
Gaylord Perry,1010210,120438,CLE,5.809337139129639,,8.53,2.5129262598203788,,3.2235142489892725,,,,0.17102138,0.0783848,0.09263658,322.1,37,37,,,,,6.031023023568909,2.7642188858024164,2.18181818,0.6980350721723274,0.2235550708833151,0.79,,0,0.1986183074265975,1.0206823944208698,68.73640434070019,86.93842415020946,,,,3.969172239303589,-1.010373842337274,216,99,6,25,26,28,4,90
Carl Morton,1009230,119423,ATL,5.5330281257629395,,3.4,3.1456311844624336,,3.2226371040869224,,,,0.09608844,0.07568027,0.02040816,274.2,38,38,,,,,3.702670040044323,2.9162622439287147,1.26966292,0.3276699150481701,0.2941787941787941,0.74054054,,0,0.2700460829493087,1.390776750537789,81.830510885956,83.04198142176134,,,,0.9564440846443176,1.4468814468739242,113,89,2,10,28,7,1,96
Andy Messersmith,1008799,118990,LAD,5.237964153289795,,5.3,2.586088849576775,,3.128960748383538,,,,0.18744699,0.07972858,0.10771841,292.1,39,39,,,,,6.803876616148419,2.893956569764486,2.35106383,0.7388825284505071,0.2425328554360812,0.79545455,,0,0.2097966728280961,1.0980615353361702,75.13435091060533,86.78704503500185,,,,3.8484878540039062,0.102262182697796,221,94,3,24,26,13,3,84
