Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Jackie Robinson,1011070,121314,2B,BRO,7.845724735589026,,8.4,42.21730785847731,10.50617265701294,2.9460012591443956,,,,,152.3981625247531,0.4229604567800249,,,,,0.904388421,0.464705882,0.439682539,0.307843137,0.156862745,0.305986696,149,636,510,104,75,19,39,237,157,118,17,3,24,106,,40,0.062893081,0.166666666,,,,,,,,,6.0,,,,,,,
Stan Musial,1009405,119602,OF,STL,7.764464976750617,,7.49,51.88676464412301,-1.4973325729370115,-0.5073104791808873,,,,,165.77082731980343,0.4429959394699018,,,,,0.970014945,0.538062283,0.431952662,0.335640138,0.202422145,0.327651515,154,676,578,105,91,21,69,311,194,125,42,6,7,96,,29,0.042899408,0.142011834,,,,,,,,,2.0,,,,,,,
Larry Doby,1003346,113411,OF,CLE,6.921984943231455,,6.99,41.57352205356257,4.160493910312653,0.822143207071349,,,,,156.89377370820654,0.4191776325158493,,,,,0.924020235,0.541425818,0.382594417,0.275529865,0.265895953,0.295212765,140,611,519,104,104,32,66,281,143,77,26,8,5,90,,111,0.181669394,0.147299509,,,,,,,,,5.0,,,,,,,
Mickey Mantle,1008082,118258,OF,NYY,6.626589800940877,,6.34,43.89245566286364,-1.7222222089767456,1.0504893527831882,,,,,158.37927610669306,0.4209799676751479,,,,,0.924285413,0.530054644,0.394230769,0.311475409,0.218579235,0.356626506,142,626,549,94,87,23,67,291,171,104,37,7,4,75,,111,0.177316293,0.119808306,,,,,,,,,0.0,,,,,,,
Al Rosen,1011208,121461,3B,CLE,6.5170608470395,,5.99,41.54239868338079,-1.3152155876159668,-0.0566699530463665,,,,,154.6767325971345,0.4156957017747979,,,,,0.910806427,0.523809523,0.386996904,0.301587301,0.222222222,0.29484536,148,649,567,101,105,28,65,297,171,106,32,5,8,75,,54,0.08320493,0.115562403,,,,,,,,,-3.0,,,,,,,
Solly Hemus,1005627,115742,SS,STL,6.456560553172933,,6.87,21.977113561810143,16.160493850708008,-0.953687462490052,,,,,128.20122395394725,0.3836830866580106,,,,,0.816689682,0.424561403,0.392128279,0.268421052,0.156140351,0.276,151,690,570,105,52,15,51,242,153,102,28,8,1,96,,55,0.079710144,0.139130434,,,,,,,,,7.0,,,,,,,
Yogi Berra,1000898,110925,C,NYY,5.8148753488537235,,5.75,24.778648883021155,10.641975402832031,-0.1599994879215955,,,,,135.16261621298108,0.3845174946137611,,,,,0.835143983,0.477528089,0.357615894,0.273408239,0.20411985,0.241666666,142,605,534,97,98,30,48,255,146,98,17,1,2,66,,24,0.039669421,0.109090909,,,,,,,,,2.0,,,,,,,
Hank Sauer,1011459,121710,OF,CHC,5.462439269766666,,5.57,30.68545956365039,-0.4567899703979492,0.0079267451073974,,,,,140.11192964494958,0.405501146743327,,,,,0.891975308,0.530864197,0.361111111,0.269841269,0.261022928,0.264840182,151,649,567,89,121,37,71,301,153,82,31,3,1,77,,92,0.141756548,0.118644067,,,,,,,,,7.0,,,,,,,
Alvin Dark,1002987,113052,SS,NYG,5.138426372238662,,5.89,12.817130801501104,14.259259223937988,-0.4637781840283423,,,,,117.36524543872488,0.3652174254289469,,,,,0.788493678,0.431239388,0.35725429,0.300509337,0.130730051,0.304104477,151,649,589,92,73,14,46,254,177,131,29,3,6,47,,39,0.060092449,0.072419106,,,,,,,,,5.0,,,,,,,
Gil Hodges,1005883,116008,1B,BRO,5.10550251687654,,5.25,30.328340904853597,-2.4444446563720703,-0.5101551613770425,,,,,142.2766302333768,0.4069811303766272,,,,,0.885737439,0.5,0.385737439,0.253937007,0.246062993,0.251295336,153,619,508,87,102,32,60,254,129,69,27,1,2,107,,90,0.145395799,0.17285945,,,,,,,,,7.0,,,,,,,
