fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,10.54,84.63607542913287,0.395061731338501,10.700078811496496,,,,,189.1796074901445,0.5056924990510124,,,,,1.087544373,0.620981387,0.466562986,0.419627749,0.201353638,,146,654,591,147,127,8,79,367,248,169,47,24,83,44,,,,0.067278287,,,,,,,,,4.0,,,,,,,
,9.13,70.43712431145093,-1.0987653732299805,2.1665963008999825,,,,,184.01611700753364,0.4942759093337172,,,,,1.057909179,0.590192644,0.467716535,0.408056042,0.182136602,,147,641,571,126,83,7,71,337,233,162,45,19,41,56,,,,0.087363494,,,,,,,,,5.0,,,,,,,
,6.76,37.89940063290685,12.345678806304932,-0.885455247014761,,,,,154.97003073879853,0.439260096340389,,,,,0.9304765,0.507399577,0.423076923,0.334038054,0.173361523,0.346511627,130,558,473,87,89,9,48,240,158,110,23,16,20,67,,34.0,0.060931899,0.120071684,,,,,,,,,7.0,,,,,,,
,6.74,47.23626943460583,-1.0,1.7534716315567491,,,,,161.0178947221479,0.4456336348726038,,,,,0.931607415,0.480730223,0.450877192,0.365111561,0.115618662,,132,588,493,92,73,3,38,237,180,142,22,13,38,62,,,,0.105442176,,,,,,,,,-1.0,,,,,,,
,6.69,39.25538729209858,1.5679011344909668,2.9815095774829388,,,,,143.4206123141774,0.4155893982020838,,,,,0.88699484,0.508445945,0.378548895,0.334459459,0.173986486,,148,659,592,96,115,11,67,301,198,131,42,14,38,40,,,,0.060698027,,,,,,,,,-3.0,,,,,,,
,5.04,43.66930253155901,-6.0,2.901420146226883,,,,,151.83531779294734,0.4312695669771429,,,,,0.923625935,0.526615969,0.397009966,0.309885931,0.216730038,0.316455696,143,622,526,102,77,13,63,277,163,100,25,25,38,71,,39.0,0.062700964,0.114147909,,,,,,,,,-6.0,,,,,,,
,6.02,50.03944291655789,-15.209876537322998,1.5000786744058132,,,,,159.08897431524574,0.4543180831774013,,,,,0.963927679,0.526132404,0.437795275,0.37804878,0.148083624,,146,648,574,109,115,7,57,302,217,160,36,14,37,61,,,,0.094135802,,,,,,,,,-8.0,,,,,,,
,4.97,42.75797856630896,-7.60493803024292,-0.2053658068180084,,,,,149.4583177344041,0.4275302153716727,,,,,0.917941834,0.533795493,0.384146341,0.299826689,0.233968804,0.313402061,154,687,577,105,107,21,72,308,173,101,30,21,23,76,,71.0,0.103347889,0.110625909,,,,,,,,,0.0,,,,,,,
,6.2,38.1856815835832,-1.407407522201538,0.0878482908010482,,,,,151.02374786986329,0.4350475624099478,,,,,0.919832167,0.502,0.417832167,0.334,0.168,,141,589,500,88,70,8,55,251,167,112,34,13,25,59,,,,0.100169779,,,,,,,,,2.0,,,,,,,
,5.62,40.34871858867045,-5.054571628570557,4.68784835934639,,,,,147.84119118563112,0.4359818263580968,,,,,0.92796931,0.513461538,0.414507772,0.348076923,0.165384615,,137,588,520,90,88,4,56,267,181,125,30,22,48,56,,,,0.095238095,,,,,,,,,1.0,,,,,,,
