Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Honus Wagner,1013485,123784.0,SS,PIT,8.384186743977352,,7.64,45.246554845822445,16.074074268341064,4.612622056156397,,,,,153.95005223233545,0.4336106405588492,,,,,0.931432476,0.517578125,0.413854351,0.35546875,0.162109375,,129,571,512,97,101,5,54,265,182,128,30,19,46,44,,,,0.077057793,,,,,,,,,10.0,,,,,,,,0.0
Nap Lajoie,1007259,117414.0,2B,CLE,7.555178980288708,,7.91,39.77496255657859,17.0,0.7402456440031528,,,,,162.7150255019673,0.4157687601400539,,,,,0.896432023,0.517525773,0.37890625,0.344329896,0.173195877,,125,525,485,90,93,7,59,251,167,108,41,11,21,24,,,,0.045714285,,,,,,,,,17.0,,,,,,,,0.0
Jimmy Sheckard,1011843,122100.0,OF,BRO,7.541187699954676,,7.05,48.251482588832815,3.1358022689819336,8.146299045532942,,,,,149.3581548212633,0.4240050146843763,,,,,0.898546946,0.475728155,0.422818791,0.332038834,0.143689321,,139,616,515,99,75,9,47,245,171,124,29,9,67,75,,,,0.121753246,,,,,,,,,10.0,,,,,,,,0.0
Bill Bradley,1001304,111353.0,3B,CLE,6.930623986106123,,7.04,33.25086756815529,15.19753074645996,0.8171290755271912,,,,,146.60567281643156,0.3897028829611785,,,,,0.843786386,0.496268656,0.34751773,0.313432835,0.182835821,,136,587,536,101,68,6,64,266,168,104,36,22,21,25,,,,0.042589437,,,,,,,,,11.0,,,,,,,,0.0
Freddy Parent,1009992,120217.0,SS,BOS,6.1704252731945415,,6.4,18.29998591614694,22.580246925354004,1.288990031927824,,,,,124.23750464208516,0.3569231528486407,,,,,0.767496298,0.441071428,0.32642487,0.303571428,0.1375,,139,592,560,83,80,4,52,247,170,118,31,17,24,13,,,,0.021959459,,,,,,,,,14.0,,,,,,,,0.0
Frank Chance,1002131,112183.0,1B,CHC,6.166190919882074,,5.76,42.56281299836625,-1.6728394031524658,8.376949340105057,,,,,148.80801606714778,0.4199515844788578,,,,,0.878472624,0.439909297,0.438563327,0.326530612,0.113378685,,125,531,441,83,81,2,36,194,144,108,24,10,67,78,,,,0.146892655,,,,,,,,,2.0,,,,,,,,0.0
Roger Bresnahan,1001396,111433.0,OF,NYG,5.423838174517377,,4.35,40.31241815640204,-5.135802507400513,2.4945279359817505,,,,,158.99295452851513,0.4406197345206506,,,,,0.935648811,0.492610837,0.443037974,0.349753694,0.142857143,,113,486,406,87,55,4,42,200,142,100,30,8,34,61,,,,0.125514403,,,,,,,,,-3.0,,,,,,,,0.0
Bill Dahlen,1002924,112991.0,SS,BRO,5.328919843663348,,4.99,8.11179166113879,23.518518447875977,2.1613663993775845,,,,,107.97022704902696,0.349496022347481,,,,,0.714532007,0.341772151,0.372759856,0.261603375,0.080168776,,138,566,474,71,64,1,27,162,124,97,17,9,34,82,,,,0.144876325,,,,,,,,,15.0,,,,,,,,0.0
Roy Thomas,1012992,123262.0,OF,PHI,5.312063094882309,,5.65,26.987256006327662,2.790123462677002,-3.0582081973552704,,,,,137.52574706855268,0.4032655361360748,,,,,0.817931492,0.364779874,0.453151618,0.327044025,0.037735849,,130,607,477,88,27,1,14,174,156,142,11,2,17,107,,,,0.176276771,,,,,,,,,6.0,,,,,,,,0.0
Jimmy Collins,1002455,112511.0,3B,BOS,5.2909843832402625,,5.31,19.58310406783517,13.012345790863035,1.2427568919956684,,,,,126.71830241707156,0.360937229104261,,,,,0.776770056,0.448148148,0.328621908,0.296296296,0.151851852,,130,579,540,88,72,5,55,242,160,105,33,17,23,24,,,,0.041450777,,,,,,,,,9.0,,,,,,,,0.0
