Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Honus Wagner,1013485,123784.0,SS,PIT,8.975951873285503,,8.27,54.58955516540302,4.9259257316589355,6.327662870287895,,,,,178.25108037922496,0.4441606274133996,,,,,0.943554636,0.520408163,0.423146473,0.348979591,0.171428572,,132,558,490,97,75,4,62,255,171,109,44,14,53,59,,,,0.105734767,,,,,,,,,-2.0,,,,,,,,0.0
Nap Lajoie,1007259,117414.0,2B,CLE,8.775421688611415,,8.52,61.37937584366497,-4.364504098892212,1.5028236284852028,,,,,195.74162869556807,0.4537094766590871,,,,,0.964802376,0.55153707,0.413265306,0.376130198,0.175406872,,140,594,553,92,102,6,70,305,208,138,49,15,29,27,,,,0.045454545,,,,,,,,,-7.0,,,,,,,,0.0
George Davis,1003049,113106.0,SS,CHW,6.634421568355124,,7.19,13.207188948729334,27.382716178894043,2.7486420646309853,,,,,115.86819341936136,0.3210784711931419,,,,,0.669757814,0.358792184,0.31096563,0.252220248,0.106571936,,152,626,563,75,69,1,43,202,142,99,27,15,32,43,,,,0.068690095,,,,,,,,,18.0,,,,,,,,0.0
Elmer Flick,1004158,114241.0,OF,CLE,6.588002958854579,,6.3,41.188620009148046,-3.965906143188477,3.054431952536106,,,,,154.9616244689903,0.3896169705383468,,,,,0.819942104,0.449050086,0.370892018,0.305699481,0.143350605,,150,659,579,97,56,6,54,260,177,123,31,17,38,51,,,,0.077389984,,,,,,,,,3.0,,,,,,,,0.0
Frank Chance,1002131,112183.0,1B,CHC,6.261912645504161,,5.94,31.76730051707016,7.234567880630493,4.425732880830765,,,,,148.12607987770392,0.3888304536906672,,,,,0.811864951,0.43015521,0.381709741,0.310421286,0.119733924,,124,514,451,89,49,6,32,194,140,108,16,10,42,36,,,,0.07003891,,,,,,,,,11.0,,,,,,,,0.0
Bill Bradley,1001304,111353.0,3B,CLE,6.257835873474352,,6.45,21.988687325707954,12.753086566925049,0.4021802917122841,,,,,130.73880719737775,0.3515468159690499,,,,,0.738315886,0.403940886,0.334375,0.30049261,0.103448276,,154,667,609,94,83,5,45,246,183,138,32,8,23,26,,,,0.038980509,,,,,,,,,8.0,,,,,,,,0.0
Freddy Parent,1009992,120217.0,SS,BOS,5.974539836451549,,6.27,15.142718313983949,17.567901611328125,-0.1978197172284126,,,,,122.31299568723988,0.3432510461807251,,,,,0.718770896,0.389170896,0.3296,0.291032148,0.098138748,,155,653,591,85,77,6,37,230,172,135,22,9,20,28,,,,0.042879019,,,,,,,,,8.0,,,,,,,,0.0
Bill Dahlen,1002924,112991.0,SS,NYG,5.854326606804934,,5.51,8.129229012882789,25.95061683654785,5.549928747117519,,,,,104.03035716415108,0.3202387243509292,,,,,0.662224301,0.336520076,0.325704225,0.267686424,0.068833652,,145,579,523,70,80,2,30,176,140,110,26,2,47,44,,,,0.075993091,,,,,,,,,17.0,,,,,,,,0.0
Art Devlin,1003248,113312.0,3B,NYG,5.436830968935102,,4.69,16.96046168310634,13.012345790863035,2.2283061295747757,,,,,123.71647694048244,0.352719798739106,,,,,0.725279087,0.354430379,0.370848708,0.280590717,0.073839662,,130,562,474,81,66,1,25,168,133,108,16,8,33,62,,,,0.110320284,,,,,,,,,9.0,,,,,,,,0.0
Roy Thomas,1012992,123262.0,OF,PHI,5.206116084917378,,4.69,26.03762136073842,-0.4320988655090332,-0.2620441019535064,,,,,139.00682342736337,0.3754416573700027,,,,,0.761010136,0.344758064,0.416252072,0.29032258,0.054435484,,139,610,496,92,29,3,15,171,144,129,6,6,28,102,,,,0.167213114,,,,,,,,,3.0,,,,,,,,0.0
Bobby Wallace,1013542,123864.0,SS,SLB,5.071144878252653,,5.74,11.874325744670896,14.580246925354004,0.0754111558198928,,,,,118.89808661095024,0.3296108863292596,,,,,0.684812865,0.354898336,0.329914529,0.275415896,0.07948244,,139,593,541,57,69,2,35,192,149,114,29,4,20,42,,,,0.070826306,,,,,,,,,6.0,,,,,,,,0.0
Jimmy Collins,1002455,112511.0,3B,BOS,4.994443731573904,,5.3,8.027823541956623,15.814814567565918,-0.0252321660518646,,,,,111.31473738766763,0.3259654683405098,,,,,0.684947878,0.378763866,0.306184012,0.270998415,0.107765451,,156,676,631,85,67,3,49,239,171,122,33,13,19,27,,,,0.039940828,,,,,,,,,11.0,,,,,,,,0.0
Dan McGann,1008501,118684.0,1B,NYG,4.92367685691179,,4.26,21.573776503722595,2.6481480598449707,4.227019518613815,,,,,126.46572504362736,0.3572559152092073,,,,,0.740612518,0.386847195,0.353765323,0.286266924,0.100580271,,141,593,517,81,71,6,34,200,148,114,22,6,42,36,,,,0.060708263,,,,,,,,,7.0,,,,,,,,0.0
Danny Murphy,1009352,119546.0,2B,PHA,4.850997877557343,,5.06,21.118974547634046,3.0,1.0963904187083244,,,,,132.01578488200576,0.3593533553489267,,,,,0.760061852,0.439856373,0.320205479,0.287253141,0.152603232,,150,594,557,78,77,7,54,245,160,106,30,17,22,22,,,,0.037037037,,,,,,,,,3.0,,,,,,,,0.0
Sam Mertes,1008794,118982.0,OF,NYG,4.671527514686593,,3.99,22.080326228775153,-0.7777776718139648,5.400893725454807,,,,,124.69791292780216,0.3543391171052217,,,,,0.739206887,0.392857142,0.346349745,0.276315789,0.116541353,,148,611,532,83,78,4,43,209,147,104,28,11,47,54,,,,0.088379705,,,,,,,,,6.0,,,,,,,,0.0
Willie Keeler,1006747,116891.0,OF,NYH,4.5181968898560765,,5.02,25.542091438560043,-5.012345790863037,-0.8671906739473343,,,,,140.9860102963098,0.3819897030153845,,,,,0.798583368,0.408839779,0.389743589,0.342541436,0.066298343,,143,612,543,78,40,2,24,222,186,162,14,8,21,35,,,,0.057189542,,,,,,,,,2.0,,,,,,,,0.0
Chick Stahl,1012381,122638.0,OF,BOS,4.517433653891337,,4.54,27.21653171254502,-9.876543283462524,-2.5691206604242325,,,,,141.54229407478377,0.373473061797829,,,,,0.781934311,0.415672913,0.366261398,0.289608177,0.126064736,,157,681,587,83,67,3,49,244,170,121,27,19,11,64,,,,0.093979441,,,,,,,,,-6.0,,,,,,,,0.0
Cy Seymour,1011777,122034.0,OF,CIN,4.498096084992178,,4.53,16.61258185755456,4.790123462677002,-1.6252321898937223,,,,,128.94797059921623,0.3748235537357906,,,,,0.790482114,0.438794726,0.351687388,0.312617702,0.126177024,,131,570,531,71,58,5,44,233,166,122,26,13,11,29,,,,0.050877192,,,,,,,,,8.0,,,,,,,,0.0
Kid Elberfeld,1003722,113790.0,SS,NYH,4.473031852875016,,5.39,2.431071072040462,22.530864238739017,-0.051357977092266,,,,,104.61409376362084,0.3248252341241547,,,,,0.665463624,0.328089887,0.337373737,0.262921348,0.065168539,,122,511,445,55,46,2,20,146,117,97,13,5,18,37,,,,0.072407045,,,,,,,,,15.0,,,,,,,,0.0
Harry Davis,1003053,113111.0,1B,PHA,4.396204942769538,,4.4,25.26395375865451,-0.1481480598449707,-0.2826303541660309,,,,,155.77942744281435,0.3967018410876081,,,,,0.839749358,0.490099009,0.349650349,0.30940594,0.180693069,,102,435,404,54,62,10,42,198,125,83,21,11,12,23,,,,0.052873563,,,,,,,,,3.0,,,,,,,,0.0
Danny Green,1004988,115082.0,OF,CHW,4.342958852920561,,4.21,18.674790095202994,0.790123462677002,0.9799144119024276,,,,,127.02014045443228,0.3386055962427666,,,,,0.695257266,0.343283582,0.351973684,0.264925373,0.078358209,,147,622,536,83,62,2,28,184,142,114,16,10,28,63,,,,0.101286173,,,,,,,,,8.0,,,,,,,,0.0
Jake Beckley,1000754,110776.0,1B,STL,4.304593506184504,,4.21,23.490637346432536,-6.382716178894043,-1.3442814722657204,,,,,136.83435800991788,0.3719534849920192,,,,,0.777693726,0.402903811,0.374789915,0.324863883,0.078039928,,142,610,551,72,67,1,32,222,179,147,22,9,17,35,,,,0.057377049,,,,,,,,,-2.0,,,,,,,,0.0
Harry Lumley,1007830,118000.0,OF,BRO,4.146652584360428,,3.27,24.38049551884212,-9.40740728378296,2.1250895261764526,,,,,131.80914577855089,0.3606669295255778,,,,,0.759265966,0.428076256,0.33118971,0.279029462,0.149046794,,150,633,577,79,78,9,50,247,161,111,23,18,30,41,,,,0.064770932,,,,,,,,,-2.0,,,,,,,,0.0
Tommy Leach,1007428,117582.0,3B,PIT,4.029860512151153,,3.7,0.1254580977239809,15.50617265701294,0.3773411214351654,,,,,99.63998932111092,0.3144564132053636,,,,,0.651435647,0.335060449,0.316375198,0.257340241,0.077720208,,146,633,579,92,56,2,29,194,149,120,15,12,23,45,,,,0.071090047,,,,,,,,,11.0,,,,,,,,0.0
Roger Bresnahan,1001396,111433.0,OF,NYG,3.979672801289963,,3.43,20.10291455651719,-0.6234567165374756,-0.9520013108849524,,,,,140.70313426516577,0.3807469003943987,,,,,0.791092922,0.410447761,0.380645161,0.283582089,0.126865672,,109,468,402,81,33,5,34,165,114,80,22,7,13,58,,,,0.123931623,,,,,,,,,2.0,,,,,,,,0.0
Mike Grady,1004917,115012.0,C,STL,3.801040396816213,,2.03,20.805010459946367,0.0679011344909668,-1.358434520661831,,,,,155.2396395613112,0.4023212428843037,,,,,0.850088704,0.47368421,0.376404494,0.312693498,0.160990712,,101,363,323,44,43,5,31,153,101,70,15,11,6,31,,,,0.085399449,,,,,,,,,-2.0,,,,,,,,0.0
Billy Gilbert,1004686,114784.0,2B,NYG,3.695799624827664,,3.25,3.35870523010478,12.0,2.451858662068844,,,,,101.47298666026802,0.3160191959462192,,,,,0.639274084,0.299163179,0.340110905,0.253138075,0.046025104,,146,557,478,57,54,1,17,143,121,104,13,3,33,46,,,,0.082585278,,,,,,,,,12.0,,,,,,,,0.0
Lee Tannehill,1012823,123087.0,3B,CHW,3.653432767558965,,4.26,-10.33617788328386,26.722222328186035,0.0180129706859588,,,,,83.21779503454951,0.2697629821927924,,,,,0.563122613,0.303473491,0.259649122,0.228519195,0.074954296,,153,586,547,50,61,0,36,166,125,89,31,5,14,20,,,,0.034129692,,,,,,,,,22.0,,,,,,,,0.0
Charlie Babb,1000393,110412.0,SS,BRO,3.6264408211466312,,3.03,7.859010381526678,3.3209877014160156,2.3041102811694145,,,,,108.44655243507006,0.3221198648469061,,,,,0.656239644,0.310940499,0.345299145,0.264875239,0.04606526,,151,595,521,49,53,0,21,162,138,117,18,3,34,53,,,,0.08907563,,,,,,,,,-6.0,,,,,,,,0.0
Wid Conroy,1002544,112598.0,3B,NYH,3.6038391319744982,,4.21,1.226046380502778,13.987654209136965,2.572194591164589,,,,,97.70041981498484,0.3139592546257769,,,,,0.648921922,0.335378323,0.313543599,0.243353783,0.09202454,,140,556,489,58,52,1,31,164,119,88,18,12,30,43,,,,0.077338129,,,,,,,,,9.0,,,,,,,,0.0
Johnny Evers,1003876,113949.0,2B,CHC,3.593843218994322,,3.4,-2.0038039025274106,16.0,1.4244461953639984,,,,,94.71609998512004,0.3007067630054257,,,,,0.62440676,0.317669172,0.306737588,0.265037593,0.052631579,,152,587,532,49,47,0,21,169,141,120,14,7,26,28,,,,0.04770017,,,,,,,,,16.0,,,,,,,,0.0
Joe Tinker,1013075,123353.0,SS,CHC,3.5691737845639464,,3.38,-4.6077822874106715,19.592592239379883,5.442852221429348,,,,,82.87545053662105,0.2811703068672577,,,,,0.585445686,0.31762295,0.267822736,0.221311475,0.096311475,,141,531,488,55,41,3,28,155,108,80,12,13,41,29,,,,0.054613935,,,,,,,,,11.0,,,,,,,,0.0
Jesse Burkett,1001682,111733.0,OF,SLB,3.5583187978544233,,3.98,16.770659688485395,-6.259259223937988,-2.865904062986374,,,,,128.21593872261877,0.3442554285461054,,,,,0.705830579,0.342608695,0.363221884,0.271304347,0.071304348,,147,661,575,72,27,2,27,197,156,129,15,10,12,78,,,,0.118003025,,,,,,,,,1.0,,,,,,,,0.0
Kip Selbach,1011731,121984.0,OF,- - -,3.556494633600921,,3.52,14.778209754640418,-3.209876537322998,-0.7207289338111877,,,,,123.0372997513657,0.3423930571454507,,,,,0.706947018,0.355595667,0.351351351,0.263537906,0.092057761,,146,639,554,65,44,0,39,197,146,107,27,12,19,72,,,,0.112676056,,,,,,,,,4.0,,,,,,,,0.0
Claude Ritchey,1010987,121232.0,2B,PIT,3.451815591393624,,3.43,5.030998764956054,5.121894039213657,-1.847498081624508,,,,,109.98908459471984,0.3315318824827867,,,,,0.685710298,0.34742647,0.338283828,0.262867647,0.084558823,,156,623,544,79,51,0,34,189,143,109,22,12,12,59,,,,0.094703049,,,,,,,,,5.0,,,,,,,,0.0
Fielder Jones,1006555,116685.0,OF,CHW,3.40678824272953,,3.52,3.7833134490914206,7.320987701416016,0.8021802976727486,,,,,104.4172686767726,0.3030814533391274,,,,,0.61917597,0.303473491,0.315702479,0.243144424,0.060329067,,149,641,547,72,42,3,22,166,133,111,14,5,25,53,,,,0.082683307,,,,,,,,,11.0,,,,,,,,0.0
John Titus,1013085,123363.0,OF,PHI,3.3709811778599095,,3.31,17.58246285636214,-6.864197731018066,-1.1729805618524551,,,,,130.0330254165017,0.3606353570910764,,,,,0.748911929,0.386904761,0.362007168,0.293650793,0.093253968,,146,565,504,60,55,4,34,195,148,114,25,5,15,46,,,,0.081415929,,,,,,,,,0.0,,,,,,,,0.0
Ginger Beaumont,1000733,110752.0,OF,PIT,3.315266367934946,,2.74,12.188729707344296,-5.777777671813965,0.8060402199625969,,,,,115.30206419975588,0.3402980226736802,,,,,0.712445277,0.373983739,0.338461538,0.300813008,0.073170731,,153,673,615,97,54,3,27,230,185,158,12,12,28,34,,,,0.050520059,,,,,,,,,-2.0,,,,,,,,0.0
Jimmy Williams,1014005,124319.0,2B,NYH,3.2551407876577505,,3.94,0.5587817608811072,10.0,-0.9010363295674324,,,,,102.26557159073728,0.3211341439785061,,,,,0.668679808,0.354203935,0.314475873,0.262969588,0.091234347,,146,612,559,62,74,2,40,198,147,107,31,7,14,38,,,,0.062091503,,,,,,,,,10.0,,,,,,,,0.0
Fred Odwell,1009735,119942.0,OF,CIN,3.232694434256527,,2.88,7.458356790275765,5.123456954956055,2.6715512722730637,,,,,108.40927875937363,0.3409357797577086,,,,,0.713011202,0.38034188,0.332669322,0.284188034,0.096153846,,129,515,468,75,58,1,33,178,133,100,22,10,30,26,,,,0.050485436,,,,,,,,,11.0,,,,,,,,0.0
Socks Seybold,1011775,122031.0,OF,PHA,3.22362637824113,,3.26,17.014127467845015,-6.771605014801025,-1.4997496977448463,,,,,130.74197890917858,0.3573513590603424,,,,,0.746797855,0.396078431,0.350719424,0.292156862,0.103921569,,143,572,510,56,64,3,38,202,149,111,26,9,12,42,,,,0.073426573,,,,,,,,,0.0,,,,,,,,0.0
Lave Cross,1002808,112867.0,3B,PHA,3.222804390876584,,3.66,5.975250753099083,1.7839503288269043,-1.7755538523197174,,,,,111.52063458011764,0.3271418445587158,,,,,0.689312685,0.378912685,0.3104,0.289950576,0.088962109,,155,639,607,73,71,1,42,230,176,134,31,10,10,13,,,,0.020344287,,,,,,,,,-3.0,,,,,,,,0.0
Spike Shannon,1011800,122059.0,OF,STL,3.168808085405076,,2.79,7.9212919955965635,1.5061726570129397,2.353788621723652,,,,,108.65481321326824,0.3254587007905432,,,,,0.667005424,0.318,0.349005424,0.28,0.038,,134,582,500,84,26,1,14,159,140,126,10,3,34,50,,,,0.085910652,,,,,,,,,8.0,,,,,,,,0.0
Dave Brain,1001335,111372.0,SS,STL,3.167844710702605,,3.12,7.725156732174785,2.777777671813965,1.0167263448238373,,,,,111.80804484113602,0.3306613690782301,,,,,0.698875993,0.407786885,0.291089108,0.266393442,0.141393443,,127,514,488,57,72,7,43,199,130,87,24,12,18,17,,,,0.033073929,,,,,,,,,-1.0,,,,,,,,0.0
Miller Huggins,1006148,116275.0,2B,CIN,3.125736500812587,,3.06,5.816761651930836,2.0,-2.31815567612648,,,,,112.34886603301928,0.3474358939878296,,,,,0.704838556,0.32790224,0.376936316,0.262729124,0.065173116,,140,596,491,96,30,2,21,161,129,108,12,7,13,88,,,,0.147651006,,,,,,,,,2.0,,,,,,,,0.0
Fred Tenney,1012916,123188.0,1B,BSN,3.110132415421954,,3.12,9.441885823322243,-2.586085796356201,-1.145568110048771,,,,,115.42482085232442,0.3365809593057393,,,,,0.692047721,0.341463414,0.350584307,0.270168855,0.071294559,,147,621,533,76,37,1,27,182,144,117,17,9,17,57,,,,0.091787439,,,,,,,,,2.0,,,,,,,,0.0
Buck Freeman,1004316,114406.0,OF,BOS,3.079947400130221,,3.08,16.862473539075058,-10.753086566925049,-2.698463074862957,,,,,128.49525325249667,0.3529674841349657,,,,,0.741233467,0.412060301,0.329173166,0.279731993,0.132328308,,157,652,597,64,84,7,46,246,167,121,20,19,7,32,,,,0.049079754,,,,,,,,,-3.0,,,,,,,,0.0
Mike Donlin,1003380,113444.0,OF,- - -,3.0777664774448468,,2.65,22.09179744634294,-9.358024597167969,1.36962129175663,,,,,146.0639469318122,0.3980686801671982,,,,,0.839021739,0.456521739,0.3825,0.328804347,0.127717392,,102,407,368,59,52,3,31,168,121,90,18,10,22,28,,,,0.068796068,,,,,,,,,-5.0,,,,,,,,0.0
Charlie Hickman,1005773,115893.0,1B,- - -,2.9275057385323624,,3.0100000000000002,16.998858439809354,-8.487654209136963,-0.2826303541660309,,,,,131.56518082080177,0.3534510568283954,,,,,0.748227516,0.436590436,0.31163708,0.274428274,0.162162162,,128,520,481,52,67,6,50,210,132,82,28,16,12,24,,,,0.046153846,,,,,,,,,-6.0,,,,,,,,0.0
Danny Shay,1011827,122085.0,SS,STL,2.8741309145496876,,2.93,5.339799579419069,6.987654209136963,4.318656355142593,,,,,102.37496521905676,0.3150972780132793,,,,,0.640637511,0.302941176,0.337696335,0.255882352,0.047058824,,99,389,340,45,18,1,13,103,87,74,11,1,36,39,,,,0.100257069,,,,,,,,,1.0,,,,,,,,0.0
Jimmy Barrett,1000596,110613.0,OF,DET,2.856233644509625,,3.25,4.871739475832975,-2.0,-2.812365800142288,,,,,110.22175731192942,0.321276676891208,,,,,0.652370705,0.299679487,0.352691218,0.267628205,0.032051282,,162,714,624,83,31,0,15,187,167,152,10,5,15,79,,,,0.110644257,,,,,,,,,2.0,,,,,,,,0.0
Billy Lush,1007845,118016.0,OF,CLE,2.829414922847213,,2.87,10.533254264462018,-3.4938273429870605,-1.971693933010101,,,,,120.58432143125542,0.3355873659037162,,,,,0.683643241,0.324947589,0.358695652,0.257861635,0.067085954,,138,577,477,76,50,1,22,155,123,101,13,8,12,72,,,,0.124783362,,,,,,,,,3.0,,,,,,,,0.0
Jim Delahanty,1003157,113220.0,3B,BSN,2.798601210252156,,2.66,12.019183286062995,-6.783950567245483,-0.2774837911128998,,,,,120.56413020961952,0.3450605526148715,,,,,0.721487835,0.388777555,0.33271028,0.284569138,0.104208417,,142,541,499,56,60,3,38,194,142,104,27,8,16,27,,,,0.049907578,,,,,,,,,-10.0,,,,,,,,3.1
Homer Smoot,1012220,122478.0,OF,STL,2.7889457917212255,,2.54,9.63803328692148,-4.382715940475464,0.799607016146183,,,,,113.95534304667844,0.3342042995053668,,,,,0.696332736,0.365384615,0.330948121,0.28076923,0.084615385,,137,573,520,58,66,3,32,190,146,114,23,6,23,37,,,,0.064572425,,,,,,,,,-1.0,,,,,,,,0.0
