Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Brian Moehler,480,119215,HOU,1.3774092718958857,,1.21,4.560000173950202,,4.57201833496094,4.439016173371394,88.8920102619993,,0.12615385,0.05538462,0.07076923,150.0,31,26,,,,0.436046511,4.9200001876831125,2.160000082397464,2.27777778,1.2000000457763689,0.2874015748031496,0.71348315,0.109890109,0,0.2721311475409836,1.346666718037925,108.3844776308175,104.99403297760291,4.593240849868132,0.29339623,,0.14035087999999996,,-0.2775059640407562,-0.3975417267501608,82,36,4,20,9,0,0,76
John Lackey,1507,407793,LAA,1.3760889768600464,,3.5,3.746938542147981,,4.527936560437368,3.823262753651803,91.37218074968234,,0.19259259,0.05925926,0.13333333,163.1,24,24,,,,0.451020408,7.163264859988786,2.204081495381165,3.25,1.4326529719977572,0.2878464818763326,0.80183276,0.153846153,0,0.2576,1.2306121682544835,86.81506911052666,105.78069986183624,3.806487943626367,0.27653061,,0.1878453,,1.6640878915786743,1.133904327840028,130,40,10,26,16,3,0,68
Francisco Liriano,3201,434538,MIN,1.3669712543487549,,0.47,3.907894344541214,,3.8688603113232634,4.250766039581116,91.8921968843844,,0.20364742,0.09726444,0.10638298,76.0,14,14,,,,0.415929203,7.934209729826101,3.789473303797541,2.09375,0.828947285205712,0.3018018018018018,0.68930041,0.076923076,0,0.25,1.3947367020921504,91.15107254086544,91.905853576622,4.221883816026225,0.27288428,,0.22992701000000004,,0.5849920511245728,0.2961567768346518,67,32,1,7,7,0,0,33
Greg Smith,3455,460105,OAK,1.3654993772506714,,1.98,4.161120618235861,,4.81853307605671,5.234439126600268,88.37691225428028,,0.13875,0.10875,0.03,190.1,32,32,,,,0.34241908,5.248686234365688,4.113835156664998,1.27586207,0.9929946929881032,0.2560553633217993,0.72735192,0.078651685,0,0.2380281690140845,1.3450086846822984,98.9485998370883,113.44335495369783,5.334487116747865,0.23119015,,0.16159250999999997,,0.554634153842926,0.3617546149906014,111,87,3,21,13,2,0,88
Odalis Perez,668,136602,WSN,1.362285852432251,,1.44,4.340292552098574,,4.616360754556515,4.254225584030293,89.2578125,,0.1673699,0.07735584,0.09001407,159.2,30,30,,,,0.46692607,6.707724853243251,3.100208965784696,2.16363636,1.2400835863138784,0.3155818540433925,0.73762838,0.12716763,0,0.2808641975308642,1.484342474527218,101.11014422842727,106.19237732513038,4.290290497560676,0.30833333,,0.18760469000000002,,-0.0642119869589805,0.9858167935848684,119,55,8,22,14,0,0,77
Carlos Silva,973,400067,SEA,1.336034655570984,,-1.88,6.456521953301536,,4.63201832978622,4.5879262795542175,90.91844764122597,,0.10014514,0.04644412,0.05370102,153.1,28,28,,,,0.440207972,4.050000134343691,1.8782609318695376,2.15625,1.1739130824184612,0.3421985815602837,0.61085973,0.104166666,0,0.3261868300153139,1.597826139958461,154.5225898142835,109.41404010536672,4.803589305955789,0.25925926,,0.10507246000000003,,-3.9482617378234863,-1.6472298446220934,69,32,4,20,10,1,0,110
Joakim Soria,6941,465657,KCR,1.3346003293991089,,3.63,1.6039603354591772,,3.2508301567299767,3.617496827970267,91.65466594827586,,0.25384615,0.07307692,0.18076923,67.1,63,0,,,,0.445783132,8.821781845025475,2.5396038644770305,3.47368421,0.6683168064413239,0.2073170731707317,0.89473684,0.073529411,42,0.1659574468085106,0.8613861060799285,36.12369182919815,75.89013178785885,2.967692571061681,0.30885529,,0.25,,4.251986026763916,0.0529952728825686,66,19,6,5,0,0,0,12
Matt Capps,4788,448165,PIT,1.3295027017593384,,1.16,3.018633897986785,,3.28108662067062,3.888588849081231,92.96538756127453,,0.18483412,0.02369668,0.16113744,53.2,49,0,,,,0.310559006,6.540373445638034,0.8385094161074402,7.8,0.8385094161074402,0.2625,0.72340426,0.067567567,21,0.230392156862745,0.9689442141685976,70.99257656447497,76.45399749235946,3.4933103883313548,0.28214286,,0.17816091999999994,,1.1648279428482056,-0.2036472270388982,39,5,2,5,0,0,0,18
Dave Bush,4635,433657,MIL,1.3245128728449345,,1.81,4.183784128862051,,4.932018428493203,4.61238585214328,89.09367111102253,,0.14285714,0.06290957,0.07994758,185.0,31,29,,,,0.410958904,5.302703140069344,2.335135327736959,2.27083333,1.4108109271744127,0.2363315696649029,0.71507761,0.12033195,0,0.2312056737588652,1.1405406346122646,98.69444878140116,113.64277951824414,4.581584312913852,0.2851711,,0.16472546,,-0.6802338659763336,-1.1200748821082858,109,48,10,29,16,0,0,86
Jon Garland,232,279782,LAA,1.3061105012893677,,0.78,4.896610422767273,,4.759137008259335,4.539868154825713,91.27592005076144,,0.10416667,0.06828704,0.03587963,196.2,32,32,,,,0.499282639,4.118644280832286,2.7000001396567206,1.52542373,1.0525424273238064,0.3128654970760234,0.69168506,0.118556701,0,0.2973651191969887,1.5050848236127858,113.45250728776892,111.14572926622692,4.756990185483245,0.2750533,,0.13614035000000002,,-1.488731861114502,0.1292963787961769,90,59,8,23,18,1,0,107
Barry Zito,944,217096,SFG,1.2934372425079346,,-0.14,5.149999563429128,,4.720907034226418,5.287319500948948,85.59264631685167,,0.14669927,0.12469438,0.02200489,180.0,32,32,,,,0.363793103,5.999999491373741,5.0999995676676795,1.17647059,0.7999999321831655,0.2951388888888889,0.65652819,0.068085106,0,0.2612359550561798,1.599999864366331,119.72391054885207,111.64565826620796,5.360918592149393,0.26600373,,0.16860014999999995,,-2.4560680389404297,-1.3578400163093578,120,102,4,16,15,0,0,103
Clayton Kershaw,2036,477132,LAD,1.2918124590069056,,1.47,4.2631576933417215,,4.079386656327458,3.9149964658989966,94.38304658203126,,0.21276596,0.1106383,0.10212766,107.2,22,21,,,,0.480263157,8.35913273204259,4.3467490206621475,1.92307692,0.919504600524685,0.3202614379084967,0.75716235,0.115789473,0,0.2613908872901678,1.4953559665098413,101.51138463817408,95.66758168682124,4.155034752779421,0.24941725,,0.21458047000000002,,0.4434980526566505,0.5699587727287287,100,52,1,11,8,0,0,51
Taylor Buchholz,2168,430587,COL,1.2830547094345093,,1.98,2.1708541881291303,,3.327998172013177,3.879146068402464,92.49442784926472,,0.21292776,0.06844106,0.14448669,66.1,63,0,,,,0.364640883,7.597989658451956,2.4422109616452716,3.11111111,0.6783919337903532,0.2197802197802197,0.72413793,0.064935064,1,0.1851851851851851,0.9497487073064944,46.585990425202894,73.58241043940924,3.450945777633998,0.32682927,,0.23940150000000004,,1.670699954032898,-0.1424086821783825,56,18,2,5,0,0,0,16
Luke Hochevar,6943,460024,KCR,1.2741844654083252,,0.42,5.511627255032886,,4.43434370737884,4.6360156896625675,91.55308014354068,,0.12720848,0.08303887,0.04416961,129.0,22,22,,,,0.518348623,5.023255219776808,3.2790693795765273,1.53191489,0.8372092032961346,0.3046511627906976,0.62289562,0.086956521,0,0.2782101167315175,1.4728680428357923,124.13045387510748,103.26164255875166,4.718413861891825,0.24566769,,0.15587267000000005,,-1.4865878820419312,-1.3488064365966244,72,47,5,12,8,0,0,79
Saul Rivera,2027,346800,WSN,1.2399507761001587,,0.7,3.964286434407268,,3.370113561375079,3.9421491604784458,89.66276350950119,,0.17520216,0.09433962,0.08086253,84.0,76,0,,,,0.539923954,6.964286979364119,3.750000681196064,1.85714286,0.3214286298168055,0.3270676691729323,0.70032573,0.045454545,0,0.2694610778443114,1.4880955084111365,92.35081929025996,77.35741973109572,3.774929261934287,0.28851541,,0.21394612000000002,,0.3372219800949096,0.1558558023265077,65,35,2,3,0,0,0,37
Bobby Jenks,8645,408057,CHW,1.2364721298217771,,2.49,2.6270272978733473,,3.4076939841271177,3.887460874622458,94.69054539395736,,0.1563786,0.06995885,0.08641975,61.2,57,0,,,,0.576086956,5.545946517732622,2.4810813368803837,2.23529412,0.4378378829788912,0.2608695652173913,0.78703704,0.057692307,30,0.2266666666666666,1.1027028163912815,58.12473996067224,75.16485125632929,3.620953923905665,0.30487805,,0.14360313000000002,,3.4307100772857666,0.6970863697175209,38,17,1,3,0,0,0,18
John Lannan,7080,458709,WSN,1.2201184034347534,,2.71,3.9065934065934065,,4.791358939369956,4.242799017709363,88.1489981360671,,0.15019255,0.09242619,0.05776637,182.0,31,31,,,,0.54159292,5.785714285714286,3.56043956043956,1.625,1.137362637362637,0.2660714285714285,0.74040219,0.15231788,0,0.2457142857142857,1.3406593406593406,91.0068199415493,110.24138563242047,4.43067719170241,0.26897568,,0.16872427999999995,,0.3463900089263916,0.3775222828335143,117,72,7,23,21,0,0,79
Rafael Perez,4078,460370,CLE,1.2136249542236328,,1.0,3.537118846675116,,3.2237213612393925,2.690661893362317,90.55939611486488,,0.27476038,0.07348243,0.20127796,76.1,73,0,,,,0.57070707,10.139740693802,2.7117911157842554,3.73913043,0.9432316924466976,0.3041237113402061,0.74257426,0.166666666,2,0.2326388888888889,1.1790396155583718,82.35909169100375,76.17040976877199,2.434545781777272,0.34325397,,0.27818182,,1.209420084953308,0.0125051207829762,86,23,2,8,0,0,0,30
Billy Wagner,578,123790,NYM,1.2096832990646362,,0.97,2.297872526929533,,2.663933135654762,2.9887558768482996,95.76694367038216,,0.2826087,0.05434783,0.22826087,47.0,45,0,,,,0.380165289,9.957447616694642,1.9148937724412771,5.2,0.7659575089765109,0.2372881355932203,0.68681319,0.078431372,27,0.1839080459770115,0.8936170938059295,54.89290986796405,62.07828755327558,2.490637026646549,0.23591549,,0.20382166000000002,,0.4759320020675659,-0.4068389746732102,52,10,0,4,0,0,0,12
Scott Olsen,4529,435179,FLA,1.2085555791854858,,1.6,4.195041533921501,,5.0163158957387175,4.887545860732894,88.60017051781738,,0.13216374,0.08070175,0.05146199,201.2,33,33,,,,0.373846153,5.04297546099074,3.07933899830408,1.63768116,1.3388430427409044,0.2578125,0.71555556,0.108695652,0,0.2490421455938697,1.30909097512444,96.97315235906662,117.89208054078956,4.993266044302333,0.2715075,,0.19821060000000001,,-0.1329579055309295,-0.2048560490295805,113,69,3,30,17,0,0,94
Heath Bell,2080,425514,SDP,1.2002235651016235,,0.83,3.576923076923077,,3.3371464851575023,3.7720384081777856,94.04753781293464,,0.2191358,0.08641975,0.13271605,78.0,74,0,,,,0.455399061,8.192307692307692,3.230769230769231,2.53571429,0.5769230769230769,0.2811059907834101,0.73333333,0.066666666,0,0.2252559726962457,1.205128205128205,90.90047096337412,79.69962647993951,3.4662280053107324,0.29186603,,0.20658135,,1.023975849151611,-0.1894208123771256,71,28,3,5,0,0,0,31
Arthur Rhodes,1097,121125,- - -,1.199499785900116,,1.38,2.0377370223924296,,2.226357381188217,3.682185098638975,92.46299245905747,,0.2739726,0.10958904,0.16438356,35.1,61,0,,,,0.26744186,10.18868511196215,4.075474044784859,2.5,0.0,0.3111111111111111,0.79545455,0.0,2,0.2153846153846154,1.2452837359064848,48.56071817118005,52.55680134905465,3.309866977803505,0.34375,,0.24137931,,1.6605419516563416,0.0528068782092521,40,16,0,0,0,0,0,8
Ryan Madson,1852,425492,PHI,1.1805256605148315,,1.42,3.0483880345707663,,3.3255667266687103,3.546740118851333,93.95870811060855,,0.19705882,0.06764706,0.12941177,82.2,76,0,,,,0.510288065,7.294357082722905,2.504033028397415,2.91304348,0.6532260074080213,0.3004115226337449,0.78224101,0.08219178,1,0.25,1.2338713473262626,70.10781396494396,75.76794584257208,3.330418793798906,0.33828996,,0.24032257999999995,,1.2620201110839844,-0.1119698313231305,67,23,1,6,0,0,0,28
Tim Redding,573,400062,WSN,1.1543389558792114,,0.59,4.945054945054945,,4.928721576732594,4.7249364968020835,91.65353673986486,,0.1517067,0.08217446,0.06953224,182.0,33,33,,,,0.397631133,5.934065934065934,3.2142857142857144,1.84615385,1.335164835164835,0.2937062937062937,0.68499127,0.113445378,0,0.2712100139082058,1.4285714285714286,115.19850625512572,113.41960408300338,4.70195279123514,0.25772472,,0.15991317000000005,,-1.0419458150863647,0.5300913904789493,120,65,7,27,14,1,0,100
Sean Gallagher,8261,451595,- - -,1.1529849581420422,,-0.18000000000000005,5.150288563079961,,4.4759487973313075,4.726033804098659,93.0570578342014,,0.19731801,0.11111111,0.0862069,115.1,23,21,,,,0.355113636,8.037571545412666,4.526011161494511,1.77586207,1.0144507775763558,0.3070175438596491,0.66544567,0.086666666,0,0.2576419213973799,1.5260114260977662,118.74108945780954,103.7858607012094,4.5215100795094445,0.24392713,,0.17386363999999999,,-1.5596800446510315,-0.4068539790299039,103,58,6,13,6,0,0,66
Huston Street,8258,434718,OAK,1.107160210609436,,0.64,3.7285714285714286,,3.47487542288644,3.811439401869263,90.68439292543022,,0.24041812,0.09407666,0.14634146,70.0,63,0,,,,0.362162162,8.871428571428572,3.4714285714285715,2.55555556,0.7714285714285715,0.2826086956521739,0.73453608,0.077922077,18,0.2239382239382239,1.2142857142857142,88.66287620523931,82.0089036039544,3.415010460276455,0.29805996,,0.28087649000000003,,0.3811298012733459,-0.4487392028985908,69,27,1,6,0,0,0,29
Manny Delcarmen,3180,434668,BOS,1.10416841506958,,1.65,3.2690588551780215,,3.3203591194222692,3.687984276424138,95.9782406705097,,0.23452769,0.09120521,0.14332248,74.1,73,0,,,,0.517587939,8.717490280474724,3.3901351090735035,2.57142857,0.6053812694774113,0.2512562814070351,0.73417722,0.071428571,2,0.1992753623188405,1.1165921192583366,72.4626736468809,79.01430467494862,3.290210031164135,0.25337838,,0.21535581000000004,,0.3780840337276459,-0.9523859464768074,72,28,3,5,0,0,0,27
Tim Wakefield,219,123801,BOS,1.1026588678359983,,2.75,4.127072171127756,,4.844725606735595,5.045794513468161,73.05140602485591,,0.15517241,0.0795756,0.07559682,181.0,30,30,,,,0.355357142,5.8176800484571976,2.983425665875486,1.95,1.243094027448119,0.2393320964749536,0.71875,0.091240875,0,0.2261380323054332,1.1823205416617666,91.48158448718692,114.9585448293813,4.782585471768113,0.27022781,,0.17978459000000002,,0.7882460355758667,-0.8586821772544055,117,60,13,25,18,1,0,83
Jose Arredondo,4722,461766,LAA,1.0982223749160769,,2.29,1.622951022657929,,3.099231390682672,3.5842416458292,94.32696577113308,,0.22540984,0.09016393,0.1352459,61.0,52,0,,,,0.512048192,8.114755113289643,3.245902045315858,2.5,0.4426230061794351,0.2392638036809816,0.82236842,0.057692307,0,0.1900452488687782,1.0491804590919944,37.60312682211149,72.62745419061119,3.3250117041443374,0.24,,0.25185185,,1.549726128578186,-0.1677585010800313,55,22,1,3,0,0,0,11
Glendon Rusch,707,121556,- - -,1.0959715694189072,,0.30999999999999994,5.163346417364507,,4.267476404218252,4.305895298304947,89.03668840604486,,0.14986376,0.06811989,0.08174387,83.2,35,9,,,,0.412186379,5.916334436563498,2.689242925710681,2.2,1.0756971702842724,0.3032490974729241,0.65714286,0.0990099,0,0.2748538011695906,1.4223107029314268,116.75767941192098,96.57363181293304,4.336927942672365,0.30398671,,0.13836477999999997,,-0.3263280335813761,-0.4645286741074547,55,25,0,10,2,0,0,48
Jose Valverde,1726,407878,HOU,1.0859012603759766,,1.27,3.3750003576279064,,3.673685004093035,3.333634153179686,96.1045142816742,,0.27392739,0.07590759,0.1980198,72.0,74,0,,,,0.391752577,10.375001099374677,2.8750003046459947,3.60869565,1.2500001324547805,0.2810810810810811,0.80821918,0.125,44,0.2230215827338129,1.1805556806517368,80.21878000246708,84.24297632583466,2.8048733145249463,0.34065934,,0.29042386,,1.1834959983825684,0.1461717407245844,83,23,2,10,0,0,0,27
Mike Adams,1937,430606,SDP,1.0834453105926514,,1.45,2.4795917402153895,,3.132018280029297,3.051386048415463,92.46651359732824,,0.28571429,0.07335907,0.21235521,65.1,54,0,,,,0.423312883,10.193877154218823,2.617346836894022,3.89473684,0.9642856767504292,0.2641509433962264,0.85910653,0.107692307,0,0.2041666666666666,1.0408162860163364,63.01395141445435,74.76108876422536,2.63320611547556,0.28855721,,0.23608017999999997,,0.9992818236351012,-0.1428760787024368,74,19,0,7,0,0,0,18
Max Scherzer,3137,453286,ARI,1.0763318687677383,,1.24,3.0535714285714284,,3.3284468514578687,3.1805010204602566,94.61028705837174,,0.27848101,0.08860759,0.18987342,56.0,16,7,,,,0.413043478,10.607142857142858,3.375,3.14285714,0.8035714285714286,0.3071428571428571,0.74626866,0.116279069,0,0.2274881516587677,1.2321428571428572,67.56985674898091,75.03156553764975,3.09434522913273,0.28211587,,0.27078385000000005,,0.0484319925308227,-0.4516743248381349,66,21,5,5,3,0,0,19
Nate Robertson,1620,425146,DET,1.0759688392281532,,-0.85,6.349802969925297,,4.9936785345171995,4.608442528971618,89.282961409613,,0.14191853,0.08147175,0.06044678,168.2,32,28,,,,0.444639718,5.762846392873379,3.308300707019902,1.74193548,1.3873519093954432,0.3410301953818828,0.64332248,0.125603864,0,0.3127690100430416,1.660079207823607,144.2944596592587,114.6978375351223,4.7108663382575475,0.26383764,,0.14380952000000002,,-1.999410070478916,0.4275949885813128,108,62,2,26,9,0,0,119
Johnny Cueto,6893,456501,CIN,1.0724507570266724,,1.41,4.810344827586207,,4.896386096121251,4.313980588770804,94.14273490976976,,0.20546164,0.08842653,0.11703511,174.0,31,31,,,,0.385658914,8.172413793103448,3.5172413793103448,2.32352941,1.5,0.298,0.72470374,0.13875598,0,0.2590975254730713,1.4137931034482758,109.22118361480892,109.89652768653568,4.108704344068231,0.27917772,,0.22297297000000005,,-1.228538155555725,0.1278248826196781,158,68,14,29,14,0,0,93
Scott Downs,773,275933,TOR,1.0474457740783691,,2.77,1.7830195095924195,,3.386735352828214,3.637419878857048,90.91993995949076,,0.19655172,0.09310345,0.10344828,70.2,66,0,,,,0.65625,7.259436574769137,3.4386804827853807,2.11111111,0.3820756091983756,0.2562814070351759,0.86633663,0.069767441,5,0.2084942084942085,1.1462268275951268,41.05581051736936,77.59392071536931,3.2472716761937384,0.27821012,,0.19437939000000004,,2.72298002243042,-0.0510795782703654,57,27,4,3,0,0,0,14
Micah Owings,4253,452249,ARI,1.0342939384281635,,-0.44,5.93312164980669,,4.727559850911289,4.715108268618849,89.35234668457846,,0.18669528,0.08798283,0.09871245,104.2,22,18,,,,0.336477987,7.480892514973653,3.5254780817691924,2.12195122,1.2038217840187486,0.2884615384615384,0.61135371,0.102189781,0,0.2518159806295399,1.3853504657358615,131.2889478204448,106.82638158515375,4.3870762047299525,0.23529412,,0.19667944000000004,,-1.7366221323609352,-1.2087793593254184,87,41,12,14,9,0,0,69
Hideki Okajima,7763,506606,BOS,1.0342823266983032,,2.09,2.612903868866919,,3.615889366856504,4.08097489414474,88.27359345294677,,0.23255814,0.08914729,0.14341085,62.0,64,0,,,,0.323529411,8.709679562889729,3.3387104991077297,2.60869565,0.8709679562889729,0.2559523809523809,0.85139319,0.074074074,1,0.2094017094017094,1.1612906083852974,57.91819869516095,85.98284555739563,3.537072762275177,0.25384615,,0.22535211,,0.4657880067825317,-1.0512280929768092,60,23,1,6,0,0,0,18
Darrell Rasner,4770,434480,NYY,1.0200004279613497,,0.06,5.4000001514659255,,4.720253618695746,4.8484082022129416,89.23725237165179,,0.13060429,0.07602339,0.0545809,113.1,24,20,,,,0.401028277,5.320588384532603,3.0970589103995745,1.71794872,1.111764737066514,0.3118556701030928,0.6587202,0.093959731,0,0.2878464818763326,1.5352941607109003,124.30986023541634,109.12413090013392,4.857629177948112,0.23181818,,0.11349306000000003,,-1.645758032798767,-0.1673814889848868,67,39,5,14,6,0,0,68
Ramon Pena,4573,430963,ARI,1.0187135934829712,,0.58,4.33486253702925,,3.421009115831247,3.9059704758612064,95.78953650402046,,0.16613419,0.0543131,0.11182109,72.2,72,0,,,,0.478632478,6.440367197872029,2.1055046608427785,3.05882353,0.6192660767184643,0.3177966101694915,0.66666667,0.065789473,3,0.273037542662116,1.3348624320375786,95.92244606199452,77.13504121820003,3.6229615257810095,0.27689243,,0.22448979999999996,,0.7602760195732117,0.0361478912248071,52,17,3,5,0,0,0,35
Jason Grilli,521,276351,- - -,1.0168294217437506,,1.79,3.0000004959107267,,3.2386849643283453,4.158214545606632,92.64212520673746,,0.21362229,0.11764706,0.09597523,75.0,60,0,,,,0.423809523,8.280001368713606,4.560000753784304,1.81578947,0.2400000396728581,0.3066037735849056,0.76775432,0.027777777,1,0.2367491166077738,1.4000002314250055,65.13795849783028,72.25780990499642,3.962934482553551,0.26224329,,0.21892393,,0.1112959384918212,-1.0435585611551024,69,38,2,2,0,0,0,25
Jim Johnson,3656,462382,BAL,1.015915870666504,,2.31,2.2281559174580776,,3.379591159746861,4.455243461864018,94.21131150265956,,0.13523132,0.09964413,0.03558719,68.2,54,0,,,,0.586538461,4.980583815494526,3.6699038640485986,1.35714286,0.0,0.2547169811320754,0.78823529,0.0,1,0.216,1.1941750668729567,49.99461506795092,75.51104797039346,4.22922345735533,0.29220779,,0.12555066000000004,,2.055042028427124,-0.0378717583463341,38,28,3,0,0,0,0,17
Mark Hendrickson,1574,424805,FLA,1.0102660655975342,,-0.69,5.453866063012148,,4.762941190504809,4.648902763278183,88.63928712388558,,0.13728814,0.08135593,0.0559322,133.2,36,19,,,,0.443181818,5.453866063012148,3.231920629933125,1.6875,1.1446385564346484,0.2984054669703872,0.64334086,0.108974358,0,0.2756052141527002,1.466334359877066,126.07231189437766,111.90544319573485,4.686099153713645,0.2611276,,0.13149847000000003,,-1.421217858791351,-1.0704106423847524,81,48,5,17,4,0,0,81
Chad Durbin,1442,239795,PHI,1.0009886026382446,,1.36,2.8745252985407346,,3.770801679705016,4.308190906642887,91.24048549107142,,0.17260274,0.09589041,0.07671233,87.2,71,0,,,,0.456349206,6.467681921716652,3.593156623175918,1.8,0.5133080890251311,0.2945736434108527,0.7699115,0.058823529,1,0.2484662576687116,1.3231941850425604,66.10926252897299,85.99412238161958,4.11896461525283,0.25478645,,0.17657045999999998,,0.759300172328949,-0.833354650986216,63,35,4,5,0,0,0,28
Erik Bedard,126,407853,SEA,0.9907097816467284,,1.13,3.6666666666666665,,4.317203465214482,4.50109762152036,91.25851713003505,,0.2074928,0.10662824,0.10086455,81.0,15,15,,,,0.403433476,8.0,4.111111111111111,1.94594595,1.0,0.2711111111111111,0.74186992,0.09,0,0.2287581699346405,1.3209876543209875,87.75356661326272,102.0264837734993,4.3186358927609145,0.2576,,0.21107266000000002,,0.428741991519928,0.3697765446619299,72,37,4,9,7,0,0,33
Brian Bannister,5718,446454,KCR,0.973834216594696,,0.11,5.764598379633593,,5.02617881122894,4.7818894486067265,89.66092199131513,,0.13933416,0.07151665,0.06781751,182.2,32,32,,,,0.37459807,5.567518093150394,2.8576641540063967,1.94827586,1.4288320770031984,0.3079470198675497,0.63909774,0.115079365,0,0.2882037533512064,1.4945255058309317,129.82775869290123,116.94920947401346,4.764300587592544,0.24326192,,0.14254703000000002,,-2.845210075378418,-0.7705251347318502,113,58,7,29,11,1,0,117
Bobby Seay,1225,150144,DET,0.9681543111801147,,0.7,4.473375911253376,,3.4337936391217867,3.9857606312050007,,,0.23577236,0.10162602,0.13414634,56.1,60,0,,,,0.384615384,9.266278673310564,3.9940856350476577,2.32,0.6390537016076252,0.3503184713375796,0.72139303,0.063492063,0,0.2694063926940639,1.4911253037511254,101.65407698857209,79.08748357284986,3.544416443818993,0.25961538,,0.18905472999999995,,0.650458037853241,0.1875006616855504,58,25,2,4,0,0,0,28
John Smoltz,115,122477,ATL,0.9677987396717072,,0.87,2.5714285714285716,,2.3463039943150115,2.6895813228296386,93.04793233082708,,0.30769231,0.06837607,0.23931624,28.0,6,5,,,,0.486111111,11.571428571428571,2.5714285714285716,4.5,0.6428571428571429,0.323943661971831,0.82781457,0.074074074,0,0.2293577981651376,1.1785714285714286,60.81591122067728,54.53399077701266,2.6624091994154258,0.31132075,,0.27513228,,0.0349100828170776,-0.2792733643608865,36,8,0,2,2,0,0,8
Ryan Rowland-Smith,3245,434884,SEA,0.9531322419643402,,1.95,3.422535468708611,,4.526384582095768,4.848152098051755,89.24982629473969,,0.15217391,0.09486166,0.05731225,118.1,47,12,,,,0.386486486,5.856338468679178,3.650704499955851,1.60416667,0.9887324687380432,0.2759562841530054,0.78875171,0.082802547,2,0.25,1.3690141874834445,81.9108257017024,106.93520143086168,4.740145566408355,0.25749168,,0.18669778000000004,,0.5589678585529327,1.1442962134350094,77,48,2,13,8,0,0,45
Jon Rauch,1475,400010,- - -,0.944425106048584,,0.73,4.144186524452607,,3.9552741889272895,3.689902545221976,92.4758674377224,,0.22372881,0.05423729,0.16949153,71.2,74,0,,,,0.314009661,8.288373048905214,2.009302557310355,4.125,1.381395508150869,0.2871287128712871,0.70402299,0.117021276,18,0.2473118279569892,1.1860466484123624,94.04911721066284,90.12847418602432,3.2594791401035623,0.29101563,,0.19780220000000004,,-0.1348299980163574,-0.0483063560986853,66,16,0,11,0,0,0,33
Joe Nelson,108,406874,FLA,0.9361767172813416,,1.65,2.000000706425669,,3.446833206040745,3.5376587220142746,90.21393407534246,,0.26086957,0.09565217,0.16521739,54.0,59,0,,,,0.39716312,10.000003532128346,3.6666679617803934,2.72727273,0.8333336276773621,0.2624113475177305,0.84745763,0.094339622,1,0.203883495145631,1.185185603807804,46.23228915713675,80.80896415832072,3.1676087792384022,0.29399142,,0.25862069,,0.1547881066799163,-0.4219796423727174,60,22,2,5,0,0,0,12
Livan Hernandez,1116,115817,- - -,0.9325176775455476,,-1.18,6.050000384648666,,4.943129506287759,4.844886967372824,84.60300622888514,,0.08261406,0.05302096,0.0295931,180.0,31,31,,,,0.444606413,3.3500002129872777,2.1500001366933272,1.55813953,1.2500000794728647,0.344213649851632,0.64794007,0.107296137,0,0.335509138381201,1.6666667726304862,137.75819829778644,115.24995512283157,5.1175527277532895,0.22302158,,0.08767360999999996,,-2.6967618465423584,-0.7327380573633095,67,43,2,25,12,2,0,121
Garrett Olson,9889,457796,BAL,0.9324086308479308,,-1.4,6.648240951145461,,5.129505640634226,5.233328697881287,89.21472057995496,,0.13365539,0.09983897,0.03381643,132.2,26,26,,,,0.419213973,5.630653050459932,4.20602998950019,1.33870968,1.1532662874436004,0.3348115299334812,0.6442577,0.095505617,0,0.3049001814882032,1.7336682752420138,149.1710003897242,114.25927739790929,5.131198316528761,0.21274602,,0.15473684,,-1.86421799659729,0.5338614527166523,83,62,8,17,8,0,0,98
Darren Oliver,206,119984,LAA,0.9043405652046204,,1.8,2.87499969535407,,3.53479601512721,4.115841725713345,89.63935365725126,,0.16494845,0.05498282,0.10996564,72.0,54,0,,,,0.472222222,5.99999936421719,1.9999997880723963,3.0,0.624999933772624,0.2844036697247706,0.7875,0.061728395,0,0.2472324723247232,1.152777655625062,66.6125943719974,82.73477465504544,3.7356611379807014,0.29357798,,0.16371681000000005,,1.4601739645004272,0.3934903751587608,48,16,4,5,0,0,0,23
Matt Lindstrom,4604,434637,FLA,0.8965962529182434,,1.16,3.1395359978027337,,3.271553213264974,4.195060168832157,97.77631800809353,,0.1755102,0.10612245,0.06938776,57.1,66,0,,,,0.463855421,6.750002395275877,4.081396797143554,1.65384615,0.1569767998901367,0.3218390804597701,0.76271186,0.02,5,0.2614678899082568,1.4476749323201494,72.57394240078,76.66751779877339,4.168479245358839,0.30898876,,0.18203309999999995,,1.1685118675231934,0.4509730032865238,43,26,1,1,0,0,0,20
