Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Dizzy Dean,1003106,113168.0,STL,6.820680618286133,,5.5,3.0409556313993176,,2.7363434614175013,,,,0.1655574,0.05324459,0.11231281,293.0,48,34,,,,,6.112627986348123,1.9658703071672352,3.109375,0.3378839590443686,0.2903575297941495,0.70655442,,4,0.2462488967343336,1.1706484641638226,88.11479681590512,69.66091063381954,,,,,,199,64,5,11,,26,3,99
Carl Hubbell,1006123,116249.0,NYG,6.683670520782471,,8.96,1.661986931490678,,2.628027776010449,,,,0.12935323,0.03897181,0.09038143,308.2,45,33,,,,,4.548595812500803,1.3704102768431907,3.31914894,0.1749459927884924,0.2515090543259557,0.79637097,,5,0.2214532871972318,0.9816414039798742,51.743115985443744,71.47494269363021,,,,,,156,47,3,6,,22,10,57
Bump Hadley,1005186,115291.0,SLB,4.808330059051514,,7.38,3.922105011172324,,4.021218546568857,,,,0.10915751,0.1032967,0.00586081,316.2,45,36,,,,,4.234736570033886,4.007368163589113,1.05673759,0.4831578636951413,0.2767772511848341,0.70130475,,3,0.253071253071253,1.4210525402798275,86.3698713820704,91.41792905699506,,,,,,149,141,3,17,,19,2,138
Lefty Grove,1005099,115201.0,PHA,4.679480075836182,,8.4,3.203390067214786,,3.5866067157036534,,,,0.0971867,0.07075874,0.02642796,275.1,45,28,,,,,3.72639252716822,2.7130752610084414,1.37349398,0.3922518449650758,0.2791666666666667,0.72529983,,6,0.2578268876611418,1.3184020344659493,73.89572887307743,85.73740469890393,,,,,,114,83,4,12,,21,2,98
Lon Warneke,1013637,123937.0,CHC,4.595405101776123,,6.62,2.004640513171168,,3.1507460511611667,,,,0.11319149,0.06382979,0.0493617,287.1,36,34,,,,,4.165893566433834,2.3491881013724627,1.77333333,0.250580064146396,0.2656903765690376,0.78163017,,1,0.2388331814038286,1.1728539113518814,61.73995468808128,86.80533449655586,,,,,,133,75,3,8,,26,4,64
Mel Harder,1005339,115451.0,CLE,4.477278232574463,,5.63,2.952569169960474,,3.603723299267735,,,,0.07548928,0.06244175,0.01304753,253.0,43,31,,,,,2.8814229249011856,2.383399209486166,1.20895522,0.3557312252964427,0.2675438596491228,0.68064516,,4,0.2532402791625124,1.2687747035573125,67.36312889635622,85.1880051579392,,,,,,81,67,3,10,,14,2,83
Alvin Crowder,1002820,112879.0,WAS,4.445013999938965,,3.83,3.968819868861404,,3.615088084604283,,,,0.08675079,0.06388013,0.02287066,299.1,52,35,,,,,3.3073498907178367,2.435412192255862,1.35802469,0.4209354406368156,0.280188679245283,0.67927544,,4,0.2626689189189189,1.3095769264256485,95.34846860431718,89.97637164150738,,,,,,110,81,3,14,,17,0,132
Larry French,1004338,114421.0,PIT,4.419380187988281,,4.77,2.7185356589545178,,3.3154978237994888,,,,0.07278743,0.04549214,0.02729529,291.1,47,35,,,,,2.7185356589545178,1.6990847868465735,1.6,0.2780320560294393,0.2671102661596958,0.72317724,,1,0.2523933855526545,1.1842106090142788,80.77924430722582,88.64480941759369,,,,,,88,55,5,9,,21,5,88
Paul Derringer,1003224,113285.0,- - -,3.973497159779072,,1.73,3.3024193548387095,,3.190488567659932,,,,0.08516746,0.05741627,0.0277512,248.0,36,33,,,,,3.2298387096774195,2.1774193548387095,1.48333333,0.1451612903225806,0.2934537246049661,0.65659679,,1,0.2696629213483146,1.3064516129032258,100.53817042312932,86.98081846973967,,,,,,89,60,6,4,,17,2,91
Firpo Marberry,1008100,118277.0,DET,3.839546442031861,,5.38,3.2853151760972295,,3.684781488841312,,,,0.08484848,0.06161616,0.02323232,238.1,37,32,,,,,3.17202844588698,2.303496847608402,1.37704918,0.4909091642444135,0.2635379061371841,0.7106599,,2,0.25,1.2293708130223349,76.66075815588873,89.01835902970275,,,,,,84,61,1,13,,15,1,87
