Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Johan Santana,755,276371,MIN,6.729730129241943,,7.61,2.7731812904861295,,3.039757760923115,3.161701813753123,,,0.26543879,0.05092091,0.21451788,233.2,34,34,,,,0.404255319,0.9243937634953764,0.2686567164179104,0.77679449,0.099173553,0,0.2133027522935779,0.997146976363068,61.99588682022561,69.82543864919101,3.127113130868598,,,3.899766206741333,-1.0343616481992637,245,47,4,24,24,1,0,72
Brandon Webb,1692,425630,ARI,6.492469310760498,,6.99,3.102127659574468,,3.1765350138887447,3.029292980090101,,,0.18736842,0.05263158,0.13473684,235.0,33,33,,,,0.663323782,0.574468085106383,0.2867332382310984,0.72111554,0.131578947,0,0.2416107382550335,1.1319148936170214,66.04271370460917,67.69363840017508,2.9884910474899864,,,3.8909800052642822,-0.2385447461075829,178,50,6,15,23,5,3,81
Roy Oswalt,571,400061,HOU,6.083798244595528,,5.87,2.9773415269807444,,3.3008263367980115,3.5730161851693523,,,0.18526786,0.04241071,0.14285714,220.2,33,32,,,,0.487951807,0.7341390066527862,0.3023952095808383,0.78726968,0.086124401,0,0.2582159624413145,1.1691843439285114,66.69415644559629,71.92944977284573,3.743451526190035,,,3.9379239678382874,0.3333360051601142,166,38,6,18,25,2,0,73
Aaron Harang,1451,421685,CIN,5.739505998790264,,5.25,3.763868968898769,,3.6759084965621183,3.719702028659926,,,0.21752266,0.05639476,0.1611279,234.1,36,35,,,,0.385416666,1.0753911339710769,0.3124087591240876,0.73838081,0.105263157,0,0.2604951560818084,1.2716926901721466,82.00781722126565,78.36311326321164,3.735707360889007,,,2.066587805747986,0.6723308884895869,216,56,8,28,17,6,2,98
Jeremy Bonderman,1667,425827,DET,5.581619739532471,,3.15,4.079438961461221,,3.291607582601401,3.5196786654342818,,,0.22369878,0.07087486,0.15282392,214.0,34,34,,,,0.482484076,0.7570092918175463,0.3181818181818182,0.69194683,0.089552238,0,0.2559808612440191,1.299065327933814,89.47222101588123,72.81334178561912,3.6616092611654647,,,2.166882038116455,0.5152279286438008,202,64,3,18,19,0,0,97
John Smoltz,115,122477,ATL,5.488975524902344,,5.88,3.4913793103448274,,3.44416157294964,3.519916921667755,,,0.21979167,0.05729167,0.1625,232.0,35,35,,,,0.462908011,0.8922413793103449,0.2990936555891239,0.75949367,0.102222222,0,0.2466517857142857,1.1896551724137931,77.82079563996528,76.27465016149327,3.5914129029490263,,,2.981941938400269,0.2468382556373889,211,55,9,23,24,3,1,90
John Lackey,1507,407793,LAA,5.287580490112305,,4.57,3.5558957821459973,,3.353485906715145,4.107493224717133,,,0.20607375,0.07809111,0.12798265,217.2,33,33,,,,0.429921259,0.5788667552330693,0.2967032967032967,0.70347958,0.056910569,0,0.2413793103448276,1.2633996641991594,78.61288301428267,75.49420391353986,4.079349967096471,,,1.083720088005066,-1.5916408654803786,190,72,9,14,23,3,2,86
Mike Mussina,837,119608,NYY,5.176060676574707,,5.04,3.5118241432899193,,3.4609369528389404,3.680049697651998,,,0.21393035,0.04353234,0.17039801,197.1,32,32,,,,0.423670668,1.0033783266542626,0.2842105263157894,0.70393375,0.094017094,0,0.2408376963350785,1.1097972400872906,77.15896530523132,76.80918464497528,3.622838179672616,,,1.480030179023743,-1.3926479262823128,172,35,5,22,23,1,0,77
Roy Halladay,1303,136880,TOR,5.073230266571045,,5.27,3.190909090909091,,3.601293234391646,3.4506757923147897,,,0.15068493,0.03881279,0.11187215,220.0,32,32,,,,0.574746008,0.7772727272727272,0.2755102040816326,0.74863884,0.125,0,0.2485065710872162,1.1,69.10281617159832,78.80260605353884,3.618278197332152,,,3.200310230255127,-0.0670243573855935,132,34,5,19,19,4,0,78
CC Sabathia,404,282332,CLE,5.0212883949279785,,4.61,3.223183561182969,,3.302457130627978,3.630558616517031,,,0.21446384,0.05486284,0.159601,192.2,28,28,,,,0.450530035,0.7941176889871083,0.293594306049822,0.71701721,0.084158415,0,0.2423435419440745,1.1730104425561207,71.23301897443933,74.63075801733767,3.6660596668312504,,,2.4223482608795166,0.0670131708959225,172,44,7,17,18,6,2,69
