Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Ted Williams,1014040,124341.0,OF,BOS,11.525034744285232,,10.48,86.09099443936687,-1.4814815521240234,-0.9642687235027552,,,,,205.47299227705847,0.5237832493114045,,,,,1.146764421,0.647509578,0.499254843,0.356321839,0.291187739,0.344827586,150,671,522,141,137,36,75,338,186,111,34,5,3,145,,51.0,0.076005961,0.21609538,,,,,,,,,5.0,,,,,,,
Joe Gordon,1004874,114967.0,2B,NYY,8.714654845662077,,7.71,38.36133323474557,22.35185194015503,-0.5390756735578179,,,,,150.59911300487522,0.4236569066070816,,,,,0.900091432,0.490706319,0.409385113,0.321561338,0.169144981,0.364705882,147,625,538,88,103,18,51,264,173,122,29,4,12,79,,95.0,0.152,0.1264,,,,,,,,,16.0,,,,,,,
Charlie Keller,1006768,116919.0,OF,NYY,7.209986261990656,,6.74,48.122239844282795,-3.567901134490967,1.3692332841455936,,,,,157.50119091990987,0.4354422437422203,,,,,0.929534313,0.512867647,0.416666666,0.292279411,0.220588236,0.291028446,152,661,544,106,108,26,59,279,159,100,24,9,14,114,,61.0,0.092284417,0.17246596,,,,,,,,,3.0,,,,,,,
Enos Slaughter,1012060,122319.0,OF,STL,6.745268916058112,,6.8,47.546384277900664,-4.524691104888916,1.1294560167007148,,,,,159.32252210760188,0.4248640426754081,,,,,0.905756666,0.494077834,0.411678832,0.318104906,0.175972928,0.319343065,152,687,591,100,98,13,61,292,188,127,31,17,9,88,,30.0,0.043668122,0.128093158,,,,,,,,,2.0,,,,,,,
Joe DiMaggio,1003311,113376.0,OF,NYY,6.51659779858634,,6.43,34.44184969137358,3.04938280582428,-0.5609816224314272,,,,,141.84687357734597,0.4087124082095483,,,,,0.874831243,0.498360655,0.376470588,0.304918032,0.193442623,0.298372513,154,680,610,123,114,21,63,304,186,123,29,13,4,68,,36.0,0.052941176,0.1,,,,,,,,,4.0,,,,,,,
Mel Ott,1009904,120117.0,OF,NYG,6.28165142854628,,7.18,47.66747775907336,-8.567901134490967,0.5233877361752093,,,,,162.33889864336078,0.4300081356570868,,,,,0.911791208,0.497267759,0.414523449,0.295081967,0.202185792,0.288209606,152,664,549,118,93,30,51,273,162,111,21,0,6,109,,61.0,0.091867469,0.164156626,,,,,,,,,-2.0,,,,,,,
Johnny Pesky,1010219,120450.0,SS,BOS,6.05443438317174,,6.18,14.296791631470512,19.074073791503903,-0.948011337313801,,,,,118.06618506116584,0.3745356308947126,,,,,0.791129032,0.416129032,0.375,0.330645161,0.085483871,0.34879725,147,686,620,105,51,2,40,258,205,165,29,9,12,42,,36.0,0.052478134,0.061224489,,,,,,,,,10.0,,,,,,,
Bobby Doerr,1003355,113419.0,2B,BOS,6.00466278833037,,5.46,18.88670809778353,16.135802268981934,-1.2696240614168346,,,,,126.21804133450848,0.3884549716557414,,,,,0.8237245,0.455045871,0.368678629,0.289908256,0.165137615,0.301052631,144,625,545,71,102,15,55,248,158,103,35,5,4,67,,55.0,0.088,0.1072,,,,,,,,,10.0,,,,,,,
Bill Nicholson,1009554,119774.0,OF,CHC,5.790828285277854,,6.06,39.04822173358705,-4.524691104888916,0.984070457983762,,,,,149.65935033888434,0.4041245342897517,,,,,0.858630952,0.476190476,0.382440476,0.294217687,0.181972789,0.312114989,152,673,588,83,78,21,54,280,173,119,22,11,8,76,,80.0,0.118870728,0.112927191,,,,,,,,,2.0,,,,,,,
Phil Rizzuto,1011011,121257.0,SS,NYY,5.75578090841131,,5.81,3.96199467888783,29.88888931274414,1.5519484300166368,,,,,103.19619786364098,0.3427161605006229,,,,,0.717605462,0.37432188,0.343283582,0.283905967,0.090415913,0.30058939,144,613,553,79,68,4,35,207,157,122,24,7,22,44,,40.0,0.065252854,0.07177814,,,,,,,,,21.0,,,,,,,
