Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Dazzy Vance,1013342,123630.0,BRO,6.867209434509277,,10.13,2.086801578321356,,2.9556579279519792,,,,0.17761989,0.06394316,0.11367673,280.1,38,32,,,,,0.3531510363313064,0.2571770334928229,0.78038674,,2,0.21585482330468,1.0630202911790838,53.3344308783224,69.00531400924781,,,,,,200,72,7,11,,24,4
Lefty Grove,1005099,115201.0,PHA,6.472359657287598,,7.13,2.5796176338250123,,2.8703136857488656,,,,0.17023256,0.05953488,0.11069768,261.2,39,31,,,,,0.343949017843335,0.2668298653610771,0.71684588,,4,0.2257425742574257,1.1159234801139313,62.959224460243085,70.14183898925094,,,,,,183,64,1,10,,24,4
Burleigh Grimes,1005061,115162.0,PIT,6.05493688583374,,5.85,2.993951428693253,,3.653009597654772,,,,0.07044299,0.05591866,0.01452433,330.2,48,37,,,,,0.2993951428693253,0.2535925612848689,0.65775681,,3,0.2408985282726568,1.17338702457877,73.13370047605808,82.9864437974283,,,,,,97,77,9,11,,28,4
George Pipgras,1010363,120593.0,NYY,4.903736114501953,,4.94,3.382483141407554,,3.332988247180834,,,,0.10281065,0.07618343,0.02662722,300.2,46,38,,,,,0.1197339165100018,0.2810516772438803,0.69498069,,3,0.2520064205457464,1.3869178662408552,87.796406329104,86.60504537952384,,,,,,139,103,3,4,,22,4
Larry Benton,1000855,110883.0,NYG,4.815571308135986,,6.97,2.726101145422137,,3.719805054238914,,,,0.07125891,0.05621536,0.01504355,310.1,42,35,,,,,0.4060150642118076,0.2619485294117647,0.75342466,,4,0.2508389261744966,1.1922664583997524,69.62879867818978,88.47839500417228,,,,,,90,71,0,14,,28,2
Eppa Rixey,1011008,121255.0,CIN,4.720489501953125,,4.34,3.4290620243630854,,3.5281457714120408,,,,0.04757998,0.05496308,-0.0073831,291.1,43,37,,,,,0.1235698026797508,0.2879484820607175,0.681699,,2,0.2758920800696258,1.318077895250675,90.31076112818616,86.18582055962023,,,,,,58,67,3,4,,17,3
Tommy Thomas,1012996,123234.0,CHW,4.151586055755615,,6.56,3.0848056537102475,,3.60650687200863,,,,0.10547833,0.06214227,0.04333606,283.0,36,32,,,,,0.4452296819787986,0.263,0.7202134,,2,0.242344706911636,1.2473498233215548,77.90367201979193,91.16952617136108,,,,,,129,76,4,14,,24,3
Sam Gray,1004969,115072.0,SLB,4.127416133880615,,4.99,3.186547976533688,,3.788422832475749,,,,0.09002648,0.07590468,0.0141218,262.2,35,31,,,,,0.3769035241061351,0.262593783494105,0.68376068,,3,0.2447418738049713,1.3020303560030124,75.71342816187479,90.09961477600145,,,,,,102,86,1,11,,21,2
Red Ruffing,1011296,121547.0,BOS,4.095806121826172,,3.31,3.888249121336282,,3.6698587597162056,,,,0.09269442,0.07541241,0.01728201,289.1,42,34,,,,,0.248847943765522,0.2833813640730067,0.65862242,,2,0.2596401028277635,1.3790323550339347,97.38230171118,92.00271591937975,,,,,,118,96,10,8,,25,1
Satchel Paige,1009962,120181.0,BBB,4.024171352386475,,4.51,2.3181818181818183,,2.0270015716552736,,,,0.22744361,0.04699248,0.18045113,132.0,25,15,,,,,0.1363636363636363,0.2913385826771653,0.68017366,,4,0.2242063492063492,1.0454545454545454,57.463598843910624,58.550039200844125,,,,,,121,25,3,2,,10,1
Jack Quinn,1010605,120843.0,PHA,3.9963219165802,,3.84,2.895899541507006,,3.386623083345686,,,,0.04725275,0.03736264,0.00989011,211.1,31,28,,,,,0.1277602738900149,0.2867557715674362,0.68165337,,1,0.2750287686996547,1.291798324887929,70.67853268536871,82.74310160584702,,,,,,43,34,7,3,,18,4
Garland Braxton,1001368,111406.0,WAS,3.979878425598145,,6.01,2.514504226836683,,3.2560092425875764,,,,0.10491071,0.04910714,0.05580357,218.1,38,24,,,,,0.2885496653747013,0.227882037533512,0.68455134,,6,0.2089728453364817,1.0122139055207775,63.06089898682495,81.7471827995187,,,,,,94,44,5,7,,15,2
Grover Alexander,1000128,110127.0,STL,3.871542692184448,,3.42,3.361148619686177,,3.823171085964331,,,,0.05847374,0.03666997,0.02180377,243.2,34,31,,,,,0.5540354867614578,0.2756696428571428,0.69642857,,2,0.2701030927835051,1.227086004012414,83.64700746704852,88.78148824321055,,,,,,59,37,2,15,,18,1
Watson Clark,1002315,112348.0,BRO,3.852377414703369,,4.59,2.6815063588770904,,3.206796059319447,,,,0.10253317,0.06031363,0.04221954,194.2,40,19,,,,,0.1849314730260062,0.274310595065312,0.70889262,,3,0.2480719794344473,1.248287442925542,68.5338831602553,75.42389709231398,,,,,,85,50,1,4,,10,2
Joe Shaute,1011813,122070.0,CLE,3.800534725189209,,2.51,4.044677487492557,,3.724767570959546,,,,0.07264574,0.06098655,0.01165919,253.2,36,31,,,,,0.3193166437494124,0.3007360672975815,0.6285073,,2,0.2833813640730067,1.431011625691811,98.73262772609117,91.01124458325307,,,,,,81,68,6,9,,21,1
Ed Morris,1009205,119405.0,BOS,3.787176609039306,,4.31,3.5278134342553114,,3.5625772085389182,,,,0.09285714,0.07142857,0.02142857,257.2,47,29,,,,,0.2445019211860117,0.2683982683982684,0.67231981,,5,0.2463768115942029,1.3001292634494273,88.35508773093672,89.31581905172239,,,,,,104,80,5,7,,20,0
Herb Pennock,1010161,120386.0,NYY,3.7610995769500737,,5.92,2.559241706161137,,3.2165750313709136,,,,0.0608496,0.04592423,0.01492537,211.0,28,24,,,,,0.0853080568720379,0.2744845360824742,0.7295797,,3,0.2587244283995186,1.2085308056872035,66.4281876169267,83.58340075631595,,,,,,53,40,0,2,,18,5
Laymon Yokely,1016847,,BBS,3.650999069213867,,0.0,2.771863680735708,,3.431944619663988,,,,0.13975577,0.09226594,0.04748982,175.1,22,20,,,,,0.2053232356100524,0.245045045045045,0.71155683,,0,0.2114803625377643,1.186312027969192,55.36679365315846,82.014982825375,,,,,,103,68,7,4,,17,2
Pat Malone,1008044,118214.0,CHC,3.5828235149383545,,3.96,2.8364357673350726,,3.824873798753747,,,,0.14790076,0.09446565,0.05343512,250.2,42,25,,,,,0.5385637532914694,0.2626131953428202,0.74172185,,2,0.2311770943796394,1.2646274799510802,71.35710912711002,89.79067931555103,,,,,,155,99,6,15,,16,2
George Uhle,1013266,123550.0,CLE,3.5182125568389893,,2.16,4.07309554440675,,3.6055397704026246,,,,0.0782241,0.05073996,0.02748414,214.1,31,28,,,,,0.335925405724268,0.3019801980198019,0.63005391,,1,0.2831460674157303,1.3996891905177835,99.42632690054556,88.10083353481004,,,,,,74,48,8,8,,18,2
Charlie Root,1011188,121440.0,CHC,3.502202033996582,,1.92,3.569620253164557,,3.8329087446510544,,,,0.12298387,0.07358871,0.04939516,237.0,40,30,,,,,0.569620253164557,0.2567741935483871,0.67765568,,2,0.2346491228070175,1.2109704641350212,89.80206246190491,89.99281698347477,,,,,,122,73,7,15,,13,1
Sheriff Blake,1001038,111065.0,CHC,3.4767749309539795,,5.54,2.4681436791881075,,3.891267371775015,,,,0.07839196,0.10150754,-0.02311558,240.2,34,29,,,,,0.1495844654053398,0.2533992583436341,0.75797007,,1,0.2345679012345679,1.2880884521015374,62.09186891712445,91.46096337062362,,,,,,78,101,3,4,,16,4
Alvin Crowder,1002820,112879.0,SLB,3.3635904788970947,,4.84,3.6885245901639343,,3.9327392765733062,,,,0.09260992,0.08512629,0.00748363,244.0,41,31,,,,,0.4057377049180328,0.2618223760092272,0.68976478,,2,0.2436028659160696,1.348360655737705,87.64055763079243,93.52862096176224,,,,,,99,91,1,11,,19,1
Freddie Fitzsimmons,1004122,114203.0,NYG,3.3563599586486816,,2.67,3.684949266468691,,3.9530220519101262,,,,0.06180812,0.0599631,0.00184502,261.1,40,32,,,,,0.4477041164868504,0.2684491978609625,0.6797967,,1,0.2600985221674877,1.258928669437383,94.1192483063795,94.4351143307643,,,,,,67,65,4,13,,16,1
Ted Trent,1016602,,SLS,3.3329598903656006,,0.0,2.213903743315508,,3.0858251010670377,,,,0.136897,0.05867014,0.07822686,187.0,26,20,,,,,0.2406417112299465,0.2595041322314049,0.73913043,,0,0.2265734265734265,1.106951871657754,54.87873107584544,84.79638884581368,,,,,,105,45,7,5,,15,2
Bill Sherdel,1011869,122128.0,STL,3.2373881340026855,,5.57,2.8592489203743523,,4.0363848051488915,,,,0.06916427,0.05379443,0.01536984,248.2,38,27,,,,,0.6152814132451139,0.261744966442953,0.74684432,,5,0.2553407934893184,1.2345842736356205,71.15651310147494,94.08761765868792,,,,,,72,56,2,17,,20,0
Carl Glass,1015262,,MRS,3.066331386566162,,0.0,2.960132365155735,,3.226337084460374,,,,0.08820024,0.04290822,0.04529201,200.2,29,16,,,,,0.2242524519057375,0.2753824756606398,0.64978903,,0,0.2543859649122807,1.1910296890104726,73.376409659531,88.27943067762723,,,,,,74,36,5,5,,15,2
Jesse Haines,1005209,115314.0,STL,3.02172589302063,,4.65,3.1830795284182716,,4.117154299035126,,,,0.07646475,0.0714995,0.00496524,240.1,33,28,,,,,0.5242719223277152,0.2673031026252983,0.73549258,,0,0.2561894510226049,1.2898753644570773,79.21550255837009,96.09768243792472,,,,,,77,72,6,14,,20,1
Earl Whitehill,1013866,124200.0,DET,2.873255729675293,,-0.25,4.308999083617583,,3.8164753990320177,,,,0.10449438,0.08764045,0.01685393,196.1,31,30,,,,,0.3667233262653262,0.2901408450704225,0.5748758,,0,0.2638717632552404,1.4872668231871564,104.3111415019582,92.47530577103626,,,,,,93,78,1,8,,12,1
Rube Walberg,1013501,123804.0,PHA,2.83528733253479,,3.4,3.551626054661118,,3.977496477562192,,,,0.11278953,0.06445116,0.04833837,235.2,38,30,,,,,0.7256010219200133,0.2729559748427673,0.69464544,,1,0.2548596112311015,1.2729842489824796,86.68246760381128,97.16420423992297,,,,,,112,64,3,19,,15,3
Art Nehf,1009485,119687.0,CHC,2.833648204803467,,3.53,2.649056069906199,,3.6949259653495714,,,,0.05298013,0.06887417,-0.01589404,176.2,31,21,,,,,0.1528301578792038,0.283763277693475,0.75795645,,0,0.2706552706552707,1.3698110446950855,66.64313898485666,86.52154068888461,,,,,,40,52,1,3,,10,2
Sad Sam Jones,1006589,116726.0,WAS,2.8300390243530273,,5.37,2.8442131991175894,,3.8237373504378223,,,,0.06716418,0.08315565,-0.01599147,224.2,30,27,,,,,0.2002967041632105,0.2582278481012658,0.70921986,,0,0.2435897435897435,1.2774478687742536,71.32962407948973,95.98515642430944,,,,,,63,78,2,5,,19,4
Willie Powell,1016181,,CAG,2.8290300369262695,,0.0,2.0,,2.871446016099718,,,,0.18378378,0.05405405,0.12972973,135.0,18,17,,,,,0.4,0.2694174757281553,0.77994429,,1,0.225,1.0888888888888888,49.57643821827583,79.48231311522727,,,,,,102,30,5,6,,13,5
Willie Foster,1015189,,CAG,2.7554566860198975,,0.0,2.8153846153846156,,3.3859759306296326,,,,0.14583333,0.0747549,0.07107843,195.0,27,20,,,,,0.3692307692307692,0.2834138486312399,0.74750831,,3,0.2459893048128342,1.2564102564102564,69.78837072264983,92.23659337480078,,,,,,119,61,7,8,,19,3
Fred Fussell,1004412,114497.0,PIT,2.691582202911377,,2.08,3.6075148531854753,,3.766041072828687,,,,0.06240929,0.05950653,0.00290276,159.2,28,20,,,,,0.3382045174861383,0.2959866220735786,0.67405355,,1,0.2828438948995363,1.4029224429054628,88.12130624675815,85.74748058998044,,,,,,43,41,1,6,,9,2
Carmen Hill,1005809,115930.0,PIT,2.611049175262451,,3.43,3.5316455696202533,,4.364554314271308,,,,0.07242063,0.08035714,-0.00793651,237.0,36,31,,,,,0.6075949367088608,0.2553956834532374,0.69958848,,2,0.2481040086673889,1.3080168776371308,86.26803588090796,100.3674532826316,,,,,,73,81,4,16,,16,1
Bump Hadley,1005186,115291.0,WAS,2.592393398284912,,3.92,3.535251255243781,,3.959375529082205,,,,0.07804878,0.09756098,-0.0195122,231.2,33,31,,,,,0.1553956595711552,0.2785114045618247,0.70626478,,0,0.257360959651036,1.4503594893307818,88.66007060979736,99.38680729089432,,,,,,80,100,8,4,,16,3
Jack Russell,1011313,121567.0,BOS,2.520129919052124,,2.7,3.844371540766856,,3.8167368106500152,,,,0.03139535,0.04767442,-0.01627907,201.1,32,26,,,,,0.2682119679604783,0.2902813299232736,0.65281899,,0,0.2858895705521472,1.3609273929846493,96.28337526484675,95.6813183505611,,,,,,27,41,4,6,,10,2
Ownie Carroll,1002003,112047.0,DET,2.490121603012085,,5.2,3.272727272727273,,4.143884688538391,,,,0.05274043,0.08996898,-0.03722854,231.0,34,28,,,,,0.2337662337662337,0.2610294117647059,0.69927774,,2,0.2508591065292096,1.324675324675325,79.22534004258085,100.40114563872136,,,,,,51,87,7,6,,19,2
Ray Kremer,1007156,117308.0,PIT,2.479666233062744,,0.68,4.6438356164383565,,4.346636274851621,,,,0.06334372,0.07061267,-0.00726895,219.0,34,31,,,,,0.6164383561643836,0.2920245398773006,0.66118421,,0,0.2839506172839506,1.4657534246575343,113.43566892161807,99.92976664701054,,,,,,61,68,4,15,,17,1
Firpo Marberry,1008100,118277.0,WAS,2.4640045166015625,,1.83,3.84917440317393,,3.2439437682914853,,,,0.11259259,0.06222222,0.05037037,161.1,48,11,,,,,0.2231405451115321,0.2836363636363636,0.63189569,,3,0.2539682539682539,1.2520663920147082,96.53290522664489,81.44459446115222,,,,,,76,42,3,4,,7,1
William Bell,1014596,,KCM,2.4453160762786865,,0.0,2.64,,3.1670015716552737,,,,0.08085809,0.0379538,0.04290429,150.0,24,15,,,,,0.12,0.2709923664122137,0.67363531,,1,0.2504347826086956,1.1133333333333333,65.4408984481241,86.80860898526136,,,,,,49,23,8,2,,12,1
Jesse Petty,1010257,120487.0,BRO,2.417943000793457,,2.61,4.038461538461538,,4.1765742212279235,,,,0.07370518,0.05577689,0.01792829,234.0,40,31,,,,,0.6923076923076923,0.2890716803760282,0.68712475,,1,0.2799575821845175,1.3675213675213675,103.21491511957814,100.20946697156448,,,,,,74,56,5,18,,15,2
Ray Kolp,1007088,117239.0,CIN,2.3873162269592285,,3.33,3.186602870813397,,3.849968078832307,,,,0.069874,0.06300115,0.00687285,209.0,44,24,,,,,0.3875598086124402,0.282258064516129,0.71966843,,3,0.269041769041769,1.3110047846889952,83.92514589463403,94.66161286802902,,,,,,61,55,4,9,,12,1
Andy Cooper,1014902,,KCM,2.3864786624908447,,0.0,3.383632637879685,,3.0423468443894217,,,,0.10076046,0.03422053,0.06653992,130.1,22,17,,,,,0.2071611819110011,0.2796420581655481,0.59264305,,0,0.2544731610337972,1.1202049095928208,83.87422721259195,83.71864029280559,,,,,,53,18,5,3,,9,2
Waite Hoyt,1006115,116241.0,NYY,2.3851375579833984,,4.87,3.3626373626373627,,3.968393513047215,,,,0.05810928,0.05203816,0.00607112,273.0,42,31,,,,,0.5274725274725275,0.2606541129831516,0.69899244,,8,0.2554945054945055,1.2417582417582418,87.28128534136121,103.09775105563928,,,,,,67,60,1,16,,19,3
Jumbo Elliott,1003741,113811.0,BRO,2.3703811168670654,,1.34,3.890625,,3.891584904988607,,,,0.09068627,0.07843137,0.0122549,192.0,41,21,,,,,0.375,0.2801204819277108,0.625,,1,0.260053619302949,1.34375,99.43651197680788,92.92571601702812,,,,,,74,64,6,8,,7,2
Heliodoro Díaz,1015038,,CSW,2.3552513122558594,,0.0,4.168647138383733,,3.176645315084434,,,,0.16150082,0.08809135,0.07340946,140.1,19,15,,,,,0.1923990986946338,0.2993348115299334,0.58823529,,1,0.2495479204339963,1.368171368495174,103.33333865493674,87.04766021041567,,,,,,99,54,6,3,,12,0
Ted Lyons,1007887,118055.0,CHW,2.3314592838287354,,1.77,3.975,,3.997834904988607,,,,0.05489478,0.06221409,-0.00731931,240.0,39,27,,,,,0.4125,0.2783613445378151,0.64428312,,6,0.2697947214076246,1.4333333333333331,100.38463716708412,101.05212305287144,,,,,,60,68,2,11,,21,0
Bob Smith,1012100,122453.0,BSN,2.32202672958374,,1.1,3.867667685008837,,4.06247239102801,,,,0.05587121,0.07007576,-0.01420455,244.1,38,25,,,,,0.4051842336675924,0.289010989010989,0.63359235,,2,0.2795918367346939,1.4242839728921433,101.98387216863468,100.37800714841563,,,,,,59,74,2,11,,14,0
Harry Salmon,1016328,,BBB,2.3138787746429443,,0.0,3.272727272727273,,3.2088197534734553,,,,0.12374582,0.03010033,0.09364549,143.0,22,16,,,,,0.5664335664335665,0.3104838709677419,0.66706021,,0,0.2815198618307427,1.2657342657342658,81.125080720815,87.84520723891622,,,,,,74,18,1,9,,11,3
Nelson Dean,1015018,,CTG,2.204759120941162,,0.0,4.144187075923105,,3.2642109329033975,,,,0.11058452,0.03633491,0.07424961,143.1,26,18,,,,,0.3767442796293731,0.3180952380952381,0.60528993,,1,0.2878535773710483,1.3674422001362432,102.72701726723948,89.2182559313392,,,,,,70,23,9,6,,10,1
Bullet Rogan,1016287,,KCM,2.134641647338867,,0.0,3.236842105263158,,2.956826133058782,,,,0.11273486,0.02922756,0.08350731,114.0,17,10,,,,,0.3157894736842105,0.291358024691358,0.68731118,,2,0.2634989200863931,1.1929824561403508,80.23555132694642,81.59873416197236,,,,,,54,14,2,4,,8,0
Dolf Luque,1007843,118012.0,CIN,2.1035141944885254,,2.46,3.5718355355806475,,4.179206583132902,,,,0.07128713,0.08316832,-0.01188119,234.1,33,29,,,,,0.4608820045910513,0.288095238095238,0.70544554,,1,0.2748917748917749,1.442389977331253,94.07096854799704,103.33272459037096,,,,,,72,84,2,12,,11,1
Lefty Stewart,1012524,122786.0,SLB,2.0053961277008057,,0.89,4.668223134065363,,3.8470948249370265,,,,0.0400641,0.05128205,-0.01121795,142.2,29,17,,,,,0.3154204820314434,0.3,0.63,,3,0.2932203389830508,1.4369155292543534,110.91851731325195,91.493680617484,,,,,,25,32,2,5,,7,1
Willis Hudlin,1006132,116259.0,CLE,2.0015697479248047,,3.18,4.043873573271251,,4.197954862232134,,,,0.06326531,0.09183673,-0.02857143,220.1,42,26,,,,,0.285930454675745,0.2751842751842752,0.672533,,7,0.261608154020385,1.4568837452526056,98.71300377244312,102.5619862229522,,,,,,62,90,7,7,,10,0
Jake Miller,1008903,119126.0,CLE,1.9899555444717407,,1.61,4.443037974683544,,3.9637104324147674,,,,0.05362319,0.06231884,-0.00869565,158.0,25,24,,,,,0.3417721518987341,0.328881469115192,0.66776587,,0,0.3161993769470405,1.5569620253164558,108.45680914827793,96.8439609520656,,,,,,37,43,5,6,,8,0
Ray Benge,1000831,110856.0,PHI,1.9687284231185913,,2.14,4.5520653120445775,,4.703034333606327,,,,0.07589286,0.09821429,-0.02232143,201.2,40,28,,,,,0.6694213694183202,0.2833333333333333,0.67010309,,1,0.2727272727272727,1.522313780825365,105.93260519217064,103.49523604525923,,,,,,68,88,5,15,,12,1
