Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Dizzy Trout,1013196,123479.0,DET,7.349383354187012,,9.25,2.1201514942325237,,2.9298013587418943,,,,0.10133709,0.05840957,0.04292752,352.1,49,40,,,,,0.2298959451577435,0.2582557154953429,0.76467559,,0,0.2353823088455772,1.1267739534274592,58.71676500708481,77.66245995335869,,,,,,144,83,4,9,,33,7,83
Hal Newhouser,1009535,119739.0,DET,7.253308296203613,,7.74,2.2187834956497303,,2.715983620894829,,,,0.14712825,0.08025177,0.06687648,312.1,47,34,,,,,0.1728922204402387,0.2646153846153846,0.76129392,,2,0.2260273972602739,1.171825049650507,61.44833964462692,71.74086147246463,,,,,,187,102,1,6,,25,6,77
Ken Raffensberger,1010646,120881.0,PHI,6.225130081176758,,5.06,3.061855429277288,,2.62023771259455,,,,0.12465628,0.04124656,0.08340972,258.2,37,31,,,,,0.3131443052669954,0.2758620689655172,0.69663693,,0,0.2461685823754789,1.1675256813658346,86.24719411334054,69.73614344128517,,,,,,136,45,2,9,,18,3,88
Jack Kramer,1007137,117290.0,SLB,5.803305149078369,,5.22,2.4863813229571985,,2.748291380767229,,,,0.11720227,0.07088847,0.0463138,257.0,33,31,,,,,0.1050583657587548,0.2690058479532163,0.70538058,,0,0.2372708757637474,1.198443579766537,70.32627983345361,74.18298167362133,,,,,,124,75,1,3,,18,1,71
Max Lanier,1007325,117482.0,STL,5.4068708419799805,,3.46,2.6478458882919065,,2.6966496847306973,,,,0.15528634,0.07819383,0.07709251,224.1,33,30,,,,,0.2005943854766596,0.2718023255813953,0.71042471,,0,0.2302158273381295,1.1723627417858105,73.09933608817748,70.4563401431389,,,,,,141,71,3,5,,16,5,66
Tex Hughson,1006169,116295.0,BOS,5.229651927947998,,5.73,2.2573774444490553,,2.4628859728121366,,,,0.13759214,0.05036855,0.08722359,203.1,28,23,,,,,0.1770492113293376,0.2564885496183206,0.75453677,,5,0.2230869001297017,1.0475411670319146,64.28560504145528,66.56247641520712,,,,,,112,41,2,4,,19,2,51
Mort Cooper,1002598,112657.0,STL,5.188667297363281,,5.29,2.46103073033876,,2.987439403086369,,,,0.09481916,0.05865103,0.03616813,252.1,34,33,,,,,0.2140026722033704,0.2584795321637427,0.76868829,,1,0.2369519832985386,1.1373845726364318,67.94191205607403,78.48419986377395,,,,,,97,60,5,6,,22,7,69
Bobo Newsom,1009546,119749.0,PHA,4.428894519805908,,4.52,2.818867924528302,,3.115870853639999,,,,0.12968037,0.07488584,0.05479452,265.0,37,33,,,,,0.3735849056603773,0.2710280373831775,0.73022959,,1,0.240832507433102,1.2264150943396226,81.52186874621685,86.48010925461284,,,,,,142,82,4,11,,18,2,83
Hank Wyse,1014315,124639.0,CHC,4.323052883148193,,2.94,3.147668642640476,,3.1484547214087693,,,,0.08052434,0.05337079,0.02715356,257.1,41,34,,,,,0.3147668642640476,0.2932166301969365,0.68954855,,1,0.2745292368681863,1.2979275637554557,89.42904525750278,85.34482647360954,,,,,,86,57,2,9,,14,3,90
Stubby Overmire,1009911,120129.0,DET,4.304652690887451,,1.59,3.0651079676313,,2.879703620123623,,,,0.06745562,0.04852071,0.01893491,199.2,32,28,,,,,0.090150234342097,0.2853297442799462,0.68056648,,1,0.2668329177057356,1.2771283198463748,84.88696432605589,76.27502270944598,,,,,,57,41,2,2,,11,3,68
Claude Passeau,1010046,120274.0,CHC,4.153833866119385,,5.21,2.894273127753304,,3.0223790408231093,,,,0.09437964,0.05302227,0.04135737,227.0,34,27,,,,,0.3171806167400881,0.2842767295597484,0.74872169,,3,0.2623318385650224,1.251101321585903,82.22977445055926,81.76286502054268,,,,,,89,50,1,8,,18,2,73
Fritz Ostermueller,1009883,120102.0,- - -,4.061536490917206,,5.44,2.813260394070302,,3.364483017068718,,,,0.09264565,0.07354346,0.0191022,246.1,38,28,,,,,0.3653584927364028,0.2749419953596287,0.73633441,,2,0.2549019607843137,1.3152905738510503,75.87136869139243,86.81155767157749,,,,,,97,77,1,10,,17,1,77
Nels Potter,1010471,120703.0,SLB,4.04918098449707,,5.72,2.831896551724138,,3.1441890058846313,,,,0.09528796,0.07329843,0.02198953,232.0,32,29,,,,,0.2327586206896551,0.2604828462515883,0.74195906,,0,0.2386877828054298,1.2112068965517242,80.09903690841568,85.38078424410239,,,,,,91,70,1,6,,16,3,73
Harry Brecheen,1001375,111412.0,STL,3.5672762393951416,,2.88,2.852113212391826,,3.070488254732155,,,,0.11369509,0.05943152,0.05426357,189.1,30,22,,,,,0.3802817616522435,0.2639109697933227,0.73654391,,0,0.24,1.1619720494929662,78.73856374951428,80.77693749817936,,,,,,88,46,3,8,,13,3,60
Nick Strincevich,1012622,122879.0,PIT,3.5406103134155273,,2.49,3.0789473684210527,,3.169098261782998,,,,0.05860349,0.04613466,0.01246883,190.0,40,26,,,,,0.2368421052631578,0.2609308885754584,0.64732143,,2,0.2496714848883048,1.194736842105263,82.53154794263942,81.0736440712953,,,,,,47,37,4,5,,11,0,65
Bob Muncrief,1009317,119514.0,SLB,3.4960856437683105,,4.21,3.0775080983485235,,3.248829598036126,,,,0.09723757,0.05524862,0.04198895,219.1,33,27,,,,,0.4513678544244501,0.2722443559096945,0.73343849,,1,0.2535211267605634,1.2127661543121588,87.0460591526506,88.34050063902438,,,,,,88,50,3,11,,12,3,75
Bucky Walters,1013583,123898.0,CIN,3.4861693382263184,,5.21,2.4,,3.5480456302040504,,,,0.06626506,0.07487091,-0.00860585,285.0,34,32,,,,,0.3157894736842105,0.2266260162601626,0.7483871,,1,0.2175536881419234,1.1228070175438596,68.16151468778358,96.6617106275401,,,,,,77,87,4,10,,27,6,76
Rip Sewell,1011768,122025.0,PIT,3.3957130908966064,,5.96,3.1783216783216783,,3.817718063034378,,,,0.07142857,0.08128079,-0.00985222,286.0,38,33,,,,,0.472027972027972,0.2445759368836292,0.73546512,,2,0.235663082437276,1.2657342657342658,85.19528805913129,98.45997446867902,,,,,,87,99,3,15,,24,3,101
Dutch Leonard,1007533,117689.0,WAS,3.391631603240967,,2.55,3.061046986853331,,3.1104079990015707,,,,0.06623932,0.03952991,0.0267094,229.1,32,31,,,,,0.3139535371131622,0.2590799031476997,0.65789474,,0,0.2477678571428571,1.1293606404487362,92.59655177275734,90.29163821397744,,,,,,62,37,3,8,,17,3,78
Preacher Roe,1011122,121369.0,PIT,3.3729941844940186,,3.0,3.10791426611701,,3.2031384996768093,,,,0.110971,0.07440101,0.03656999,185.1,39,25,,,,,0.3399281228565479,0.2747252747252747,0.69039451,,1,0.2486338797814207,1.3003599620385409,83.3080090573903,81.98609666938978,,,,,,88,59,2,7,,7,1,64
Al Javery,1006369,116503.0,BSN,3.190531015396118,,2.94,3.543307086614173,,3.6271173251895457,,,,0.12580349,0.10835629,0.0174472,254.0,40,33,,,,,0.4251968503937008,0.2878048780487804,0.70899772,,3,0.2559339525283797,1.440944881889764,97.59642624352352,95.92369559231555,,,,,,137,118,2,12,,11,3,100
Satchel Paige,1009962,120181.0,KCM,3.162145614624023,,3.87,1.006780025544774,,1.393005023529841,,,,0.27704485,0.07124011,0.20580475,98.1,16,16,,,,,0.0,0.2520325203252032,0.81111111,,0,0.1766381766381766,0.905085073469544,30.178455339244664,57.3461428437471,,,,,,105,27,1,0,,6,3,11
Nate Andrews,1000259,110271.0,BSN,3.1443138122558594,,5.04,3.2176168346991534,,3.6769521725187753,,,,0.06940639,0.06757991,0.00182648,257.1,37,34,,,,,0.4896373444107407,0.2680301399354144,0.7294928,,2,0.2580961727183513,1.3095855957652351,88.62565293139937,97.29634066169112,,,,,,76,74,2,14,,16,2,92
