Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Hank Greenberg,1004996,115096.0,OF,DET,7.638540335321467,,6.75,61.928955354608846,-8.395061492919922,-0.7406096993945539,,,,,166.17107051514685,0.4831739960760548,,,,,1.103440426,0.670157068,0.433283358,0.340314136,0.329842932,0.336980306,148,670,573,129,150,41,99,384,195,96,50,8,6,93,,75.0,0.111940298,0.13880597,,,,,,,,,-2.0,,,,,,,,0.0
Joe DiMaggio,1003311,113376.0,OF,NYY,7.4258968125293405,,7.1,51.642135706072494,3.1975309252738953,-1.25622905860655,,,,,165.4233082196263,0.4655307651191324,,,,,1.050809425,0.625984251,0.424825174,0.352362204,0.273622047,0.331096196,132,572,508,93,133,31,68,318,179,111,28,9,1,61,,30.0,0.052447552,0.106643356,,,,,,,,,4.0,,,,,,,,0.0
Johnny Mize,1009014,119207.0,1B,STL,7.139676657531241,,7.33,60.397916348698686,-8.611111164093018,0.7881439481861889,,,,,171.51706069660025,0.4563573309788117,,,,,1.039482486,0.635578583,0.403903903,0.31433506,0.321243523,0.285420944,155,666,579,111,137,43,87,368,182,95,31,13,7,82,,49.0,0.073573573,0.123123123,,,,,,,,,-2.0,,,,,,,,0.0
Ted Williams,1014040,124341.0,OF,BOS,6.635679116159897,,6.6,51.75028921550795,-8.179310321807861,-1.6485232869163156,,,,,157.1500247129982,0.4620115076953714,,,,,1.036007129,0.593582887,0.442424242,0.34402852,0.249554367,0.351239669,144,661,561,134,113,23,80,333,193,113,43,14,4,96,,54.0,0.081694402,0.145234493,,,,,,,,,-2.0,,,,,,,,2.0
Lou Boudreau,1001234,111272.0,SS,CLE,6.53980902265467,,5.9,15.8853358395534,24.567901611328125,-0.7574189321603626,,,,,116.67657249595906,0.3730284391645013,,,,,0.81375155,0.44338118,0.37037037,0.295055821,0.148325359,0.303972366,155,706,627,97,101,9,65,278,185,120,46,10,6,73,,39.0,0.055240793,0.103399433,,,,,,,,,15.0,,,,,,,,0.0
Lonny Frey,1004343,114427.0,2B,CIN,6.156475980560698,,6.83,9.580503879663418,31.481481552124023,3.741078141145408,,,,,107.03757496205218,0.3445794441198048,,,,,0.731906691,0.371225577,0.360681114,0.26642984,0.104795737,0.280078895,150,663,563,102,54,8,37,209,150,113,23,6,22,80,,48.0,0.07239819,0.12066365,,,,,,,,,25.0,,,,,,,,0.0
Arky Vaughan,1013377,123671.0,SS,PIT,6.082419544460855,,6.86,30.623974784617097,9.506958961486816,1.7040977992583066,,,,,133.53850053025724,0.3885313942484612,,,,,0.845562681,0.452861952,0.392700729,0.299663299,0.153198653,0.304270462,156,689,594,113,95,7,62,269,178,116,40,15,12,88,,25.0,0.03628447,0.127721335,,,,,,,,,0.0,,,,,,,,0.0
Joe Gordon,1004874,114967.0,2B,NYY,6.081853781034051,,6.04,16.16022965569231,20.69753074645996,-0.3960716677829623,,,,,117.30059087675296,0.3802659581741526,,,,,0.851154992,0.511363636,0.339791356,0.280844155,0.230519481,0.270321361,155,677,616,112,103,30,72,315,173,101,32,10,18,52,,57.0,0.084194977,0.076809453,,,,,,,,,14.0,,,,,,,,0.0
Rudy York,1014354,124678.0,1B,DET,5.796219414929574,,4.88,40.70047377741887,-6.697530746459961,-0.9201041371561588,,,,,142.98370209015414,0.4420901462545129,,,,,0.993024962,0.583333333,0.409691629,0.31632653,0.267006803,0.327623126,155,685,588,105,134,33,85,343,186,101,46,6,3,89,,88.0,0.128467153,0.129927007,,,,,,,,,0.0,,,,,,,,0.0
Charlie Keller,1006768,116919.0,OF,NYY,5.619221136070531,,5.64,32.67800088945901,2.1234569549560547,0.0765340311918407,,,,,137.8709440339302,0.4167129272478248,,,,,0.918891089,0.508,0.410891089,0.286,0.222,0.29468599,138,609,500,102,93,21,54,254,143,89,18,15,8,106,,65.0,0.106732348,0.174055829,,,,,,,,,8.0,,,,,,,,0.0
Jimmie Foxx,1004285,114367.0,1B,BOS,5.485470137788596,,4.36,37.14329191305492,-3.8086419105529785,-2.8562504556030035,,,,,145.788121902941,0.4418802577760312,,,,,0.992920186,0.580582524,0.412337662,0.297087378,0.283495146,0.298469387,144,618,515,106,119,36,70,299,153,83,30,4,4,101,,87.0,0.140776699,0.16343042,,,,,,,,,-1.0,,,,,,,,0.0
Frank McCormick,1008413,118593.0,1B,CIN,5.485265659845165,,5.34,27.7682632663027,6.302469253540039,-0.2118560667149722,,,,,133.07267239440847,0.3854206670655145,,,,,0.849608054,0.482200647,0.367407407,0.309061488,0.173139159,0.30017452,155,676,618,93,127,19,66,298,191,125,44,3,2,52,,26.0,0.038461538,0.076923076,,,,,,,,,13.0,,,,,,,,0.0
Dolph Camilli,1001860,111905.0,1B,BRO,5.426739048635619,,5.33,39.05638131628933,-3.0493826866149902,1.2116768800187856,,,,,149.89981277014607,0.4162766708815393,,,,,0.925991089,0.529296875,0.396694214,0.287109375,0.2421875,0.305418719,142,606,512,92,96,23,65,271,147,82,29,13,9,89,,83.0,0.136963696,0.146864686,,,,,,,,,3.0,,,,,,,,0.0
Luke Appling,1000284,110297.0,SS,CHW,5.414620612014908,,5.44,20.484931437186138,11.259259223937988,-2.332903945585713,,,,,125.26154260126891,0.3991598120462969,,,,,0.861507433,0.441696113,0.41981132,0.348056537,0.093639576,0.370998116,150,639,566,96,79,0,40,250,197,157,27,13,3,69,,35.0,0.054773082,0.10798122,,,,,,,,,2.0,,,,,,,,0.0
Stan Hack,1005183,115283.0,3B,CHC,5.346246797675688,,5.27,31.684875513002744,0.9567901231348516,3.4704793605487794,,,,,132.86344341695406,0.3856792133985287,,,,,0.834476662,0.43946932,0.395007342,0.316749585,0.122719735,0.320490367,149,686,603,101,40,8,52,265,191,139,38,6,21,75,,24.0,0.034985422,0.109329446,,,,,,,,,1.0,,,,,,,,0.0
Mel Ott,1009904,120117.0,OF,NYG,5.002261639602416,,5.36,32.05305240970555,-1.7335996627807615,0.4872885486111045,,,,,138.98328609036875,0.3993027345785099,,,,,0.863631608,0.457089552,0.406542056,0.289179104,0.167910448,0.291220556,151,647,536,89,79,19,49,245,155,106,27,3,6,100,,50.0,0.077279752,0.154559505,,,,,,,,,3.0,,,,,,,,0.0
Elbie Fletcher,1004150,114235.0,1B,PIT,4.823574382629923,,5.32,33.05772125989297,-4.351851940155029,0.2536700800992548,,,,,140.8917666448855,0.4000664530876662,,,,,0.855750198,0.437254901,0.418495297,0.272549019,0.164705882,0.279545454,147,641,510,94,104,16,45,223,139,94,22,7,5,119,,54.0,0.084243369,0.185647425,,,,,,,,,2.0,,,,,,,,0.0
Billy Werber,1013783,124091.0,3B,CIN,4.674592919154113,,4.85,16.2480245950294,10.0,2.574696588795632,,,,,116.47885856135896,0.359389973228628,,,,,0.77670195,0.41609589,0.36060606,0.27739726,0.13869863,0.281954887,143,663,584,105,48,12,52,243,162,110,35,5,16,68,,40.0,0.060331825,0.102564102,,,,,,,,,10.0,,,,,,,,0.0
Hal Trosky Sr.,1013190,123474.0,1B,CLE,4.64580909781749,,3.77,33.11790835128973,-8.00617265701294,-1.2360579792875797,,,,,139.97234151243586,0.4143043553533633,,,,,0.920471169,0.528735632,0.391735537,0.295019157,0.233716475,0.28539823,140,608,522,85,93,25,68,276,154,86,39,4,1,79,,45.0,0.074013157,0.12993421,,,,,,,,,-2.0,,,,,,,,0.0
