Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Fergie Jenkins,1006388,116522,CHC,9.64292049407959,,10.1,2.769230769230769,,2.380463393284725,,,,0.20246343,0.02848345,0.17397999,325.0,39,39,,,,,0.803076923076923,0.2849740932642487,0.75965946,,0,0.2418456642800318,1.0492307692307692,72.5727213307125,64.7838699635089,,,,,,263,37,5,29,,30,3
Tom Seaver,1011708,121961,NYM,9.138903617858888,,10.17,1.7601863881644368,,1.9308600608862945,,,,0.26201269,0.05530372,0.20670898,286.1,36,35,,,,,0.5657741961957118,0.2626538987688098,0.85668535,,0,0.2023121387283237,0.9464494269693698,51.64740301364071,59.341874101204375,,,,,,289,61,4,18,,21,4
Vida Blue,1001094,111119,OAK,8.751642227172852,,8.95,1.8173076923076923,,2.198027495848827,,,,0.24937862,0.07290804,0.17647059,312.0,39,39,,,,,0.5480769230769231,0.2389937106918239,0.83090379,,0,0.1874439461883408,0.9519230769230768,55.85103330575677,64.70772142955788,,,,,,301,88,4,19,,24,8
Wilbur Wood,1014248,124543,CHW,8.656027793884277,,11.75,1.9131736526946108,,2.63087334261683,,,,0.15957447,0.04711246,0.11246201,334.0,44,42,,,,,0.5658682634730539,0.2470472440944882,0.78947368,,1,0.2181234963913392,1.0,52.913648824248895,70.20411172919248,,,,,,210,62,7,21,,22,7
Mickey Lolich,1007712,117875,DET,8.336141586303711,,8.51,2.9202127659574466,,2.847509219798636,,,,0.20026008,0.05981795,0.14044213,376.0,45,45,,,,,0.8617021276595744,0.273972602739726,0.78523141,,0,0.2334954829742877,1.1382978723404256,82.52025135756273,77.85084443319255,,,,,,308,92,7,36,,29,4
Tom Bradley,1001316,111352,CHW,7.663183689117432,,6.18,2.961493371347479,,2.5352466204042385,,,,0.17195326,0.06176962,0.11018364,285.2,45,39,,,,,0.5040839781016985,0.2855555555555555,0.72872015,,2,0.2433155080213903,1.214702363897843,81.90757803198491,67.55931323416597,,,,,,206,74,2,16,,7,6
Bert Blyleven,1001098,111126,MIN,7.465312480926514,,6.45,2.8131738583263544,,2.512310472829878,,,,0.19893428,0.05239787,0.14653641,278.1,38,38,,,,,0.6790419658029132,0.3011015911872705,0.78249337,,0,0.2514124293785311,1.1712575706441783,79.31100773474638,68.219993083833,,,,,,224,59,5,21,,17,5
Don Sutton,1012745,123006,LAD,7.135246276855469,,4.58,2.5439700443110667,,2.157262752266899,,,,0.18319169,0.05193579,0.1312559,265.1,38,37,,,,,0.3391960059081422,0.2779874213836478,0.74368231,,1,0.2312312312312312,1.0778895298858742,76.96381043278687,68.03460240487522,,,,,,194,55,5,10,,12,4
Joe Coleman,1002428,112480,DET,7.060462951660156,,5.18,3.1468531468531467,,2.654029826851158,,,,0.20102215,0.08177172,0.11925043,286.0,39,38,,,,,0.534965034965035,0.2738386308068459,0.74328545,,0,0.2250233426704015,1.1783216783216783,88.92472346223656,72.38344550779273,,,,,,236,96,7,17,,16,3
Jim Kaat,1006660,116803,MIN,5.886678695678711,,4.31,3.3188222824133633,,2.808466966952616,,,,0.12477231,0.0428051,0.08196721,260.1,39,38,,,,,0.5531370470688939,0.2903587443946188,0.73298429,,0,0.2631578947368421,1.2368758969179432,93.56660944778302,76.5694486023902,,,,,,137,47,6,16,,15,4
