Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Willie Foster,1015189,,CAG,7.572381973266602,,0.0,2.032258064516129,,,,,,,,,217.0,31,25,,,,,,,,,1,0.2340601296718151,1.1612903225806452,54.47600648626967,,,,,,,119,65,6.0,,,21,6
Lefty Grove,1005099,115201.0,PHA,6.208237171173096,,5.7,3.190597452018569,,2.8858515150670754,,,,0.15732369,0.07142857,0.08589512,262.1,51,28,,,,,0.2058449969044238,0.2899408284023668,0.66749073,,9,0.2448780487804878,1.2579416477492569,75.47166758648315,69.94961488640577,,,,,,174,79,2.0,6.0,,14,1
Dazzy Vance,1013342,123630.0,BRO,5.425764083862305,,7.69,2.700000200969432,,3.0363349926691554,,,,0.16384684,0.06144256,0.10240427,273.1,34,32,,,,,0.3951219806296729,0.2699530516431925,0.72951366,,1,0.2309160305343511,1.1378049627391509,70.52263966583557,79.35159733745752,,,,,,184,69,6.0,12.0,,25,2
William Bell,1014596,,KCM,5.13808536529541,,0.0,2.1666666666666665,,,,,,,,,162.0,24,17,,,,,,,,,1,0.2484206370097394,1.1358024691358024,58.07891696816581,,,,,,,52,33,2.0,,,12,4
Bullet Rogan,1016287,,KCM,4.915454387664795,,0.0,2.317597097738362,,,,,,,,,155.1,29,15,,,,,,,,,3,0.2448107450860149,1.1266097002894817,62.124705879326946,,,,,,,109,33,0.0,,,12,4
Ted Lyons,1007887,118055.0,CHW,4.694784641265869,,7.26,2.8374862695705114,,3.4763146096654234,,,,0.0562599,0.05309033,0.00316957,307.2,39,34,,,,,0.2047670503813771,0.2542524619516562,0.66915566,,2,0.2435146443514644,1.163596889468778,71.24068211894361,89.06982193949018,,,,,,71,67,0.0,7.0,,30,2
Lee Meadows,1008705,118890.0,PIT,4.655483245849609,,5.4,3.397550342282869,,3.646903234197483,,,,0.06650831,0.05225653,0.01425178,299.1,40,38,,,,,0.3307349890717836,0.2778793418647166,0.69057816,,0,0.2649285113540791,1.2728285943065614,83.84655803196969,90.04185373890869,,,,,,84,66,8.0,11.0,,25,2
Luther Farrell,1015141,,AC,4.398263931274414,,0.0,3.4057756288390326,,3.2851266452121086,,,,0.15098468,0.0809628,0.07002188,219.1,34,25,,,,,0.3282675304905091,0.2844702467343977,0.65121413,,0,0.2443113772455089,1.2674774093939103,77.49489289834898,79.6921983461429,,,,,,138,74,5.0,8.0,,18,1
Ted Trent,1016602,,SLS,4.302241325378418,,0.0,2.929245283018868,,,,,,,,,212.0,33,24,,,,,,,,,0,0.2294287481955042,1.240566037735849,78.5203354946973,,,,,,,133,85,7.0,,,15,2
Jesse Haines,1005209,115314.0,STL,4.1133952140808105,,5.42,2.723946600602543,,3.6905478019529094,,,,0.07247557,0.06270358,0.00977199,300.2,38,36,,,,,0.3292682704025051,0.2504780114722753,0.70965842,,1,0.2382198952879581,1.1640797438472406,69.08237026359973,93.6392549457189,,,,,,89,77,5.0,11.0,,25,6
George Harney,1015353,,CAG,4.087403774261475,,0.0,2.6382542241080102,,,,,,,,,160.1,27,15,,,,,,,,,4,0.2601695620017686,1.1413723948268697,70.72012985671469,,,,,,,78,24,3.0,,,10,2
Horace Lisenbee,1007651,117812.0,WAS,3.993009090423584,,3.96,3.5702479338842976,,3.4474516994697004,,,,0.10314342,0.07662083,0.02652259,242.0,39,34,,,,,0.2231404958677686,0.2602905569007264,0.64032698,,0,0.2358591248665955,1.2355371900826446,87.97850442236386,86.70949724847132,,,,,,105,78,3.0,6.0,,17,4
George Mitchell,1015960,,KCM,3.952929735183716,,0.0,2.362500630855729,,,,,,,,,133.1,19,16,,,,,,,,,0,0.2539683045617798,1.2675003384591053,63.32837445078887,,,,,,,38,41,3.0,,,9,4
Harry Salmon,1016328,,BBB,3.9122118949890137,,0.0,2.9436096135553145,,,,,,,,,177.1,28,18,,,,,,,,,0,0.2377759173780263,1.093985182049293,78.9053807687879,,,,,,,86,38,6.0,,,14,1
Willis Hudlin,1006132,116259.0,CLE,3.885075092315674,,4.58,4.012594149988273,,3.7104364265586094,,,,0.05622837,0.07179931,-0.01557093,264.2,43,30,,,,,0.1020151055081764,0.289738430583501,0.66439076,,0,0.2740112994350282,1.413098128150296,95.7299482712364,90.22226042303416,,,,,,65,83,11.0,3.0,,18,1
