Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Grover Alexander,1000128,110127.0,PHI,9.000683784484863,,9.21,1.8324742268041236,,1.843972391934739,,,,0.13080445,0.03662525,0.0941792,388.0,45,44,,,,,4.639175257731959,1.2989690721649485,3.57142857,0.0927835051546391,0.2628661916072842,0.74159021,,0,0.2290388548057259,1.0103092783505154,64.91911136612451,69.59587781684245,,,,,,200,56,6,4,,34,8,79
Walter Johnson,1006511,116635.0,WAS,6.737011909484863,,7.21,2.208588957055215,,1.9639521528606767,,,,0.14641745,0.0529595,0.09345794,326.0,47,34,,,,,5.190184049079755,1.8773006134969328,2.76470588,0.0828220858895705,0.2418558736426456,0.68869673,,3,0.2059800664451827,0.9693251533742332,84.34774515498748,70.38448513667954,,,,,,188,68,12,3,,30,8,80
Eddie Cicotte,1002236,112288.0,CHW,6.643547058105469,,11.91,1.5317306793370948,,2.10284432828779,,,,0.11645963,0.05434783,0.0621118,346.2,49,35,,,,,3.8942305406875297,1.8173075856541805,2.14285714,0.0519230738758337,0.2295390404515522,0.76850095,,4,0.2024691358024691,0.9115384080424144,57.75794449106611,74.73135419652952,,,,,,150,70,3,2,,29,7,59
Hippo Vaughn,1013384,123677.0,CHC,5.547613143920898,,6.67,2.009019027485017,,2.0890066324677603,,,,0.16036184,0.07483553,0.08552632,295.2,41,38,,,,,5.935738035751186,2.7700110833505533,2.14285714,0.0913190467038644,0.2745098039215686,0.7354618,,0,0.2284946236559139,1.1702366725754474,72.21062205086514,79.41726389414784,,,,,,195,91,9,3,,27,5,66
Stan Coveleski,1002682,112743.0,CLE,5.041416168212891,,8.53,1.8100559893598325,,2.455911586210005,,,,0.11646235,0.08231173,0.03415061,298.1,45,36,,,,,4.012290776414296,2.8357543833304044,1.41489362,0.0905027994679916,0.2184412733260153,0.74795082,,4,0.1929321872015282,0.9921788386120564,64.66675718535939,83.41860179684511,,,,,,133,94,1,3,,24,9,60
Eppa Rixey,1011008,121255.0,PHI,4.949375629425049,,3.51,2.271327178472523,,2.2152896309832872,,,,0.10614035,0.05877193,0.04736842,281.1,39,36,,,,,3.8708533604954263,2.1433650839106906,1.80597015,0.031990523640458,0.2621564482029598,0.68523154,,1,0.2331460674157303,1.12322283004275,80.46636612473598,82.75054315475298,,,,,,121,67,5,1,,23,4,71
Dutch Leonard,1007532,117690.0,BOS,4.644496440887451,,5.16,2.171008077585297,,2.244510621487538,,,,0.12307692,0.06153846,0.06153846,294.1,37,36,,,,,4.403171312285672,2.201585656142836,2.0,0.1223103142301575,0.2677248677248677,0.74299635,,1,0.2351326623970722,1.1177803717144956,85.72923021052505,83.85436060500912,,,,,,144,72,5,4,,26,4,71
Wilbur Cooper,1002602,112649.0,PIT,4.311057090759277,,7.16,2.358342503984543,,2.355563108309486,,,,0.08541846,0.04659189,0.03882658,297.2,40,34,,,,,2.99328087044192,1.6326986566046835,1.83333333,0.1209406412299765,0.2725450901803607,0.72472594,,1,0.2506811989100817,1.1086225446081184,85.43641383372422,89.7015896592711,,,,,,99,54,4,4,,23,7,78
Fred Toney,1013116,123394.0,CIN,4.2865753173828125,,4.26,2.199214784858275,,2.423421609798895,,,,0.08951965,0.05604076,0.03347889,339.2,43,42,,,,,3.259077331777925,2.0402354028203273,1.5974026,0.105986254691965,0.2542955326460481,0.69952305,,1,0.2323780015491866,1.1099116116353007,81.82689404824488,94.652999493773,,,,,,123,77,6,4,,31,7,83
Jim Bagby Sr.,1000411,110431.0,CLE,4.248547077178955,,8.54,1.9646568400071336,,2.7261551003069058,,,,0.06556082,0.05766193,0.00789889,320.2,49,37,,,,,2.3295216817227447,2.0488564188645824,1.1369863,0.1683991577148972,0.2468123861566484,0.76524741,,7,0.2333614153327717,1.0914760222261854,70.1900867001524,93.07342563088751,,,,,,83,73,6,6,,26,8,70
Phil Douglas,1003436,113500.0,CHC,4.137549877166748,,3.02,2.54659108571771,,2.380816355224484,,,,0.13006029,0.04306632,0.08699397,293.1,51,37,,,,,4.6329548667876415,1.5340910154925964,3.02,0.398863664028075,0.2720510095642933,0.65840939,,1,0.2434389140271493,1.087500075426974,91.53269525728038,89.90584628807972,,,,,,151,50,6,13,,20,5,83
Jesse Barnes,1000566,110581.0,BSN,3.9072682857513423,,1.3,2.6847457627118643,,2.207260876995022,,,,0.09176672,0.04288165,0.04888508,295.0,50,33,,,,,3.2644067796610168,1.5254237288135593,2.14,0.0915254237288135,0.2572283150548355,0.6423499,,1,0.2345013477088948,1.0542372881355933,103.34385593565544,89.60294930408982,,,,,,107,50,3,3,,27,2,88
Leon Cadore,1001811,111855.0,BRO,3.650343656539917,,4.84,2.4545454545454546,,2.333467862100312,,,,0.10777882,0.05904405,0.04873477,264.0,37,30,,,,,3.9204545454545454,2.147727272727273,1.82539683,0.1022727272727272,0.2593856655290102,0.72439353,,3,0.2316950852557673,1.1136363636363635,90.62301559646508,90.60217423903978,,,,,,115,63,7,3,,21,1,72
Ed Klepfer,1006997,117147.0,CLE,3.6006617546081543,,2.08,2.3661971830985915,,2.416427742595404,,,,0.07829181,0.06524318,0.01304864,213.0,41,27,,,,,2.788732394366197,2.323943661971831,1.2,0.0,0.2880886426592798,0.68060837,,1,0.2639593908629442,1.2347417840375587,84.53567159888516,82.00798679776261,,,,,,66,55,0,0,,9,0,56
Dick Rudolph,1011284,121538.0,BSN,3.309659719467163,,0.26,3.4120874114694306,,2.240893772549278,,,,0.09495549,0.05341246,0.04154303,242.2,31,30,,,,,3.560439038055058,2.0027469589059703,1.77777778,0.0370879066464068,0.2932242990654206,0.66753078,,0,0.2644281217208814,1.260988825977833,131.34140103254333,90.89757956708615,,,,,,96,54,4,1,,22,5,92
Rube Marquard,1008125,118295.0,BRO,3.277601718902588,,3.14,2.55300820531419,,2.308776094858656,,,,0.12420382,0.06369427,0.06050955,232.2,37,29,,,,,4.525787273056972,2.320916550285627,1.95,0.1934097125238022,0.2565789473684211,0.69565217,,0,0.2267573696145124,1.117478339026413,94.25830838848157,89.69054214695481,,,,,,117,60,0,5,,14,2,66
Bob Shawkey,1011825,122083.0,NYY,3.2744767665863037,,4.1,2.4372359101902403,,2.540764779839914,,,,0.10430108,0.07741935,0.02688172,236.1,32,26,,,,,3.6939356763820834,2.7418903989640206,1.34722222,0.076163622193445,0.2722443559096945,0.72289157,,0,0.2429577464788732,1.1805361439983977,90.92065557927076,90.26957840549828,,,,,,97,72,6,2,,16,2,64
