Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Bret Saberhagen,1011355,121604,KCR,7.455694913864136,,9.66,2.161372328028446,,2.4500612473878913,,,,0.18903036,0.04211557,0.14691479,262.1,36,35,,,,,0.4459974645138062,0.2545454545454545,0.76335878,,0,0.214139344262295,0.960609923568198,55.58181307902291,67.4012805452586,,,,5.181261897087097,0.0422057042022974,193,43,2,13,30,12,4,63
Nolan Ryan Jr.,1011348,121597,TEX,7.017210006713867,,5.08,3.1963793055851575,,2.511944250837344,,,,0.30465587,0.09919028,0.20546559,239.1,32,32,,,,,0.6392758611170315,0.2575488454706927,0.70554649,,0,0.1838819523269012,1.0863511365387464,81.04977489566025,66.14569339381525,,,,2.63805627822876,-0.9783679827050796,301,98,9,17,20,6,2,85
Mark Gubicza,1005115,115217,KCR,6.2634735107421875,,6.26,3.0352941176470587,,2.7155818434322585,,,,0.16320755,0.05943396,0.10377359,255.0,36,36,,,,,0.3529411764705882,0.2991347342398022,0.71895425,,0,0.2540322580645161,1.2352941176470589,78.05557057390817,74.45233232366724,,,,2.2925877571105957,-0.2119148280688945,173,63,5,10,22,8,2,86
Orel Hershiser,1005741,115861,LAD,5.621953248977661,,6.98,2.3142856684244197,,2.766536770780566,,,,0.17000955,0.07354346,0.09646609,256.2,35,33,,,,,0.3155844093306026,0.2782051282051282,0.78732106,,0,0.233712512926577,1.180519457125588,68.24186497364906,77.87288648337368,,,,1.8140238523483276,0.0487709273746452,178,77,3,9,27,8,4,66
Chris Bosio,1001212,111249,MIL,5.513429164886475,,5.43,2.9531251280145265,,2.864913398667801,,,,0.17853457,0.0495356,0.12899897,234.2,33,33,,,,,0.6136363902367847,0.2878787878787879,0.73655495,,0,0.2459016393442623,1.1633523231572378,75.43863848021253,76.70957166515772,,,,1.580604076385498,-0.9151884343922554,173,48,6,16,22,8,2,77
Bert Blyleven,1001098,111126,CAL,5.290099620819092,,5.98,2.7261410788381744,,3.0779933640571056,,,,0.13463515,0.04522097,0.08941418,241.0,33,33,,,,,0.5228215767634855,0.2719072164948453,0.78088578,,0,0.2442996742671009,1.116182572614108,71.85050884494639,79.98698076957828,,,,3.753937959671021,0.9428185214382484,131,44,8,14,25,8,5,73
Bruce Hurst,1006222,116350,SDP,5.152606964111328,,6.48,2.685286047719055,,2.9588259489868065,,,,0.18080808,0.06666667,0.11414141,244.2,33,33,,,,,0.5885558460754093,0.2716049382716049,0.76086957,,0,0.2316017316017316,1.1444141451466294,77.25886556482351,80.42415403022306,,,,2.0288519859313965,0.0171827009475293,179,66,0,16,26,10,2,73
Roger Clemens,815,112388,BOS,5.116894721984863,,5.66,3.1263158522418344,,3.1692196224931206,,,,0.22030651,0.08908046,0.13122605,253.1,35,35,,,,,0.7105263300549624,0.2813852813852814,0.74652778,,0,0.2279957582184517,1.215789498094047,77.46025036072079,83.3196714302143,,,,2.1121296882629395,-0.3257089325731233,230,93,8,20,24,8,3,88
Frank Viola,1013435,123732,- - -,5.034152388572693,,4.12,3.6551726274847054,,3.138119616116284,,,,0.19500924,0.06839187,0.12661738,261.0,36,36,,,,,0.7586207340062596,0.2905317769130999,0.71282401,,0,0.2450199203187251,1.226053711525268,95.91859376925925,84.51647010121114,,,,0.4502939581871032,-0.8748239288721208,211,74,4,22,21,9,2,106
Mark Langston,1007323,117480,- - -,4.80248236656189,,6.35,2.736,,3.10664066696167,,,,0.22661524,0.10800386,0.11861138,250.0,34,34,,,,,0.576,0.2716417910447761,0.77846365,,0,0.2149837133550488,1.24,74.669941856966,85.29081339367583,,,,3.167918026447296,0.8236537816093654,235,112,4,16,24,8,5,76
