Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Lance Parrish,1010021,120248,C,CAL,4.642604357945786,,4.46,12.787400297276712,15.1965012550354,-0.6069655631436035,,,,,122.4491634017906,0.3521393816595132,,,,,0.789495951,0.451063829,0.338432122,0.268085106,0.182978723,0.299120234,133,523,470,54,70,24,38,212,126,88,14,0,2,46,4,107,0.20458891,0.08795411,,,0.818053662776947,-0.5272373527180064,,,,,8.0,,,,,,,,1131.0
Jesse Barfield,1000537,110559,RF,NYY,4.599138579387581,,5.19,17.593972912344597,8.907768726348877,-0.6278058616444468,,,,,128.02177274484657,0.3643123459942797,,,,,0.815037281,0.455882352,0.359154929,0.245798319,0.210084033,0.300653594,153,570,476,69,78,25,48,217,117,69,21,2,4,82,4,150,0.263157894,0.143859649,,,2.7075953483581543,0.7059669541311306,,,,,15.0,,,,,,,,1220.1
Brett Butler,1001772,111812,CF,SFG,4.590906004530042,,4.99,24.323418656087565,-6.614318609237671,2.3153153305174783,,,,,125.81422840622068,0.3589384728703051,,,,,0.781485751,0.384244372,0.397241379,0.308681672,0.0755627,0.335106382,160,732,622,108,44,3,32,239,192,160,20,9,51,90,1,62,0.084699453,0.122950819,,,3.1709275245666504,0.0929857267379041,,,,,-9.0,,,,,,,,1391.1
Dave Henderson,1005630,115744,CF,OAK,4.429151988886288,,4.87,15.27147869296521,11.768746018409727,0.0204206833150237,,,,,127.06155303532464,0.3548560865768572,,,,,0.797295469,0.466666666,0.330628803,0.271111111,0.195555555,0.311926605,127,494,450,65,63,20,48,210,122,74,28,0,3,40,1,105,0.212550607,0.080971659,,,0.490755558013916,-1.6362406501223004,,,,,11.0,,,,,,,,982.1
Andy Van Slyke,1013363,123653,CF,PIT,4.423216641053887,,4.34,23.10954870196039,-1.0526926517486572,0.9726281655021012,,,,,133.4035444948807,0.3711522886549451,,,,,0.831524318,0.464503042,0.367021276,0.283975659,0.180527383,0.314578005,136,569,493,67,77,17,49,229,140,91,26,6,14,66,2,89,0.156414762,0.11599297,,,2.0575661659240723,-0.8360022907354212,,,,,-3.0,,,,,,,,1135.2
Darren Daulton,1003010,113074,C,PHI,4.420900692550334,,3.95,10.830978410541858,12.647461414337158,0.7696896678535268,,,,,115.99732861137046,0.3501812411528645,,,,,0.78297489,0.416122004,0.366852886,0.267973856,0.148148148,0.292875989,143,540,459,62,57,12,43,191,123,80,30,1,7,72,9,72,0.133333333,0.133333333,,,0.5971558094024658,-0.8273014858668263,,,,,5.0,,,,,,,,1115.0
Kal Daniels,1002973,113039,LF,LAD,4.414588935192876,,4.3,34.35186253702733,-11.068584442138672,-0.6278058616444468,,,,,157.09756098976115,0.4077327029199035,,,,,0.920424088,0.531111111,0.389312977,0.295555555,0.235555556,0.329192546,130,526,450,81,94,27,51,239,133,82,23,1,4,68,1,104,0.197718631,0.129277566,,,3.534989833831787,-0.3407517824838808,,,,,-6.0,,,,,,,,985.1
Tony Phillips,1010300,120522,3B,DET,4.3568676015770125,,4.76,6.24142172195177,14.217077493667604,-0.0824787992751225,,,,,108.06878205942868,0.3336541158611444,,,,,0.715092124,0.35078534,0.364306784,0.2513089,0.09947644,0.282157676,152,687,573,97,55,8,36,201,144,108,23,5,19,99,0,85,0.123726346,0.144104803,,,0.8556045293807983,0.1484039269509894,,,,,13.0,,,,,,,,1274.2
Jack Clark,1002288,112326,1B,SDP,4.343509056960631,,3.71,33.81458086264167,-8.095108985900879,-0.617986953118816,,,,,166.88592773329466,0.4273358323457899,,,,,0.974110601,0.532934131,0.44117647,0.266467065,0.266467066,0.29090909,115,442,334,59,62,25,38,178,89,51,12,1,4,104,11,91,0.205882352,0.235294117,,,2.735530138015747,-0.4180058262481609,,,,,-2.0,,,,,,,,888.2
Rafael Palmeiro,1266,120191,1B,TEX,4.308277932035406,,4.27,21.15064041340521,-0.2535657882690429,-0.862172044464387,,,,,129.63972962200245,0.3654713768795897,,,,,0.828782123,0.468227424,0.360554699,0.319397993,0.148829431,0.332082551,154,651,598,72,89,14,55,280,191,136,35,6,3,40,6,59,0.0906298,0.061443932,,,2.7007741928100586,0.4692713914504893,,,,,9.0,,,,,,,,1254.2
Kelly Gruber,1005107,115209,3B,TOR,4.28345008936173,,4.18,24.494686868793945,-5.014743447303772,1.779942594585009,,,,,130.076656443663,0.3673937364123841,,,,,0.841627652,0.511824324,0.329803328,0.273648648,0.238175676,0.272916666,150,662,592,92,118,31,73,303,162,89,36,6,14,48,2,94,0.141993957,0.072507552,,,3.235182523727417,0.533527252297044,,,,,-6.0,,,,,,,,1308.2
George Brett,1001400,111437,1B,KCR,4.225432775240997,,4.11,33.640885237856516,-12.827502250671388,0.7603047626325861,,,,,147.4821611408085,0.3915220121107053,,,,,0.901855799,0.514705882,0.387149917,0.329044117,0.185661765,0.348101265,142,607,544,82,87,14,66,280,179,113,45,7,9,56,14,63,0.103789126,0.092257001,,,3.00906753540039,-0.7748252174093038,,,,,-3.0,,,,,,,,947.1
Kevin Mitchell,1009004,119195,LF,SFG,4.184242600730637,,4.07,31.016430349918856,-12.069957733154297,-2.1835212686564773,,,,,148.39603355228235,0.3930911144305919,,,,,0.903825217,0.543893129,0.359932088,0.290076335,0.253816794,0.287469287,140,589,524,90,93,35,61,285,152,91,24,2,4,58,9,87,0.147707979,0.098471986,,,2.855937957763672,-1.5930324768990745,,,,,-6.0,,,,,,,,1180.0
Chris Sabo,1011357,121606,3B,CIN,4.098148755617256,,4.23,16.495059379729916,0.3055548667907715,0.8308726639952511,,,,,121.1464927939977,0.3615994924192975,,,,,0.819497562,0.476190476,0.343307086,0.269841269,0.206349207,0.262833675,148,636,567,95,71,25,65,270,153,88,38,2,25,61,7,58,0.091194968,0.095911949,,,1.9400538206100464,-0.7084927242943553,,,,,-1.0,,,,,,,,1269.0
Lonnie Smith,1012176,122430,LF,ATL,4.0145460346815,,4.61,16.07580781390628,3.8936891555786137,-2.188765197759494,,,,,129.20268952419636,0.3762127637415844,,,,,0.843555825,0.459227467,0.384328358,0.30472103,0.154506437,0.337563451,135,537,466,72,42,9,45,214,142,97,27,9,10,58,3,69,0.12849162,0.108007448,,,1.121963620185852,-0.8105578827395601,,,,,9.0,,,,,,,,992.2
Randy Milligan,1008946,119138,1B,BAL,3.943503184029463,,4.23,28.858506150440064,-5.779265403747559,-0.2114410081412643,,,,,155.88034674647585,0.4014529458208063,,,,,0.899607443,0.491712707,0.407894736,0.26519337,0.226519337,0.273381294,109,456,362,64,60,20,41,178,96,55,20,1,6,88,3,68,0.149122807,0.192982456,,,3.4901883602142334,-0.3346112720614269,,,,,1.0,,,,,,,,846.2
Harold Reynolds,1010870,121108,2B,SEA,3.880700345008592,,4.81,-7.130885120475771,21.92912185192108,-0.4107084224233404,,,,,92.00731132166727,0.3132499597854248,,,,,0.683417597,0.347352024,0.336065573,0.252336448,0.095015576,0.265651438,160,737,642,100,55,5,46,223,162,116,36,5,31,81,3,52,0.070556309,0.10990502,,,0.2107336968183517,0.2053194787152429,,,,,20.0,,,,,,,,1406.1
Stan Javier,1006372,116506,CF,- - -,3.8369686274870576,,4.34,8.074913286334013,16.95884770154953,0.0655733067542314,,,,,119.24464960814647,0.3497212544553259,,,,,0.770890382,0.394822006,0.376068376,0.297734627,0.097087379,0.34496124,123,357,309,60,27,3,18,122,92,74,9,6,15,40,2,50,0.140056022,0.112044817,,,0.3547601290047169,-0.2771374743743655,,,,,17.0,,,,,,,,661.3
Bobby Bonilla,1001168,111199,RF,PIT,3.810230329710217,,3.97,21.050350287159628,-8.739825248718262,-0.5983491360675544,,,,,127.0953838585929,0.3616118490079657,,,,,0.840557434,0.5184,0.322157434,0.28,0.2384,0.283168316,160,686,625,112,120,32,78,324,175,97,39,7,4,45,9,103,0.150145772,0.065597667,,,0.5884515047073364,-2.5737322969358507,,,,,-2.0,,,,,,,,1399.2
Brook Jacoby,1006318,116461,3B,CLE,3.7207861824707655,,3.56,13.08153729583348,2.942613363265991,-1.6650110225891694,,,,,120.71502592348776,0.3545691372899266,,,,,0.791714878,0.42676311,0.364951768,0.292947558,0.133815552,0.305154639,155,624,553,77,75,14,42,236,162,120,24,4,1,63,6,58,0.092948717,0.100961538,,,1.4408719539642334,0.1484297381958348,,,,,6.0,,,,,,,,1333.4
Tim Wallach,1013554,123865,3B,MON,3.682149915839494,,4.07,12.853295806759649,-1.5332621335983276,-2.5924721765331924,,,,,119.55993584923011,0.3539215468395238,,,,,0.810479044,0.471246006,0.339233038,0.295527156,0.17571885,0.308270676,161,678,626,69,98,21,63,295,185,122,37,5,6,42,11,80,0.1179941,0.061946902,,,2.233765125274658,-0.3058429382674015,,,,,-3.0,,,,,,,,1425.2
Kevin McReynolds,1008690,118875,LF,NYM,3.6279295861090577,,3.6,17.155448223929085,-3.3683114051818848,0.7635777321411297,,,,,123.41756073430476,0.3550662500373387,,,,,0.807639857,0.454894433,0.352745424,0.268714011,0.186180422,0.261261261,147,601,521,75,82,24,48,237,140,92,23,1,9,71,11,61,0.101497504,0.118136439,,,2.2218878269195557,-0.015375067999221,,,,,3.0,,,,,,,,1238.0
Walt Weiss,1013748,124054,SS,OAK,3.6145559615934824,,4.16,-4.779502865787979,24.12345600128174,0.3869225160451606,,,,,91.0323535916352,0.3014822800149802,,,,,0.65802166,0.321348314,0.336673346,0.265168539,0.056179775,0.294416243,138,505,445,50,35,2,20,143,118,98,17,1,9,46,5,53,0.104950495,0.091089108,,,1.342203974723816,1.7873476654079157,,,,,17.0,,,,,,,,1154.0
Lou Whitaker,1013846,124154,2B,DET,3.5398857990971164,,3.79,5.468170976055901,11.314924359321594,0.5897614852292463,,,,,107.7467379780044,0.3331770384136368,,,,,0.744347719,0.406779661,0.337568058,0.237288135,0.169491526,0.242268041,132,552,472,75,60,18,42,192,112,70,22,2,8,74,7,71,0.128623188,0.134057971,,,-0.596662163734436,-1.2988720232442077,,,,,10.0,,,,,,,,1037.1
Mark Grace,56,115007,1B,CHC,3.469878488019723,,3.56,10.55896044430575,-0.0214662551879882,0.3162191967712715,,,,,113.28451872716629,0.3527902529188773,,,,,0.784727055,0.412563667,0.372163388,0.308998302,0.103565365,0.323970037,157,662,589,72,82,9,42,243,182,140,32,1,15,59,5,54,0.081570996,0.089123867,,,1.9948674440383911,0.2757389663522416,,,,,9.0,,,,,,,,1315.1
Pat Borders,1068,111232,C,TOR,3.4693752551042487,,2.98,9.303857583834125,12.376659393310549,-0.5141199354548007,,,,,123.385890255488,0.3574820074316573,,,,,0.815910915,0.497109826,0.318801089,0.286127167,0.210982659,0.303249097,125,368,346,36,49,15,41,172,99,58,24,2,0,18,2,57,0.154891304,0.048913043,,,-0.4165145456790924,-1.0459250059179046,,,,,7.0,,,,,,,,799.2
Bill Doran,1003406,113472,2B,- - -,3.3723096769340706,,3.4000000000000004,24.16739475333466,-9.698902696371078,0.8009819351136684,,,,,141.1111699586662,0.38289962822629,,,,,0.844920794,0.434243176,0.410677618,0.300248138,0.133995038,0.332361516,126,488,403,59,37,7,38,175,121,83,29,2,23,79,2,58,0.118852459,0.161885245,,,1.8932228684425352,-0.7708370784924661,,,,,-11.0,,,,,,,,954.0
Von Hayes,1005531,115646,RF,PHI,3.351663316117726,,3.09,10.140047316987848,2.4518723487854004,0.1821125872666016,,,,,115.05249711791576,0.3487522813720979,,,,,0.788276231,0.413276231,0.375,0.26124197,0.152034261,0.277044854,129,568,467,70,73,17,34,193,122,88,14,3,16,87,16,81,0.142605633,0.153169014,,,3.0259897708892822,0.6433667672630965,,,,,8.0,,,,,,,,1104.5
Vince Coleman,1002433,112487,LF,STL,3.3358922807278875,,3.13,11.670469148328827,1.711935043334961,8.476459403987974,,,,,105.08785920495733,0.3338038271732544,,,,,0.740589329,0.400402414,0.340186915,0.291750503,0.108651911,0.344059405,124,539,497,73,39,6,33,199,145,112,18,9,77,35,1,88,0.163265306,0.064935064,,,0.6910299062728882,-0.1595040375358384,,,,,7.0,,,,,,,,1028.0
David Justice,923,116798,1B,ATL,3.3090168474925012,,2.91,25.902762266899376,-12.30087184906006,-0.3724998518591746,,,,,144.76144868715645,0.3997437756061553,,,,,0.90832339,0.535307517,0.373015873,0.282460136,0.252847381,0.3,127,504,439,76,78,28,53,235,124,71,23,2,11,64,4,92,0.182539682,0.126984126,,,2.7455482482910156,-0.5397963416285334,,,,,-6.0,,,,,,,,1045.4
Ellis Burks,372,111736,CF,BOS,3.293365279434634,,3.33,17.149077532235015,-6.473371863365173,-2.7801487796241418,,,,,127.25286105701112,0.369211019587329,,,,,0.835377342,0.486394557,0.348982785,0.295918367,0.19047619,0.314168377,152,641,588,89,89,21,62,286,174,112,33,8,9,48,4,82,0.127925117,0.074882995,,,2.2630317211151123,0.6342886652295139,,,,,-8.0,,,,,,,,1268.1
Wade Boggs,1001124,111153,3B,BOS,3.1923757638083043,,3.18,14.424569002916844,-6.944784641265869,-0.3289334356086328,,,,,118.13782868488026,0.3557079725547208,,,,,0.80411105,0.418416801,0.385694249,0.302100161,0.11631664,0.328493647,155,713,619,89,63,6,55,259,187,132,44,5,0,87,19,68,0.095371669,0.122019635,,,0.2432334423065185,-0.713796008453865,,,,,-8.0,,,,,,,,1340.2
Sid Bream,1001373,111410,1B,PIT,3.182011330752357,,2.73,11.910742290008203,3.310473918914795,-0.1520935536827892,,,,,123.11846617736188,0.3555971728913605,,,,,0.804111952,0.455012853,0.349099099,0.269922879,0.185089974,0.286624203,147,448,389,39,67,15,40,177,105,65,23,2,8,48,5,65,0.145089285,0.107142857,,,1.7631720304489136,0.3727452771464432,,,,,10.0,,,,,,,,975.1
Will Clark,1002318,112345,1B,SFG,3.1667825377920886,,3.5,18.62737251980693,-12.172358512878418,0.5128467017784715,,,,,122.93954974094616,0.354590819110072,,,,,0.805265486,0.448333333,0.356932153,0.295,0.153333333,0.317907444,154,678,600,91,95,19,49,269,177,128,25,5,8,62,9,97,0.143067846,0.091445427,,,1.4146335124969482,-1.0471640561768354,,,,,-3.0,,,,,,,,1337.1
Craig Biggio,549,110987,C,HOU,3.13655945418778,,2.86,-0.7700969759931016,9.232283115386965,0.3854850882198661,,,,,98.40229422316216,0.3169900636431043,,,,,0.689251014,0.347747747,0.341503267,0.275675675,0.072072072,0.31501057,150,621,555,53,42,4,30,193,153,123,24,2,25,53,1,79,0.12721417,0.085346215,,,-0.351787805557251,0.2139518400425114,,,,,3.0,,,,,,,,1275.5
Bo Jackson,1006290,116446,CF,KCR,3.1221238426335365,,3.5,19.88015109152724,-4.77869176864624,-0.7155573662603274,,,,,139.59055459688904,0.3798313532106677,,,,,0.865562053,0.52345679,0.342105263,0.271604938,0.251851852,0.322834645,111,456,405,74,78,28,45,212,110,65,16,1,15,44,2,128,0.280701754,0.096491228,,,1.4067277908325195,-0.8578322673641516,,,,,-3.0,,,,,,,,844.2
Ozzie Smith,1012186,122439,SS,STL,3.1198169370022364,,3.62,-11.51234967918661,21.42796230316162,3.770223244326189,,,,,77.83527317094504,0.2925871132573244,,,,,0.634602029,0.3046875,0.329914529,0.25390625,0.05078125,0.264344262,143,592,512,61,50,1,23,156,130,107,21,1,32,61,4,33,0.055743243,0.10304054,,,-1.938495635986328,-0.7409653146236101,,,,,14.0,,,,,,,,1203.1
Eric Davis,1003048,113102,CF,CIN,3.1041352691860475,,3.26,17.741939476795366,-6.498626470565796,2.8212887316476554,,,,,124.73122440334798,0.367021027719602,,,,,0.833141561,0.485651214,0.347490347,0.260485651,0.225165563,0.28313253,127,518,453,84,86,24,52,220,118,66,26,2,21,60,6,100,0.193050193,0.115830115,,,2.191052198410034,-0.672569513966105,,,,,-5.0,,,,,,,,1047.1
Candy Maldonado,1008015,118190,LF,CLE,3.0940789181407715,,3.4,8.573009267092054,0.8621406555175781,-1.6187554461648688,,,,,113.7229693411578,0.3442110754607081,,,,,0.776023847,0.445762711,0.330261136,0.272881355,0.172881356,0.315192743,155,651,590,76,95,22,56,263,161,105,32,2,3,49,4,134,0.205837173,0.075268817,,,1.88176167011261,0.5777065806417541,,,,,9.0,,,,,,,,1161.3
Roberto Alomar,860,110183,2B,SDP,3.0499240660641944,,3.41,1.850983006837699,4.9352947473526,1.7559288550401106,,,,,100.12633572761192,0.3263688635081053,,,,,0.720639678,0.380546075,0.340093603,0.286689419,0.093856656,0.315789473,147,646,586,80,60,6,38,223,168,130,27,5,24,48,1,72,0.111455108,0.074303405,,,0.2603137791156769,-0.2793930626460386,,,,,3.0,,,,,,,,1267.1
Mike Scioscia,1011667,121919,C,LAD,3.021744706898261,,2.74,4.10010238164313,7.331961154937744,0.2073288082610815,,,,,106.71146629783436,0.3315289530201235,,,,,0.752686232,0.404597701,0.348088531,0.264367816,0.140229885,0.26010101,135,498,435,46,66,12,37,176,115,78,25,0,4,55,14,31,0.062248995,0.110441767,,,1.503239989280701,0.492238584522263,,,,,0.0,,,,,,,,1069.0
