Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Lefty Grove,1005099,115201.0,PHA,5.888613700866699,,7.54,2.511627906976744,,3.0702175413915356,,,,0.18097015,0.09421642,0.08675373,258.0,45,33,,,,,6.767441860465116,3.5232558139534884,1.92079208,0.2093023255813953,0.2888888888888888,0.72788698,,6,0.2352331606217616,1.2713178294573644,61.73796398368173,72.85247573562839,,,,,,194,101,6,6,,20,1,72
George Uhle,1013266,123550.0,CLE,5.6930952072143555,,8.85,2.827225311581297,,3.5490478843906903,,,,0.11631309,0.08632041,0.02999269,318.1,39,36,,,,,4.495288245414263,3.3361258676659307,1.34745763,0.1979057718106908,0.2738317757009346,0.75261159,,1,0.2427184466019417,1.313089089156647,69.667293659436,84.83157885455846,,,,,,159,118,13,7,,32,3,100
Hal Carlson,1001961,112005.0,PHI,5.101922512054443,,8.27,3.231920445462306,,3.603641776691153,,,,0.04954955,0.04234234,0.00720721,267.1,35,34,,,,,1.8516210885461128,1.5822943847575872,1.17021277,0.3029925417620911,0.2848545636910732,0.68609593,,0,0.2761545711592837,1.2718205456680372,77.80034924343548,83.8327807561148,,,,,,55,47,2,9,,20,3,96
Pete Donohue,1003390,113455.0,CIN,4.632063388824463,,1.98,3.371061603555109,,3.2936262042527034,,,,0.06129303,0.03274559,0.02854744,285.2,47,38,,,,,2.2998831500889994,1.22870469662289,1.87179487,0.1890314917881369,0.2744360902255639,0.63092417,,2,0.2607174103237095,1.179696532085225,91.57631898952688,86.18229142999353,,,,,,73,39,9,6,,17,5,107
Charlie Root,1011188,121440.0,CHC,4.596242427825928,,5.23,2.8194105308146957,,3.3224221994247487,,,,0.11441441,0.05585586,0.05855856,271.1,42,32,,,,,4.212531028393721,2.0565112107118955,2.0483871,0.3316953565664348,0.2839779005524862,0.71962617,,2,0.2562380038387716,1.2125308034484117,74.76449455182198,84.89123050927391,,,,,,127,62,6,10,,21,2,85
Earl Whitehill,1013866,124200.0,DET,4.509734153747559,,2.96,3.9947165477962487,,3.5586255505370223,,,,0.09918107,0.07188353,0.02729754,252.1,36,34,,,,,3.8877152116945632,2.817701850677711,1.37974684,0.2496697842372655,0.2946428571428571,0.63756462,,0,0.2677865612648221,1.3870543568736975,98.26259981437016,84.91763287977504,,,,,,109,79,8,7,,13,0,112
Carl Mays,1008313,118494.0,CIN,4.363130569458008,,3.97,3.1387900355871885,,3.3621014554305435,,,,0.05008636,0.04576857,0.00431779,281.0,39,33,,,,,1.8576512455516017,1.697508896797153,1.09433962,0.096085409252669,0.2721153846153846,0.68181818,,1,0.259763851044505,1.206405693950178,85.266563279932,88.04245068609755,,,,,,58,53,4,3,,24,3,98
Herb Pennock,1010161,120386.0,NYY,4.124107837677002,,2.88,3.6157699883467913,,3.5081826701283014,,,,0.06939502,0.03825623,0.03113879,266.1,40,33,,,,,2.6357949447761655,1.4530664439150656,1.81395349,0.3717146716992028,0.2864372469635627,0.63882064,,2,0.2729805013927576,1.2653317612387005,93.78347456263556,88.23247662001509,,,,,,78,43,4,11,,19,1,107
Rats Henderson,1015416,,AC,4.092946529388428,,0.0,2.5786516853932584,,3.0949976128138856,,,,0.13793103,0.08137931,0.05655172,178.0,21,18,,,,,5.056179775280899,2.9831460674157304,1.69491525,0.1011235955056179,0.2566844919786096,0.68226121,,1,0.2202111613876319,1.151685393258427,59.657386258982605,75.28992945249738,,,,,,100,59,3,2,,16,0,51
Walter Johnson,1006511,116635.0,WAS,4.013108253479004,,3.83,3.625319410138189,,3.614538358403942,,,,0.11353315,0.06630336,0.04722979,260.2,33,33,,,,,4.3158564406407,2.520460161334169,1.71232877,0.4488490698266328,0.2779661016949152,0.68067754,,0,0.2531769305962854,1.2736571895935225,92.73893747278623,89.74061568308063,,,,,,125,73,5,13,,22,2,105
Howard Ehmke,1003707,113775.0,- - -,3.8434925079345703,,3.6499999999999995,3.8623989442744286,,3.742840946231331,,,,0.08707865,0.08895131,-0.00187266,244.2,34,32,,,,,3.420981922071637,3.4945514257721024,0.97894737,0.1471390074009306,0.271889400921659,0.65204505,,0,0.2487046632124352,1.36921020775866,95.50568692265156,89.80542278929036,,,,,,93,95,8,4,,17,2,105
Jesse Petty,1010257,120487.0,BRO,3.781714677810669,,5.37,2.840386731120377,,3.611620533447919,,,,0.08767361,0.06857639,0.01909722,275.2,38,33,,,,,3.297460457967335,2.5792017443506876,1.27848101,0.2938331101159011,0.246875,0.66582118,,1,0.2299065420560747,1.1789600097242945,75.60905564265335,92.91443619552636,,,,,,101,79,3,9,,23,1,87
Willie Foster,1015189,,CAG,3.727273464202881,,0.0,1.8034347468938687,,3.1363604862577064,,,,0.16542474,0.08345753,0.08196721,174.2,27,17,,,,,5.71946448300627,2.88549559503019,1.98214286,0.2061068282164421,0.2251521298174442,0.78886311,,1,0.1891447368421052,0.9790074340281002,39.708235294738635,77.88450814418397,,,,,,111,56,7,4,,12,5,35
Ray Kremer,1007156,117308.0,PIT,3.718015193939209,,6.15,2.6066286432535684,,3.606832692088711,,,,0.07748691,0.05340314,0.02408377,231.1,37,26,,,,,2.8789629791158813,1.984150161282567,1.45098039,0.3501441461086882,0.2594859241126071,0.74791192,,5,0.2455555555555555,1.175792688167447,65.63081582604286,87.76459939174494,,,,,,74,51,4,9,,18,3,67
Claude Grier,1015303,,AC,3.7070319652557377,,0.0,3.304015971141452,,3.205402186479211,,,,0.1875,0.10505319,0.08244681,174.1,26,20,,,,,7.279160186421011,4.07839471437773,1.78481013,0.2065009981963407,0.2596153846153846,0.65789474,,2,0.2090225563909774,1.250478266855619,76.43876763688343,77.84415123173942,,,,,,141,79,8,4,,19,1,64
