Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Willie Mays,1008315,118495,CF,SFG,8.483689688499025,,8.96,38.66555178635786,18.759259283542633,0.9064515212085098,,,,,151.37912885692523,0.3973142875651293,,,,,0.923993814,0.55615942,0.367834394,0.288043478,0.268115942,0.278538812,152,629,552,99,103,37,70,307,159,89,29,4,5,70,11,81,0.128775834,0.111287758,,,,,,,,,19.0,,,,,,,,1286.0
Ron Santo,1011447,121697,3B,CHC,8.474354089161476,,8.88,43.754688946378955,10.959313869476318,-0.6669367074500769,,,,,156.577130833194,0.4119295978618064,,,,,0.950264718,0.53832442,0.411940298,0.311942959,0.226381461,0.314533622,155,672,561,93,94,30,59,302,175,116,21,8,4,95,7,78,0.116071428,0.141369047,,,,,,,,,7.0,,,,,,,,1387.2
Frank Robinson,1011066,121311,RF,BAL,8.177058498904639,,7.65,71.19486711210466,-16.501368522644043,0.0831035919254645,,,,,195.03294445387135,0.4465781192786668,,,,,1.047446894,0.637152777,0.410294117,0.315972222,0.321180555,0.299549549,155,680,576,122,122,49,85,367,182,97,34,2,8,87,11,90,0.132352941,0.127941176,,,,,,,,,-8.0,,,,,,,,1374.1
Dick Allen,1000137,110157,3B,PHI,7.4471952674892465,,7.54,54.47848420210588,-8.096480078995228,0.0490889149950817,,,,,177.77185030297608,0.437053850282988,,,,,1.027338821,0.631679389,0.395659432,0.316793893,0.314885496,0.357954545,141,599,524,112,110,40,75,331,166,91,25,10,10,68,13,136,0.227045075,0.113522537,,,,,,,,,-8.0,,,,,,,,1180.1
Roberto Clemente,1002340,112391,RF,PIT,7.147961281035773,,8.23,34.67381344995146,8.51648235321045,-0.1520532458089292,,,,,143.19849207629346,0.3848165064697434,,,,,0.8959921,0.536050156,0.359941944,0.31661442,0.219435736,0.342574257,154,690,638,105,119,29,71,342,202,131,31,11,7,46,13,109,0.157971014,0.066666666,,,,,,,,,17.0,,,,,,,,1382.1
Hank Aaron,1000001,110001,RF,ATL,6.897477879287998,,7.88,36.79948477274846,3.70162582397461,3.38645098102279,,,,,141.56647692599736,0.3834287474626595,,,,,0.895076458,0.538971807,0.356104651,0.278606965,0.260364842,0.263269639,158,688,603,117,127,44,68,325,168,100,23,1,21,76,15,96,0.139534883,0.110465116,,,,,,,,,12.0,,,,,,,,1357.4
Joe Torre,1013133,123406,C,ATL,6.872878101168449,,6.38,39.92772795003805,1.2935523986816406,-1.175399735220708,,,,,157.2957282264834,0.4078159874046085,,,,,0.942792501,0.56043956,0.382352941,0.315018315,0.245421245,0.30022075,148,614,546,83,101,36,59,306,172,113,20,3,0,60,8,61,0.099348534,0.097719869,,,,,,,,,-3.0,,,,,,,,1258.4
Tommie Agee,1000080,110084,CF,CHW,6.373320118512917,,6.4,23.109651379640415,17.72839507460594,2.4217646251199767,,,,,127.2859172360364,0.3395940269317571,,,,,0.772764249,0.446740858,0.326023391,0.27344992,0.173290938,0.309917355,160,689,629,98,86,22,57,281,172,115,27,8,44,41,3,127,0.184325108,0.059506531,,,,,,,,,18.0,,,,,,,,1435.1
Jim Ray Hart,1005448,115554,3B,SFG,6.11369450689781,,6.55,24.252093461853043,10.516239166259766,-1.1761079371208325,,,,,134.2195482190347,0.370709409664391,,,,,0.852651915,0.510380622,0.342271293,0.285467128,0.224913494,0.278481012,156,636,578,88,93,33,60,295,165,105,23,4,2,48,6,75,0.117924528,0.075471698,,,,,,,,,8.0,,,,,,,,1334.4
Felipe Alou,1000177,110186,1B,ATL,6.06581043421143,,6.25,36.267420226568895,-4.847280979156494,-1.2665027604671195,,,,,145.50247315878042,0.3895312683459339,,,,,0.893828487,0.533033033,0.360795454,0.327327327,0.205705706,0.319112627,154,706,666,122,74,31,69,355,218,149,32,6,5,24,6,51,0.07223796,0.033994334,,,,,,,,,2.0,,,,,,,,1362.4
