Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Ty Cobb,1002378,112431,OF,DET,10.333039515890189,,10.3,70.85728853271303,3.975308418273926,7.442782931029797,,,,,205.8531943962218,0.4814465824735289,,,,,1.007829392,0.551383399,0.456445993,0.383399209,0.16798419,,140,590,506,106,91,8,56,279,194,138,35,13,65,64,,,,0.108474576,,,,,,,,,8.0,,,,,,,,0.0
Eddie Collins Sr.,1002451,112506,2B,PHA,9.694470043827002,,9.75,45.20793424709093,24.0,10.561852630227804,,,,,151.8555923697663,0.388503167426811,,,,,0.800319877,0.418244406,0.382075471,0.323580034,0.094664372,,153,658,581,81,81,3,34,243,188,154,16,15,81,49,,,,0.074468085,,,,,,,,,24.0,,,,,,,,0.0
Nap Lajoie,1007259,117414,2B,CLE,9.316580330036444,,10.31,63.619640606630114,-1.3086419701576233,-1.0046599730849266,,,,,194.01010903357357,0.4610867354927993,,,,,0.959504353,0.514382402,0.445121951,0.384094754,0.130287648,,159,677,591,94,76,4,62,304,227,165,51,7,26,60,,,,0.088626292,,,,,,,,,-1.0,,,,,,,,0.0
Sherry Magee,1007965,118135,OF,PHI,7.534476001784988,,6.75,55.3814483434258,-11.037036895751951,3.973015055060386,,,,,168.19039649994892,0.4571309083938598,,,,,0.951543737,0.506743737,0.4448,0.331406551,0.175337186,0.348008385,154,647,519,110,123,6,62,263,172,110,39,17,49,94,,36.0,0.055641421,0.145285935,,,,,,,,,-4.0,,,,,,,,0.0
Tristram Speaker,1012309,122566,OF,BOS,7.458668933884134,,7.64,44.51317828523937,4.543209791183472,1.604643538594246,,,,,169.50362792828955,0.421333023365712,,,,,0.872763902,0.468401486,0.404362416,0.340148698,0.128252788,,141,608,538,92,65,7,41,252,183,142,20,14,35,52,,,,0.085526315,,,,,,,,,8.0,,,,,,,,0.0
Honus Wagner,1013485,123784,SS,PIT,6.228917647615552,,5.36,26.341602929059817,7.124846458435059,-0.487449362874031,,,,,135.97646481943775,0.3992485446314658,,,,,0.821977256,0.431654676,0.39032258,0.320143884,0.111510792,0.344554455,150,640,556,90,81,4,46,240,178,132,34,8,24,59,,47.0,0.0734375,0.0921875,,,,,,,,,-1.0,,,,,,,,0.0
Solly Hofman,1005917,116038,OF,CHC,5.773444765462598,,5.33,32.671310516002706,-0.4753086566925049,1.025109525769949,,,,,147.48087142034555,0.4182546937157747,,,,,0.867119991,0.461215932,0.405904059,0.324947589,0.136268343,0.345454545,136,572,477,83,86,3,43,220,155,112,24,16,29,65,,34.0,0.059440559,0.113636363,,,,,,,,,3.0,,,,,,,,0.0
Donie Bush,1001749,111794,SS,DET,5.372995938433312,,5.62,14.050808863616805,16.734567642211914,4.674411408603191,,,,,115.2380976878878,0.34471797135969,,,,,0.687163978,0.322580645,0.364583333,0.262096774,0.060483871,,142,606,496,90,34,3,20,160,130,110,13,4,49,78,,,,0.128712871,,,,,,,,,8.0,,,,,,,,0.0
Bobby Byrne,1001797,111841,3B,PIT,5.247615250349227,,3.85,21.74376159672976,1.5679011344909668,2.128364935517311,,,,,124.79250721589214,0.3798830498494375,,,,,0.783161757,0.416943521,0.366218236,0.295681063,0.121262458,0.307155322,148,679,602,101,52,2,57,251,178,121,43,12,36,66,,27.0,0.039764359,0.097201767,,,,,,,,,-3.0,,,,,,,,0.0
Ed Konetchy,1007093,117245,1B,STL,5.170171831823129,,4.95,24.317061776145593,1.5862069129943848,-1.714426163583994,,,,,136.44447060331106,0.400145165349954,,,,,0.822009966,0.425,0.397009966,0.301923076,0.123076924,0.336244541,144,613,520,87,78,3,42,221,157,115,23,16,18,78,,59.0,0.09624796,0.127243066,,,,,,,,,6.0,,,,,,,,4.0
