Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Darrell Evans,1003864,113935,3B,ATL,9.682614076508369,,9.03,49.43693677609784,19.55829882621765,0.398008432239294,,,,,158.27288304888188,0.4214468676792948,,,,,0.959042247,0.556302521,0.402739726,0.280672268,0.275630253,0.27510917,161,733,595,114,104,41,74,331,167,93,25,8,6,124,8,104,0.141882673,0.169167803,,,,,,,,,17.0,,,,,,,,1440.0
Joe Morgan,1009179,119371,2B,CIN,9.468027964779449,,9.29,52.99121132310626,14.679917335510254,7.948732398450375,,,,,156.20777195669206,0.4046941137727285,,,,,0.89881095,0.493055555,0.405755395,0.289930555,0.203125,0.286004056,157,698,576,116,82,26,63,284,167,104,35,2,67,111,3,61,0.08739255,0.159025787,,,,,,,,,11.0,,,,,,,,1341.1
Bobby Grich,1005033,115130,2B,BAL,7.763879680954563,,8.33,18.44303011620389,32.889355182647705,0.2648317916318774,,,,,123.01348657359767,0.3517753676825367,,,,,0.760290598,0.387263339,0.373027259,0.251290877,0.135972462,0.279166666,162,700,581,82,50,12,48,225,146,98,29,7,17,107,3,91,0.13,0.152857142,,,,,,,,,29.0,,,,,,,,1417.2
Willie Stargell,1012426,122685,LF,PIT,7.651598619398821,,7.23,56.6003772604728,-3.683126926422119,0.2168795662000775,,,,,180.64254585469405,0.4432504876711908,,,,,1.038040502,0.645593869,0.392446633,0.298850574,0.346743295,0.317280453,148,609,522,106,119,44,90,337,156,66,43,3,0,80,22,129,0.21182266,0.131362889,,,,,,,,,3.0,,,,,,,,1218.0
Bobby Bonds,1001157,111189,RF,SFG,7.374747864103946,,7.78,40.65669344506326,6.434404373168945,2.3231908017769456,,,,,145.24302670949078,0.3975647197338779,,,,,0.900245293,0.530326594,0.369918699,0.283048211,0.247278383,0.310869565,160,738,643,131,96,39,77,341,182,105,34,4,43,87,9,148,0.200542005,0.117886178,,,,,,,,,14.0,,,,,,,,1386.1
Pete Rose,1011217,121454,LF,CIN,7.284419786272222,,8.28,34.05470124966127,12.159122943878174,-0.2959649991244077,,,,,139.78751664501138,0.3798514508561,,,,,0.837563639,0.436764705,0.400798934,0.338235294,0.098529411,0.355450236,160,752,680,115,64,5,49,297,230,181,36,8,10,65,6,42,0.055851063,0.08643617,,,,,,,,,20.0,,,,,,,,1429.0
Reggie Jackson,1006308,116439,RF,OAK,7.1154652430996785,,7.79,43.434681450993295,2.927393913269043,1.5828244909644127,,,,,158.96491943158486,0.4017352333539512,,,,,0.913760097,0.530612244,0.383147853,0.293135435,0.237476809,0.312655086,151,629,539,99,117,32,62,286,158,96,28,2,22,76,11,111,0.176470588,0.120826709,,,,,,,,,10.0,,,,,,,,1236.2
Cesar Cedeno,1002100,112153,CF,HOU,7.097247858350437,,7.37,41.76534677360231,7.38728404045105,5.63090016040951,,,,,154.64223235018432,0.4039296259132909,,,,,0.91279503,0.537142857,0.375652173,0.32,0.217142857,0.338061465,139,576,525,86,70,25,62,282,168,106,35,2,56,41,7,79,0.137152777,0.071180555,,,,,,,,,9.0,,,,,,,,1175.2
Thurman Munson,1009334,119531,C,NYY,6.550372605342814,,7.23,25.32905004895928,17.437928199768066,-1.2701888410374522,,,,,140.9238372707998,0.3786601028592699,,,,,0.849215045,0.487475915,0.36173913,0.300578034,0.186897881,0.309794988,147,576,519,80,74,20,53,253,156,103,29,4,4,48,4,64,0.111111111,0.083333333,,,,,,,,,9.0,,,,,,,,1246.0
Sal Bando,1000505,110526,3B,OAK,6.362468744559954,,6.49,39.81128272854194,-3.584705352783203,0.343324520625174,,,,,150.7639093993471,0.3895401304098709,,,,,0.873127793,0.49831081,0.374816983,0.287162162,0.211148648,0.291322314,162,689,592,97,98,29,64,295,170,106,32,3,4,82,5,84,0.12191582,0.119013062,,,,,,,,,-7.0,,,,,,,,1363.0
Rod Carew,1001942,111986,2B,MIN,6.311711896367758,,6.99,34.79944061636525,2.405568838119507,2.3521848330274224,,,,,143.76654110106037,0.3934789988998318,,,,,0.881458885,0.470689655,0.41076923,0.35,0.120689655,0.375238095,149,657,580,98,62,6,47,273,203,156,30,11,41,62,9,55,0.08371385,0.09436834,,,,,,,,,-1.0,,,,,,,,1241.1
Bill North,1009638,119845,CF,OAK,6.161305076698409,,6.99,14.429628929515442,23.651810884475708,3.2052723187953234,,,,,115.49373240023272,0.3370925126567719,,,,,0.724753403,0.348375451,0.376377952,0.285198555,0.063176896,0.332608695,146,642,554,98,34,5,20,193,158,138,10,5,53,78,5,89,0.138629283,0.121495327,,,,,,,,,26.0,,,,,,,,1209.1
George Scott,1011682,121932,1B,MIL,6.0812769118696295,,6.68,30.93527973668667,4.5824432373046875,0.1741746291518211,,,,,140.50573265889938,0.3826029643080288,,,,,0.858008211,0.488410596,0.369597615,0.30629139,0.182119206,0.328571428,158,673,604,98,107,24,58,295,185,127,30,4,9,61,6,94,0.139673105,0.09063893,,,,,,,,,14.0,,,,,,,,1357.1
Ted Simmons,1011986,122247,C,STL,5.764148629274778,,5.49,17.253470257473957,15.810721397399902,-0.0532600590959191,,,,,121.84718290581826,0.3584009631804967,,,,,0.807904503,0.437802907,0.370101596,0.310177705,0.127625202,0.316254416,161,690,619,62,91,13,51,271,192,141,36,2,2,61,15,47,0.068115942,0.088405797,,,,,,,,,7.0,,,,,,,,1423.4
Ken Singleton,1012011,122272,RF,MON,5.693682258286008,,5.68,36.87697229100951,-4.796981334686279,-2.311297355219722,,,,,149.32640929978103,0.4048706020577467,,,,,0.90404176,0.478571428,0.425470332,0.301785714,0.176785714,0.323008849,162,692,560,100,103,23,51,268,169,118,26,2,2,123,13,91,0.13150289,0.177745664,,,,,,,,,3.0,,,,,,,,1421.0
Tony Perez,1010188,120404,1B,CIN,5.660374031899389,,5.29,42.76845310743889,-9.879766464233398,0.5210871612653136,,,,,156.87545250811053,0.4057042663288266,,,,,0.919176887,0.526595744,0.392581143,0.313829787,0.212765957,0.352112676,151,647,564,73,101,27,63,297,177,114,33,3,3,74,10,117,0.180834621,0.114374034,,,,,,,,,-1.0,,,,,,,,1294.2
Bob Bailey,1000420,110451,3B,MON,5.4220025178561695,,4.85,23.955925496635192,8.334238290786743,-1.824006412178278,,,,,136.99325821897014,0.3862114332942449,,,,,0.868417824,0.489278752,0.379139072,0.272904483,0.216374269,0.292307692,151,607,513,77,86,26,55,251,140,85,25,4,5,88,10,99,0.163097199,0.144975288,,,,,,,,,5.0,,,,,,,,1230.1
Carl Yastrzemski,1014326,124650,1B,BOS,5.362502049233706,,5.53,28.0940365729817,0.9410171508789062,-0.5676889531314373,,,,,138.95689722325335,0.3889152992481722,,,,,0.870029014,0.462962962,0.407066052,0.296296296,0.166666666,0.300639658,152,652,540,82,95,19,48,250,160,112,25,4,9,105,13,58,0.088957055,0.161042944,,,,,,,,,7.0,,,,,,,,1302.2
