Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Willie Mays,1008315,118495,CF,SFG,9.71698990009684,,10.25,57.391310843955544,14.072702407836914,4.3128616232424974,,,,,162.31808404058842,0.4312684248142044,,,,,1.002311435,0.583333333,0.418978102,0.346666666,0.236666667,0.343570057,152,685,600,121,96,29,73,350,208,135,33,11,31,78,12,56,0.081751824,0.113868613,,,,,,,,,15.0,,,,,,,
Mickey Mantle,1008082,118258,CF,NYY,8.76535902732994,,8.69,68.57616532463965,-5.898491024971008,2.921183470636606,,,,,186.6094845883571,0.44584128610405,,,,,1.03477369,0.591522157,0.443251533,0.304431599,0.287090558,0.323119777,150,654,519,127,97,42,64,307,158,94,21,1,18,129,13,120,0.183486238,0.197247706,,,,,,,,,-5.0,,,,,,,
Ernie Banks,1000512,110533,SS,CHC,8.747284187994364,,9.34,42.771916963153785,19.334704399108887,-0.4072089083492756,,,,,150.91853616422458,0.4163710828675639,,,,,0.979901326,0.61426256,0.365638766,0.312803889,0.301458671,0.297352342,154,682,617,119,129,47,81,379,193,112,23,11,4,52,12,87,0.127565982,0.076246334,,,,,,,,,10.0,,,,,,,
Hank Aaron,1000001,110001,RF,MIL,6.786257226633105,,7.34,40.86054321396707,3.1726293563842773,0.8154239319264889,,,,,148.5029273233141,0.4008524354409288,,,,,0.931299239,0.545757071,0.385542168,0.326123128,0.219633943,0.316190476,153,664,601,109,95,30,68,328,196,128,34,4,4,59,16,49,0.07379518,0.088855421,,,,,,,,,9.0,,,,,,,
Rocky Colavito,1002404,112455,RF,CLE,6.631861934637103,,5.78,52.765062471691486,-7.7572197914123535,-0.4127917382866144,,,,,179.37404031877878,0.4393868617244533,,,,,1.024476191,0.619631901,0.40484429,0.302658486,0.316973415,0.29558011,143,578,489,80,113,41,70,303,148,78,26,3,0,84,6,89,0.153979238,0.145328719,,,,,,,,,-1.0,,,,,,,
Richie Ashburn,1000335,110349,CF,PHI,6.4655638957702815,,7.01,35.765755433052654,3.0605830550193787,1.906111842021346,,,,,137.56045236803774,0.3952712082158664,,,,,0.880761826,0.440650406,0.44011142,0.349593495,0.091056911,0.375661375,152,725,615,98,33,2,39,271,215,176,24,13,30,97,7,48,0.066206896,0.133793103,,,,,,,,,4.0,,,,,,,
Al Kaline,1006678,116822,RF,DET,6.439754740289329,,6.51,23.41072942624104,20.350252151489254,0.2094872137531638,,,,,132.97600677921164,0.3776837213581621,,,,,0.864043271,0.489871086,0.374172185,0.313075506,0.17679558,0.317525773,146,607,543,84,85,16,57,266,170,113,34,7,7,54,6,47,0.077429983,0.088962108,,,,,,,,,27.0,,,,,,,
Bob Cerv,1002107,112161,LF,KCA,6.248421717991087,,6.39,37.50262290181752,4.684499740600586,-0.2577035007998347,,,,,156.9528193232233,0.4126653189760934,,,,,0.962862379,0.592233009,0.37062937,0.304854368,0.287378641,0.29974811,141,572,515,93,104,38,65,305,157,92,20,7,3,50,10,82,0.143356643,0.087412587,,,,,,,,,11.0,,,,,,,
Eddie Mathews,1008236,118416,3B,MIL,5.7878432293751025,,6.48,17.607248981364403,17.79972553253174,1.4030918898060918,,,,,120.08020703974005,0.3557022209249952,,,,,0.807329435,0.457875457,0.349453978,0.25091575,0.206959707,0.242009132,149,649,546,97,77,31,50,250,137,87,18,1,5,85,5,85,0.130970724,0.130970724,,,,,,,,,16.0,,,,,,,
Pete Runnels,1011303,121555,2B,BOS,5.5727086909517425,,5.49,27.74054090045763,4.784180283546448,-0.038675126619637,,,,,135.98498058852476,0.3856142736881612,,,,,0.854042931,0.438380281,0.41566265,0.322183098,0.116197183,0.340466926,147,666,568,103,59,8,45,249,183,138,32,5,1,87,0,49,0.073573573,0.13063063,,,,,,,,,4.0,,,,,,,
Jackie Jensen,1006398,116533,RF,BOS,5.483942532898924,,4.87,38.29611839011436,-6.4311652183532715,0.6643458772450686,,,,,149.5665728215355,0.4057262980219385,,,,,0.930695996,0.534671532,0.396024464,0.28649635,0.248175182,0.269911504,154,655,548,83,122,35,66,293,157,91,31,0,9,99,7,65,0.099236641,0.151145038,,,,,,,,,1.0,,,,,,,
Ken Boyer,1001283,111321,3B,STL,5.333100906421349,,5.95,15.82925169891011,15.72610867023468,0.2269958388060331,,,,,119.88586444610766,0.3715427580178742,,,,,0.856808688,0.496491228,0.36031746,0.307017543,0.189473685,0.302788844,150,631,570,101,90,23,53,283,175,122,21,9,11,49,8,53,0.08399366,0.077654516,,,,,,,,,14.0,,,,,,,
Minnie Minoso,1008984,119176,LF,CLE,4.9795458004964575,,4.95,28.97012208013988,-1.1001367568969729,-2.2791181094944477,,,,,142.25657565583413,0.3844222198988182,,,,,0.866724341,0.483812949,0.382911392,0.302158273,0.181654676,0.299376299,149,638,556,94,80,24,51,269,168,117,25,2,14,59,3,53,0.0830721,0.092476489,,,,,,,,,6.0,,,,,,,
Norm Siebern,1011949,122209,LF,NYY,4.659271959534552,,4.79,22.153787710148073,6.226337909698486,-1.7674213610589504,,,,,138.71965104117726,0.3749246011442104,,,,,0.841871455,0.454347826,0.387523629,0.3,0.154347826,0.343490304,134,533,460,79,55,14,38,209,138,100,19,5,5,66,3,87,0.163227016,0.123827392,,,,,,,,,12.0,,,,,,,
Bill Mazeroski,1008316,118497,2B,PIT,4.541618900643541,,4.74,-2.3329842434723496,27.609053134918213,0.1200175620615482,,,,,96.74990829594164,0.327319727324638,,,,,0.746845746,0.439153439,0.307692307,0.275132275,0.164021164,0.285416666,152,607,567,69,68,19,49,249,156,107,24,6,1,25,3,71,0.116968698,0.041186161,,,,,,,,,23.0,,,,,,,
Ted Williams,1014040,124341,LF,BOS,4.490938429678465,,3.99,47.81057626937053,-22.05167055130005,0.6150176730006933,,,,,178.75644503162053,0.448951525971441,,,,,1.042355531,0.583941605,0.458413926,0.328467153,0.255474452,0.320588235,129,517,411,81,85,26,51,240,135,84,23,2,1,98,12,49,0.094777562,0.189555125,,,,,,,,,-17.0,,,,,,,
Del Crandall,1002729,112788,C,MIL,4.446724557623856,,4.7,8.230681717922959,19.382235050201416,0.6627737544476986,,,,,112.54933005112883,0.3437392311711465,,,,,0.804500559,0.456674473,0.347826086,0.271662763,0.18501171,0.261333333,131,485,427,50,63,18,42,195,116,74,23,1,4,48,18,38,0.078350515,0.098969072,,,,,,,,,12.0,,,,,,,
Vic Power,1010506,120730,1B,- - -,4.145028377832475,,4.7,16.429680978262933,4.190671920776367,0.1442754082381725,,,,,122.66117402691025,0.357686317354683,,,,,0.822083344,0.489830508,0.332252836,0.311864406,0.177966102,0.296819787,145,620,590,98,80,16,63,289,184,121,37,10,3,20,2,14,0.022580645,0.032258064,,,,,,,,,8.0,,,,,,,
Sherm Lollar,1007714,117877,C,CHW,4.088132156731183,,3.71,16.832624480964125,6.799265384674072,0.3414839962497353,,,,,128.9764192090737,0.3650014352749505,,,,,0.821028648,0.45368171,0.367346938,0.273159144,0.180522566,0.258152173,127,491,421,53,84,20,36,191,115,79,16,0,2,57,3,37,0.075356415,0.116089613,,,,,,,,,0.0,,,,,,,
Stan Musial,1009405,119602,1B,STL,4.041289919681831,,4.12,28.26213726429723,-7.119340896606445,0.3625441715121269,,,,,140.87068937875125,0.4048776864777559,,,,,0.950128892,0.527542372,0.42258652,0.336864406,0.190677966,0.327944572,135,549,472,64,62,17,54,249,159,105,35,2,0,72,26,26,0.047358834,0.13114754,,,,,,,,,0.0,,,,,,,
Frank Robinson,1011066,121311,LF,CIN,3.887741753599202,,4.31,17.73763650693583,-0.1527185440063476,1.9653356103226545,,,,,120.36073471548175,0.3735726917445852,,,,,0.853529851,0.503610108,0.349919743,0.268953068,0.23465704,0.266365688,148,623,554,90,83,31,62,279,149,87,25,6,10,62,5,80,0.128410914,0.099518459,,,,,,,,,4.0,,,,,,,
