fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,8.34,72.0570279767379,0.7407407164573669,0.536618284881115,,,,,186.41261951325515,0.5061828277607587,,,,,1.106377188,0.643382352,0.462994836,0.426470588,0.216911764,,131,582,544,145,125,14,76,350,232,156,48,14,27,24,,,,0.041237113,,,,,,,,,0.0,,,,,,,
,7.17,51.029007466196326,5.839506149291992,4.760226264595985,,,,,156.6983437769656,0.425513188827214,,,,,0.910701947,0.493624772,0.417077175,0.353369763,0.140255009,,140,619,549,101,126,6,54,271,194,140,37,11,49,53,,,,0.08562197,,,,,,,,,4.0,,,,,,,
,7.24,59.88451534360709,-7.012345790863037,-0.8997172713279724,,,,,168.50919054769471,0.4440215742410119,,,,,0.949449921,0.509151414,0.440298507,0.376039933,0.133111481,,142,673,601,142,75,10,45,306,226,181,20,15,27,59,,,,0.087667161,,,,,,,,,0.0,,,,,,,
,6.59,44.02932033459171,8.185184955596924,1.4138058573007584,,,,,152.8188907042246,0.4172250187655721,,,,,0.89899833,0.5,0.39899833,0.333333333,0.166666667,,138,612,540,112,88,8,57,270,180,123,32,17,30,52,,,,0.08496732,,,,,,,,,15.0,,,,,,,
,7.84,19.24726368165789,33.27160453796387,-0.7798303663730621,,,,,126.0568759130548,0.3718696816013329,,,,,0.80169443,0.45090909,0.35078534,0.323636363,0.127272727,,134,583,550,69,91,2,51,248,178,127,34,15,15,20,,,,0.034305317,,,,,,,,,25.0,,,,,,,
,6.52,56.16427416366128,-3.788645267486572,0.7854250743985176,,,,,167.6433780694054,0.4424206960806089,,,,,0.954843852,0.527675276,0.427168576,0.354243542,0.173431734,,139,621,542,106,108,8,62,286,192,130,38,16,29,65,,,,0.104669887,,,,,,,,,2.0,,,,,,,
,6.67,28.045053917007067,20.25925922393799,-0.2822167873382568,,,,,132.38916699336295,0.4017646158512552,,,,,0.869473554,0.494680851,0.374792703,0.331560283,0.163120568,,138,615,564,108,94,6,64,279,187,123,42,16,19,34,,,,0.055284552,,,,,,,,,16.0,,,,,,,
,6.32,50.789765328989574,-1.580246925354004,2.2374137863516808,,,,,160.47361610497552,0.4350813355776343,,,,,0.943536952,0.534296028,0.409240924,0.353790613,0.180505415,,133,609,554,116,104,11,59,296,196,137,29,19,35,47,,,,0.077175697,,,,,,,,,4.0,,,,,,,
,5.6,49.17229237006411,-8.913580417633057,2.80744206905365,,,,,155.2973995684582,0.4166901241546558,,,,,0.888812447,0.474910394,0.413902053,0.335125448,0.139784946,,140,636,558,111,54,7,48,265,187,139,25,16,41,74,,,,0.116352201,,,,,,,,,-2.0,,,,,,,
,5.03,33.57968638261567,1.8209877014160156,-0.1121885105967521,,,,,142.52297779399308,0.4014207572758603,,,,,0.855658392,0.461100569,0.394557823,0.324478178,0.136622391,,129,601,527,118,60,6,45,243,171,126,24,15,23,51,,,,0.084858569,,,,,,,,,8.0,,,,,,,
,4.98,10.208130619357991,19.518518447875977,-1.1342054903507233,,,,,113.56423634014882,0.3672516295518824,,,,,0.774966824,0.408123791,0.366843033,0.305609284,0.102514507,,138,588,517,87,59,4,36,211,158,122,23,9,16,41,,,,0.069727891,,,,,,,,,11.0,,,,,,,
,4.24,27.183852006282365,-0.2592592239379883,0.0074420273303985,,,,,129.8128996123071,0.3893383064528591,,,,,0.80707807,0.400379506,0.406698564,0.294117647,0.106261859,,132,641,527,112,60,2,41,211,155,114,28,11,27,86,,,,0.134165366,,,,,,,,,3.0,,,,,,,
,4.79,34.411351714149916,-3.9692306518554688,-0.7830122709274292,,,,,145.16091415373904,0.4251799018294723,,,,,0.920408163,0.520408163,0.4,0.33877551,0.181632653,,129,548,490,88,114,12,50,255,166,116,23,15,17,44,,,,0.08029197,,,,,,,,,0.0,,,,,,,
,3.87,26.826150444954447,0.8148148059844971,-0.8745184019207954,,,,,134.8454362107242,0.3866773614672577,,,,,0.771104056,0.334029227,0.437074829,0.308977035,0.025052192,,129,603,479,102,28,1,8,160,148,140,5,2,27,100,,,,0.165837479,,,,,,,,,4.0,,,,,,,
,4.21,28.78858487720383,-0.0802469253540039,2.164999082684517,,,,,134.73345171218278,0.4137132962544759,,,,,0.883452815,0.474789915,0.4086629,0.340336134,0.134453781,,121,539,476,107,67,5,41,226,162,121,23,13,33,53,,,,0.098330241,,,,,,,,,5.0,,,,,,,
,4.87,18.228563999440237,10.5,1.6201696693897247,,,,,123.41630327836222,0.3672235694208914,,,,,0.782134709,0.425661914,0.356472795,0.301425661,0.124236253,,130,538,491,69,65,7,40,209,148,108,26,7,27,40,,,,0.074349442,,,,,,,,,3.0,,,,,,,
,4.22,20.37715092814146,4.740740776062012,1.390197940170765,,,,,122.40160715405015,0.3834537640213966,,,,,0.815571062,0.438834951,0.376736111,0.302912621,0.13592233,,131,596,515,105,72,6,42,226,156,114,20,16,29,54,,,,0.090604026,,,,,,,,,8.0,,,,,,,
,4.52,27.882041623283737,-0.9135801792144777,2.620169684290886,,,,,135.5508285027894,0.3880055897108471,,,,,0.836531734,0.470119521,0.366412213,0.338645418,0.131474103,,118,539,502,94,67,6,42,236,170,128,24,12,32,21,,,,0.038961038,,,,,,,,,2.0,,,,,,,
,3.76,24.133498941274745,-1.4444446563720703,1.779061280190945,,,,,124.99097877066812,0.3804979611145494,,,,,0.777121926,0.364683301,0.412438625,0.310940499,0.053742802,,133,629,521,120,65,2,21,190,162,141,16,3,38,84,,,,0.13354531,,,,,,,,,5.0,,,,,,,
,3.92,22.882582255230744,0.7160494327545166,1.7398002073168757,,,,,127.36764823605677,0.3692207591287021,,,,,0.784649713,0.42085661,0.363793103,0.312849162,0.108007448,,133,586,537,82,61,6,34,226,168,134,16,12,31,40,,,,0.068259385,,,,,,,,,4.0,,,,,,,
,3.67,25.922522394192463,-3.2839505672454834,2.0594307482242584,,,,,129.38454424966247,0.3790906945995937,,,,,0.800013055,0.417562724,0.382450331,0.331541218,0.086021506,,133,616,558,120,72,8,27,233,185,158,14,5,36,44,,,,0.071428571,,,,,,,,,0.0,,,,,,,
,4.8,34.81714690052837,-10.271605014801024,-1.3814213275909424,,,,,149.11934280287343,0.4145856986174712,,,,,0.902650222,0.524271844,0.378378378,0.330097087,0.194174757,,131,559,515,91,104,16,52,270,170,118,20,16,13,37,,,,0.066189624,,,,,,,,,-4.0,,,,,,,
,4.35,25.46444876452049,-3.5,3.068976476788521,,,,,125.94428437913822,0.3869635092085273,,,,,0.835561774,0.475694444,0.35986733,0.329861111,0.145833333,,138,607,576,90,99,8,61,274,190,129,46,7,35,24,,,,0.039538714,,,,,,,,,1.0,,,,,,,
,3.81,15.955491334258037,8.672839403152466,2.6469595059752464,,,,,118.17159630809476,0.3679955377146102,,,,,0.786319225,0.43128964,0.355029585,0.308668076,0.122621564,,120,515,473,77,89,3,39,204,146,107,23,13,31,25,,,,0.048543689,,,,,,,,,5.0,,,,,,,
,3.87,19.74069428509729,5.469135761260986,0.5177832245826721,,,,,126.6088194023317,0.3919947902041097,,,,,0.825418159,0.42824074,0.397177419,0.30787037,0.12037037,,121,508,432,76,76,3,35,185,133,98,21,11,23,57,,,,0.112204724,,,,,,,,,-2.0,,,,,,,
,4.0,25.955846893289348,-3.0,0.0925843492150306,,,,,132.0188061164655,0.4087363575353605,,,,,0.883203182,0.49500998,0.388193202,0.317365269,0.177644711,,130,568,501,113,96,7,54,248,159,105,26,21,21,56,,,,0.098591549,,,,,,,,,-3.0,,,,,,,
,3.79,24.330614628522923,-3.0,2.193379856646061,,,,,129.15236881783727,0.3818477889253057,,,,,0.815255503,0.444230769,0.371024734,0.315384615,0.128846154,,133,576,520,88,90,3,51,231,164,113,38,10,31,42,,,,0.072916666,,,,,,,,,-3.0,,,,,,,
,3.67,12.926823112081332,5.753086417913437,4.890993468463421,,,,,109.07011589281406,0.3513091937028749,,,,,0.742930606,0.396330275,0.346600331,0.27706422,0.119266055,,137,623,545,94,98,5,38,216,151,113,16,17,46,52,,,,0.083467094,,,,,,,,,6.0,,,,,,,
,3.81,25.54900081273054,-6.308823585510254,-0.4161658957600593,,,,,132.55432560437825,0.3827545389682553,,,,,0.801477607,0.405156537,0.39632107,0.335174953,0.069981584,,135,605,543,82,47,1,30,220,182,152,23,6,24,51,,,,0.08429752,,,,,,,,,-3.0,,,,,,,
,3.66,31.258728575396276,-1.870370388031006,1.4485504403710363,,,,,168.0587575188998,0.4748107761824169,,,,,0.995212287,0.487068965,0.508143322,0.349137931,0.137931034,,73,308,232,71,28,0,23,113,81,58,14,9,24,61,,,,0.198051948,,,,,,,,,-4.0,,,,,,,
,3.58,13.261079418177864,10.086419582366943,1.6517323479056358,,,,,118.1411762532848,0.3810162904026272,,,,,0.822730749,0.464622641,0.358108108,0.327830188,0.136792453,,100,450,424,82,73,2,42,197,139,97,28,12,23,19,,,,0.042222222,,,,,,,,,7.0,,,,,,,
,3.46,15.198843869494668,0.9506173133850098,2.0594307482242584,,,,,114.95056667693405,0.3662470734722268,,,,,0.759960156,0.376599634,0.383360522,0.308957952,0.067641682,,137,618,547,102,40,0,31,206,169,138,25,6,36,58,,,,0.093851132,,,,,,,,,5.0,,,,,,,
,3.3,26.47386614537165,-5.760708332061768,-0.8050292357802391,,,,,138.05979155269864,0.4175344008591867,,,,,0.900518176,0.503340757,0.397177419,0.334075723,0.169265034,,114,504,449,74,90,8,46,226,150,104,24,14,15,40,,,,0.079365079,,,,,,,,,-1.0,,,,,,,
,3.14,17.844551331284723,-0.5185184478759766,2.064203605055809,,,,,119.53612362073385,0.3704972155860339,,,,,0.766864924,0.382663847,0.384201077,0.274841437,0.10782241,,132,568,473,83,59,4,34,181,130,96,21,9,33,75,,,,0.132042253,,,,,,,,,6.0,,,,,,,
,2.76,12.272983146765622,2.6666667461395264,-0.1169613674283027,,,,,113.82926101576804,0.3685651833900096,,,,,0.763461526,0.378228782,0.385232744,0.293357933,0.084870849,,135,630,542,110,65,4,29,205,159,130,16,9,26,76,,,,0.12063492,,,,,,,,,6.0,,,,,,,
,3.58,-5.099831898493386,21.962963104248047,1.0469594821333883,,,,,91.56866579169368,0.3179705815437512,,,,,0.671308143,0.35812133,0.313186813,0.266144814,0.091976516,,131,553,511,69,82,4,30,183,136,106,17,9,23,30,,,,0.054249547,,,,,,,,,14.0,,,,,,,
,3.05,19.172627544796544,-7.779209136962891,-0.3893760740756988,,,,,123.00523015706882,0.3714001209357003,,,,,0.789349447,0.420168067,0.36918138,0.339495798,0.080672269,,136,645,595,123,43,2,32,250,202,170,18,12,23,21,,,,0.032558139,,,,,,,,,-2.0,,,,,,,
,3.34,4.909312939656298,7.061728395521641,-1.71218853443861,,,,,108.22031068826554,0.3431199938058853,,,,,0.711811811,0.353703703,0.358108108,0.296296296,0.057407407,,140,611,540,66,74,1,25,191,160,135,20,4,15,47,,,,0.076923076,,,,,,,,,7.0,,,,,,,
,3.41,2.897258169202253,11.074304103851318,-0.6034382805228233,,,,,104.46758698301018,0.3470279357650063,,,,,0.739464411,0.403100775,0.336363636,0.292635658,0.110465117,,133,551,516,95,55,1,42,208,151,109,28,13,15,26,,,,0.047186932,,,,,,,,,7.0,,,,,,,
,3.07,9.987929919800436,8.086419820785522,0.402925543487072,,,,,117.8198939316499,0.3594354316217815,,,,,0.769193561,0.422459893,0.346733668,0.304812834,0.117647059,,98,408,374,64,44,2,27,158,114,87,12,13,16,20,,,,0.049019607,,,,,,,,,5.0,,,,,,,
,3.11,15.429328968186468,-2.395061731338501,-0.3310235738754272,,,,,122.17941693788356,0.3699965699810848,,,,,0.787413569,0.424796747,0.362616822,0.306910569,0.117886178,,120,539,492,77,65,4,38,209,151,113,22,12,18,40,,,,0.074211502,,,,,,,,,1.0,,,,,,,
,2.45,17.116804451819295,-4.382715940475464,0.94139114767313,,,,,124.3927274645039,0.3710143066610885,,,,,0.768945657,0.38028169,0.388663967,0.291079812,0.089201878,,112,503,426,98,40,2,23,162,124,101,10,11,26,66,,,,0.131212723,,,,,,,,,1.0,,,,,,,
,2.74,8.518977082948371,2.3888888359069824,0.8989481702446938,,,,,110.20627997106097,0.3664687219828424,,,,,0.791344188,0.451612903,0.339731285,0.306451612,0.145161291,,117,525,496,92,76,8,46,224,152,106,28,10,21,23,,,,0.043809523,,,,,,,,,6.0,,,,,,,
,2.3,-3.222244362384436,10.919753074645996,2.566590040922165,,,,,93.14709292488352,0.3306472012677143,,,,,0.692458953,0.357407407,0.335051546,0.283333333,0.074074074,,128,594,540,105,46,2,27,193,153,126,16,9,34,32,,,,0.053872053,,,,,,,,,7.0,,,,,,,
,2.39,12.697319389578912,1.5308642387390137,0.1697719097137451,,,,,122.35888229241874,0.3737702429867707,,,,,0.760167992,0.356321839,0.403846153,0.287356321,0.068965518,,102,425,348,71,38,3,16,124,100,84,11,2,20,64,,,,0.150588235,,,,,,,,,4.0,,,,,,,
,3.87,12.020184612633637,-6.320987701416016,-3.257017962634563,,,,,118.2491682143543,0.3621187944722369,,,,,0.775651807,0.429310344,0.346341463,0.306896551,0.122413793,,140,635,580,78,79,3,52,249,178,126,36,13,4,28,,,,0.044094488,,,,,,,,,-2.0,,,,,,,
,3.08,7.307134698239338,-0.617283821105957,-0.6350009590387344,,,,,110.10797137532568,0.3447629464838149,,,,,0.716806306,0.363461538,0.353344768,0.275,0.088461538,,142,596,520,77,79,2,30,189,143,113,16,12,19,50,,,,0.083892617,,,,,,,,,-5.0,,,,,,,
,2.78,6.995113140564762,-0.3703703880310058,1.4421866312623024,,,,,107.28730672752192,0.3399689489222587,,,,,0.714969747,0.370998116,0.343971631,0.303201506,0.06779661,,130,578,531,92,73,1,29,197,161,132,23,5,28,27,,,,0.046712802,,,,,,,,,6.0,,,,,,,
,2.54,10.662420197967876,2.9567900896072388,0.3305108398199081,,,,,118.96932927055816,0.3800566311906145,,,,,0.820525974,0.469740634,0.35078534,0.285302593,0.184438041,,94,383,347,57,56,9,36,163,99,63,17,10,14,27,,,,0.070496083,,,,,,,,,4.0,,,,,,,
,2.52,5.630804447420159,6.870370388031006,-0.5750575065612793,,,,,111.3979046970304,0.3468259707715646,,,,,0.725658495,0.369393139,0.356265356,0.308707124,0.060686015,,93,413,379,42,43,0,19,140,117,98,15,4,13,22,,,,0.053268765,,,,,,,,,4.0,,,,,,,
,2.07,8.102984048409212,-2.4691357612609863,2.99337986856699,,,,,106.10017262832883,0.354394936150518,,,,,0.752510755,0.405959031,0.346551724,0.294227188,0.111731843,,131,589,537,90,62,4,42,218,158,116,28,10,35,37,,,,0.062818336,,,,,,,,,4.0,,,,,,,
,2.27,-5.323057098094797,9.617283940315248,0.7665900141000748,,,,,92.53767018536271,0.3230861539600276,,,,,0.684959876,0.363951473,0.321008403,0.299826689,0.064124784,,140,619,577,83,72,5,23,210,173,150,14,4,25,17,,,,0.027463651,,,,,,,,,9.0,,,,,,,
