Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Rafael Palmeiro,1266,120191,1B,TEX,6.266691742495445,,6.91,37.29456504457144,3.4298362731933594,3.2922664403449744,,,,,140.27218476049825,0.3906147986920578,,,,,0.925783889,0.55443886,0.371345029,0.29480737,0.25963149,0.287190082,160,686,597,124,105,37,79,331,176,97,40,2,22,73,22,85,0.123906705,0.106413994,0.858823529,,,3.409125804901123,-0.61451232791359,,,,,13.0,,,,,,,,1395.1
Robby Thompson,1013023,123300,2B,SFG,6.075591004543661,,6.34,27.356440226716472,13.501604914665222,0.4758123478386551,,,,,138.91973301332513,0.3842106460441242,,,,,0.870496871,0.495951417,0.374545454,0.31174089,0.184210527,0.353403141,128,559,494,85,65,19,51,245,154,103,30,2,10,45,0,97,0.17352415,0.080500894,0.463917525,,,3.4424540996551514,0.5545541612050116,,,,,12.0,,,,,,,,1094.2
Matt Williams,77,124326,3B,SFG,5.900176548192506,,5.82,25.67896446919121,11.312417030334473,-0.9376008664257824,,,,,134.8019528937636,0.3778995352062753,,,,,0.886029892,0.561312607,0.324717285,0.293609671,0.267702936,0.280851063,145,619,579,105,110,38,75,325,170,95,33,4,1,27,4,80,0.12924071,0.043618739,0.3375,,,3.1682896614074707,0.1561830166451092,,,,,10.0,,,,,,,,1275.2
Ron Gant,1032,114567,LF,ATL,5.746592243404983,,6.51,21.408661271917985,11.878962516784668,1.594505571294576,,,,,123.5143754495506,0.3716220392023815,,,,,0.85447577,0.50990099,0.34457478,0.273927392,0.235973598,0.282608695,157,682,606,113,117,36,67,309,166,99,27,4,26,67,2,117,0.171554252,0.098240469,0.572649572,,,4.323335647583008,1.254966860909127,,,,,19.0,,,,,,,,1384.1
Roberto Alomar,860,110183,2B,TOR,5.721137477648894,,6.12,40.50554710420394,-5.209424018859863,4.930465858895332,,,,,142.32005527900554,0.3976306091960884,,,,,0.900312803,0.492359932,0.407952871,0.32597623,0.166383702,0.343137254,153,683,589,109,93,17,58,290,192,134,35,6,55,80,5,67,0.098096632,0.117130307,1.19402985,,,3.825361967086792,0.6327025329854616,,,,,-7.0,,,,,,,,1305.1
Juan Gonzalez,1251,114932,LF,TEX,5.68957121772896,,6.49,46.78390495976925,-8.740379333496094,0.5059053103905171,,,,,164.05565945301475,0.4269258799224064,,,,,1.000435428,0.632462686,0.367972742,0.309701492,0.322761194,0.306122448,140,587,536,105,118,46,80,339,166,86,33,1,4,37,7,99,0.168654173,0.063032367,0.373737373,,,4.9261794090271,0.7906245335688835,,,,,-2.0,,,,,,,,1100.1
Robin Ventura,854,123697,3B,CHW,5.508291009897445,,5.31,14.35804865087572,19.37894296646118,-2.1301189267542213,,,,,120.02475929396928,0.3576985119493461,,,,,0.81195551,0.433212996,0.378742514,0.261732851,0.171480145,0.269736842,157,669,554,85,94,22,50,240,145,95,27,1,1,105,16,82,0.122571001,0.156950672,1.280487804,,,0.3826014697551727,-1.0090593600966051,,,,,18.0,,,,,,,,1371.0
Marquis Grissom,652,115174,CF,MON,5.505745191198602,,5.27,16.143884148450603,14.32681679725647,6.598284244304523,,,,,111.14839233937406,0.3474832396666903,,,,,0.788744588,0.438095238,0.35064935,0.298412698,0.13968254,0.311233885,157,693,630,104,95,19,48,276,188,140,27,2,53,52,6,76,0.109668109,0.075036075,0.684210526,,,4.1560821533203125,1.5208840882279762,,,,,12.0,,,,,,,,1357.0
Jeff Bagwell,547,110432,1B,HOU,5.501620206462348,,5.39,34.796250703927655,-1.433950424194336,1.089300789637491,,,,,144.79653415833522,0.3926259038064808,,,,,0.903408375,0.51588785,0.387520525,0.319626168,0.196261682,0.334811529,142,609,535,76,88,20,61,276,171,110,37,4,13,62,6,73,0.119868637,0.101806239,0.849315068,,,2.363478422164917,-1.3409357360272924,,,,,7.0,,,,,,,,1229.2
Luis Gonzalez,55,114935,LF,HOU,5.43124099183253,,5.27,17.11614904073098,15.58024787902832,0.3887247964739799,,,,,122.19430184486338,0.357984619140625,,,,,0.818198181,0.457407407,0.360790774,0.3,0.157407407,0.325221238,154,610,540,82,72,15,52,247,162,110,34,3,20,47,7,83,0.136065573,0.07704918,0.56626506,,,2.0670220851898193,-0.4418598571095415,,,,,22.0,,,,,,,,1248.0
Jeff Blauser,1001062,111090,SS,ATL,5.3950498748806,,5.74,25.520763680403423,3.170802116394043,0.9180540924426168,,,,,128.04573608779972,0.3785670237338289,,,,,0.836929326,0.435510887,0.401418439,0.304857621,0.130653266,0.347916666,161,710,597,110,73,15,46,260,182,136,29,2,16,85,0,109,0.153521126,0.119718309,0.779816513,,,3.5835556983947754,-0.3967122741402105,,,,,-5.0,,,,,,,,1323.2
Devon White,1013862,124164,CF,TOR,5.393851143541785,,6.26,12.459352355599917,20.17021536827087,5.283520095283166,,,,,108.7280423562721,0.346344481929239,,,,,0.779480473,0.43812709,0.341353383,0.27257525,0.16555184,0.322440087,146,668,598,116,52,15,63,262,163,100,42,6,34,57,1,127,0.19011976,0.085329341,0.448818897,,,1.3753318786621094,1.0278980253221994,,,,,18.0,,,,,,,,1265.2
Gregg Jefferies,1006379,116513,1B,STL,5.375113986459456,,5.11,38.10234037182816,-6.1280517578125,5.627263253554702,,,,,142.94780973049828,0.3945485833262609,,,,,0.893790849,0.485294117,0.408496732,0.341911764,0.143382353,0.34,142,612,544,89,83,16,43,264,186,143,24,3,46,62,7,32,0.052287581,0.101307189,1.9375,,,5.34241247177124,1.4518713813016886,,,,,2.0,,,,,,,,1188.2
Darren Daulton,1003010,113074,C,PHI,5.260030192995797,,5.0,26.151060337691774,3.7654314041137695,1.1686054256279022,,,,,131.74226634532403,0.381797715473175,,,,,0.874817619,0.482352941,0.392464678,0.256862745,0.225490196,0.279373368,147,637,510,90,105,24,63,246,131,68,35,4,5,117,12,111,0.174254317,0.183673469,1.054054054,,,5.076807975769043,2.011472523805563,,,,,-5.0,,,,,,,,1278.0
Tony Phillips,1010300,120522,LF,DET,5.186286912368146,,5.58,29.987627405008183,-0.7281670570373535,-1.1382027850486338,,,,,135.7702980948497,0.387967526062409,,,,,0.840869277,0.397526501,0.443342776,0.312720848,0.084805653,0.368763557,151,707,566,113,57,7,34,225,177,143,27,0,16,132,5,102,0.14427157,0.186704384,1.294117647,,,1.1935513019561768,-0.7577814535311895,,,,,3.0,,,,,,,,1235.4
John Valentin,1375,123608,SS,BOS,5.1514002889769905,,5.26,4.770364628259895,29.54734516143799,-0.9530914577189832,,,,,108.62761226566244,0.3502056922427523,,,,,0.792661501,0.446581196,0.346080305,0.277777777,0.168803419,0.309895833,144,539,468,50,66,11,54,209,130,76,40,3,3,49,2,77,0.142857142,0.09090909,0.636363636,,,0.9631942510604858,0.122679226588757,,,,,22.0,,,,,,,,1222.2
David Justice,923,116798,RF,ATL,5.0808386099909155,,5.09,20.232553599197484,6.827522277832031,-1.330043675377965,,,,,126.04764836623092,0.3755046569467677,,,,,0.871246331,0.514529914,0.356716417,0.27008547,0.244444444,0.25708061,157,670,585,90,120,40,59,301,158,99,15,4,3,78,12,90,0.134328358,0.11641791,0.866666666,,,3.6230859756469727,-0.4910113156227229,,,,,14.0,,,,,,,,1394.1
Greg Vaughn,1233,123675,LF,MIL,4.9906404206548585,,6.66,19.10471025013392,9.552470207214355,-0.7629517680034041,,,,,124.2014818655759,0.3696824095880821,,,,,0.850362164,0.481546572,0.368815592,0.267135325,0.214411247,0.287058823,154,667,569,97,97,30,60,274,152,92,28,2,10,89,14,118,0.176911544,0.133433283,0.754237288,,,2.4802916049957275,0.2514513731417134,,,,,20.0,,,,,,,,813.0
Albert Belle,1000802,110839,LF,CLE,4.9497620050915545,,4.71,34.12536796067876,-6.786367416381836,-0.2606373648159206,,,,,140.31526519014722,0.3919471027398145,,,,,0.922130748,0.552188552,0.369942196,0.289562289,0.262626263,0.282700421,159,693,594,93,129,38,77,328,172,95,36,3,23,76,13,96,0.138528138,0.109668109,0.791666666,,,5.362931728363037,0.5001167885545765,,,,,1.0,,,,,,,,1324.2
Mark Grace,56,115007,1B,CHC,4.943374167190423,,4.69,24.72359806933657,0.7384786605834961,0.1133872619830071,,,,,129.46530150363614,0.3777546903369286,,,,,0.867340066,0.474747474,0.392592592,0.324915824,0.14983165,0.321364452,155,676,594,86,98,14,57,282,193,136,39,4,8,71,14,32,0.047337278,0.105029585,2.21875,,,5.5416259765625,2.582307658533545,,,,,10.0,,,,,,,,1350.1
Mike Stanley,1012416,122673,C,NYY,4.905667792037592,,4.8,28.632043246110698,4.647255897521973,-0.0806062656920403,,,,,147.51303873210196,0.4013471075886329,,,,,0.923280995,0.534278959,0.389002036,0.304964539,0.22931442,0.323899371,130,491,423,70,84,26,44,226,129,85,17,1,1,57,4,85,0.173116089,0.116089613,0.670588235,,,2.8951735496520996,0.2476876014116422,,,,,-2.0,,,,,,,,1000.2
John Kruk,1007184,117339,1B,PHI,4.882718586171393,,4.67,36.20987992989437,-10.527639389038086,0.5732722352258861,,,,,144.3054976556053,0.4010527371058412,,,,,0.904873881,0.474766355,0.430107526,0.31588785,0.158878505,0.35307517,150,651,535,100,85,14,52,254,169,117,33,5,6,111,10,87,0.133640552,0.170506912,1.275862068,,,3.447589874267578,0.1188145315693285,,,,,-2.0,,,,,,,,1243.1
Paul Molitor,1009040,119236,1B,TOR,4.840239501858857,,5.64,42.43906540831412,-17.212276458740234,2.9422910884022713,,,,,144.2633878738779,0.4005975645557356,,,,,0.911367663,0.509433962,0.401933701,0.331761006,0.177672956,0.343012704,160,725,636,121,111,22,64,324,211,147,37,5,22,77,3,71,0.097931034,0.106206896,1.084507042,,,4.99869441986084,0.5005739595742806,,,,,-1.0,,,,,,,,206.0
Rickey Henderson,194,115749,LF,- - -,4.775054417001348,,5.04,46.07782237817801,-17.90672206878662,7.456242304528132,,,,,151.44240117259716,0.4042121406607453,,,,,0.905867974,0.474012474,0.4318555,0.288981288,0.185031186,0.295739348,134,610,481,114,59,21,45,228,139,94,22,2,53,120,7,65,0.106557377,0.196721311,1.846153846,,,4.341065317392349,-0.0129184997106852,,,,,-11.0,,,,,,,,1006.2
Lance Johnson,1006482,116603,CF,CHW,4.734644490164534,,6.08,8.762191285416563,20.122770071029663,4.236084847012535,,,,,106.35136729675632,0.3368228554725647,,,,,0.750462962,0.396296296,0.354166666,0.311111111,0.085185185,0.331360946,147,579,540,75,47,0,32,214,168,136,18,14,35,36,1,33,0.056994818,0.062176165,1.09090909,,,2.241664171218872,2.1158623856595047,,,,,18.0,,,,,,,,1238.0
Tim Salmon,32,121640,RF,CAL,4.731431335925192,,5.25,31.17895178914972,-3.3769025802612305,-1.3551688615698367,,,,,143.33414850248073,0.3974412276725138,,,,,0.917889543,0.53592233,0.381967213,0.283495145,0.252427185,0.322128851,142,610,515,93,95,31,67,276,146,79,35,1,5,82,5,135,0.221311475,0.134426229,0.607407407,,,2.1580300331115723,-0.7924194046147934,,,,,3.0,,,,,,,,1222.2
Larry Walker,455,123833,RF,MON,4.690402982020491,,4.38,17.384621065568822,8.890604496002197,3.011034882394597,,,,,119.98869329085734,0.3610323164810913,,,,,0.840521775,0.469387755,0.37113402,0.265306122,0.204081633,0.271356783,138,582,490,85,86,22,51,230,130,79,24,5,29,80,20,76,0.130584192,0.137457044,1.052631578,,,4.445265769958496,1.21700049804876,,,,,15.0,,,,,,,,1177.0
Craig Biggio,549,110987,2B,HOU,4.67281325936356,,4.3,23.757517287974185,-2.1444857120513916,-3.931346158497035,,,,,131.69771579690254,0.3725500153123046,,,,,0.846989864,0.473770491,0.373219373,0.286885245,0.186885246,0.307385229,155,707,610,98,64,21,67,289,175,108,41,5,15,77,7,93,0.131541725,0.108910891,0.827956989,,,1.849031925201416,-0.9689754497436472,,,,,-4.0,,,,,,,,1352.2
Sammy Sosa,302,122544,RF,CHC,4.561887044917502,,4.05,8.332310993883056,14.601511001586914,2.7220956485252827,,,,,107.08375861350234,0.3434516450551551,,,,,0.793842187,0.484949832,0.308892355,0.260869565,0.224080267,0.28538283,159,641,598,92,93,33,63,290,156,93,25,5,36,38,6,135,0.210608424,0.059282371,0.281481481,,,-1.267411470413208,-2.298747618326981,,,,,18.0,,,,,,,,1363.1
Delino DeShields,275,113291,2B,MON,4.536215470109754,,3.99,12.952904749256808,12.472798347473145,4.597320755012333,,,,,112.03324461442256,0.3488394074611836,,,,,0.76103026,0.372141372,0.388888888,0.295218295,0.076923077,0.335731414,123,562,481,75,29,2,26,179,142,116,17,7,43,72,3,64,0.113879003,0.128113879,1.125,,,1.5923057794570925,0.1947176536204664,,,,,11.0,,,,,,,,1073.2
Fred McGriff,293,118730,1B,- - -,4.502485219458073,,4.18,34.07060858823395,-11.79057550430298,-0.0952086369507014,,,,,143.20699779555486,0.3992664936213087,,,,,0.924371633,0.549371633,0.375,0.290843806,0.258527827,0.298329355,151,640,557,111,101,37,68,306,162,94,29,2,5,76,6,106,0.165625,0.11875,0.716981132,,,3.529584050178528,-0.94415813628652,,,,,-3.0,,,,,,,,1281.2
Travis Fryman,385,114465,SS,DET,4.479759496807891,,5.2,27.585457018149352,-5.039097309112549,0.3172411029227078,,,,,131.87813819326803,0.3820252263700807,,,,,0.864959241,0.485996705,0.378962536,0.299835255,0.18616145,0.345572354,151,695,607,98,97,22,64,295,182,118,37,5,9,77,1,128,0.184172661,0.110791366,0.6015625,,,2.8553597927093506,0.4955166510997144,,,,,-10.0,,,,,,,,1320.1
Mike Gallego,1004458,114545,SS,NYY,4.466747070249477,,4.47,7.7448147063958,22.086307764053345,-0.104767992394045,,,,,113.71559478582336,0.3497473414326127,,,,,0.775547032,0.411910669,0.363636363,0.282878411,0.129032258,0.312312312,119,465,403,63,54,10,31,166,114,83,20,1,3,50,0,65,0.139784946,0.107526881,0.769230769,,,-0.5524339079856873,-0.7654928752458345,,,,,19.0,,,,,,,,978.5999999999999
Carlos Baerga,175,110427,2B,CLE,4.391811911393988,,5.13,19.84070418116265,2.3562002182006836,1.4979719310067594,,,,,121.91674947700456,0.3638574309313475,,,,,0.840082092,0.485576923,0.354505169,0.32051282,0.165064103,0.326642335,154,680,624,105,114,21,55,303,200,145,28,6,15,34,7,68,0.1,0.05,0.5,,,1.2995017766952517,-0.59338123908333,,,,,1.0,,,,,,,,1303.2
Andres Galarraga,1390,114526,1B,COL,4.245163947387807,,3.46,30.36865625941759,-5.9158430099487305,-1.147310703760013,,,,,150.41065857766205,0.4289350685803031,,,,,1.005289714,0.602127659,0.403162055,0.370212765,0.231914894,0.398950131,120,506,470,71,98,22,61,283,174,113,35,4,2,24,12,73,0.144268774,0.04743083,0.328767123,,,2.6586320400238037,0.5396823560588904,,,,,1.0,,,,,,,,1008.1
Scott Fletcher,1004155,114239,2B,BOS,3.93404970177257,,4.84,0.1944795339971015,22.25491487979889,2.0768510706257075,,,,,97.11973892271956,0.3326362105271288,,,,,0.743035713,0.402083333,0.34095238,0.285416666,0.116666667,0.297968397,121,531,480,81,45,5,41,193,137,96,31,5,16,37,1,35,0.06591337,0.069679849,1.057142857,,,0.216723695397377,-0.3790287078420384,,,,,21.0,,,,,,,,987.1
Charlie Hayes,1005525,115640,3B,COL,3.902619483554637,,3.3,13.339465405504908,3.3449889421463013,-0.1705841955263167,,,,,117.356359839931,0.3782744366514166,,,,,0.876346009,0.521815008,0.354531001,0.305410122,0.216404886,0.316455696,157,630,573,89,98,25,72,299,175,103,45,2,11,43,6,82,0.13015873,0.068253968,0.524390243,,,-0.5902136564254761,-0.5166683552610164,,,,,2.0,,,,,,,,1302.1
Mike Greenwell,1005006,115108,LF,BOS,3.8808417874058465,,3.63,17.452485271656784,2.1327171325683594,-0.5203338291030377,,,,,124.21697650090786,0.3740065320440788,,,,,0.858997349,0.479629629,0.37936772,0.314814814,0.164814815,0.324380165,146,603,540,77,72,13,57,259,170,113,38,6,5,54,12,46,0.07628524,0.089552238,1.173913043,,,2.1819679737091064,1.1224186225832962,,,,,9.0,,,,,,,,1125.0
Chad Kreuter,661,117316,C,DET,3.7170751431218614,,4.14,14.46212875333624,8.908778667449951,0.0914534120820462,,,,,127.09074430742434,0.374716140943415,,,,,0.854586589,0.483957219,0.37062937,0.286096256,0.197860963,0.34074074,119,431,374,59,51,15,41,181,107,66,23,3,2,49,4,92,0.213457076,0.113689095,0.532608695,,,1.1755961179733276,0.1982433121820883,,,,,3.0,,,,,,,,901.0
Bernard Gilkey,1004706,114792,LF,STL,3.7023303907784744,,3.51,22.06610314210199,-7.107663154602051,-1.0229119777213782,,,,,130.04396690708234,0.3747715238601931,,,,,0.850923931,0.481149012,0.369774919,0.305206463,0.175942549,0.320833333,137,622,557,99,70,16,61,268,170,109,40,5,15,56,2,66,0.106109324,0.090032154,0.848484848,,,2.0215859413146973,-0.357176580390532,,,,,-1.0,,,,,,,,1180.1
Cal Ripken Jr.,1010978,121222,SS,BAL,3.669449420851297,,3.73,-5.949672447031612,19.80043125152588,-1.3155165435746312,,,,,94.75594515026336,0.3236794473446149,,,,,0.748347593,0.419656786,0.328690807,0.257410296,0.16224649,0.249557522,162,718,641,87,90,24,53,269,165,112,26,3,1,65,19,58,0.080779944,0.090529247,1.120689655,,,-0.133281260728836,0.8290618385839245,,,,,11.0,,,,,,,,1425.2
Bobby Bonilla,1001168,111199,RF,NYM,3.5987000751985145,,3.23,19.866322404149596,-4.531779766082764,-0.5241124276071787,,,,,128.35605135177138,0.3734271086869849,,,,,0.874146026,0.52191235,0.352233676,0.264940239,0.256972111,0.260526315,139,582,502,81,87,34,58,262,133,75,21,3,3,72,11,96,0.164948453,0.12371134,0.75,,,1.4973878860473633,-0.5380684886555545,,,,,-1.0,,,,,,,,1182.3000000000002
Steve Buechele,1001630,111668,3B,CHC,3.556282168154571,,3.49,5.188914962466912,11.961019277572632,-0.0940946985501796,,,,,108.2228110862249,0.3451974124824464,,,,,0.781917761,0.436956521,0.34496124,0.27173913,0.165217391,0.304709141,133,520,460,53,65,15,44,201,125,81,27,2,1,48,5,87,0.167307692,0.092307692,0.551724137,,,1.9567837715148928,1.251903609600497,,,,,11.0,,,,,,,,1105.1
Alan Trammell,1013157,123437,SS,DET,3.5542250456752704,,4.26,19.59706567225682,1.6279168128967283,-0.8217980363406241,,,,,137.11462497660975,0.3900199579814123,,,,,0.884521202,0.496259351,0.388261851,0.329177057,0.167082294,0.339943342,112,447,401,72,60,12,40,199,132,92,25,3,12,38,2,38,0.085011185,0.085011185,1.0,,,0.8105140328407288,-0.1297176691036653,,,,,-1.0,,,,,,,,835.4
Jeff King,1006931,117081,3B,PIT,3.544420681894903,,3.38,3.822081652078385,7.45061993598938,-0.7253016084432602,,,,,105.388688837451,0.3403347492393842,,,,,0.762196965,0.40589198,0.356304985,0.294599018,0.111292962,0.307553956,158,683,611,82,98,9,47,248,180,133,35,3,8,59,4,54,0.079062957,0.086383601,1.092592592,,,1.5813060998916626,0.5017571645652976,,,,,6.0,,,,,,,,1381.2
Barry Larkin,335,117501,SS,CIN,3.534164473264767,,3.82,16.464290840369067,3.2201662063598633,2.512649556621909,,,,,125.66344037931412,0.3723363142641256,,,,,0.839389948,0.4453125,0.394077448,0.315104166,0.130208334,0.326589595,100,440,384,57,51,8,31,171,121,90,20,3,14,51,6,33,0.075,0.11590909,1.545454545,,,1.1528480052947998,-0.4478886632003418,,,,,-2.0,,,,,,,,845.2
Lou Whitaker,1013846,124154,2B,DET,3.4940771015231715,,4.08,19.523288599257743,0.1851850748062133,-0.5135143732186407,,,,,134.2012913638653,0.3855720673837969,,,,,0.86060002,0.449086161,0.411513859,0.289817232,0.159268929,0.307228915,119,476,383,72,67,9,42,172,111,69,32,1,3,78,4,46,0.096638655,0.163865546,1.695652173,,,1.094443917274475,-0.7365554996054144,,,,,-1.0,,,,,,,,864.0
Mike Macfarlane,1007905,118073,C,KCR,3.4398800546772788,,3.09,13.673189339171556,6.291720867156982,-1.5830339503008872,,,,,127.48473309819414,0.3754177599080971,,,,,0.85742268,0.49742268,0.36,0.273195876,0.224226804,0.295532646,117,451,388,55,67,20,47,193,106,59,27,0,2,40,2,83,0.184035476,0.088691796,0.48192771,,,2.3989694118499756,0.6797166557120904,,,,,0.0,,,,,,,,917.1
Orlando Merced,1393,118958,RF,PIT,3.422256037422848,,3.46,20.357526663912164,-4.834479331970215,-0.4913548049516976,,,,,132.0194889877039,0.3811504136432301,,,,,0.856615259,0.44295302,0.413662239,0.313199105,0.129753915,0.350132625,137,527,447,68,70,8,38,198,140,102,26,4,3,77,10,64,0.121442125,0.146110056,1.203125,,,3.616027593612671,0.7303696993129281,,,,,1.0,,,,,,,,1040.4
Mo Vaughn,899,123678,1B,BOS,3.396486823531018,,3.17,26.557088099402016,-12.798215866088867,-0.3009893968701362,,,,,134.4740448256008,0.3896663650137479,,,,,0.915251753,0.525046382,0.390205371,0.296846011,0.228200371,0.338501291,152,633,539,86,101,29,64,283,160,96,34,1,4,79,23,130,0.205371248,0.124802527,0.607692307,,,1.9564101696014404,-0.4674685765262338,,,,,-3.0,,,,,,,,1129.1
Dave Valle,1013333,123621,C,SEA,3.3232227530141136,,3.38,2.5192046502434966,14.766322612762451,0.3329574125818908,,,,,103.55263261736884,0.3377979861908272,,,,,0.74845759,0.394799054,0.353658536,0.257683215,0.137115839,0.268156424,135,500,423,48,63,13,32,167,109,77,19,0,1,48,4,56,0.112,0.096,0.857142857,,,0.2318294495344162,-0.2694653156655467,,,,,7.0,,,,,,,,1132.1
Wade Boggs,1001124,111153,3B,NYY,3.3068469204359205,,4.25,4.2788796854121385,8.290812194347382,-0.2160544828511774,,,,,105.67098498728612,0.3374653480049217,,,,,0.740416018,0.3625,0.377916018,0.301785714,0.060714286,0.322393822,143,644,560,83,59,2,29,203,169,140,26,1,0,74,4,49,0.076086956,0.114906832,1.510204081,,,0.7584480047225952,0.3866446131548722,,,,,8.0,,,,,,,,1122.2
Darryl Hamilton,1005272,115378,RF,MIL,3.302294419373176,,3.58,5.3292646483157835,9.465478897094728,-1.072274130070582,,,,,109.0771766666042,0.3465915920463859,,,,,0.773080302,0.40576923,0.367311072,0.309615384,0.096153846,0.337777777,135,573,520,74,48,9,31,211,161,130,21,1,21,45,5,62,0.108202443,0.078534031,0.725806451,,,0.3024040162563324,0.106154770830447,,,,,13.0,,,,,,,,1088.5
