Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Robin Roberts,1011046,121283,PHI,6.665181636810303,,8.01,3.0285714285714285,,3.1357168470110213,,,,0.09968603,0.05023548,0.04945055,315.0,44,39,,,,,0.5714285714285714,0.2490566037735849,0.73065015,,2,0.2352941176470588,1.1047619047619048,78.48734297671537,78.72220819454269,,,,,,127,64,3,20,,22,6,106
Don Newcombe,1009529,119733,BRO,5.816642761230469,,3.65,3.275735294117647,,3.250632813397576,,,,0.14577778,0.08088889,0.06488889,272.0,40,36,,,,,0.6286764705882353,0.2556213017751479,0.71054355,,0,0.2285992217898832,1.1985294117647058,81.92481007485854,78.84399787711752,,,,,,164,91,6,19,,18,3,99
Larry Jansen,1006358,116491,NYG,5.652797222137451,,5.54,3.0358849458185264,,3.285990198862453,,,,0.12797882,0.0494263,0.07855252,278.2,39,34,,,,,0.8397128573540604,0.2524916943521594,0.76283442,,0,0.2364990689013035,1.112440110169909,76.93383723440675,80.78631386309524,,,,,,145,56,3,26,,18,3,94
Warren Spahn,1012299,122557,BSN,5.514920234680176,,7.65,2.9839053839880565,,3.3219215741236883,,,,0.12723041,0.08456168,0.04266874,310.2,39,36,,,,,0.5793991036870013,0.2592964824120603,0.76944444,,0,0.2357930449533503,1.2457080729270529,79.21675209081187,85.5865080763649,,,,,,164,109,1,20,,26,7,103
Sal Maglie,1007968,118140,NYG,4.904621601104736,,6.64,2.9295302013422817,,3.6027350636936677,,,,0.12066116,0.07107438,0.04958678,298.0,42,37,,,,,0.8154362416107382,0.2402116402116402,0.76573653,,4,0.2271914132379248,1.140939597315436,74.2386499178017,88.81309956501147,,,,,,146,86,6,27,,22,3,97
Mike Garcia,1004505,114586,CLE,4.80958890914917,,4.04,3.1535433070866143,,3.0651881630965105,,,,0.11069418,0.07692308,0.03377111,254.0,47,30,,,,,0.3543307086614173,0.268464243845252,0.71935484,,6,0.2436289500509684,1.263779527559055,81.7342355918779,82.00928231047094,,,,,,118,82,3,10,,15,1,89
Billy Pierce,1010326,120562,CHW,4.740077018737793,,4.67,3.0332875506103525,,3.219212102362873,,,,0.11210317,0.07242063,0.03968254,240.1,37,28,,,,,0.5242719223277152,0.2763320941759603,0.74811256,,2,0.253747323340471,1.2898753644570773,74.87864954743253,81.91138628783179,,,,,,113,73,1,14,,18,1,81
Mel Parnell,1010017,120242,BOS,4.659778118133545,,4.39,3.257918552036199,,3.474049102990336,,,,0.0827957,0.0827957,0.0,221.0,36,29,,,,,0.4479638009049774,0.2849673202614379,0.71231934,,2,0.268464243845252,1.3846153846153846,73.31186837040283,80.40241025153169,,,,,,77,77,0,11,,11,3,80
Bob Rush,1011307,121558,CHC,4.479962348937988,,2.42,3.832808216700449,,3.2498674952041804,,,,0.14052288,0.07407407,0.0664488,211.1,37,29,,,,,0.6813881274134131,0.2792022792022792,0.67152724,,2,0.2502951593860685,1.3249213588594144,95.45752491501447,78.49638057526982,,,,,,129,68,3,16,,12,2,90
Ed Lopat,1007748,117909,NYY,4.130433559417725,,3.63,2.914772285040812,,3.296755683914708,,,,0.09637306,0.07357513,0.02279793,234.2,31,31,,,,,0.4602272029011808,0.2506361323155216,0.74004508,,0,0.2345679012345679,1.1931816371512096,74.69329579482563,87.01802822207797,,,,,,93,71,3,12,,20,4,76
Fred Hutchinson,1006238,116367,DET,4.123144626617432,,3.23,3.6796467133250816,,3.136981193984052,,,,0.06777494,0.03452685,0.03324808,188.1,31,20,,,,,0.5256638161892974,0.2801161103047895,0.68474265,,2,0.2709163346613545,1.226548904441694,87.78546303437629,77.20013739380892,,,,,,53,27,2,11,,9,2,77
Vic Raschi,1010702,120935,NYY,3.968240976333618,,2.53,3.2748389675874945,,3.4695418098473585,,,,0.15171138,0.09528215,0.05642923,258.1,35,34,,,,,0.6967742484228712,0.2699619771863117,0.73801917,,0,0.2394655704008222,1.3006452637226928,83.92028322137321,91.44580643300904,,,,,,164,103,5,20,,15,4,94
Ned Garver,1004556,114640,SLB,3.7272167205810542,,5.44,3.731707317073171,,3.92572846141288,,,,0.08045977,0.09195402,-0.01149425,246.0,33,30,,,,,0.6219512195121951,0.2612826603325415,0.71292171,,0,0.2513255567338282,1.353658536585366,85.95686732483135,92.70561842806062,,,,,,84,96,5,17,,24,1,102
Early Wynn,1014309,124633,CLE,3.702071189880371,,5.46,3.0182262262672044,,3.564843815263849,,,,0.1168717,0.0940246,0.0228471,274.1,37,34,,,,,0.59052252253054,0.2383124287343215,0.75368826,,1,0.220817120622568,1.2174970526246935,78.22705744771073,94.95946843833724,,,,,,133,107,3,18,,21,3,92
Preacher Roe,1011122,121369,BRO,3.6876955032348633,,5.12,3.0388095918832883,,3.860203893712929,,,,0.10960233,0.06207565,0.04752667,257.2,34,33,,,,,1.0478653765114787,0.2633495145631068,0.81784387,,0,0.2554291623578076,1.2069856744261849,75.99939443084796,94.08912316902948,,,,,,113,64,0,30,,19,2,87
Bubba Church,1002225,112277,PHI,3.682517528533935,,3.95,3.534412955465587,,3.6364687267102696,,,,0.09942639,0.08604207,0.01338432,247.0,38,33,,,,,0.6194331983805668,0.2745803357314149,0.73435504,,1,0.2575916230366492,1.360323886639676,91.59654589617058,91.6995096896997,,,,,,104,90,1,17,,15,4,97
Ewell Blackwell,1001013,111048,CIN,3.6018922328948975,,3.89,3.4426928829236796,,3.707800162797218,,,,0.12048193,0.09738956,0.02309237,232.2,38,32,,,,,0.6189110800761671,0.2493368700265252,0.69541029,,2,0.2292134831460674,1.293696077103655,86.58419942421875,90.78488974243182,,,,,,120,97,9,16,,11,2,89
Mickey McDermott,1008448,118630,BOS,3.505376100540161,,3.8,3.3488372093023258,,3.4495042224263037,,,,0.17421125,0.12620027,0.04801097,172.0,34,19,,,,,0.5232558139534884,0.2646464646464646,0.74107143,,3,0.2231012658227848,1.3546511627906976,75.35778097608849,79.85008488662871,,,,,,127,92,5,10,,9,1,64
Gerry Staley,1012388,122646,STL,3.3550214767456055,,1.9,3.806167400881057,,3.7737281748901914,,,,0.06871795,0.07589744,-0.00717949,227.0,42,30,,,,,0.5550660792951542,0.2832512315270936,0.71148825,,3,0.2732362821948488,1.4008810572687225,94.85886362732384,91.60594187720424,,,,,,67,74,8,14,,10,4,96
Saul Rogovin,1011143,121395,- - -,3.3168967813253403,,4.95,2.783076465746712,,3.660112257249853,,,,0.09223847,0.0832396,0.00899888,216.2,27,26,,,,,0.6230768206895624,0.2426778242677824,0.76131687,,0,0.2321867321867322,1.2138459543804068,68.22016221019356,92.31777932408886,,,,,,82,74,1,15,,17,3,67
Howie Fox,1004278,114360,CIN,3.309300422668457,,4.2,3.8289473684210527,,3.768047674078691,,,,0.05949896,0.07202505,-0.0125261,228.0,40,30,,,,,0.5921052631578947,0.2748466257668712,0.70934256,,2,0.2694475760992108,1.350877192982456,96.29855284990158,92.30012293604096,,,,,,57,69,2,15,,9,4,97
Murry Dickson,1003282,113346,PIT,3.2703776359558105,,3.54,4.021939670346748,,4.255710123277193,,,,0.0902498,0.08138598,0.00886382,288.2,45,35,,,,,0.9976904608612088,0.2646464646464646,0.70185289,,2,0.2592592592592592,1.3683601806950607,96.91523849935967,100.18485684308934,,,,,,112,101,6,32,,19,3,129
