Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Wade Boggs,1001124,111153,3B,BOS,8.887362831537624,,8.33,58.55070821137387,8.747256457805634,-1.428976020310074,,,,,170.6563063329381,0.4429859472021253,,,,,1.048982738,0.588021778,0.46096096,0.362976406,0.225045372,0.361396303,147,667,551,108,89,24,70,324,200,130,40,6,1,105,19,48,0.071964017,0.157421289,,,3.4744977951049805,-0.7602148790504124,,,,,8.0,,,,,,,,1269.0
Alan Trammell,1013157,123437,SS,DET,7.668578312009021,,8.21,46.966487303093146,8.049382209777832,3.0352655418682843,,,,,151.67368199276473,0.4073245966506946,,,,,0.953491179,0.551088777,0.402402402,0.343383584,0.207705193,0.335227272,151,668,597,109,105,28,65,329,205,140,34,3,21,60,8,47,0.070359281,0.089820359,,,3.699262857437134,-0.7090393916140241,,,,,0.0,,,,,,,,1304.0
Tony Gwynn,1005166,115270,RF,SDP,7.428709919670692,,8.53,51.62939726462741,0.1652789115905761,5.71630907128565,,,,,153.51199544959894,0.4088245280132703,,,,,0.957938307,0.511035653,0.446902654,0.370118845,0.140916808,0.382940108,157,680,589,119,54,7,56,301,218,162,36,13,56,82,26,35,0.051470588,0.120588235,,,3.888505697250366,-0.899390613221017,,,,,7.0,,,,,,,,1328.2
Eric Davis,1003048,113102,CF,CIN,7.078315043395711,,7.91,45.48097782281069,6.830246940255165,7.192353004589677,,,,,153.99543029141182,0.4174890064160316,,,,,0.991403516,0.592827004,0.398576512,0.293248945,0.299578059,0.333333333,129,562,474,120,100,37,64,281,139,75,23,4,50,84,8,134,0.238434163,0.149466192,,,5.2089948654174805,-0.2059887091659469,,,,,7.0,,,,,,,,1115.1
Dale Murphy,1009355,119545,RF,ATL,7.0726180408035,,7.72,43.912614468846435,3.7640442848205566,0.3352720001712441,,,,,149.83690464179978,0.414228388523481,,,,,0.996532717,0.5795053,0.417027417,0.295053003,0.284452297,0.314578005,159,693,566,115,105,44,72,328,167,95,27,1,16,115,29,136,0.196248196,0.165945165,,,3.360717535018921,-1.7583229824710114,,,,,11.0,,,,,,,,1406.2
Tim Raines Sr.,1406,120891,LF,MON,6.6900918506559055,,6.75,45.47510281949279,0.6557111740112305,7.570973152527586,,,,,147.91180602640475,0.403754993702925,,,,,0.955442207,0.526415094,0.429027113,0.330188679,0.196226415,0.339092872,139,627,530,123,68,18,60,279,175,115,34,8,50,90,26,52,0.082934609,0.143540669,,,5.436575889587402,0.5998560662028094,,,,,7.0,,,,,,,,1233.1
Ozzie Smith,1012186,122439,SS,STL,6.257726407042585,,6.43,16.54052098490068,22.378579139709473,4.393286153441295,,,,,113.6362916080842,0.3495332474473934,,,,,0.775264168,0.383333333,0.391930835,0.303333333,0.08,0.320422535,158,706,600,104,75,0,44,230,182,138,40,4,43,89,3,36,0.050991501,0.126062322,,,3.0944623947143555,0.3877839760431651,,,,,14.0,,,,,,,,1357.1
Mike Schmidt,1011586,121836,3B,PHI,6.091563779549142,,6.11,30.08836688856944,10.41106790304184,-0.281466044485569,,,,,139.26498916027498,0.3941580539563029,,,,,0.936147206,0.54789272,0.388254486,0.293103448,0.254789272,0.285714285,147,613,522,88,113,35,63,286,153,90,28,0,2,83,15,80,0.130505709,0.135399673,,,3.908813714981079,-1.223200057313384,,,,,10.0,,,,,,,,1221.5
Paul Molitor,1009040,119236,3B,MIL,6.036397404375109,,6.0,49.24312268645991,-6.473936557769775,4.451134366216138,,,,,164.93422235724302,0.4330806953884731,,,,,1.003207784,0.565591397,0.437616387,0.352688172,0.212903225,0.386422976,118,542,465,114,75,16,62,263,164,102,41,5,45,69,2,67,0.123616236,0.127306273,,,3.9357500076293945,0.77661465950766,,,,,-1.0,,,,,,,,494.0
Jack Clark,1002288,112326,1B,STL,5.665889407513533,,5.44,52.90301374258498,-14.61433458328247,-0.9472931306809188,,,,,176.34839789916074,0.4449572565358713,,,,,1.055440073,0.596658711,0.458781362,0.286396181,0.31026253,0.342741935,131,559,419,93,106,35,59,250,120,61,23,1,1,136,13,139,0.248658318,0.243291592,,,6.008133888244629,-0.0856905413167821,,,,,-7.0,,,,,,,,1111.2
