fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,10.0,90.04045889614275,-3.5493826866149902,-1.0097240027971566,,,,,192.6065618008868,0.5123206474642823,,,,,1.171607719,0.706390328,0.465217391,0.3626943,0.343696028,0.32264529,154,690,579,128,165,49,95,409,210,115,40,6,9,109,,31.0,0.044927536,0.157971014,,,,,,,,,3.0,,,,,,,
,8.34,65.28475151531728,2.117283821105957,0.7551130787469447,,,,,169.45790256389327,0.4854739846721772,,,,,1.10160193,0.653061224,0.448540706,0.333951762,0.319109462,0.323809523,150,652,539,120,130,44,78,352,180,102,28,6,11,111,,75.0,0.115030674,0.170245398,,,,,,,,,8.0,,,,,,,
,8.88,47.02526620754599,15.753086566925049,-2.000531731173396,,,,,148.59610278018195,0.4434600370706908,,,,,0.966973014,0.517470881,0.449502133,0.356073211,0.16139767,0.359292035,154,708,601,134,127,11,68,311,214,146,50,7,11,99,,25.0,0.035310734,0.139830508,,,,,,,,,11.0,,,,,,,
,7.21,57.57509508132035,-4.117283821105957,-0.529801438562572,,,,,166.0089301263738,0.4486197799889009,,,,,1.005990665,0.591065292,0.414925373,0.326460481,0.264604811,0.307539682,153,671,582,119,135,35,74,344,190,116,29,10,0,85,,43.0,0.064083457,0.126676602,,,,,,,,,2.0,,,,,,,
,7.3,46.26835300660089,5.197530746459961,1.4338396689854562,,,,,151.78226063545134,0.4307762025328586,,,,,0.941945348,0.510752688,0.43119266,0.333333333,0.177419355,0.342519685,149,660,558,115,94,12,64,285,186,122,41,11,10,94,,38.0,0.057575757,0.142424242,,,,,,,,,-4.0,,,,,,,
,6.81,42.42231448360244,2.09876549243927,-0.8660707746166736,,,,,143.27572004421123,0.4402543410935177,,,,,0.982256593,0.568561872,0.413694721,0.31270903,0.255852842,0.298279158,154,702,598,128,113,31,85,340,187,102,48,6,5,99,,44.0,0.062678062,0.141025641,,,,,,,,,4.0,,,,,,,
,6.39,51.84636535425708,-4.65432071685791,-0.0466953245922923,,,,,159.75355916893798,0.445896082564804,,,,,1.008019726,0.615,0.393019726,0.333333333,0.281666667,0.320388349,154,662,600,116,128,35,87,369,200,113,40,12,2,57,,50.0,0.0755287,0.086102719,,,,,,,,,2.0,,,,,,,
,6.28,47.1286157701059,-3.6111111640930176,-0.8642883137799799,,,,,150.49649389481013,0.4468092200060383,,,,,1.004592587,0.600337268,0.404255319,0.338954468,0.2613828,0.369198312,153,667,593,118,139,26,96,356,201,105,63,7,9,63,,93.0,0.139430284,0.094452773,,,,,,,,,3.0,,,,,,,
,6.01,51.632340173896054,-8.265431880950928,1.015660201897845,,,,,156.99246863013764,0.439229934739425,,,,,0.968230558,0.539232053,0.428998505,0.36227045,0.176961603,0.361853832,146,677,599,122,90,14,62,323,217,155,32,16,8,68,,24.0,0.035450516,0.100443131,,,,,,,,,-2.0,,,,,,,
,6.16,34.97791006756155,3.3888888359069824,-0.5999222171958536,,,,,139.70738270467214,0.4059446624603616,,,,,0.877611775,0.463455149,0.414156626,0.353820598,0.109634551,0.37477148,153,683,602,109,83,8,44,279,213,169,30,6,0,60,,47.0,0.068814055,0.08784773,,,,,,,,,10.0,,,,,,,
,5.32,20.250568422232583,10.765432119369509,0.7706724647432566,,,,,119.093416195354,0.3988124240141962,,,,,0.868486431,0.471910112,0.396576319,0.321027287,0.150882825,0.328695652,152,716,623,129,67,11,62,294,200,138,41,10,40,77,,37.0,0.051675977,0.107541899,,,,,,,,,7.0,,,,,,,
,5.54,39.96470650520511,-8.65432071685791,-0.9487955106887966,,,,,141.916606147488,0.4378590862246325,,,,,0.986721167,0.5984,0.388321167,0.3296,0.2688,0.31608133,154,685,625,117,142,35,89,374,206,117,45,9,2,58,,49.0,0.071532846,0.084671532,,,,,,,,,-2.0,,,,,,,
,4.98,36.10019572256599,1.2037038803100586,-1.5699793491512537,,,,,156.12892959989136,0.4480337423377229,,,,,0.984969315,0.536986301,0.447983014,0.287671232,0.249315069,0.296428571,125,471,365,78,84,22,43,196,105,62,17,4,1,104,,63.0,0.133757961,0.220806794,,,,,,,,,6.0,,,,,,,
,4.98,33.67537510692289,0.5061728954315186,1.1688870885409417,,,,,146.22934532814352,0.4189200183541536,,,,,0.919241791,0.508695652,0.410546139,0.319565217,0.189130435,0.325980392,123,536,460,79,73,14,52,234,147,95,31,7,8,70,,38.0,0.070895522,0.130597014,,,,,,,,,2.0,,,,,,,
,5.03,34.59395912520143,-5.85185182094574,-0.0103364023379981,,,,,139.4880812571492,0.4002762906912385,,,,,0.898665301,0.546341463,0.352323838,0.297560975,0.248780488,0.288759689,150,668,615,92,121,34,77,336,183,106,35,8,2,49,,65.0,0.097305389,0.073353293,,,,,,,,,-4.0,,,,,,,
,5.6,1.5982188588743096,22.506173133850098,0.7313321833498776,,,,,100.89598880233976,0.3593950219698496,,,,,0.765765764,0.391891891,0.373873873,0.295608108,0.096283783,0.311030741,154,679,592,114,100,3,43,232,175,132,32,8,13,74,,36.0,0.053019145,0.108983799,,,,,,,,,13.0,,,,,,,
,4.41,30.12917526333257,-3.901234626770019,-0.7721691005863249,,,,,135.37748275937395,0.4225845843504926,,,,,0.933402327,0.530465949,0.402936378,0.344086021,0.186379928,0.36099585,138,613,558,102,104,18,61,296,192,131,36,7,3,53,,58.0,0.094616639,0.086460032,,,,,,,,,2.0,,,,,,,
,4.84,25.51581923641405,-0.0061726570129394,-1.5745869970414788,,,,,131.21822839183235,0.4180817183094843,,,,,0.937658755,0.563071297,0.374587458,0.307129798,0.255941499,0.295805739,141,609,547,111,92,34,66,308,168,102,26,6,12,58,,60.0,0.098522167,0.095238095,,,,,,,,,6.0,,,,,,,
,4.74,28.068600024738423,-3.629629611968994,-0.372576397145167,,,,,132.99151128739732,0.4136856874497999,,,,,0.914977932,0.523381294,0.391596638,0.348920863,0.174460431,0.350574712,137,605,556,88,89,11,64,291,194,130,42,11,7,36,,23.0,0.038016528,0.059504132,,,,,,,,,2.0,,,,,,,
,4.16,29.16808170138917,-6.962963104248047,0.4572132469620555,,,,,135.24254078646143,0.401093570063415,,,,,0.865429069,0.456043956,0.409385113,0.331501831,0.124542125,0.34194831,146,621,546,75,102,9,44,249,181,137,29,6,5,69,,34.0,0.054750402,0.111111111,,,,,,,,,-1.0,,,,,,,
,3.57,23.943095054018933,-2.487654209136963,-1.283868869766593,,,,,130.78982142737445,0.4144994502283555,,,,,0.924888979,0.545098039,0.37979094,0.301960784,0.243137255,0.280973451,127,575,510,86,110,27,66,278,154,88,35,4,0,64,,31.0,0.053913043,0.111304347,,,,,,,,,3.0,,,,,,,
