Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Bob Feller,1003975,114055.0,CLE,6.542933464050293,,9.19,2.8516851976932003,,3.356205050691545,,,,0.19790829,0.11423974,0.08366854,296.2,39,35,,,,,0.3943819954256554,0.2550655542312277,0.75466365,,1,0.2067395264116575,1.2438201394193746,63.32537091557653,78.03210060313623,,,,,,246,142,3,13.0,,24,4,94
Paul Derringer,1003224,113285.0,CIN,6.139035701751709,,4.63,2.9302325581395348,,3.154756720913605,,,,0.10281124,0.02811245,0.0746988,301.0,38,35,,,,,0.4485049833887043,0.287593984962406,0.72189349,,0,0.2659486329743165,1.1827242524916943,77.23493622690755,78.69807242926169,,,,,,128,35,3,15.0,,28,5,98
Bobo Newsom,1009546,119749.0,- - -,6.003985017538071,,8.19,3.57942818130186,,3.835819750416046,,,,0.15226011,0.0999207,0.05233941,291.2,41,37,,,,,0.5862856503856495,0.2747014115092291,0.73450855,,2,0.2402826855123674,1.364571279844962,73.37277768024771,81.82883796424706,,,,,,192,126,3,19.0,,24,3,116
Claude Passeau,1010046,120274.0,- - -,5.539356112480164,,6.010000000000001,3.2806808175821427,,3.2593574566430306,,,,0.11913043,0.06347826,0.05565217,274.1,42,35,,,,,0.2952612735823928,0.2807775377969762,0.7027512,,3,0.2509328358208955,1.2466587106812144,83.99676961405342,79.1328169626095,,,,,,137,73,5,9.0,,17,2,100
Tommy Bridges,1001421,111458.0,DET,5.0145368576049805,,4.76,3.5,,3.4130204210377704,,,,0.15357143,0.07261905,0.08095238,198.0,29,26,,,,,0.5,0.2764612954186414,0.6986532,,2,0.240620957309185,1.2474747474747474,71.38806363953442,72.83169324278062,,,,,,129,61,6,11.0,,16,2,77
Ted Lyons,1007887,118055.0,CHW,4.285063743591309,,4.4,2.7625476929113364,,3.2219201797808688,,,,0.09259259,0.03703704,0.05555556,172.2,21,21,,,,,0.3648647896297992,0.2570480928689884,0.65848214,,0,0.24,1.088802864292099,60.28614396363297,73.75356443542452,,,,,,65,26,1,7.0,,16,0,53
Dutch Leonard,1007533,117689.0,WAS,4.258222579956055,,4.76,3.542079475484374,,3.810360217835321,,,,0.0776699,0.05207414,0.02559576,269.1,34,34,,,,,0.5346535057334905,0.266321243523316,0.67705022,,0,0.255378858746492,1.2326733604411029,80.48675036703258,90.16762833667347,,,,,,88,59,5,16.0,,21,2,106
Lefty Grove,1005099,115201.0,BOS,4.232025623321533,,7.06,2.5445026178010473,,3.601713635908996,,,,0.10150376,0.0726817,0.02882206,191.0,23,23,,,,,0.3769633507853403,0.2646153846153846,0.77260755,,0,0.2435723951285521,1.2460732984293197,53.47447144898131,79.00787138888894,,,,,,81,58,1,8.0,,17,2,54
Johnny Rigney,1010961,121204.0,CHW,4.166897296905518,,4.54,3.704267689545007,,3.6646524847582262,,,,0.12579281,0.08879493,0.03699789,218.2,35,29,,,,,0.4115852988383341,0.2708618331053352,0.68214286,,0,0.241860465116279,1.3353656362310398,80.83698094507855,83.41516178764539,,,,,,119,84,2,10.0,,11,2,90
Bucky Walters,1013583,123898.0,CIN,3.989116907119751,,8.2,2.2852664576802506,,3.812532786067377,,,,0.10678098,0.08495713,0.02182385,319.0,39,36,,,,,0.4231974921630094,0.2312992125984252,0.77616279,,0,0.2140410958904109,1.1253918495297806,60.23494914427204,96.0357039775214,,,,,,137,109,6,15.0,,31,2,81
Mort Cooper,1002598,112657.0,STL,3.869967222213745,,3.25,3.246834894304776,,3.5245629703859285,,,,0.14145811,0.10554951,0.0359086,210.2,45,26,,,,,0.2563290706030086,0.2953216374269006,0.71332887,,4,0.2536585365853658,1.4477845654429191,79.28349816380774,81.93815666415377,,,,,,130,97,2,6.0,,7,2,76
