Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Roger Clemens,815,112388,BOS,8.393967628479004,,9.4,2.971597740456765,,2.9100303714794005,,,,0.22126188,0.07173725,0.14952463,281.2,36,36,,,,,8.179881952225072,2.652071101697973,3.08433735,0.6071006136417046,0.289873417721519,0.76579451,,0,0.2328638497652582,1.1751479714351123,64.93865906140809,66.53905737683563,,,,5.410498142242432,0.6267932248104815,256,83,9,19,23,18,7,93
Teddy Higuera,1005799,115921,MIL,6.7416229248046875,,6.29,3.852229898398608,,3.2493211235095383,,,,0.22140221,0.0802583,0.14114391,261.2,35,35,,,,,8.254778353711304,2.9923571532203477,2.75862069,0.8254778353711304,0.2900136798905608,0.70350034,,0,0.2371859296482412,1.2343950964114587,84.81158455028115,73.65137143739658,,,,4.68764591217041,0.870913107212397,240,87,2,24,19,14,3,112
Nolan Ryan Jr.,1011348,121597,HOU,6.402746200561523,,5.36,2.7637794611465702,,2.469402322131175,,,,0.30927835,0.09965636,0.20962199,211.2,34,34,,,,,11.480314684762677,3.69921250953464,3.10344828,0.5952755762469536,0.2811244979919678,0.75421473,,0,0.1969309462915601,1.138582649805681,69.6122436159435,63.51182326888931,,,,2.496273994445801,-0.2386981798796292,270,87,4,14,25,0,0,65
Mark Langston,1007323,117480,SEA,6.3525519371032715,,5.87,3.838235294117647,,3.6908300568075743,,,,0.22743056,0.09895833,0.12847222,272.0,35,35,,,,,8.669117647058824,3.772058823529412,2.29824561,0.9926470588235294,0.2860998650472334,0.71786834,,0,0.2342691190706679,1.3088235294117647,83.48364650298375,78.73892666156348,,,,2.5240678787231445,0.7114940728327954,262,114,5,30,22,14,3,116
Jimmy Key,1006885,117032,TOR,5.613731861114502,,7.38,2.7586206896551726,,3.614272134788192,,,,0.15585673,0.06389158,0.09196515,261.0,36,36,,,,,5.551724137931035,2.2758620689655173,2.43939394,0.8275862068965517,0.2384615384615384,0.75695581,,0,0.2176165803108808,1.057471264367816,61.35412139043762,81.55172127931031,,,,2.6029162406921387,-1.424932001880085,161,66,2,24,27,8,1,80
Orel Hershiser,1005741,115861,LAD,5.550169687718153,,6.43,3.060453286550445,,3.2110274808033754,,,,0.17383349,0.06770357,0.10612992,264.2,37,35,,,,,6.460956938273162,2.5163727022748104,2.56756757,0.5780856207928619,0.286425902864259,0.73481385,,1,0.2445544554455445,1.212846302447769,78.97030557107662,81.58392643144842,,,,0.6840117573738098,-0.8459688794656706,190,74,9,17,25,10,1,90
Frank Viola,1013435,123732,MIN,5.427393913269043,,8.09,2.8966888588078525,,3.6617056244140422,,,,0.18997107,0.06364513,0.12632594,251.2,36,36,,,,,7.045033397347493,2.3602649960656574,2.98484848,1.03708613463491,0.2719891745602165,0.80719204,,0,0.238341968911917,1.1761589879384422,62.49686853069325,81.5477536322182,,,,4.315959930419922,0.004817499743468,197,66,6,29,26,7,1,81
Mike Scott,1011691,121941,HOU,5.411287307739258,,5.87,3.234185667093194,,3.097087474379192,,,,0.23069307,0.07821782,0.15247525,247.2,36,36,,,,,8.467025398120384,2.870794019105195,2.94936709,0.7631224607747986,0.2644873699851411,0.7442597,,0,0.2146709816612729,1.1224764237851534,81.46052307063748,79.67845117644241,,,,3.02266001701355,0.0759634684274082,233,79,4,21,24,8,3,89
Bret Saberhagen,1011355,121604,KCR,5.159850120544434,,7.97,3.3618677042801557,,3.656969333529936,,,,0.15553435,0.05057252,0.10496183,257.0,33,33,,,,,5.708171206225681,1.856031128404669,3.0754717,0.9455252918287936,0.2740926157697121,0.77095808,,0,0.2487360970677452,1.1634241245136188,75.23495967716092,84.13174431833646,,,,2.609055995941162,-0.1665337778270217,163,53,6,27,19,15,4,96
Jim Clancy,1002255,112306,TOR,4.9967546463012695,,4.94,3.542817530223466,,3.6789881312961046,,,,0.17857143,0.07936508,0.09920635,241.1,37,37,,,,,6.712706899370778,2.9834252886092343,2.25,0.8950275865827703,0.2904564315352697,0.75337598,,0,0.2524271844660194,1.3011049175323606,78.79534059489409,83.01074692403111,,,,1.611484169960022,-0.0912317544780629,180,80,1,24,24,5,1,95
