Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Benny Kauff,1006715,116860.0,OF,IND,9.933168421791326,,7.31,65.3402021906771,2.7197928428649902,12.401706585660577,,,,,167.29032797423898,0.4648373496880363,,,,,0.98115522,0.534150612,0.447004608,0.369527145,0.164623467,0.399606299,154,667,571,120,95,8,65,305,211,146,44,13,75,72,,55,0.08245877,0.107946026,,,,,,,,,9.0,,,,,,,,0.0
Tristram Speaker,1012309,122566.0,OF,BOS,9.32510009990312,,9.95,49.198843945613184,10.117284059524536,-4.555875080637634,,,,,175.03613382270152,0.4391888011502856,,,,,0.925527733,0.50262697,0.422900763,0.338003502,0.164623468,0.348708487,158,668,571,101,90,4,68,287,193,125,46,18,42,77,,25,0.037425149,0.115269461,,,,,,,,,14.0,,,,,,,,1.0
Eddie Collins Sr.,1002451,112506.0,2B,PHA,8.32376003948365,,8.91,48.368072704369936,1.0,-2.133660047315061,,,,,171.6755815530156,0.4355222507955918,,,,,0.903981815,0.452471482,0.451510333,0.344106463,0.108365019,0.363083164,152,657,526,122,85,2,39,238,181,142,23,14,58,97,,31,0.04718417,0.147640791,,,,,,,,,1.0,,,,,,,,0.0
George Burns,1001708,111747.0,OF,NYG,6.971925350007724,,6.44,43.8219842058156,0.3950619697570801,9.916675291955473,,,,,146.4186649927703,0.3970320223851968,,,,,0.820165734,0.417112299,0.403053435,0.303030303,0.114081996,0.330693069,154,669,561,100,60,3,48,234,170,122,35,10,62,89,,53,0.07922272,0.133034379,,,,,,,,,8.0,,,,,,,,0.0
Dutch Zwilling,1014467,124791.0,OF,CWH,6.542333017821474,,4.93,34.32630330387718,4.172839403152466,2.2455313969403505,,,,,141.90897085960987,0.4030999405096767,,,,,0.847864589,0.484797297,0.363067292,0.3125,0.172297297,0.332677165,154,649,592,91,95,16,62,287,185,123,38,8,21,46,,68,0.104776579,0.070878274,,,,,,,,,8.0,,,,,,,,0.0
Home Run Baker,1000453,110480.0,3B,PHA,6.400188656429625,,7.39,24.94497494667289,8.59876537322998,-5.731337990611792,,,,,145.1174158692789,0.3941448950729431,,,,,0.822296956,0.442105263,0.380191693,0.319298245,0.122807018,0.330152671,150,634,570,84,89,9,42,252,182,140,23,10,19,53,,37,0.058359621,0.083596214,,,,,,,,,4.0,,,,,,,,0.0
Duke Kenworthy,1006854,117002.0,2B,KCP,6.320472458825564,,4.8,42.11574004227154,-6.0,5.663972060196102,,,,,150.58063422181937,0.4237739241405113,,,,,0.896392263,0.524770642,0.371621621,0.317431192,0.20733945,0.32510288,146,611,545,93,91,15,69,286,173,104,40,14,37,36,,44,0.072013093,0.058919803,,,,,,,,,-6.0,,,,,,,,0.0
Steve Evans,1003870,113938.0,OF,BKF,6.304868248299643,,5.19,48.4521843916494,-11.388888835906982,1.6340345134958625,,,,,168.43734258235918,0.4585704402641137,,,,,0.972796539,0.556420233,0.416376306,0.348249027,0.208171206,0.368653421,145,580,514,93,96,12,68,286,179,111,41,15,18,50,,49,0.084482758,0.086206896,,,,,,,,,-5.0,,,,,,,,0.0
Art Wilson,1014059,124379.0,C,CWH,5.855572497428143,,6.27,30.268372449991837,5.074073791503906,0.8294813651591539,,,,,147.09257745341412,0.4119821318144937,,,,,0.860083847,0.46590909,0.394174757,0.29090909,0.175,0.337142857,137,530,440,78,64,10,49,205,128,79,31,8,13,70,,80,0.150943396,0.132075471,,,,,,,,,1.0,,,,,,,,0.0
Sam Crawford,1002748,112806.0,OF,DET,5.834539580282381,,6.15,36.1144676722511,-9.753086566925049,-3.087244718335569,,,,,154.23447708138804,0.4130685171283827,,,,,0.870854678,0.482817869,0.388036809,0.314432989,0.16838488,0.322283609,157,674,582,74,104,8,56,281,183,127,22,26,25,69,,31,0.045994065,0.102373887,,,,,,,,,-2.0,,,,,,,,0.0
Sherry Magee,1007965,118135.0,OF,PHI,5.590705162310377,,4.94,41.50031415432603,-9.888888835906982,3.1145126558840275,,,,,157.07434801431955,0.4216320646363635,,,,,0.889589847,0.509191176,0.380398671,0.314338235,0.194852941,0.320328542,146,616,544,96,103,15,65,277,171,106,39,11,25,55,,42,0.068181818,0.089285714,,,,,,,,,-8.0,,,,,,,,0.0
Ed Lennox,1007525,117679.0,3B,PRB,5.453635267043765,,4.17,35.29852509951751,-4.203703880310059,1.9260095125064256,,,,,154.51656329543786,0.4323334280807193,,,,,0.906884641,0.493023255,0.413861386,0.311627906,0.181395349,0.322834645,124,519,430,71,84,11,46,212,134,88,25,10,19,71,,38,0.073217726,0.136801541,,,,,,,,,-8.0,,,,,,,,0.0
Buck Herzog,1005745,115864.0,SS,CIN,5.381940986787507,,5.05,11.389403236171775,22.33466529846191,7.268525220453739,,,,,106.69208907540302,0.3392306536924643,,,,,0.69529484,0.347389558,0.347905282,0.281124497,0.066265061,0.29574468,138,564,498,54,40,1,23,173,140,117,14,8,46,42,,27,0.04787234,0.074468085,,,,,,,,,14.0,,,,,,,,0.0
Ty Cobb,1002378,112431.0,OF,DET,5.362930988655975,,5.51,37.9893787941605,-6.370370388031006,-0.9682734915986656,,,,,187.74507539278943,0.4652776931430779,,,,,0.978729752,0.513043478,0.465686274,0.368115942,0.144927536,0.389408099,98,414,345,69,57,2,35,177,127,92,22,11,35,57,,22,0.053140096,0.137681159,,,,,,,,,-4.0,,,,,,,,0.0
Tilly Walker,1013534,123814.0,OF,SLB,5.219826145617901,,5.56,23.57921785409187,1.839506149291992,-2.26024850551039,,,,,141.0464644180722,0.3852924858773505,,,,,0.806390417,0.441005802,0.365384615,0.29787234,0.143133462,0.33712984,151,587,517,67,78,6,46,228,154,108,24,16,29,51,,72,0.12265758,0.086882453,,,,,,,,,9.0,,,,,,,,0.0
Zack Wheat,1013828,124134.0,OF,BRO,5.166797326162695,,4.52,29.195767077999363,0.8888888359069824,1.9765501469373703,,,,,141.4123803066385,0.3967296188732363,,,,,0.829516088,0.452157598,0.37735849,0.318949343,0.133208255,0.339662447,145,602,533,66,89,9,44,241,170,126,26,9,20,47,,50,0.083056478,0.078073089,,,,,,,,,8.0,,,,,,,,0.0
Donie Bush,1001749,111794.0,SS,DET,5.0045756399413825,,5.29,-1.04199823392028,19.691357612609863,-5.255076237954199,,,,,105.44872075344531,0.3370607981534279,,,,,0.668016499,0.295302013,0.372714486,0.251677852,0.043624161,0.276752767,157,721,596,97,32,0,22,176,150,128,18,4,35,112,,54,0.074895977,0.155339805,,,,,,,,,10.0,,,,,,,,0.0
Bill McKechnie,1008582,118766.0,3B,IND,4.8882585056660135,,2.82,12.561883095908946,10.59876537322998,7.11212211381644,,,,,106.958510059171,0.3614578322050678,,,,,0.745027376,0.377192982,0.367834394,0.303508771,0.073684211,0.321428571,149,664,570,107,38,2,32,215,173,141,24,6,47,53,,36,0.054216867,0.079819277,,,,,,,,,6.0,,,,,,,,0.0
Al Wickland,1013920,124232.0,OF,CWH,4.816577781625162,,2.78,22.101059561253127,1.2711420059204102,1.2615813929587605,,,,,127.26582967739934,0.3780086881296646,,,,,0.780052034,0.404850746,0.375201288,0.276119402,0.128731344,0.300847457,157,648,536,74,68,6,47,217,148,101,31,10,17,81,,58,0.089506172,0.125,,,,,,,,,9.0,,,,,,,,0.0
Gavvy Cravath,1002735,112794.0,OF,PHI,4.774126848466658,,4.38,41.54647267762423,-17.061728477478027,0.7190657565370202,,,,,161.9107288513364,0.4293032840785817,,,,,0.900707396,0.498997995,0.401709401,0.298597194,0.200400801,0.31862745,149,604,499,76,100,19,54,249,149,95,27,8,14,83,,72,0.119205298,0.137417218,,,,,,,,,-10.0,,,,,,,,0.0
Rabbit Maranville,1008099,118276.0,SS,BSN,4.691975744271669,,5.08,-9.383291189147712,35.62963008880615,3.737506413832307,,,,,81.90147362705895,0.3083509057058457,,,,,0.632061014,0.325938566,0.306122448,0.245733788,0.080204778,0.266159695,156,664,586,74,78,4,33,191,144,111,23,6,28,45,,56,0.084337349,0.067771084,,,,,,,,,26.0,,,,,,,,0.0
Charlie Hanford,1005308,115419.0,OF,BUF,4.670508672886652,,3.24,17.00056110004411,5.172839403152466,5.594990813173354,,,,,114.9921588134736,0.3684945496337674,,,,,0.773964609,0.442211055,0.331753554,0.291457286,0.150753769,0.321428571,155,645,597,83,90,12,53,264,174,121,28,13,37,32,,81,0.125581395,0.049612403,,,,,,,,,9.0,,,,,,,,0.0
Johnny Evers,1003876,113949.0,2B,BSN,4.654560721040201,,5.01,10.223523842429357,16.0,0.0776313859969377,,,,,115.2089804780427,0.3611815662219607,,,,,0.727740711,0.338085539,0.389655172,0.279022403,0.059063136,0.293103448,139,611,491,81,40,1,24,166,137,113,20,3,12,87,,26,0.042553191,0.142389525,,,,,,,,,16.0,,,,,,,,0.0
Miller Huggins,1006148,116275.0,2B,STL,4.569461260949521,,3.69,17.660264037917422,6.0,3.824700206518173,,,,,119.95603215910312,0.3594191612828757,,,,,0.714406384,0.318271119,0.396135265,0.263261296,0.055009823,0.298876404,148,635,509,85,24,1,22,162,134,112,17,4,32,105,,63,0.099212598,0.16535433,,,,,,,,,6.0,,,,,,,,0.0
Vic Saier,1011372,121622.0,1B,CHC,4.457785904472103,,4.19,23.4164148643978,-1.7222223281860352,1.7650532694533467,,,,,130.13771888510962,0.3749563695877556,,,,,0.772750332,0.415270018,0.357480314,0.240223463,0.175046555,0.242358078,153,658,537,87,72,18,50,223,129,79,24,8,19,94,,61,0.092705167,0.142857142,,,,,,,,,3.0,,,,,,,,0.0
