Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Joe DiMaggio,1003311,113376.0,OF,NYY,9.034715584345507,,8.38,65.24486028804766,4.14814817905426,-0.1003497084602713,,,,,162.96962693669968,0.4730448798856873,,,,,1.084702092,0.67310789,0.411594202,0.34621578,0.32689211,0.314126394,151,692,621,151,167,46,96,418,215,119,35,15,3,64,,37.0,0.053468208,0.092485549,1.729729729,,,,,,,,,6.0,,,,,,,,0.0
Lou Gehrig,1004598,114680.0,1B,NYY,8.41272746844331,,8.22,76.04372477984849,-12.783950328826904,-1.48730662278831,,,,,173.85858418264047,0.4929197613682066,,,,,1.116090885,0.643233743,0.472857142,0.351493848,0.291739895,0.33747412,157,700,569,138,159,37,83,366,200,117,37,9,4,127,,49.0,0.07,0.181428571,2.591836734,,,,,,,,,-6.0,,,,,,,,0.0
Joe Medwick,1008719,118904.0,OF,STL,8.232680889855455,,8.45,67.71431507213998,-3.740740776062012,0.1182766167912632,,,,,177.42059959970084,0.4659375737933717,,,,,1.055591388,0.641390205,0.414201183,0.374407582,0.266982623,0.373188405,156,677,633,111,154,31,97,406,237,140,56,10,4,41,,50.0,0.073855243,0.060561299,0.82,,,,,,,,,3.0,,,,,,,,0.0
Hank Greenberg,1004996,115096.0,1B,DET,8.175638275690574,,7.51,64.79471611750294,-4.65432071685791,-0.5159444459713995,,,,,162.12830641946005,0.4819249941385184,,,,,1.104687793,0.668350168,0.436337625,0.336700336,0.331649832,0.353200883,154,701,594,137,183,40,103,397,200,97,49,14,8,102,,101.0,0.144079885,0.145506419,1.00990099,,,,,,,,,2.0,,,,,,,,0.0
Charlie Gehringer,1004596,114682.0,2B,DET,7.385518442267129,,7.85,42.62543804717991,10.382716178894045,-0.5306111585814506,,,,,143.60348493179902,0.4481128830946129,,,,,0.977518813,0.519503546,0.458015267,0.370567375,0.148936171,0.371428571,144,660,564,133,96,14,55,293,209,154,40,1,11,90,,25.0,0.037878787,0.136363636,3.6,,,,,,,,,6.0,,,,,,,,0.0
Bill Dickey,1003271,113340.0,C,NYY,6.698635124439763,,6.55,40.6545393659059,7.228394985198975,-1.005585144041106,,,,,145.69202872406072,0.4415092416218124,,,,,0.986615273,0.56981132,0.416803953,0.332075471,0.237735849,0.306889352,140,608,530,87,133,29,66,302,176,110,35,2,3,73,,22.0,0.03618421,0.120065789,3.318181818,,,,,,,,,3.0,,,,,,,,0.0
Mel Ott,1009904,120117.0,OF,NYG,6.671517558244402,,6.83,44.71699413903657,3.1790122985839844,0.6400460721924901,,,,,152.25859416540965,0.4208392533889183,,,,,0.930628086,0.522935779,0.407692307,0.293577981,0.229357798,0.28988764,151,654,545,99,95,31,61,285,160,99,28,2,7,102,,69.0,0.105504587,0.155963302,1.478260869,,,,,,,,,6.0,,,,,,,,0.0
Dick Bartell,1000621,110639.0,SS,NYG,6.571952816748909,,6.59,20.57232278409371,27.90123462677002,0.426309288945049,,,,,126.93302174837945,0.381085601796531,,,,,0.836483414,0.468992248,0.367491166,0.30620155,0.162790698,0.310344827,128,580,516,91,62,14,54,242,158,104,38,2,5,40,,38.0,0.065517241,0.068965517,1.052631578,,,,,,,,,20.0,,,,,,,,0.0
Harlond Clift,1002352,112404.0,3B,SLB,6.568043885939531,,7.08,30.395857168709256,12.870370388031006,-1.443531468277797,,,,,131.26931752723405,0.4311744082415545,,,,,0.95974314,0.546409807,0.413333333,0.306479859,0.239929948,0.316017316,155,679,571,103,118,29,72,312,175,103,36,7,8,98,,80.0,0.117820324,0.144329896,1.225,,,,,,,,,10.0,,,,,,,,0.0
Johnny Mize,1009014,119207.0,1B,STL,6.3504425496257655,,6.64,56.5314752221121,-10.222222328186035,-0.3189760337118059,,,,,170.98494839179216,0.4558355065359585,,,,,1.021373935,0.594642857,0.426731078,0.364285714,0.230357143,0.374476987,145,621,560,103,113,25,72,333,204,132,40,7,2,56,,57.0,0.091787439,0.090177133,0.98245614,,,,,,,,,-4.0,,,,,,,,0.0
