Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Ron Guidry,1005124,115228,NYY,9.06902313232422,,9.58,1.742996410708927,,2.190202414273923,,,,0.2346263,0.06811731,0.16650899,273.2,35,35,,,,,0.4275274214946425,0.2406639004149377,0.82299421,,0,0.190040650406504,0.946406856129166,47.4492685056234,57.645549263828634,,,,4.7182440757751465,-1.1717182673054731,248,72,1,13,29,16,9,53
Phil Niekro,1009583,119786,ATL,8.645393013954163,,9.98,2.8803592135334077,,2.755331662618067,,,,0.17854572,0.07343413,0.10511159,334.1,44,42,,,,,0.4307079197806965,0.2762376237623762,0.7249742,,1,0.2315541601255887,1.1874378066176146,73.38002432886844,72.25522514972126,,,,2.3599478900432587,-1.888652124818737,248,102,13,16,30,22,4,107
Jon Matlack,1008246,118428,TEX,6.841328263282776,,6.23,2.3000000284336233,,2.707065334771396,,,,0.14311759,0.04649043,0.09662717,270.0,35,33,,,,,0.4666666724358077,0.2732491389207807,0.74460682,,1,0.2418426103646833,1.1222222360956329,60.82430174594416,72.27027255824173,,,,3.036145895719528,-0.2708163130291741,157,51,4,14,27,18,2,69
J.R. Richard,1010913,121145,HOU,6.44854736328125,,4.1,3.10532676178323,,2.508571927415462,,,,0.26602283,0.1237928,0.14223003,275.1,36,36,,,,,0.392251801488408,0.2643171806167401,0.72595852,,0,0.1927710843373494,1.209443054589258,93.95990516751864,74.98168901207276,,,,0.6983400583267212,-1.005503390449778,303,141,2,12,25,16,3,95
Mike Caldwell,1001830,111875,MIL,6.326768308877945,,8.21,2.3625000256029045,,2.9359794784799096,,,,0.11139456,0.04591837,0.06547619,293.1,37,34,,,,,0.4295454592005281,0.2515463917525773,0.76486306,,1,0.2313901345291479,1.0636363751632123,63.35124802008444,78.60209181041078,,,,6.86898797377944,1.3932244005110004,131,54,7,14,25,23,6,77
Gaylord Perry,1010210,120438,SDP,5.853046417236328,,4.26,2.7276215898214895,,2.634715235746618,,,,0.14597156,0.06255924,0.08341232,260.2,37,37,,,,,0.3107417001062457,0.2815533980582524,0.71862348,,0,0.2441742654508611,1.1777494065755236,81.91957863424318,77.06740264131486,,,,2.5858078002929688,1.1001325924073375,154,66,2,9,29,5,2,79
Vida Blue,1001094,111119,SFG,5.566885471343994,,5.75,2.7906976744186047,,2.677866366852162,,,,0.16410749,0.0671785,0.09692898,258.0,35,35,,,,,0.4186046511627907,0.2801013941698352,0.75471698,,0,0.2397119341563786,1.1744186046511629,79.8178487102011,78.82293938138658,,,,2.267824172973633,0.1695275717884468,171,70,0,12,25,9,4,80
Fergie Jenkins,1006388,116522,TEX,5.304301545023918,,5.49,3.0361445550562807,,2.950304955628316,,,,0.15858586,0.04141414,0.11717172,249.0,34,30,,,,,0.7590361387640702,0.26953125,0.74196208,,0,0.241014799154334,1.080321276865264,80.29190012089518,78.84289618161057,,,,3.3529039546847343,0.358936849287661,157,41,3,21,22,16,4,84
Bert Blyleven,1001098,111126,PIT,5.161768913269043,,5.05,3.028727896620301,,2.884432726828563,,,,0.18001978,0.0652819,0.11473788,243.2,34,34,,,,,0.6279070029578673,0.2702702702702703,0.73529412,,0,0.2310969116080937,1.1614227571050748,82.85931662421049,80.24930716169968,,,,0.4807838797569275,-1.525468121147154,182,66,6,17,24,11,4,82
Nolan Ryan Jr.,1011348,121597,CAL,5.029412269592285,,2.58,3.720170373912933,,2.9641044664543035,,,,0.25793651,0.1468254,0.11111111,234.2,31,31,,,,,0.4602272627521154,0.2923076923076923,0.71878941,,0,0.2135355892648774,1.4105113330643535,102.80827437547512,79.49044921539506,,,,1.6713100671768188,0.8113329213736238,260,148,3,12,18,14,3,97
