Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Mickey Mantle,1008082,118258,CF,NYY,11.51829351194364,,11.25,86.38950946437656,4.134657084941864,2.117510439828038,,,,,201.67303075401333,0.4975965944371482,,,,,1.169342589,0.7054409,0.463901689,0.35272045,0.35272045,0.352331606,150,652,533,132,130,52,79,376,188,109,22,5,10,112,6,99,0.15184049,0.171779141,,,,,,,,,5.0,,,,,,,
Duke Snider,1012230,122488,CF,BRO,7.472980827967052,,7.62,43.6737103291682,11.117057740688324,-0.250680323690176,,,,,156.2810007022622,0.420728755670209,,,,,0.997166781,0.597785977,0.399380804,0.291512915,0.306273062,0.286069651,151,652,542,112,101,43,78,324,158,80,33,2,3,99,26,101,0.154907975,0.15184049,,,,,,,,,12.0,,,,,,,
Willie Mays,1008315,118495,CF,NYG,6.94596839042491,,7.59,37.66100080008327,12.078875243663788,4.282366657629609,,,,,142.90015544389922,0.3946179916934361,,,,,0.926324194,0.557093425,0.369230769,0.29584775,0.261245675,0.28125,152,650,578,101,84,36,71,322,171,100,27,8,40,68,20,65,0.1,0.104615384,,,,,,,,,13.0,,,,,,,
Hank Aaron,1000001,110001,RF,MIL,6.870442872451257,,7.16,41.17921956414778,7.596269607543945,-0.8464110661298037,,,,,153.19538601250224,0.3985956117441915,,,,,0.923177778,0.558292282,0.364885496,0.328407224,0.229885058,0.324626865,153,660,609,106,92,26,74,340,200,126,34,14,2,37,6,54,0.081818181,0.056060606,,,,,,,,,15.0,,,,,,,
Yogi Berra,1000898,110925,C,NYY,6.3949040631382985,,6.21,29.442422714070062,13.018723487854004,0.1644180063158273,,,,,138.57777843448108,0.3964889611169721,,,,,0.911106029,0.533589251,0.377516778,0.297504798,0.236084453,0.267665952,140,597,521,93,105,30,61,278,155,94,29,2,3,65,7,29,0.048576214,0.108877721,,,,,,,,,5.0,,,,,,,
Al Kaline,1006678,116822,RF,DET,6.283146701229321,,6.54,34.29178204251152,4.028102874755859,1.4569867104291916,,,,,137.2710088394849,0.3996663932190385,,,,,0.912931768,0.529983792,0.382947976,0.314424635,0.215559157,0.309833024,153,693,617,96,128,27,69,327,194,125,32,10,7,70,4,55,0.079365079,0.101010101,,,,,,,,,11.0,,,,,,,
Ted Williams,1014040,124341,LF,BOS,6.265664462796763,,6.05,47.95724807113114,-3.7169651985168457,0.4260869920253753,,,,,174.3328026026089,0.4698175343313837,,,,,1.084125248,0.605,0.479125248,0.345,0.26,0.338278931,136,503,400,71,82,24,54,242,138,84,28,2,0,102,11,39,0.077534791,0.2027833,,,,,,,,,1.0,,,,,,,
Minnie Minoso,1008984,119176,LF,CHW,6.182799804344919,,6.16,42.96295146744906,-4.918609619140625,0.4759120792150497,,,,,150.25796428008107,0.4189359078487123,,,,,0.949884106,0.524770642,0.425113464,0.31559633,0.209174312,0.307535641,151,665,545,106,88,21,61,286,172,111,29,11,12,86,4,40,0.060150375,0.129323308,,,,,,,,,2.0,,,,,,,
Jim Gilliam,1004724,114810,2B,BRO,5.9751850730189595,,6.15,15.624460550387042,23.48811349272728,1.0959827341139317,,,,,117.31433267591515,0.3619328691409184,,,,,0.794184046,0.395622895,0.398561151,0.299663299,0.095959596,0.312159709,153,701,594,102,43,6,37,235,178,141,23,8,21,95,6,39,0.055634807,0.135520684,,,,,,,,,23.0,,,,,,,
Charlie Maxwell,1008287,118466,LF,DET,5.842838315578983,,5.87,36.68636647631035,0.6168456077575684,0.2715123854577541,,,,,148.38680391953483,0.4174790128964145,,,,,0.94826146,0.534,0.41426146,0.326,0.208,0.332512315,141,592,500,96,87,28,45,267,163,118,14,3,1,79,1,74,0.125,0.133445945,,,,,,,,,7.0,,,,,,,
