Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Tom Seaver,1011708,121961,NYM,7.807089805603027,,7.82,2.3757430766921224,,2.348287151597527,,,,0.21793722,0.07892377,0.13901345,280.1,36,36,,,,,0.3531509978866669,0.2678803641092327,0.77656676,,0,0.2121212121212121,1.0879904480346807,68.07404300348003,66.77428878555611,,,,5.020843982696533,0.8986663451127122,243,88,4,11,27,15,5
Frank Tanana,1012818,123084,CAL,7.173588275909424,,7.35,2.6230572022003966,,2.490138065237311,,,,0.26141885,0.07094266,0.19047619,257.1,34,33,,,,,0.734456016616111,0.2883156297420334,0.80657492,,0,0.2223393045310853,1.1036270302591298,72.94770009521201,66.83579138042622,,,,4.686205863952637,1.119067637227575,269,73,7,21,24,16,5
Gaylord Perry,1010210,120438,- - -,6.9866368770599365,,5.8,3.2388226776053397,,2.979872898967939,,,,0.18669872,0.05608974,0.13060897,305.2,37,37,,,,,0.8244275906631774,0.2727272727272727,0.71840924,,0,0.2359454855195911,1.1352237061909625,85.55236870406037,77.71609843056287,,,,1.4077419340610504,-1.570392643081859,233,70,4,28,21,25,5
Jim Palmer,1009973,120196,BAL,6.92801932990551,,8.44,2.089783417863659,,2.958805384050124,,,,0.1522082,0.06309148,0.08911672,323.0,39,38,,,,,0.5572755780969757,0.2394655704008222,0.80781759,,1,0.2133220910623946,1.030959819479405,57.98171816795547,79.48901308980021,,,,5.368057832121849,0.9245317108332972,193,80,2,20,29,25,10
Ron Reed,1010773,121001,- - -,6.892940521240234,,3.7600000000000002,3.52330233523479,,2.4195120303076267,,,,0.13027179,0.04967198,0.08059981,250.1,34,34,,,,,0.1797603232262647,0.3106235565819861,0.65740741,,0,0.2712871287128713,1.306258348777524,95.13635492927398,67.55805988261123,,,,0.1865361034870147,-0.6480377448995261,139,53,4,5,18,8,2
Bert Blyleven,1001098,111126,MIN,6.195992469787598,,6.04,3.0036276803669195,,2.9863209948361513,,,,0.21105072,0.07608696,0.13496377,275.2,35,35,,,,,0.7835550470522399,0.2569169960474308,0.74250183,,0,0.2155511811023622,1.099153607670503,77.51750481297806,77.80215684560336,,,,4.592765808105469,0.9553354586552992,233,84,4,24,19,20,3
John Montefusco,1009065,119261,SFG,5.983541253954172,,6.84,2.88098532116592,,2.566768493515631,,,,0.21119843,0.08447937,0.12671906,243.2,35,34,,,,,0.4062928017028862,0.2851002865329513,0.75883576,,0,0.2272727272727272,1.21477443741469,76.09693986219807,73.05668931625257,,,,4.352109901607037,2.0381096300534605,215,86,8,11,23,10,4
Andy Messersmith,1008799,118990,LAD,5.8621145859360695,,6.47,2.294300522669462,,3.0940240842823874,,,,0.1669279,0.07523511,0.09169279,321.2,42,40,,,,,0.6155440426674167,0.2361702127659574,0.80521961,,1,0.2076595744680851,1.0569948207420286,65.92944960976669,86.34785594431142,,,,2.897429943084717,-0.9160917181616202,213,96,5,22,29,19,7
Catfish Hunter,1006199,116334,NYY,5.739604949951172,,8.07,2.5792682926829267,,3.30375174661962,,,,0.13678516,0.06414219,0.07264297,328.0,39,39,,,,,0.6859756097560976,0.2221115537848605,0.76079734,,0,0.2056384742951907,1.0091463414634143,69.48387352059095,87.7983727498249,,,,3.892557859420776,-1.2279496328896349,177,83,5,25,29,30,7
Don Sutton,1012745,123006,LAD,5.449378490447998,,3.49,2.87007874015748,,2.847130851670513,,,,0.16973812,0.06013579,0.10960233,254.0,35,35,,,,,0.6023622047244095,0.2390180878552971,0.74013158,,0,0.2091097308488612,1.0393700787401574,82.47512032778995,79.52241892278266,,,,2.988492012023926,0.0217415118152004,175,62,3,17,25,11,4
