Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,PB,WP,FP,TZ,Pos,Year,bWAR,TB,XBH,BatSpd,Squared-Up%,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,FRV,OAA,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,DRS
Barry Bonds,PIT,140,612,34,109,103,39,0.207516339,0.112745098,0.312896405,0.299734748,0.310782241,0.455882352,0.623678646,0.4586819131826532,,197.70451596525268,4.565697507932782,69.95855407915761,-0.3820462226867676,9.55763564504792,Barry Bonds,1109,111188,473,147,72,36,5,127,32,69,5,7,0,9,8,1.84057971,1.079560998,6.69815766304137,,,,4.565697507932782,131.4715813727652,65.35548481657852,5.919007301330566,-9.422845840454102,15.341854095458984,73.66200256347656,8.277727127075195,1.1365429162979126,4.79449987411499,2,6.799164295196533,-1.5912595021151723,138.0,1240.2,310.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99053628,6.0,LF,1992,9.03,295,75,,,,,,,,,,,,,,,,,,
Ryne Sandberg,CHC,158,687,26,100,87,17,0.098981077,0.106259097,0.205882353,0.308285163,0.303921568,0.371179039,0.509803921,0.3913817156111688,,147.66370159454036,0.9125690734945238,36.72293455391286,10.89208483695984,7.390795063921206,Ryne Sandberg,1011411,121665,612,186,120,32,8,68,4,73,1,6,0,13,6,0.931506849,0.88098296,5.697068035422422,,,,0.9125690734945238,112.8090237202598,38.59046435081495,5.79739236831665,-10.993160247802734,16.790552139282227,46.23899841308594,5.287314414978027,1.0496360063552856,2.299999952316284,1,5.521945476531982,0.0012952785630009,157.0,1379.1,283.0,539.0,8.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99036145,9.0,2B,1992,7.81,312,66,,,,,,,,,,,,,,,,,,
Darren Daulton,PHI,145,585,27,80,109,11,0.15042735,0.176068376,0.253608248,0.288088642,0.270103092,0.384615384,0.52371134,0.3989822588315824,,155.97029106546682,1.273525626398623,37.08132907196405,11.235047340393066,7.180394855141714,Darren Daulton,1003010,113074,485,131,67,32,5,88,11,103,6,6,0,3,2,0.854368932,0.908326724,5.396543258452479,,,,1.273525626398623,99.40423345665904,36.20502351324531,4.036707401275635,-9.97571086883545,14.012417793273926,51.63600158691406,5.500766277313232,1.1295247077941897,3.0373001098632812,6,4.167862415313721,-0.5940517908796754,137.0,1200.2,760.0,69.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,32.0,0.98690476,3.0,C,1992,6.91,254,64,,,,,,,,,,,,,,,,,,
Frank Thomas,CHW,160,711,24,108,115,6,0.17158931,0.123769338,0.212914485,0.341101694,0.322862129,0.438818565,0.535776614,0.4320218131051841,,175.02068168286223,-0.1996283093467354,60.00349763111809,-17.85939598083496,7.0680617477319005,Frank Thomas,255,123245,573,185,113,46,2,122,6,88,5,11,0,19,3,1.386363636,0.974595179,3.4414056643711746,,,,-0.1996283093467354,138.48243091424592,61.67108344455847,6.578497886657715,-11.41446018218994,17.992958068847656,62.33399963378906,6.6428117752075195,1.1027342081069946,1.0390000343322754,1,7.06137752532959,-1.0957533175246343,157.0,1406.0,1428.0,92.0,13.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9915199,-8.0,1B,1992,6.98,307,72,,,,,,,,,,,,,,,,,,
Andy Van Slyke,PIT,154,686,14,103,89,12,0.084548104,0.144314868,0.180781759,0.362745098,0.324104234,0.381021897,0.504885993,0.3925888076227667,,152.25001771796164,1.053260869346559,40.25224455833784,-1.644599676132202,6.521995295191186,Andy Van Slyke,1013363,123653,614,199,128,45,12,58,4,99,4,9,0,9,3,0.585858585,0.88590789,6.532173968618057,,,,1.053260869346559,113.26761965934536,39.157093127410626,4.378371715545654,-10.814977645874023,15.193349838256836,47.23500061035156,5.351973533630371,1.0495973825454712,,0,4.5718255043029785,-0.4003481470259631,153.0,1373.2,421.0,11.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98855835,-4.0,CF,1992,6.01,310,71,,,,,,,,,,,,,,,,,,
Gary Sheffield,SDP,146,618,33,87,100,5,0.077669902,0.064724919,0.249551167,0.307535641,0.330341113,0.385113268,0.57989228,0.4245195055280191,,171.59916154636105,-1.4631900968961418,46.92737136550152,-6.716389536857605,6.505337699899113,Gary Sheffield,114,122111,557,184,114,34,3,48,5,40,6,7,0,19,6,1.2,0.965005548,3.22292491163226,,,,-1.4631900968961418,116.88156393265255,50.11727035140523,5.562690258026123,-9.068294525146484,14.63098430633545,51.37200164794922,5.617655277252197,0.980869472026825,2.2614998817443848,2,5.2195048332214355,0.4516781494965682,144.0,1247.2,99.0,299.0,16.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96135266,-8.0,3B,1992,6.18,323,70,,,,,,,,,,,,,,,,,,
Mark McGwire,OAK,139,571,42,87,104,0,0.157618213,0.183887915,0.316916489,0.252279635,0.267665952,0.385288966,0.584582441,0.419897093435946,,170.54078916578754,-0.5392653718590736,44.92234936242218,-4.109258651733398,6.342520126585286,Mark McGwire,1008559,118743,467,125,61,22,0,90,12,105,5,9,0,10,1,0.857142857,0.969871407,1.291361260568587,,,,-0.5392653718590736,106.0073794115078,44.32062919323559,3.856959819793701,-9.022913932800291,12.879874229431152,43.69900131225586,4.630255699157715,1.0151599645614624,2.0515999794006348,1,4.456161022186279,-0.6567993900913178,136.0,1182.1,1118.0,71.0,6.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99497908,4.0,1B,1992,6.45,273,64,,,,,,,,,,,,,,,,,,
Roberto Alomar,TOR,152,671,8,105,76,49,0.129657228,0.077496274,0.117338004,0.329434697,0.309982486,0.404511278,0.42732049,0.3787681109977491,,135.45008918340665,6.1311086299829185,32.97888287158807,2.6432372331619263,6.143128403833514,Roberto Alomar,860,110183,571,177,134,27,8,87,5,52,5,2,6,8,9,1.673076923,0.831831768,7.299410686479336,,,,6.1311086299829185,103.81603163156782,31.32599766228472,4.561682224273682,-9.941247940063477,14.5029296875,44.56520080566406,4.543062686920166,0.9928452968597412,7.2555999755859375,1,3.479220151901245,1.1153347487482046,149.0,1276.2,287.0,378.0,5.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99253731,1.0,2B,1992,6.64,244,43,,,,,,,,,,,,,,,,,,
Robin Ventura,CHW,157,694,16,85,93,2,0.134005763,0.102305475,0.148648649,0.294346978,0.282094594,0.375180375,0.430743243,0.3622701424255706,,128.54014456665976,-1.3383556250482798,21.01712823297852,14.401230335235596,6.09293534421929,Robin Ventura,854,123697,592,167,112,38,1,93,9,71,0,8,1,16,4,1.309859154,0.805923618,2.0034172546704623,,,,-1.3383556250482798,98.76313175085956,23.788342518843947,2.915813684463501,-11.16596794128418,14.081782341003418,32.125999450683594,3.397214889526367,1.03143310546875,,0,2.569406032562256,0.2575477165501176,157.0,1400.1,141.0,375.0,23.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95708955,13.0,3B,1992,5.96,255,55,,,,,,,,,,,,,,,,,,
Edgar Martinez,SEA,135,592,18,100,73,14,0.091216216,0.10304054,0.200757576,0.359030837,0.34280303,0.404399323,0.543560606,0.421334061031633,,165.0972174445734,1.0902927061542869,44.58661789847728,-8.253429412841797,6.014493426457705,Edgar Martinez,1086,118365,528,181,114,46,3,54,2,61,4,5,1,15,4,0.885245901,0.947959929,5.310486482206487,,,,1.0902927061542869,110.54588848101166,46.590448675027154,3.954626083374023,-8.925358772277832,12.87998390197754,38.21500015258789,3.931160688400269,0.9794761538505554,1.0742000341415403,3,3.938992500305176,0.0984984256632008,104.0,887.2,88.0,211.0,17.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94295302,-6.0,3B,1992,6.52,287,67,,,,,,,,,,,,,,,,,,
