fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,8.25,58.376064517519765,9.555555582046509,0.1057334272190928,,,,,177.50134087011054,0.4954544577359233,,,,,1.118872117,0.67099567,0.447876447,0.38095238,0.29004329,0.354368932,120,524,462,108,126,30,68,310,176,108,32,6,3,52,,20.0,0.038167938,0.099236641,,,,,,,,,11.0,,,,,,,
,7.44,65.17427725633306,-6.567901134490967,-0.6238608683925122,,,,,175.54999598950687,0.4754912664492925,,,,,1.069825917,0.625886524,0.443939393,0.34929078,0.276595744,0.347022587,153,670,564,104,108,28,86,353,197,111,44,14,0,92,,49.0,0.073134328,0.137313432,,,,,,,,,0.0,,,,,,,
,6.76,62.33828623254438,-7.314814567565918,-1.0799958154093474,,,,,178.50532140207883,0.5076436348072517,,,,,1.157947855,0.693790149,0.464157706,0.35974304,0.334047109,0.369444444,124,563,467,130,105,35,76,324,168,92,31,10,4,89,,72.0,0.127886323,0.158081705,,,,,,,,,-2.0,,,,,,,
,6.65,52.36414252511288,-4.438271522521973,-0.6696969009935856,,,,,154.59557172778963,0.4651421441168742,,,,,1.045051337,0.608849557,0.43620178,0.327433628,0.281415929,0.327659574,149,677,565,131,145,31,86,344,185,99,44,11,2,107,,64.0,0.094534711,0.158050221,,,,,,,,,2.0,,,,,,,
,6.22,17.409615583597727,25.660493850708008,-2.749613113934174,,,,,121.68162973461278,0.3962304606015638,,,,,0.875738056,0.506172839,0.369565217,0.283950617,0.222222222,0.275933609,151,648,567,92,111,28,65,287,161,96,32,5,11,75,,57.0,0.087962962,0.11574074,,,,,,,,,21.0,,,,,,,
,6.44,39.65630365235175,5.216049671173096,-0.432902327273041,,,,,145.0886255209451,0.4233367177980111,,,,,0.93331943,0.523893805,0.409425625,0.290265486,0.233628319,0.319444444,157,684,565,105,104,26,68,296,164,96,30,12,1,110,,107.0,0.156432748,0.160818713,,,,,,,,,12.0,,,,,,,
,6.72,29.685201209856388,9.814814805984495,-1.935042926343158,,,,,130.1467749880973,0.4112779327451366,,,,,0.899479959,0.49537037,0.404109589,0.328703703,0.166666667,0.335581787,152,731,648,139,80,14,70,321,213,143,46,10,7,81,,41.0,0.056087551,0.110807113,,,,,,,,,7.0,,,,,,,
,6.53,45.37843433710074,-3.9852333068847656,0.1198345979209989,,,,,148.30376129533298,0.4499769339665284,,,,,0.993433239,0.553308823,0.440124416,0.338235294,0.215073529,0.348484848,150,653,544,115,114,23,62,301,184,122,30,9,15,99,,59.0,0.09035222,0.151607963,,,,,,,,,2.0,,,,,,,
,6.55,22.35967021913055,21.827160358428955,0.4876505094580352,,,,,128.76263474085602,0.3881423713905471,,,,,0.839979338,0.452479338,0.3875,0.291322314,0.161157024,0.304449648,125,585,484,95,55,11,47,219,141,94,27,9,5,72,,46.0,0.078632478,0.123076923,,,,,,,,,18.0,,,,,,,
,5.41,42.55932843585374,-3.8765430450439458,-0.2317746735643595,,,,,149.37527884545966,0.4607403685431456,,,,,1.041898819,0.622,0.419898819,0.312,0.31,0.330645161,138,604,500,112,112,33,82,311,156,74,42,7,8,91,,95.0,0.157284768,0.150662251,,,,,,,,,2.0,,,,,,,
