fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
,1.15,2.297872526929533,,1.9833902280003568,,,0.21276596,0.06914894,0.14361702,47.0,38,0,,,,,0.0,0.2888888888888888,0.75,,13,0.2228571428571428,1.106383068521627,61.4592112375197,50.74954748835102,,,,0.5734639763832092,-0.3145801689015666,40,13,0,0,0,0,0
,2.1,3.873417534482085,,3.7861104262446297,,,0.24415205,0.12719298,0.11695906,158.0,45,14,,,,,0.9113923610546084,0.275609756097561,0.72874494,,1,0.2175379426644182,1.3670885415819125,94.22150190031896,97.56538238449092,,,,1.104155957698822,-0.006825695392129,167,87,4,16,8,1,0
,2.43,2.9000004916721753,,3.0112863062634925,,,0.20478723,0.07446809,0.13031915,90.0,67,0,,,,,0.6000001017252776,0.2927756653992395,0.77437859,,33,0.2398843930635838,1.233333542435293,70.54297642961205,77.87920271256247,,,,3.988785982131958,1.3249402346577144,77,28,2,6,0,0,0
,2.24,3.624658519181777,,3.488607608636297,,,0.20309478,0.11411992,0.08897486,121.2,68,5,,,,,0.5917809827235554,0.2973760932944606,0.74468085,,3,0.2412280701754386,1.389041473337234,88.23035871940745,84.92414361458007,,,,-0.4062616974115371,-0.7790489938285092,105,59,2,8,2,0,0
,1.74,3.519230425005162,,3.650602441457923,,,0.15620214,0.07503828,0.08116386,156.0,64,11,,,,,0.7499999266404443,0.2824742268041237,0.73051948,,3,0.25,1.2756409008670806,90.98887513978242,94.81340201649,,,,0.2159358859062194,-0.9299084612482524,102,49,4,13,5,1,0
,3.68,1.9926203749811655,,3.1214134409988725,,,0.13370474,0.0724234,0.06128134,90.1,71,0,,,,,0.2988930562471749,0.2526690391459075,0.8161157,,17,0.2228915662650602,1.107011319433981,48.166756840784124,77.15082236035158,,,,2.767321825027466,0.2441884945440962,48,26,1,3,0,0,0
,1.77,3.156923725376601,,3.4188077630714795,,,0.18358531,0.10799136,0.07559395,108.1,63,3,,,,,0.498461640848937,0.2741433021806853,0.74670571,,3,0.2281553398058252,1.329231042263832,76.33848435553215,82.33930904780118,,,,-0.2765238583087921,-1.2032705237102388,85,50,1,6,1,0,0
,1.59,4.400316349456489,,4.460161065344742,,,0.10278373,0.09635974,0.00642398,210.2,33,33,,,,,0.7262658052501001,0.3008356545961003,0.70467649,,0,0.2803850782190132,1.533227811083545,108.58519382459488,111.0561286985468,,,,-1.0509599447250366,0.7106471444529273,96,90,13,17,21,0,0
,0.82,4.180897619655195,,4.444732311867221,,,0.11698881,0.05696846,0.06002035,230.1,36,36,,,,,1.2503619049436097,0.2693298969072165,0.69086651,,0,0.2611050920910076,1.2894357144730977,110.90794428101668,114.0516655234496,,,,-1.7167741060256958,-1.014396863605625,115,56,4,32,21,1,0
,-0.09,4.123152399436883,,3.1365188805687696,,,0.13523132,0.02846975,0.10676157,67.2,11,10,,,,,0.665024580554336,0.3026315789473684,0.63636364,,0,0.2730627306273063,1.2118225690101234,113.13171486498584,83.8606618460833,,,,-0.2882159985601902,-0.2007306316521767,38,8,2,5,5,2,0
,1.25,4.260720355906146,,4.234804462719799,,,0.15598549,0.08585248,0.07013301,194.1,32,32,,,,,1.018867911194948,0.273489932885906,0.70452605,,0,0.2476572958500669,1.31732416800963,114.41724144051238,111.64056618045372,,,,-0.905191984027624,0.6971312675328616,129,71,9,22,21,0,0
,1.52,3.711155110575964,,3.96130833376556,,,0.13226744,0.08866279,0.04360465,167.1,28,24,,,,,0.6992031367751816,0.2606177606177606,0.72522983,,1,0.2379421221864952,1.2490038938975467,101.82726737113953,106.3666751468876,,,,1.0928959138691423,0.5700283202695551,91,61,5,13,14,0,0
,2.35,2.347827125362286,,3.0006583246657224,,,0.22181818,0.10909091,0.11272727,69.0,63,0,,,,,0.3913045208937143,0.2277777777777777,0.77683616,,42,0.180327868852459,1.0724642424494393,54.95406780870632,74.92237143602172,,,,1.1345279216766355,-1.08173485382125,61,30,1,3,0,0,0
,-0.54,5.1769914999762,,4.475199860224707,,,0.14201183,0.1035503,0.03846154,226.0,35,35,,,,,0.9557522769186833,0.3019125683060109,0.68838353,,0,0.2722222222222222,1.5486726709330514,132.5619110090305,112.72045313085512,,,,-3.6858339309692383,-1.6170071811559814,144,105,9,24,14,2,1
,-0.52,4.38916336059608,,3.61681460672764,,,0.14839798,0.08600337,0.0623946,135.1,26,22,,,,,0.59852227644492,0.3031674208144796,0.67245119,,0,0.2653061224489796,1.433497797905117,122.79703338907764,101.1012447807527,,,,0.044948011636734,0.6078350945613628,88,51,3,9,11,1,1
,1.89,3.2481217913505342,,3.2730241489179455,,,0.20385675,0.09366391,0.11019284,88.2,72,0,,,,,0.5075190298985209,0.2418032786885245,0.71134021,,14,0.1981424148606811,1.1052636651123346,78.51545355934249,80.83446715011142,,,,0.608657956123352,-1.1893811046608838,74,34,6,5,0,0,0
,1.14,4.230000564766006,,3.755730844497697,,,0.11058824,0.06352941,0.04705882,100.0,18,14,,,,,0.6300000841140859,0.2970588235294117,0.67337461,,0,0.2741116751269035,1.35000018024447,103.48756223577556,93.57465291322616,,,,-0.0356040522456169,0.1883034881826606,47,27,4,7,9,1,0
,2.79,2.1857147621622928,,2.955730746132992,,,0.21052632,0.07017544,0.14035088,70.0,60,0,,,,,0.5142858263911277,0.2704081632653061,0.82460733,,23,0.2192307692307692,1.1000002397810231,53.20401811738563,72.14970597594142,,,,1.2865959405899048,-0.7123393864909583,60,20,5,4,0,0,0
,1.91,2.6292139339170877,,2.923146466230027,,,0.14929577,0.05352113,0.09577465,89.0,40,0,,,,,0.4044944513718597,0.2589928057553957,0.71902655,,2,0.226865671641791,1.0674159133424077,61.54030645922446,73.02118409645783,,,,1.1592419147491455,-0.0289110642642129,53,19,1,4,0,0,0
,2.02,2.462838282195116,,3.078703737537567,,,0.14690722,0.06958763,0.07731959,98.2,64,2,,,,,0.3648649306955728,0.2474916387959866,0.75697211,,5,0.2166666666666666,1.0641893811954206,65.87140777192539,79.69858059546428,,,,0.5429959669709206,-1.2374044863685354,57,27,1,4,1,0,0
,-0.19,5.176691321010127,,3.7467080976676144,,,0.17079208,0.13118812,0.03960396,88.2,19,16,,,,,0.4060150055694217,0.3188405797101449,0.65063649,,0,0.2636103151862464,1.6353382168768376,120.1777027213788,92.32066755309984,,,,-0.9565819799900056,-0.6257292714642455,69,53,2,4,6,0,0
,-0.88,3.9130434782608696,,3.0586292750593547,,,0.16551724,0.04827586,0.11724138,69.0,54,0,,,,,0.6521739130434783,0.3108108108108108,0.65853659,,23,0.2690909090909091,1.2753623188405796,104.6587932505486,79.16801443899021,,,,-0.8701561689376831,-0.2161235476919237,48,14,1,5,0,0,0
,0.07,4.844326494155814,,4.201376972711332,,,0.15977444,0.08082707,0.07894737,126.1,21,21,,,,,1.139841528036662,0.2842377260981912,0.67073171,,0,0.2581967213114754,1.3377306822096935,120.57516527632892,103.68720964776988,,,,-1.2110739946365356,-0.913836544856976,85,43,1,16,8,1,0
,0.3,4.096551430287762,,3.714351352400081,,,0.12322275,0.10663507,0.01658768,96.2,19,18,,,,,0.3724137663897965,0.2866043613707165,0.65731167,,0,0.2546419098143236,1.458620585026703,105.91537398225452,96.49827249817092,,,,-0.6766579691320658,-0.4301124641996181,52,45,0,4,9,0,0
,1.19,4.210396596186726,,4.118107128835146,,,0.17820069,0.08650519,0.0916955,134.2,38,15,,,,,1.0693070720474225,0.2704714640198511,0.72509458,,1,0.239463601532567,1.2995051222798537,101.5874096757043,98.72551568068992,,,,0.9037159532308578,-0.294820940361451,103,50,6,16,8,1,0
,2.66,2.3796613246673743,,3.384544352038578,,,0.14066496,0.06393862,0.07672634,98.1,64,1,,,,,0.5491526133847787,0.2582781456953642,0.82046332,,3,0.2314049586776859,1.1084747196100164,59.229710852397325,83.7838732235082,,,,0.8440400809049606,-1.3476914313254191,55,25,3,6,0,0,0
,0.09,2.9277113143272677,,2.729224679888477,,,0.18218623,0.07287449,0.10931174,55.1,52,0,,,,,0.3253012571474741,0.3259668508287293,0.6865285,,30,0.2675438596491228,1.4277110730361366,80.80694644523967,73.02994824770848,,,,-0.1356779485940933,0.1131934467533047,45,18,1,2,0,0,0
,1.21,3.545454340532803,,3.8481549093983864,,,0.18782609,0.13913043,0.04869565,132.0,58,12,,,,,0.5454545139281236,0.2857142857142857,0.73196986,,6,0.2348178137651821,1.4848483990265586,94.05134691701213,98.52258341686256,,,,-0.6280098855495453,-0.3475440399951614,108,80,1,8,7,1,0
,3.23,3.286956630771691,,4.147035114995024,,,0.16481775,0.08399366,0.08082409,153.1,39,17,,,,,1.115217428297538,0.2703296703296703,0.80760095,,0,0.245674740484429,1.2717391726199996,76.30721484739122,102.04490737037,,,,2.3944820761680603,1.954368535396669,104,53,0,19,11,0,0
,1.83,4.255159718306134,,4.6118283858578835,,,0.09317585,0.08661417,0.00656168,177.2,30,30,,,,,0.9624766029501968,0.2885572139303483,0.71792693,,0,0.2784992784992785,1.4577861997900643,103.79520242756392,111.50996406091606,,,,-1.394109845161438,-0.1264781021819725,71,66,3,19,15,1,0
,-0.71,5.952755905511811,,4.336045684964638,,,0.11032028,0.05871886,0.05160142,127.0,23,23,,,,,1.062992125984252,0.3161434977578475,0.6091954,,0,0.2982791586998088,1.4881889763779528,144.90021229115368,105.23942772695256,,,,-2.3669919967651367,-1.0346289448178028,62,33,6,15,9,0,0
,1.39,2.4397595968038712,,2.548501738070526,,,0.18834081,0.07623318,0.11210762,55.1,51,0,,,,,0.1626506397869247,0.2345679012345679,0.71942446,,8,0.1902439024390244,1.012048425340865,67.18575378214129,68.5397008214389,,,,-0.4206619560718536,-0.9388693384249366,42,17,1,1,0,0,0
,0.5,4.063545254188595,,3.879142121685919,,,0.11764706,0.11294118,0.00470588,99.2,20,18,,,,,0.3612040225945417,0.2741433021806853,0.66715543,,0,0.2453333333333333,1.4046823100898846,107.79490234733534,99.32918950330824,,,,-0.0456939842551946,-0.5443468412346427,50,48,2,4,10,0,0
,-0.12,4.846153846153846,,4.340346108950102,,,0.16192171,0.08362989,0.07829182,130.0,22,22,,,,,1.2461538461538462,0.3004926108374384,0.66749073,,0,0.2718446601941747,1.4384615384615385,112.50422328668031,106.74057462031888,,,,-1.928694009780884,-1.2632668324587577,91,47,0,18,8,0,0
,0.83,2.800830318851442,,2.917971398086971,,,0.15339233,0.09439528,0.05899705,80.1,65,0,,,,,0.1120332127540576,0.2952755905511811,0.72232645,,1,0.247557003257329,1.3443985530486924,76.84963016666181,77.89716106594047,,,,-0.0819040313363075,-1.1349870300926943,52,32,0,1,0,0,0
,1.77,1.675863303458707,,2.3384889640079556,,,0.17989418,0.03703704,0.14285714,48.1,37,0,,,,,0.1862070337176341,0.2638888888888889,0.77731092,,3,0.217877094972067,0.951724839001241,40.79336567744621,57.35282285236695,,,,0.7748221158981323,-0.528628860631011,34,7,3,1,0,0,0
,0.45,4.808220057488543,,3.595456887025262,,,0.12121212,0.1,0.02121212,73.0,18,10,,,,,0.246575387563515,0.3253968253968254,0.65699659,,0,0.2857142857142857,1.6027400191628478,117.28588518927864,87.21912271760598,,,,-1.0406640619039536,-0.3379443664601256,40,33,3,2,5,1,0
,2.24,2.0186919486307784,,3.220216770615274,,,0.16955017,0.07958478,0.0899654,71.1,67,0,,,,,0.5046729871576946,0.2311320754716981,0.82633053,,8,0.2,1.065420750666244,50.50552748936656,80.38142378085271,,,,0.9673820734024048,-0.6893459830418341,49,23,1,4,0,0,0
,2.8,3.418348815265554,,4.237382177847848,,,0.14731586,0.15980025,-0.01248439,181.2,31,29,,,,,0.3467890102443315,0.2573529411764705,0.7615156,,1,0.2197309417040358,1.5137615526538284,92.37939710493448,113.73834077322364,,,,0.0547861009836196,0.1909423961874219,118,128,4,7,15,3,0
,0.71,3.176471301016258,,2.75769148664903,,,0.1980198,0.05445545,0.14356436,51.0,44,0,,,,,0.5294118835027096,0.2448979591836734,0.68376068,,16,0.2052631578947368,0.9803923768568698,89.22652943596465,74.64716064313784,,,,2.307271957397461,0.0915365750774899,40,11,1,3,0,0,0
,0.75,3.5999997014584997,,3.8644262928593207,,,0.13842975,0.07231405,0.0661157,115.0,25,20,,,,,0.7826086307518477,0.2561307901907357,0.7,,0,0.2342342342342342,1.2086955519389648,99.90047220219094,104.60592203703,,,,-0.6402600705623627,-1.003856147597539,67,35,5,10,7,0,0
,-0.18,3.891891624389399,,3.8106856136524865,,,0.09128631,0.08298755,0.00829876,111.0,40,13,,,,,0.4054053775405624,0.2794871794871795,0.64666667,,1,0.2596810933940774,1.3873872920277026,100.62394282369634,99.04436702370695,,,,-0.4817640781402588,-0.3499295872533236,44,40,3,5,6,0,0
,0.33,4.4587148161171,,2.6630702075889165,,,0.21568627,0.06535948,0.1503268,36.1,7,6,,,,,0.4954127573463444,0.3271028037383177,0.66371681,,0,0.2605633802816901,1.2935777552932328,111.18294980222004,67.517758328458,,,,0.0227480205358006,-0.241631060032276,33,10,1,2,3,0,0
,2.28,3.176470368918139,,3.955278159729457,,,0.13712375,0.08026756,0.05685619,73.2,14,14,,,,,0.8552035608625759,0.2687224669603524,0.80291971,,0,0.2472727272727272,1.2488686920532854,77.32069617815515,96.11144460701476,,,,0.7730360627174377,-0.102586533500301,41,24,0,7,7,0,0
,-0.05,4.314433244199846,,4.57738031043119,,,0.08808933,0.0707196,0.01736973,194.0,32,29,,,,,1.0670103722214672,0.2649310872894334,0.66427289,,0,0.2623828647925033,1.3041237882706822,107.94253524603866,113.700105445609,,,,-0.4936020672321319,-1.0003611977468323,71,57,2,23,11,5,0
,2.6399999999999997,2.4048580024678463,,3.098645674078943,,,0.18731118,0.06646526,0.12084592,82.1,59,0,,,,,0.6558703643094126,0.2821576763485477,0.83333333,,15,0.2394822006472491,1.165991758772289,65.90853068405181,82.6535761233706,,,,2.0633620023727417,0.8103548204910991,62,22,0,6,0,0,0
,1.68,2.6574813526561343,,2.8675417525687443,,,0.13988095,0.06845238,0.07142857,84.2,69,0,,,,,0.2125985082124907,0.2424242424242424,0.68445476,,0,0.2108626198083067,1.0511815128284263,73.34840436364921,76.81889203479678,,,,0.3017361164093017,-0.6971217200957665,47,23,0,2,0,0,0
,0.49,4.456813737997144,,4.341335303667098,,,0.10316369,0.07702889,0.0261348,173.2,41,25,,,,,0.932821480045914,0.265625,0.67713445,,0,0.2556053811659193,1.3071017035211263,115.22987123734426,113.07325339322364,,,,-0.7749739279970527,-0.8813360925237281,75,56,2,18,12,0,0
,-0.42,4.833332309016692,,3.4298046767466612,,,0.13247863,0.07692308,0.05555556,54.0,11,11,,,,,0.4999998940362095,0.2967032967032967,0.59322034,,0,0.2638888888888889,1.3888885945450264,129.2729635259246,88.9781454183223,,,,-1.2999160289764404,-0.9034571303323882,31,18,0,3,5,0,0
,0.45,3.183406643831119,,3.104639062741265,,,0.13975155,0.05900621,0.08074534,76.1,61,0,,,,,0.4716157990860917,0.2834645669291338,0.70469799,,17,0.2508250825082508,1.244541692032742,88.3399592509624,83.69715485643324,,,,1.7784439325332642,0.3941441923823094,45,19,0,4,0,0,0
,0.91,3.610465316465584,,3.204567952978735,,,0.21610169,0.07627119,0.13983051,57.1,34,2,,,,,0.78488376444904,0.3043478260869565,0.74242424,,1,0.2488479262672811,1.255814023118464,89.09429346683598,80.16599824821547,,,,0.815436065196991,0.1615564350963573,51,18,1,5,0,0,0
,-0.13,3.8061682963494143,,2.868946586474819,,,0.21130952,0.11607143,0.0952381,75.2,56,0,,,,,0.2378855185218384,0.34375,0.72048611,,8,0.265993265993266,1.5594717325320515,106.48639318537307,79.82400442390394,,,,-0.7394360303878784,-0.4207019801164788,71,39,0,2,0,0,0
,0.66,3.35503057029312,,3.2462633833106356,,,0.15261044,0.09236948,0.06024096,56.1,48,0,,,,,0.3195267209802971,0.3189189189189189,0.71776156,,17,0.2711111111111111,1.4911246979080532,82.08129753886816,81.06092501315202,,,,0.3735219836235046,0.4215075717000253,38,23,1,2,0,0,0
,0.19,4.842391404740528,,3.817687266017179,,,0.12454212,0.08424908,0.04029304,61.1,11,11,,,,,0.5869565339079429,0.2952380952380952,0.6557377,,0,0.2661290322580645,1.4510869866057476,119.4941380347004,95.24997360205144,,,,-0.2078599780797958,0.2593912091414671,34,23,2,4,7,1,0
,-1.03,6.090226131618039,,4.130166933358492,,,0.19854722,0.17917676,0.01937046,88.2,17,16,,,,,0.4060150754412026,0.3174603174603174,0.60625815,,0,0.2485207100591716,1.781955053325278,150.286554969858,102.93760552053206,,,,-1.9383740834891796,-1.0730865772389528,82,74,1,4,6,1,1
,-0.73,6.266476485366685,,4.617908611166227,,,0.13636364,0.10037879,0.03598485,116.1,23,22,,,,,1.0057307939477396,0.3420365535248041,0.64047363,,0,0.3076923076923077,1.6934099692966211,152.5367052605671,111.99641161342046,,,,-2.49859787337482,-0.4872437665811868,72,53,7,13,9,0,0
,-0.5,4.491089320942403,,3.984443648910189,,,0.16901408,0.08309859,0.08591549,168.1,32,27,,,,,1.0158416321179244,0.2823529411764706,0.67375887,,1,0.25115562403698,1.3188119434513406,125.64864872612016,111.56048528956848,,,,-1.4407280385494232,-1.329100336999312,120,59,2,19,14,1,0
,0.82,3.6089103458653295,,3.108205933716242,,,0.10958904,0.04794521,0.06164384,67.1,50,0,,,,,0.400990038429481,0.3251028806584362,0.74074074,,0,0.2949640287769784,1.425742358860377,84.47142539577835,77.56026655108782,,,,-0.9846879839897156,-1.2847900156846852,32,14,0,3,0,0,0
,0.63,3.600000823974798,,2.9357307426452683,,,0.20283019,0.08018868,0.12264151,50.0,17,6,,,,,0.5400001235962197,0.3355704697986577,0.75987842,,0,0.2717948717948718,1.4000003204346436,101.43983681599254,78.57415705109162,,,,0.6509140431880951,0.8491472135409357,43,17,0,3,3,0,0
,1.27,3.266903870241106,,3.9019940553269663,,,0.15748031,0.06299213,0.09448819,93.2,31,9,,,,,1.056939487430946,0.231578947368421,0.77367206,,3,0.2162921348314606,1.0782918003083388,87.3770553852729,101.45806631249994,,,,0.0308600887656211,-0.3439111003562545,60,24,1,11,5,0,0
,0.57,3.579250799157108,,3.685701924139264,,,0.18664047,0.09823183,0.08840864,115.2,46,10,,,,,0.7780979998167626,0.3210227272727273,0.74534161,,3,0.2691466083150984,1.4956772663144438,100.5405358730981,100.35673136664002,,,,-1.3355700373649595,-1.6069596541577014,95,50,2,10,6,0,0
,1.62,3.167597495342447,,4.012155206761324,,,0.11885246,0.0942623,0.02459016,59.2,9,9,,,,,0.6033519038747518,0.2580645161290322,0.77030812,,0,0.2374429223744292,1.2569831330723995,76.59658986977136,96.40763716627096,,,,0.863692045211792,0.0348253029044606,29,23,2,4,6,1,0
,1.32,3.8495054157528017,,4.305235850019414,,,0.15462428,0.1083815,0.04624278,168.1,27,27,,,,,0.9089110009416336,0.2494887525562372,0.72090628,,0,0.2267536704730832,1.271287282362808,106.00713422117474,116.98761277092191,,,,-0.64957195520401,-0.8339874643752061,107,75,4,17,18,0,0
,1.0,4.018394174605837,,4.731984683513971,,,0.12470862,0.10955711,0.01515152,199.1,31,29,,,,,0.948160423221602,0.2336,0.71723001,,0,0.2217795484727755,1.3093643939726884,100.53595229639744,117.49567888948674,,,,-0.5823941230773926,-0.0579690682896687,107,94,11,21,16,4,1
,-1.26,5.967656213735948,,4.553844281088849,,,0.1130742,0.10954064,0.00353357,123.2,23,23,,,,,0.8005392481840906,0.3286384976525822,0.64805583,,0,0.3013972055888224,1.7223723218506193,148.53481390067088,112.27559757406726,,,,-2.5668880939483643,-1.4174969224998768,64,62,3,11,7,2,1
,2.37,2.884616231072127,,3.317269321306257,,,0.17197452,0.06687898,0.10509554,78.0,74,0,,,,,0.6923078954573104,0.2413793103448276,0.75396825,,7,0.2123287671232876,1.0641028763510512,75.5070962612774,86.48008592006283,,,,1.8627240657806396,-0.0709497741496472,54,21,1,6,0,0,0
,1.06,3.989113624990736,,4.451376174331012,,,0.11646137,0.07950728,0.03695409,214.1,34,34,,,,,1.0497667434186149,0.2554426705370101,0.71369295,,0,0.245721271393643,1.2690513520438365,112.40415070592368,120.03306010319348,,,,-0.3498720526695251,-0.1982665548557189,104,71,4,25,19,3,3
,-0.37,5.542105374428706,,3.582046528390901,,,0.16382253,0.05802048,0.10580205,63.1,36,4,,,,,0.9947368620769472,0.3619909502262443,0.6581741,,7,0.3152173913043478,1.6421052961270242,135.5883920278256,89.30855460891678,,,,-3.852275937795639,-1.2748356869598223,48,17,0,7,2,0,0
,0.93,2.863636363636364,,3.242094360698353,,,0.17514124,0.05084746,0.12429379,44.0,8,8,,,,,0.8181818181818182,0.2406015037593984,0.68527919,,0,0.2142857142857142,1.0227272727272727,79.0384315361285,87.07907720218333,,,,0.3690842092037201,-0.104021921927017,31,9,0,4,5,0,0
,2.17,1.0,,2.8279529465569393,,,0.20437956,0.10218978,0.10218978,36.0,32,0,,,,,0.25,0.1595744680851064,0.90909091,,15,0.1300813008130081,0.8333333333333334,24.936098043391883,71.61509089893697,,,,2.407773971557617,0.0004253137603531,28,14,0,1,0,0,0
,0.89,2.357143713503779,,2.8319211918750833,,,0.22891566,0.07228916,0.15662651,42.0,29,0,,,,,0.6428573764101215,0.2300884955752212,0.73369565,,1,0.1883116883116883,0.9761908308449994,58.53212914056464,70.42190692399659,,,,0.9466820359230042,0.1958404995540588,38,12,0,3,0,0,0
,1.38,2.525180964926725,,2.985227184074549,,,0.21649485,0.14948454,0.06701031,46.1,27,0,,,,,0.0,0.2704918032786885,0.77777778,,2,0.2012195121951219,1.3381300839782644,61.04011533945688,73.8419413278591,,,,0.4784539937973022,-0.4973258922982645,42,29,1,0,0,0,0
,1.05,2.9605272073827664,,3.0925729009253384,,,0.22670807,0.09937888,0.12732919,76.0,55,0,,,,,0.5921054414765533,0.2748815165876777,0.76404494,,2,0.2179930795847751,1.2500003764505014,83.16069719597337,83.92470436086545,,,,-1.6435880661010742,-2.373463910650083,73,32,1,5,0,0,0
,0.14,3.742575812324069,,2.7369187937847466,,,0.27536232,0.07971014,0.19565217,33.2,59,0,,,,,0.8019805312123004,0.3255813953488372,0.68783069,,2,0.2440944881889764,1.247525270774689,105.12830724389836,74.07167464132495,,,,-0.1132260560989379,0.2212749024281023,38,11,0,3,0,0,0
,-0.23,4.716157048116058,,3.4321499191044573,,,0.17151163,0.07848837,0.09302326,76.1,40,0,,,,,0.7074235572174087,0.3346613545816733,0.68430657,,3,0.2848101265822785,1.5327510406377187,117.60255453985567,86.62937286743234,,,,-0.1038818731904029,0.0639192228236024,59,27,1,6,0,0,0
,2.5,2.238342676775104,,3.290964022596542,,,0.20784314,0.07843137,0.12941177,64.1,49,0,,,,,0.6994820864922199,0.2183908045977011,0.81355932,,17,0.1853448275862069,0.979274921089108,58.5903782071443,85.78098947577413,,,,2.7400619983673096,0.7152138328070361,53,20,3,5,0,0,0
,2.38,1.953948054947923,,3.625467836889959,,,0.21957041,0.13603819,0.08353222,101.1,71,0,,,,,0.6217107447561572,0.2509505703422053,0.80698835,,3,0.2016574585635359,1.2828951875920704,50.51886751661521,94.1490996357998,,,,1.590684175491333,-0.3368964044023801,92,57,0,7,0,0,0
,-0.09,4.11167565935069,,3.190756148429958,,,0.21111111,0.05555556,0.15555556,65.2,54,1,,,,,0.9593909871818276,0.3141361256544502,0.69252078,,2,0.2627450980392157,1.2487311261731726,114.09954832634416,86.06703161081961,,,,0.1712999530136585,-0.0993621389093603,57,15,0,7,0,0,0
,2.37,2.5772725708622675,,3.5239125019656754,,,0.20261438,0.11437908,0.0882353,73.1,50,4,,,,,0.6136363263957779,0.2512315270935961,0.81176471,,6,0.2074074074074074,1.2409090156003508,67.46213447856773,91.97188870967167,,,,-0.0454318970441818,-0.5517570834853761,62,35,1,5,1,0,0
,0.57,3.669903456294007,,2.680973416892145,,,0.22463768,0.07246377,0.15217391,34.1,34,0,,,,,0.5242719223277152,0.2421052631578947,0.65217391,,7,0.1953125,1.0194176267483352,88.71100066420703,66.44956898405007,,,,-0.0335479788482189,-0.2884831174158412,31,10,0,2,0,0,0
,0.41,4.218749750114527,,4.3807306340057455,,,0.17105263,0.12280702,0.04824561,160.0,28,27,,,,,0.899999946691099,0.2581344902386117,0.70582428,,0,0.2272727272727272,1.3687499189260464,116.175332336422,119.06963794612471,,,,-1.693145975470543,-0.1721905472626508,117,84,6,16,13,1,0
,-0.35,4.581817864031853,,4.805730589086369,,,0.10631579,0.09578947,0.01052632,220.0,35,35,,,,,1.0227272017928244,0.2700831024930747,0.68989547,,0,0.2594339622641509,1.4136362655891928,117.32191021641988,120.94663680586476,,,,-0.4649520218372345,-0.4071924996407997,101,91,11,25,19,7,1
,0.44,4.316326530612245,,4.13124092841635,,,0.16666667,0.09490741,0.07175926,98.0,41,12,,,,,1.010204081632653,0.3420195439739413,0.74333801,,2,0.2974358974358974,1.6020408163265305,101.02945752923858,102.65295841923908,,,,0.0944458842277526,1.1831195261990035,72,41,1,11,5,0,0
,2.02,2.335136098144572,,3.5368120862935504,,,0.17748918,0.04329004,0.13419913,61.2,50,0,,,,,1.02162204293825,0.1860465116279069,0.82089552,,1,0.1772727272727272,0.7945949222853057,54.21055156945679,87.22213794369164,,,,1.3812599182128906,-0.6378822929521384,41,10,1,7,0,0,0
,1.0,3.0000014305121567,,2.9182307541370536,,,0.17894737,0.06842105,0.11052632,48.0,34,0,,,,,0.3750001788140196,0.2517985611510791,0.67073171,,1,0.2114285714285714,1.0416671633722767,78.52739451357104,75.87513341522694,,,,0.6321660280227661,-0.0142830164951346,34,13,2,2,0,0,0
,0.41,4.090909090909091,,3.4011852697892624,,,0.13286713,0.06993007,0.06293706,33.0,8,6,,,,,0.5454545454545454,0.2857142857142857,0.7038835,,0,0.2556390977443609,1.3333333333333333,95.75325761958784,84.74637478971253,,,,0.1303420197218656,-0.1546999904508425,19,10,0,2,3,0,0
,-1.91,5.603773419250647,,4.667051425506643,,,0.06851852,0.05185185,0.01666667,123.2,26,22,,,,,1.164420450753381,0.299781181619256,0.57285181,,0,0.3,1.4636118165719585,139.47778024713648,115.03405729268329,,,,-2.730234056711197,-1.5379897388081525,37,28,2,16,9,0,0
,-0.38,4.039370200070665,,4.131321313830717,,,0.13178295,0.11111111,0.02067183,84.2,16,16,,,,,0.6377952947479998,0.3076923076923077,0.6867284,,0,0.2740524781341107,1.618110284823629,111.23560372603504,112.19132853035592,,,,-1.7144900560379028,-0.2047021102033583,51,43,1,6,6,0,0
,-0.69,5.148836843883649,,3.846428328442411,,,0.15360502,0.11285266,0.04075235,71.2,14,13,,,,,0.5023255457447463,0.3039647577092511,0.64849624,,0,0.2607142857142857,1.5209301246160374,144.0506624814775,107.63387649363725,,,,-0.8878799928352237,-0.2429223271851645,49,36,3,4,5,0,0
,0.47,3.390698155701841,,3.4557308095000634,,,0.16776316,0.09210526,0.07565789,71.2,61,0,,,,,0.502325652696569,0.2752293577981651,0.73825503,,24,0.2344322344322344,1.2837211124467875,95.54216357842962,92.79821757878464,,,,0.5484939813613892,0.8050653744287563,51,28,3,4,0,0,0
,0.4,4.586872353586269,,4.593182373420425,,,0.11873351,0.1055409,0.01319261,86.1,16,15,,,,,0.9382238905062824,0.2957746478873239,0.70016474,,0,0.2751479289940828,1.5405404621893275,106.48496268126696,112.88215478801804,,,,-0.7882559448480606,-0.5609325341191014,45,40,1,9,7,1,0
