Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Walter Johnson,1006511,116635.0,WAS,8.517121315002441,,15.22,1.1445086705202312,,1.896983665400158,,,,,,,346.0,48,36,,,,,6.320809248554913,0.9884393063583816,6.39473684,0.2341040462427745,0.2333319382245846,0.83708709,,2,0.1920975060444474,0.7803468208092486,39.162523248168995,62.601116624998326,,,,,,243,38,9,9,,29,11,44
Grover Alexander,1000128,110127.0,PHI,5.479000091552734,,6.57,2.791077443257723,,2.6636689990279736,,,,,,,306.1,47,36,,,,,4.671382247136611,2.203482192045571,2.12,0.2644178630454685,0.283576948213845,0.73571024,,2,0.2500303980909188,1.1849837566111738,83.66170843075032,81.8314883155607,,,,,,159,75,3,9,,23,9,95
Babe Adams,1000041,110044.0,PIT,5.391125679016113,,8.38,2.1519658540429627,,2.4379835931952423,,,,,,,313.2,43,37,,,,,4.131774439762489,1.4059510246414022,2.93877551,0.2295430244312493,0.2620722492019417,0.73186528,,0,0.2345223761572397,1.0201912196944416,70.22343571578938,81.72196674616178,,,,,,144,49,0,8,,24,4,75
Christy Mathewson,1008235,118422.0,NYG,5.3286237716674805,,7.14,2.0588235294117645,,2.4938516997044387,,,,,,,306.0,40,35,,,,,2.735294117647059,0.6176470588235294,4.42857143,0.2352941176470588,0.2687763552786536,0.72473404,,2,0.2521838602329451,1.0196078431372548,65.86065422894616,81.89945910740374,,,,,,93,21,0,8,,25,4,70
Cy Falkenberg,1003913,113990.0,CLE,5.1489410400390625,,7.14,2.217391304347826,,2.468986681233282,,,,,,,276.0,39,36,,,,,5.413043478260869,2.869565217391304,1.88636364,0.0652173913043478,0.2781969068276122,0.75941677,,0,0.2341782115869017,1.181159420289855,73.43759474907424,79.53490809423734,,,,,,166,88,6,2,,23,6,68
Rube Marquard,1008125,118295.0,NYG,4.912925720214844,,5.42,2.5,,2.500387647416857,,,,,,,288.0,42,33,,,,,4.71875,1.53125,3.08163265,0.3125,0.2646914898349571,0.6993007,,3,0.2339269544219741,1.03125,79.97365156372034,82.10854054940042,,,,,,151,49,3,10,,20,4,80
Dick Rudolph,1011284,121538.0,BSN,4.700736045837402,,4.11,2.9237972089508477,,2.624125030890333,,,,,,,249.1,33,22,,,,,3.9344925404400297,2.129679448495062,1.84745763,0.1443850473555974,0.2994859572575087,0.69559668,,0,0.2684368517477736,1.2713905558812328,86.21193583097019,79.33211876025439,,,,,,109,59,2,4,,17,2,81
Lefty Tyler,1013252,123535.0,BSN,4.699881553649902,,2.82,2.7898968659951677,,2.89004196346813,,,,,,,290.1,39,34,,,,,4.432836131525655,3.347876239194201,1.32407407,0.0619977081332259,0.2644926912671175,0.64507198,,2,0.2303194513829776,1.2158439428349312,82.26371133054998,87.17302286180518,,,,,,143,108,11,2,,28,4,90
Jim Scott,1011684,121934.0,CHW,4.508971691131592,,7.96,1.901814424842626,,2.5399346640427605,,,,,,,312.1,48,38,,,,,4.552828471592953,2.4781218263100886,1.8372093,0.0576307401467462,0.2569954303589824,0.72922719,,1,0.2224615660263227,1.0821772316444571,67.11626787744831,87.2541193478448,,,,,,158,86,9,2,,25,4,66
Eddie Plank,1010385,120616.0,PHA,4.418354034423828,,3.2,2.59615346524848,,2.2509981927686225,,,,,,,242.2,41,30,,,,,5.600273903607435,2.1140106788451907,2.64912281,0.1112637199392205,0.280580547980519,0.70422535,,4,0.2356699016419542,1.104395442359671,91.47498280710104,76.93544296845137,,,,,,151,57,6,3,,18,7,70
