fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,8.96,78.94148527741882,-6.334033012390137,-0.854095276677981,,,,,187.62147641476915,0.5082774160513237,,,,,1.152569612,0.703315881,0.449253731,0.356020942,0.347294939,0.361111111,149,670,573,125,163,48,94,403,204,110,37,9,2,96,,93.0,0.13880597,0.143283582,,,,,,,,,0.0,,,,,,,
,7.97,61.79881754069332,-8.537238597869873,2.5904605260584503,,,,,176.20696145640775,0.4615574246258397,,,,,1.024633006,0.602310231,0.422322775,0.367986798,0.234323433,0.359778597,152,667,606,101,120,28,79,365,223,144,44,7,15,56,,36.0,0.053973013,0.08395802,,,,,,,,,-2.0,,,,,,,
,7.09,22.33825238962362,25.382716178894043,-1.100688541773707,,,,,124.77623294534897,0.3913809331039616,,,,,0.843156674,0.445182724,0.39797395,0.308970099,0.136212625,0.33029197,152,696,602,89,118,5,61,268,186,125,45,11,5,87,,49.0,0.070402298,0.125,,,,,,,,,16.0,,,,,,,
,7.25,23.451805726186592,22.783950328826904,-1.1027260518167168,,,,,125.62412656575088,0.3972947587271105,,,,,0.861572036,0.468152866,0.39341917,0.324840764,0.143312102,0.32597623,155,705,628,103,105,12,60,294,204,144,42,6,5,68,,27.0,0.038297872,0.0964539,,,,,,,,,18.0,,,,,,,
,7.13,58.839601608002866,-13.567901134490969,-4.029876616317779,,,,,167.32705988017645,0.4612468950254924,,,,,1.02959454,0.60539629,0.42419825,0.333895446,0.271500844,0.319845857,152,687,593,138,139,32,85,359,198,113,41,12,9,92,,42.0,0.061135371,0.133915574,,,,,,,,,-7.0,,,,,,,
,6.23,51.007161936330654,-5.790123462677002,-1.6801787158474326,,,,,167.41320334111197,0.461398632630058,,,,,1.023438476,0.581699346,0.44173913,0.300653594,0.281045752,0.310447761,137,575,459,97,103,34,58,267,138,80,21,3,4,114,,90.0,0.156521739,0.198260869,,,,,,,,,0.0,,,,,,,
,6.63,34.950551969633985,9.382716178894045,0.2087980806827545,,,,,145.5352692698636,0.3969358603159587,,,,,0.866035458,0.478184991,0.387850467,0.314136125,0.164048866,0.31608133,152,655,573,85,97,9,57,274,180,123,29,19,3,64,,23.0,0.035114503,0.097709923,,,,,,,,,0.0,,,,,,,
,6.94,44.62021335561197,1.3209877014160156,0.1208611300680786,,,,,166.5547821614881,0.4182696431041597,,,,,0.931672493,0.566287878,0.365384615,0.3125,0.253787878,0.325471698,137,574,528,84,106,27,72,299,165,93,37,8,2,41,,77.0,0.134146341,0.071428571,,,,,,,,,3.0,,,,,,,
,6.24,38.365009591079826,2.9506173133850098,-1.3004190758801997,,,,,153.84177839368053,0.4487760864669062,,,,,0.974259321,0.515151515,0.459107806,0.321678321,0.193473194,0.31377551,130,542,429,104,60,15,49,221,138,89,30,4,8,106,,22.0,0.040590405,0.195571955,,,,,,,,,-1.0,,,,,,,
,6.11,34.13062093015992,1.685185194015503,4.786385538754985,,,,,137.6559969129999,0.388994305034033,,,,,0.842904591,0.455759599,0.387144992,0.315525876,0.140233723,0.332110091,145,669,599,122,57,8,56,273,189,133,36,12,26,67,,46.0,0.068759342,0.100149476,,,,,,,,,-1.0,,,,,,,
