Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Carl Yastrzemski,1014326,124650,LF,BOS,9.261582523475196,,10.48,46.831621343156925,16.71467876434326,0.6504756360227475,,,,,170.4376236483948,0.41353337711636,,,,,0.9215666,0.495361781,0.426204819,0.300556586,0.194805195,0.323255813,157,664,539,90,74,23,57,267,162,105,32,2,13,119,13,90,0.135542168,0.179216867,,,,,,,,,25.0,,,,,,,
Hank Aaron,1000001,110001,RF,ATL,7.139043199565194,,6.77,37.94366271505197,0.3223810195922851,3.972753671201645,,,,,150.787604382271,0.3764051623402839,,,,,0.851900129,0.498349834,0.353550295,0.287128712,0.211221122,0.278846153,160,676,606,84,86,29,66,302,174,108,33,4,28,64,23,62,0.091715976,0.094674556,,,,,,,,,9.0,,,,,,,
Brooks Robinson,1011055,121301,3B,BAL,7.074597940701386,,8.43,10.251070878647926,36.93689942359924,-0.1156471042777411,,,,,115.74068116663948,0.3218612811466819,,,,,0.720335288,0.416118421,0.304216867,0.253289473,0.162828948,0.251838235,162,667,608,65,75,17,59,253,154,95,36,6,1,44,11,55,0.08245877,0.065967016,,,,,,,,,33.0,,,,,,,
Bill Freehan,1004315,114399,C,DET,7.015364535894983,,6.92,30.372825825675733,11.88909387588501,-0.3114187179598957,,,,,148.93840176301097,0.375081349520167,,,,,0.819210032,0.453703703,0.365506329,0.262962962,0.190740741,0.257709251,155,635,540,73,84,25,51,245,142,91,24,2,0,65,4,64,0.100787401,0.102362204,,,,,,,,,5.0,,,,,,,
Willie McCovey,1008423,118605,1B,SFG,6.975231633796468,,7.01,45.22032454486037,-7.623661994934082,0.1581348241597879,,,,,174.90416512647903,0.4075699013714887,,,,,0.923222551,0.544933078,0.378289473,0.292543021,0.252390057,0.275943396,148,608,523,81,105,36,56,285,153,97,16,4,4,72,20,71,0.116776315,0.118421052,,,,,,,,,1.0,,,,,,,
Willie Mays,1008315,118495,CF,SFG,6.686811186413493,,6.25,34.667048572981486,1.8827160596847536,0.4451901464199181,,,,,160.35958202010315,0.3865450073046735,,,,,0.859679555,0.487951807,0.371727748,0.289156626,0.198795181,0.3025,148,573,498,84,79,23,48,243,144,96,20,5,12,67,7,81,0.141361256,0.116928446,,,,,,,,,2.0,,,,,,,
Roberto Clemente,1002340,112391,RF,PIT,6.661636123477328,,8.15,24.121323864877816,16.845679759979248,-0.5731765494128922,,,,,144.80663245092083,0.3644707376102231,,,,,0.837547476,0.482071713,0.355475763,0.290836653,0.19123506,0.312195121,132,557,502,74,57,18,48,242,146,98,18,12,2,51,27,77,0.138240574,0.091561938,,,,,,,,,24.0,,,,,,,
Felipe Alou,1000177,110186,CF,ATL,6.239975889187932,,6.55,26.314488631416033,2.0,-1.1929155383404575,,,,,138.71884732789107,0.3589591938494281,,,,,0.802968971,0.438066465,0.364902506,0.317220543,0.120845922,0.332220367,160,718,662,72,57,11,53,290,210,157,37,5,12,48,14,56,0.077994428,0.066852367,,,,,,,,,2.0,,,,,,,
Ron Santo,1011447,121697,3B,CHC,6.121959310206184,,6.42,19.28322243107719,9.962496042251589,-0.6952623373945244,,,,,129.60570637552337,0.3542220404133952,,,,,0.775035183,0.421143847,0.353891336,0.246100519,0.175043328,0.257777777,162,682,577,86,98,26,46,243,142,96,17,3,3,96,7,106,0.155425219,0.140762463,,,,,,,,,6.0,,,,,,,
Bert Campaneris,1001868,111916,SS,OAK,5.999185891943167,,6.61,14.774160814980736,18.193209648132324,5.195045184969786,,,,,113.72189443508198,0.3161561926091931,,,,,0.691842819,0.361370716,0.330472103,0.275700934,0.085669782,0.302447552,159,707,642,87,38,4,38,232,177,139,25,9,62,50,2,69,0.097595473,0.070721357,,,,,,,,,9.0,,,,,,,
Pete Rose,1011217,121454,RF,CIN,5.477976381746585,,5.53,32.86177575338026,-10.85205888748169,-1.6793942650401732,,,,,150.44617072041046,0.3838068507335804,,,,,0.860952909,0.469648562,0.391304347,0.335463258,0.134185304,0.367647058,149,692,626,94,49,10,58,294,210,152,42,6,3,56,15,76,0.109826589,0.080924855,,,,,,,,,-3.0,,,,,,,
Jim Northrup,1009641,119850,RF,DET,5.332801644824052,,5.78,18.75618097152804,12.059673309326172,-0.8276307993510272,,,,,130.84567833547902,0.3489822413977675,,,,,0.770495385,0.446551724,0.323943661,0.263793103,0.182758621,0.276729559,154,643,580,76,90,21,57,259,153,96,29,7,4,50,4,87,0.135303265,0.077760497,,,,,,,,,18.0,,,,,,,
