Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Ed Walsh,1013570,123878,CHW,7.63853120803833,,9.71,2.221518864746157,,2.1680528950003803,,,,,,,368.2,56,37,,,,,0.0976491808679629,0.2916109776365874,0.7017982,,4,0.2392729513786964,1.082278421286589,69.05204754105894,71.93129665498414,,,,,,255,72,7,4,,33,5,91
Grover Alexander,1000128,110127,PHI,7.23776388168335,,8.37,2.574931880108992,,2.8274558705270127,,,,,,,367.0,48,37,,,,,0.1226158038147139,0.2573671342169605,0.69638554,,3,0.2159189054047911,1.128065395095368,73.66592603759797,76.7736823737604,,,,,,227,129,8,5,,31,7,105
Christy Mathewson,1008235,118422,NYG,6.7736005783081055,,8.2,1.993485342019544,,2.441777467417018,,,,,,,307.0,45,37,,,,,0.1465798045602606,0.2913741517883333,0.71641791,,3,0.259253555110632,1.1107491856677525,60.11540510988149,69.29478594943807,,,,,,141,38,1,5,,29,5,68
Joe Wood,1014224,124535,BOS,6.440610885620117,,5.42,2.0241836474650965,,2.1326857458190456,,,,,,,275.2,44,33,,,,,0.0652962466924224,0.2907655745448909,0.64474533,,3,0.2252386803378288,1.0955259167284217,60.256950094059505,67.83596410488289,,,,,,231,76,11,2,,25,5,62
Babe Adams,1000041,110044,PIT,6.230983257293701,,6.3,2.3318183435487465,,2.5936467180173253,,,,,,,293.1,40,37,,,,,0.1534091015492596,0.2632137710691743,0.69594595,,0,0.2342158983870391,1.0056818879340357,69.14764503795139,72.64483875428536,,,,,,133,42,8,5,,24,6,76
Walter Johnson,1006511,116635,WAS,5.941563606262207,,8.59,1.8986557558270432,,2.531729586304435,,,,,,,322.1,40,37,,,,,0.2233712653914168,0.288038313683478,0.69955407,,1,0.243134784883498,1.123061084329068,57.00566899463956,80.39964550557845,,,,,,207,70,8,8,,36,6,68
Russ Ford,1004223,114305,NYH,5.418222427368164,,7.73,2.271327178472523,,2.63599376925127,,,,,,,281.1,37,33,,,,,0.0959715709213742,0.2807462598569873,0.64871481,,0,0.2403385937693491,1.1623223589366432,65.04431042123504,79.67109472528237,,,,,,158,76,4,3,,26,1,71
Rube Marquard,1008125,118295,NYG,5.249516010284424,,6.34,2.495798136456868,,2.670271478006435,,,,,,,277.2,45,33,,,,,0.2917166653001534,0.2796759768266498,0.73178392,,3,0.220115124570551,1.177670982137656,75.26311474836062,76.18523541612379,,,,,,237,106,4,9,,22,5,77
Mordecai Brown,1001547,111577,CHC,4.664054870605469,,3.57,2.8,,2.7304733294027823,,,,,,,270.0,53,27,,,,,0.1666666666666666,0.2929338103756708,0.67912773,,13,0.2596266044340723,1.1925925925925926,84.270627296895,77.84735174379995,,,,,,129,55,6,5,,21,0,84
Red Ames,1000210,110219,NYG,4.352598190307617,,3.76,2.678048780487805,,2.465071342049576,,,,,,,205.0,34,23,,,,,0.0,0.2697984446913188,0.64912281,,2,0.2272423472797754,1.0926829268292684,80.75905247437237,69.99723441023104,,,,,,118,54,4,0,,13,1,61
Lefty Leifield,1007494,117645,PIT,4.124608516693115,,5.63,2.6320754716981134,,3.2800889827920208,,,,,,,318.0,42,37,,,,,0.1981132075471698,0.2722827294954434,0.73227133,,1,0.2513024312049158,1.2044025157232705,78.0514575389671,93.0005693775597,,,,,,111,82,16,7,,26,2,93
Howie Camnitz,1001866,111910,PIT,3.9740378856658936,,3.15,3.1270234235885885,,3.103749444245044,,,,,,,267.2,40,33,,,,,0.2689912622441797,0.2779015314555738,0.68676196,,1,0.2450440938779717,1.2291406288657654,92.72862370170432,87.7714039705128,,,,,,139,84,4,8,,18,1,93
Nap Rucker,1011281,121530,BRO,3.859461545944214,,9.18,2.70855315172443,,3.1793371614388555,,,,,,,315.2,48,33,,,,,0.3421330296915069,0.2576390351984389,0.76080853,,4,0.2226724071539894,1.1562829244203707,82.44632867738811,92.39658757821051,,,,,,190,110,8,12,,23,5,95
Eddie Plank,1010385,120616,PHA,3.425698757171631,,6.39,2.1038959371277697,,2.771406470027093,,,,,,,256.2,40,30,,,,,0.0701298645709256,0.2901950893438176,0.74723247,,4,0.246669427401981,1.2233765264039254,65.25203855939473,90.48593733562804,,,,,,149,77,14,2,,24,6,60
Ray Caldwell,1001832,111876,NYH,3.4123411178588867,,5.27,3.3529411764705883,,3.069471150753545,,,,,,,255.0,41,27,,,,,0.2470588235294117,0.2886878949324743,0.67349472,,1,0.2502345949327494,1.2509803921568627,96.0186400152004,92.08464642767495,,,,,,145,79,13,7,,19,1,95
Vean Gregg,1005022,115117,CLE,3.227252244949341,,9.05,1.802452053783856,,3.0290907098460935,,,,,,,244.2,34,26,,,,,0.0735694715830145,0.2313050734411608,0.75791855,,0,0.1995451992727004,1.0544957593565416,52.70809151916549,92.85020438786894,,,,,,125,86,10,2,,22,5,49
Ray Collins,1002462,112518,BOS,3.191817283630371,,3.86,2.404109149338081,,2.6904555860123174,,,,,,,194.2,31,24,,,,,0.0462328682565015,0.2832992314631786,0.65481353,,1,0.2510368571207004,1.1712326624980394,71.56676975122856,84.43994639008066,,,,,,86,44,4,1,,14,0,52
