Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Barry Bonds,1109,111188,LF,SFG,10.203491993891843,,9.17,80.00030292717486,5.601132392883301,0.6948333790060133,,,,,212.34038053405337,0.5025419861017317,,,,,1.277808857,0.748717948,0.529090909,0.341025641,0.407692307,0.304498269,130,550,390,111,90,45,68,292,133,65,22,1,7,148,61,58,0.105454545,0.269090909,2.551724137,,,7.992233753204346,-0.3397183267081551,0.0,0.0,5.0,0.0,,,,,,,,,1044.0
Albert Pujols,1177,405395,LF,STL,9.538913575512115,,8.65,79.84157307157263,-5.42111873626709,5.645565457409248,,,,,184.3889153503339,0.4609100272184318,,,,,1.106082724,0.666666666,0.439416058,0.358714043,0.307952623,0.346311475,157,685,591,137,124,43,95,394,212,117,51,1,5,79,12,65,0.09489051,0.115328467,1.215384615,,,6.35780143737793,-1.0152973955362246,0.0,0.0,1.0,0.0,,,,,,,,,1273.3
Alex Rodriguez,1274,121347,SS,TEX,9.173897864970805,,8.38,50.34949103681669,18.17782974243164,4.291174151236191,,,,,151.47855676782706,0.416484563147768,,,,,0.995474705,0.59967051,0.395804195,0.298187808,0.301482702,0.304545454,161,715,607,124,118,47,83,364,181,98,30,6,17,87,10,126,0.176223776,0.121678321,0.69047619,,,4.606215953826904,0.0090291424368125,0.0,0.0,8.0,0.0,,,,,,,,,1369.2
Bret Boone,1067,111214,2B,SEA,7.3685212993557005,,5.94,38.21470754102699,12.318080425262451,3.097665914800018,,,,,139.80642233697745,0.3835289974015382,,,,,0.901847046,0.535369774,0.366477272,0.294212218,0.241157556,0.315565031,159,705,622,111,117,35,75,333,183,108,35,5,16,68,3,125,0.177304964,0.0964539,0.544,,,1.9450023174285889,-0.9532615232342968,0.0,0.0,-4.0,0.0,,,,,,,,,1375.0
Gary Sheffield,114,122111,RF,ATL,7.329678782248462,,6.83,56.999448081745,-4.791260480880737,2.5561883514747024,,,,,162.5618907693528,0.4308426804130986,,,,,1.023045722,0.604166666,0.418879056,0.329861111,0.274305555,0.308163265,155,678,576,126,132,39,78,348,190,112,37,2,18,86,6,55,0.081120943,0.126843657,1.563636363,,,5.3911004066467285,-0.8280559589855914,0.0,0.0,-2.0,0.0,,,,,,,,,1288.1
Carlos Beltrán,589,136860,CF,KCR,6.925237351457768,,5.84,39.32715265878326,10.255564332008362,13.96917232265696,,,,,133.66220112815452,0.3891327504728948,,,,,0.910777254,0.522072936,0.388704318,0.307101727,0.214971209,0.318289786,141,602,521,102,100,26,50,272,160,110,14,10,41,72,4,81,0.134551495,0.119601328,0.888888888,,,2.6747357845306396,-0.5426142620133354,0.0,0.0,0.0,0.0,,,,,,,,,1123.0
Javy Lopez,103,117919,C,ATL,6.763860483985925,,6.79,43.28487675969193,9.180727005004885,-0.9979559978237376,,,,,169.6988536358639,0.4417811362110838,,,,,1.064867492,0.687089715,0.377777777,0.328227571,0.358862144,0.329230769,129,495,457,89,109,43,75,314,150,75,29,3,0,33,5,90,0.181818181,0.066666666,0.366666666,,,2.963547945022583,-1.58194746710502,0.0,0.0,4.0,0.0,,,,,,,,,992.0
Marcus Giles,89,279578,2B,ATL,6.727277210403126,,7.85,37.078185160305146,10.421697854995728,5.57566353189759,,,,,138.6515604841877,0.3941965473406196,,,,,0.916715789,0.526315789,0.3904,0.315789473,0.210526316,0.337004405,145,635,551,101,69,21,72,290,174,102,49,2,14,59,2,80,0.125984251,0.092913385,0.7375,,,3.9787580966949463,0.4989153723325605,0.0,0.0,19.0,0.0,,,,,,,,,1213.2
Todd Helton,432,115732,1B,COL,6.574862488971438,,6.25,56.91733137595027,-13.19713532924652,0.3470998604316264,,,,,162.6943018313321,0.452775155344317,,,,,1.087539556,0.629502572,0.458036984,0.358490566,0.271012006,0.362886597,160,703,583,135,117,33,87,367,209,122,49,5,0,111,21,72,0.102418207,0.157894736,1.541666666,,,5.14884614944458,-0.7017466008049658,0.0,0.0,-8.0,0.0,,,,,,,,,1369.0
Jim Edmonds,1153,113744,CF,STL,6.301141517231245,,6.01,36.91292875546682,9.670917868614197,-1.2666293900692835,,,,,156.01854393405324,0.4174282185676444,,,,,1.002355324,0.617449664,0.38490566,0.275167785,0.342281879,0.296819787,137,531,447,89,89,39,73,276,123,50,32,2,1,77,6,127,0.239171374,0.145009416,0.606299212,,,3.2719101905822754,-0.2996786549579342,0.0,0.0,8.0,0.0,,,,,,,,,1023.1
