Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Joe Morgan,1009179,119371,2B,CIN,9.51827008448555,,9.64,64.39647934650402,2.091001272201538,8.460482299793512,,,,,183.81407411039908,0.4537227039813188,,,,,1.020344641,0.576271186,0.444073455,0.319915254,0.256355932,0.298076923,141,599,472,113,111,27,62,272,151,89,30,5,60,114,8,41,0.068447412,0.190317195,,,6.7350945472717285,-0.6686942025187301,,,,,-1.0,,,,,,,
Mike Schmidt,1011586,121836,3B,PHI,8.309427111015573,,8.04,39.47260155119768,13.906721115112305,-0.7260473027126864,,,,,151.1769888618294,0.4058565853823846,,,,,0.900040978,0.523972602,0.376068376,0.261986301,0.261986301,0.284653465,160,705,584,112,107,38,73,306,153,80,31,4,14,100,8,149,0.211347517,0.141843971,,,3.775023460388184,-1.0314899209106505,,,,,10.0,,,,,,,
Graig Nettles,1009517,119720,3B,NYY,8.12095751485657,,8.0,24.910921286215647,30.935527801513672,-0.1755668760742992,,,,,136.26218396087003,0.3645313986460857,,,,,0.803372918,0.475128644,0.328244274,0.253859348,0.221269296,0.251082251,158,657,583,88,93,32,63,277,148,85,29,2,11,62,6,94,0.143074581,0.09436834,,,1.7775897979736328,-0.6769262780878531,,,,,27.0,,,,,,,
Pete Rose,1011217,121454,3B,CIN,7.400624602788003,,6.98,36.96707482092383,5.724745988845825,-0.3043278583791107,,,,,144.07439422829523,0.3925839490554434,,,,,0.854103638,0.44962406,0.404479578,0.32330827,0.12631579,0.339966832,162,759,665,130,63,10,58,299,215,157,42,6,9,86,7,54,0.071146245,0.113306982,,,3.631943941116333,1.054932232925104,,,,,2.0,,,,,,,
George Brett,1001400,111437,3B,KCR,6.961242757171523,,7.55,32.71060876652906,9.0338454246521,-0.0913072472903877,,,,,144.18649491748025,0.3809615776092027,,,,,0.838971406,0.462015503,0.376955903,0.333333333,0.12868217,0.340983606,159,705,645,94,67,7,55,298,215,160,34,14,21,49,4,36,0.051063829,0.069503546,,,5.140254497528076,2.763405805656661,,,,,5.0,,,,,,,
Ron Cey,1002108,112162,3B,LAD,6.394541917733729,,6.05,27.80825495868916,11.481481313705444,-1.6631528867874297,,,,,144.08613463414483,0.3851807083839025,,,,,0.848439019,0.462151394,0.386287625,0.27689243,0.185258964,0.283618581,145,600,502,69,80,23,44,232,139,95,18,3,0,89,13,74,0.123333333,0.148333333,,,5.276203632354736,1.361109432244433,,,,,8.0,,,,,,,
Rod Carew,1001942,111986,1B,MIN,6.361850912678689,,6.8,36.50446488300555,0.903040885925293,1.43291407963261,,,,,148.48168330490537,0.3866077374694939,,,,,0.857508002,0.462809917,0.394698085,0.330578512,0.132231405,0.347272727,156,687,605,97,90,9,50,280,200,150,29,12,49,67,14,52,0.075691411,0.097525473,,,3.8337223529815674,0.9248036799080136,,,,,10.0,,,,,,,
George Foster,1004250,114333,LF,CIN,6.3229285304851235,,5.93,37.29170672880336,0.297213077545166,2.116886659176089,,,,,150.35200099791396,0.4022419297676025,,,,,0.893885473,0.53024911,0.363636363,0.306049822,0.224199288,0.315673289,144,627,562,86,121,29,59,298,172,113,21,9,17,52,4,89,0.141945773,0.082934609,,,2.835235834121704,-0.2911548162089339,,,,,6.0,,,,,,,
Garry Maddox,1007948,118117,CF,PHI,6.309536441185704,,6.36,21.884026161043657,18.29903995990753,1.1814992246218026,,,,,131.708677783815,0.3759049525722913,,,,,0.832876984,0.455743879,0.377133105,0.329566854,0.126177025,0.355789473,146,586,531,75,68,6,49,242,175,126,37,6,29,42,8,59,0.100682593,0.071672354,,,2.632240056991577,0.4973263585592491,,,,,20.0,,,,,,,
Bobby Grich,1005033,115130,2B,BAL,5.74876736601044,,6.08,28.9917268275864,4.17307710647583,0.3912748938892036,,,,,144.16489856148462,0.3686491708582669,,,,,0.790343679,0.416988416,0.373355263,0.266409266,0.15057915,0.307125307,144,615,518,93,54,13,48,216,138,90,31,4,14,86,1,99,0.160975609,0.139837398,,,3.577308416366577,0.9316351906044223,,,,,1.0,,,,,,,
Mark Belanger,1000786,110806,SS,BAL,5.6430846051482275,,6.52,2.2157331058665575,33.11296272277832,-1.077250459115021,,,,,105.30950122961546,0.3121533252582418,,,,,0.661310636,0.325670498,0.335640138,0.270114942,0.055555556,0.304347826,153,589,522,66,40,1,25,170,141,116,22,2,27,51,0,64,0.108658743,0.086587436,,,0.1930835396051406,0.4311341029759215,,,,,24.0,,,,,,,
Mickey Rivers,1011005,121253,CF,NYY,5.50616355375768,,6.42,20.905068148198545,11.384087920188904,5.847502308897674,,,,,123.3659157250416,0.3457801921445815,,,,,0.758432897,0.432203389,0.326229508,0.311864406,0.120338983,0.328358208,137,612,590,95,67,8,47,255,184,137,31,8,43,12,0,51,0.083333333,0.019607843,,,3.187716007232666,0.6724114441654194,,,,,13.0,,,,,,,
Cesar Cedeno,1002100,112153,CF,HOU,5.337635630120557,,5.88,30.52217608791485,-2.750795364379883,5.8641771144466475,,,,,134.85270539877692,0.3680359737370341,,,,,0.811393357,0.453913043,0.357480314,0.297391304,0.156521739,0.3,150,635,575,89,83,18,49,261,171,122,26,5,58,55,9,51,0.08031496,0.086614173,,,4.726446151733398,1.1753578237489686,,,,,-1.0,,,,,,,
Roy White,1013890,124186,LF,NYY,5.134524687770333,,5.53,25.79804702931913,-1.0672149658203125,1.15793954662513,,,,,132.14331585835697,0.3585425540493123,,,,,0.773848192,0.408945686,0.364902506,0.285942492,0.123003194,0.290492957,156,728,626,104,65,14,46,256,179,133,29,3,31,83,1,53,0.072802197,0.114010989,,,2.9109482765197754,0.3934149809956664,,,,,6.0,,,,,,,
Sal Bando,1000505,110526,3B,OAK,5.105188101154538,,5.79,21.218112249035553,5.50684928894043,1.6057816413231194,,,,,129.10239218088535,0.3534512064313587,,,,,0.762185839,0.427272727,0.334913112,0.24,0.187272727,0.232300884,158,640,550,75,84,27,47,235,132,85,18,2,20,76,1,74,0.115625,0.11875,,,2.198460340499878,-0.8221816427756763,,,,,2.0,,,,,,,
Reggie Jackson,1006308,116439,RF,BAL,4.840631070362372,,5.29,35.8570323014866,-9.534866333007812,2.8671899685868993,,,,,156.14686321390212,0.3860709776462963,,,,,0.853262512,0.502008032,0.35125448,0.277108433,0.224899599,0.304109589,134,558,498,84,91,27,56,250,138,82,27,2,28,54,7,108,0.193548387,0.096774193,,,5.097829818725586,1.680411033647391,,,,,-3.0,,,,,,,
Johnny Bench,1000826,110849,C,CIN,4.782239023304255,,4.63,9.334816788640522,17.185184478759766,1.7083242872031406,,,,,112.4004704081596,0.3438542091147804,,,,,0.741374473,0.393548387,0.347826086,0.234408602,0.159139785,0.259776536,135,552,465,62,74,16,41,183,109,68,24,1,13,81,6,95,0.172101449,0.14673913,,,-0.6502105593681335,-0.7775962239136457,,,,,10.0,,,,,,,
Bill Madlock,1007957,118127,3B,CHC,4.780993931755683,,4.33,31.015247310076127,-7.770919322967529,-1.2581490261945871,,,,,149.2628729513707,0.4107099610462523,,,,,0.911965811,0.5,0.411965811,0.3385214,0.1614786,0.334033613,142,588,514,68,84,15,52,257,174,122,36,1,15,56,15,27,0.045918367,0.095238095,,,3.4411182403564453,0.2470811257654936,,,,,-11.0,,,,,,,
Dave Winfield,1014127,124448,RF,SDP,4.629564455383214,,5.12,22.57474516064864,1.8957481384277344,2.443357478361577,,,,,131.86713674382858,0.3638837825460109,,,,,0.797265989,0.430894308,0.366371681,0.282520325,0.148373983,0.310344827,137,567,492,81,69,13,43,212,139,96,26,4,26,65,8,78,0.137566137,0.114638447,,,2.692171812057495,-0.141377579001642,,,,,8.0,,,,,,,
Richie Zisk,1014455,124780,LF,PIT,4.624188876335204,,3.92,20.4362042954901,1.744417667388916,0.0352450030623003,,,,,128.56570521753414,0.3672942512648233,,,,,0.807929734,0.464716006,0.343213728,0.289156626,0.17555938,0.311440677,155,641,581,91,89,21,58,270,168,110,35,2,1,52,3,96,0.14976599,0.081123244,,,1.325185775756836,0.1516218032952909,,,,,9.0,,,,,,,
Dave Concepcion,1002494,112549,SS,CIN,4.60381600009872,,4.39,4.17088925702695,17.984910011291504,0.3301800467306748,,,,,105.42009254194504,0.3331150282024377,,,,,0.736484703,0.401041666,0.335443037,0.28125,0.119791666,0.302970297,152,636,576,74,69,9,44,231,162,118,28,7,21,49,11,68,0.106918238,0.077044025,,,0.3100380003452301,-0.6453746043002007,,,,,9.0,,,,,,,
Thurman Munson,1009334,119531,C,NYY,4.5912042266203414,,5.27,16.586396444669376,4.560013294219971,-1.4571128342067825,,,,,125.76788771103833,0.3492726654629577,,,,,0.769167578,0.431818181,0.337349397,0.301948051,0.12987013,0.295971978,152,665,616,79,105,17,45,266,186,141,27,1,14,29,6,38,0.057142857,0.043609022,,,1.3119256496429443,0.4953257696917492,,,,,0.0,,,,,,,
Willie Randolph,1010694,120927,2B,NYY,4.585989312377886,,5.03,5.965359578936418,22.079094171524048,2.796005978016183,,,,,106.03183714346052,0.3205763982211957,,,,,0.68287655,0.327906976,0.354969574,0.26744186,0.060465116,0.290076335,125,499,430,59,40,1,20,141,115,95,15,4,37,58,5,39,0.078156312,0.116232464,,,-1.335348129272461,-0.9643399339826126,,,,,19.0,,,,,,,
Steve Garvey,1004557,114641,1B,LAD,4.5782386828485535,,4.74,25.56623923020016,-6.045746803283691,0.6415578678715974,,,,,132.14199030996468,0.3668048655285554,,,,,0.813320917,0.450079239,0.363241678,0.31695721,0.133122029,0.335125448,162,696,631,85,80,13,54,284,200,146,37,4,19,50,11,69,0.099137931,0.07183908,,,4.0561957359313965,0.1186607460837785,,,,,4.0,,,,,,,
Hal McRae,1008687,118872,LF,KCR,4.4267195347949,,4.65,34.46498973961274,-13.001483917236328,-0.248550450312905,,,,,154.13287227572062,0.3954236353437105,,,,,0.868019844,0.461100569,0.406919275,0.332068311,0.129032258,0.345041322,149,609,527,75,73,8,47,243,175,128,34,5,22,64,7,43,0.070607553,0.105090311,,,3.3847079277038574,-0.9911653045415992,,,,,1.0,,,,,,,
Jose Cruz,1002841,112902,LF,HOU,4.282278937385882,,4.32,17.193541632334796,6.807956218719482,1.3656834968132898,,,,,128.64130901717473,0.3584798564696361,,,,,0.777429379,0.400911161,0.376518218,0.302961275,0.097949886,0.329923273,133,496,439,49,61,4,30,176,133,103,21,5,28,53,5,46,0.092741935,0.106854838,,,3.3031060695648193,1.5384796035144612,,,,,12.0,,,,,,,
Jay Johnstone,1006463,116650,RF,PHI,4.23117487245025,,4.28,16.34987782612531,7.451758861541748,-0.9893102288478984,,,,,131.69564946352372,0.3758849087449693,,,,,0.830287568,0.456818181,0.373469387,0.318181818,0.138636363,0.334987593,129,491,440,62,53,5,47,201,140,93,38,4,5,41,5,39,0.079429735,0.083503054,,,2.9233977794647217,1.2129289573619908,,,,,13.0,,,,,,,
